bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,island,sex,species
51.3,17.0,228.2,6045.0,1.0,0.0,1
38.6,13.1,224.8,3856.0,0.0,0.0,1
39.6,13.5,231.4,3245.0,0.0,0.0,0
40.0,19.4,185.1,4202.0,0.0,1.0,0
44.9,17.4,175.5,6259.0,0.0,1.0,1
58.9,17.1,228.1,5487.0,1.0,0.0,1
44.3,20.9,175.3,2834.0,1.0,0.0,0
37.1,20.1,204.0,5887.0,1.0,,0
45.9,20.8,234.1,5819.0,0.0,0.0,1
57.8,21.4,186.4,3413.0,2.0,0.0,0
37.8,19.9,193.1,5336.0,1.0,1.0,0
39.0,13.6,213.7,4157.0,2.0,0.0,1
47.3,14.4,226.0,4321.0,1.0,1.0,1
49.2,20.0,188.8,5100.0,1.0,1.0,1
52.4,18.1,213.6,3065.0,1.0,0.0,0
40.0,15.1,218.0,3222.0,0.0,1.0,0
46.0,20.5,214.1,5822.0,1.0,0.0,1
43.2,14.1,216.7,5347.0,0.0,0.0,1
48.5,19.9,186.8,4699.0,0.0,1.0,0
59.4,15.4,184.7,5177.0,0.0,0.0,1
40.6,16.3,190.2,5227.0,0.0,0.0,0
38.1,17.4,191.0,6065.0,1.0,1.0,0
42.9,,178.6,4997.0,2.0,0.0,1
53.0,15.9,224.9,3130.0,2.0,0.0,1
54.3,13.6,209.7,2986.0,2.0,1.0,1
59.6,21.8,,5214.0,1.0,1.0,0
44.1,14.4,199.5,3423.0,0.0,0.0,0
57.7,21.4,210.5,3896.0,2.0,1.0,1
43.3,21.2,231.8,3389.0,0.0,,0
42.5,14.3,218.9,4857.0,2.0,0.0,1
41.6,13.4,203.9,6033.0,1.0,0.0,0
44.0,17.2,205.8,5698.0,2.0,1.0,1
49.1,22.0,192.3,3278.0,0.0,0.0,0
,21.2,177.3,4875.0,2.0,0.0,0
59.5,21.2,202.1,4200.0,1.0,1.0,1
35.7,19.0,216.9,4116.0,2.0,0.0,0
47.7,16.6,224.0,6254.0,1.0,1.0,1
40.7,21.7,215.2,,0.0,0.0,0
49.8,18.1,207.4,5678.0,0.0,0.0,1
45.7,20.2,170.9,5220.0,2.0,1.0,1
43.3,14.1,222.3,4285.0,0.0,1.0,1
42.0,20.1,189.0,4179.0,1.0,0.0,0
45.4,20.7,181.9,3164.0,1.0,0.0,0
35.8,13.8,175.5,3118.0,0.0,0.0,0
49.6,14.6,231.6,3331.0,0.0,1.0,0
40.6,16.9,170.3,4315.0,2.0,1.0,0
42.6,21.9,173.4,5882.0,2.0,1.0,0
48.9,13.4,187.7,4404.0,1.0,1.0,1
37.1,19.6,,5143.0,,0.0,0
54.6,13.7,225.0,4642.0,1.0,0.0,1
37.5,21.8,176.5,5772.0,1.0,1.0,0
54.5,13.8,220.8,3497.0,1.0,1.0,1
49.3,16.1,185.3,4902.0,1.0,1.0,1
42.2,20.4,220.5,3760.0,0.0,0.0,1
47.0,21.7,181.1,4922.0,1.0,1.0,0
40.2,18.1,176.1,3932.0,0.0,1.0,0
40.3,20.3,188.4,3927.0,1.0,1.0,0
55.9,15.0,208.1,4427.0,2.0,1.0,1
52.0,21.0,214.6,3886.0,2.0,1.0,1
55.5,13.3,185.1,5406.0,2.0,1.0,1
56.4,,231.9,5036.0,0.0,0.0,1
41.6,20.6,183.7,3829.0,2.0,0.0,0
49.2,13.1,204.8,4551.0,2.0,0.0,1
52.6,13.7,179.7,4971.0,2.0,1.0,1
38.3,17.7,204.1,3171.0,2.0,1.0,0
33.2,21.8,189.8,,0.0,1.0,0
51.0,19.5,209.9,3044.0,0.0,0.0,0
55.8,17.1,174.7,4212.0,0.0,0.0,0
42.7,18.2,217.9,5634.0,0.0,0.0,1
46.3,15.0,202.0,4712.0,0.0,0.0,0
39.8,16.9,182.5,4035.0,0.0,1.0,0
57.4,18.4,192.2,4113.0,0.0,0.0,0
57.7,20.8,231.9,2891.0,2.0,1.0,1
50.8,17.7,177.1,5167.0,2.0,1.0,1
32.8,18.0,216.5,4567.0,0.0,1.0,0
55.3,15.1,208.4,5900.0,0.0,1.0,1
32.3,20.6,192.1,4021.0,1.0,1.0,0
38.6,13.1,231.6,6079.0,0.0,1.0,1
38.7,17.1,203.4,4070.0,0.0,1.0,1
50.5,18.5,226.4,5820.0,0.0,1.0,1
54.0,21.1,212.9,4291.0,0.0,0.0,0
56.8,17.3,180.6,,0.0,0.0,1
39.6,20.4,198.3,4455.0,2.0,1.0,1
40.8,18.8,231.6,2722.0,2.0,0.0,1
47.5,14.4,221.3,4202.0,1.0,0.0,1
39.4,16.9,222.0,5114.0,1.0,0.0,1
36.2,14.7,207.8,6174.0,2.0,1.0,0
41.9,20.0,219.3,3651.0,1.0,1.0,1
43.9,18.5,193.0,3822.0,2.0,0.0,0
46.8,18.8,182.7,5353.0,2.0,1.0,1
41.8,20.6,199.0,6159.0,1.0,0.0,0
35.8,21.6,218.1,5393.0,1.0,0.0,1
46.1,13.5,204.7,3290.0,1.0,0.0,1
36.7,14.9,179.5,4815.0,1.0,1.0,0
43.4,16.3,229.8,3069.0,0.0,1.0,1
44.0,21.3,185.9,5211.0,0.0,1.0,0
59.7,16.7,170.7,5440.0,2.0,0.0,0
47.2,14.7,206.3,5856.0,1.0,1.0,1
37.3,14.8,198.4,6180.0,2.0,1.0,1
50.6,21.9,220.7,5882.0,0.0,1.0,1
36.2,17.3,211.2,5692.0,2.0,1.0,1
36.0,15.0,183.9,5067.0,2.0,1.0,0
37.1,20.2,206.3,5166.0,0.0,1.0,0
54.6,15.4,227.8,5997.0,1.0,1.0,1
50.2,15.7,222.9,5154.0,2.0,1.0,1
37.8,18.2,227.4,3957.0,0.0,0.0,0
51.8,18.6,232.7,3174.0,1.0,0.0,1
44.7,20.6,185.9,5389.0,0.0,0.0,0
49.9,16.8,185.3,4274.0,2.0,1.0,0
58.1,18.7,227.4,6086.0,0.0,0.0,1
50.7,14.4,195.7,4288.0,0.0,1.0,1
35.0,19.0,210.1,5934.0,2.0,1.0,0
42.1,14.3,185.8,5105.0,0.0,0.0,0
46.0,18.3,217.2,4896.0,0.0,0.0,0
46.6,19.9,190.2,6284.0,1.0,1.0,1
43.8,13.0,194.2,3811.0,1.0,0.0,1
39.3,21.3,206.8,5209.0,2.0,0.0,0
56.5,18.0,225.6,3772.0,2.0,0.0,1
55.4,20.7,213.6,4778.0,1.0,1.0,1
33.2,20.6,210.6,5504.0,0.0,0.0,0
45.8,17.0,231.2,5146.0,2.0,0.0,1
39.7,18.7,231.1,3585.0,0.0,0.0,1
45.0,16.6,180.7,5131.0,,0.0,0
56.8,18.5,173.4,4111.0,0.0,0.0,0
35.8,20.8,188.0,5189.0,2.0,0.0,0
42.6,16.5,195.3,5586.0,2.0,0.0,0
43.7,21.1,181.1,5772.0,0.0,1.0,0
42.0,17.0,208.1,5635.0,2.0,0.0,1
38.8,19.1,232.7,3749.0,1.0,0.0,0
37.2,18.2,211.6,5165.0,0.0,1.0,0
56.2,20.5,202.3,6132.0,1.0,0.0,1
42.9,18.5,209.0,4319.0,1.0,0.0,0
47.6,19.6,229.9,4934.0,2.0,1.0,1
54.3,19.3,219.3,2844.0,0.0,0.0,0
51.8,17.6,233.4,5568.0,0.0,0.0,1
48.2,16.6,232.2,2711.0,2.0,1.0,1
39.5,20.8,223.1,5591.0,0.0,0.0,0
48.9,19.7,211.6,,2.0,1.0,1
37.4,19.3,177.5,3992.0,0.0,,0
42.4,13.7,192.2,3899.0,0.0,0.0,0
42.2,15.8,183.4,4442.0,2.0,1.0,0
55.8,20.4,229.8,5214.0,0.0,1.0,1
49.6,18.6,190.5,5262.0,2.0,0.0,0
48.0,17.9,197.6,6232.0,2.0,1.0,1
59.6,20.6,232.6,2840.0,2.0,1.0,1
53.0,14.8,232.7,5517.0,1.0,,1
59.3,18.4,202.4,3510.0,0.0,1.0,1
34.9,20.6,215.8,5545.0,1.0,0.0,0
46.7,19.6,231.7,5435.0,0.0,1.0,1
40.5,20.6,179.3,2927.0,1.0,0.0,0
51.6,14.5,190.2,2946.0,0.0,0.0,1
58.8,14.4,185.2,2749.0,0.0,0.0,0
48.7,18.5,206.0,4356.0,2.0,1.0,0
32.4,18.6,175.7,3628.0,0.0,0.0,0
45.7,20.2,199.2,5794.0,1.0,1.0,1
36.5,18.1,211.8,3404.0,2.0,0.0,0
59.0,18.9,233.9,6184.0,2.0,1.0,1
41.4,19.0,209.2,4991.0,1.0,1.0,1
35.7,21.7,207.3,4964.0,1.0,1.0,0
53.3,14.8,231.9,5204.0,0.0,1.0,1
48.8,21.9,193.8,3172.0,0.0,0.0,0
42.9,18.6,177.6,4443.0,2.0,0.0,0
36.4,16.3,184.9,3199.0,2.0,1.0,0
41.5,13.3,187.3,3830.0,2.0,1.0,1
46.6,13.1,233.9,3303.0,1.0,1.0,0
41.7,20.6,208.4,5908.0,2.0,1.0,1
36.2,20.8,179.1,2901.0,0.0,,0
54.7,14.9,232.6,2714.0,2.0,0.0,1
57.7,13.5,195.1,6093.0,2.0,0.0,1
55.7,20.9,222.2,4004.0,0.0,1.0,1
32.5,19.3,195.9,4765.0,2.0,1.0,0
46.0,21.0,202.6,3842.0,2.0,0.0,0
32.6,13.4,195.9,3475.0,1.0,1.0,0
33.0,16.7,224.1,3297.0,2.0,1.0,0
36.5,17.8,231.5,5672.0,2.0,1.0,1
43.2,15.5,186.3,5793.0,0.0,1.0,1
35.0,20.3,189.1,2825.0,2.0,0.0,0
52.2,18.3,224.7,3195.0,1.0,0.0,1
59.7,21.7,202.7,3631.0,2.0,0.0,1
36.4,17.2,194.2,5956.0,2.0,1.0,1
44.7,18.3,174.1,6280.0,2.0,0.0,0
59.8,21.3,175.0,5641.0,2.0,0.0,1
50.0,20.1,174.8,5404.0,2.0,0.0,0
48.8,19.2,180.9,4732.0,2.0,0.0,0
51.9,20.6,200.2,5272.0,1.0,0.0,0
47.8,18.3,186.2,4071.0,,1.0,0
33.6,13.6,212.2,5185.0,2.0,0.0,1
45.1,14.3,187.6,4694.0,1.0,0.0,1
32.6,13.9,226.8,2870.0,2.0,0.0,1
50.7,13.7,206.5,5029.0,1.0,1.0,1
45.5,20.3,219.2,4336.0,0.0,0.0,0
59.3,13.4,,5488.0,1.0,0.0,1
59.0,17.1,196.5,3098.0,0.0,0.0,0
38.1,17.4,181.6,3622.0,2.0,0.0,1
35.3,16.4,196.0,4504.0,2.0,0.0,0
45.5,14.4,192.6,2915.0,0.0,0.0,0
36.6,20.4,185.1,3124.0,0.0,1.0,0
40.3,15.5,232.0,3853.0,1.0,,1
33.6,16.5,,2972.0,0.0,0.0,0
51.2,20.6,215.4,5697.0,2.0,0.0,1
47.6,15.8,193.8,3215.0,0.0,0.0,0
36.8,15.2,218.9,3515.0,0.0,1.0,0
58.8,21.2,180.6,3301.0,2.0,0.0,0
37.3,17.8,231.9,4192.0,0.0,1.0,0
43.5,16.8,234.4,4351.0,0.0,1.0,1
35.3,21.4,217.4,4157.0,2.0,1.0,0
53.9,20.7,177.1,4335.0,1.0,0.0,0
39.3,16.1,215.2,4899.0,1.0,1.0,1
54.3,16.0,173.8,4049.0,2.0,1.0,1
41.8,14.3,232.7,6227.0,2.0,1.0,1
44.1,19.4,174.5,5684.0,1.0,0.0,1
42.4,19.9,232.0,5372.0,2.0,0.0,1
54.1,20.5,171.6,4705.0,1.0,0.0,0
56.6,17.8,218.9,3124.0,2.0,1.0,1
50.0,19.1,212.0,5673.0,2.0,1.0,0
41.1,18.5,200.7,5022.0,0.0,1.0,0
49.7,20.5,206.9,4185.0,2.0,1.0,0
37.8,17.3,,4109.0,2.0,0.0,0
37.0,13.6,196.4,5628.0,0.0,0.0,0
40.3,15.5,172.8,5563.0,0.0,0.0,0
59.6,16.6,229.9,5034.0,1.0,0.0,1
34.5,19.6,211.4,5435.0,0.0,1.0,0
36.3,20.9,181.3,2799.0,1.0,0.0,0
59.1,18.2,214.2,6261.0,0.0,0.0,1
41.6,18.8,226.8,5585.0,2.0,1.0,1
47.6,17.5,227.9,5026.0,2.0,0.0,1
34.8,19.9,226.4,3241.0,1.0,1.0,0
40.0,21.2,190.3,3302.0,1.0,1.0,0
37.7,16.8,196.6,2920.0,1.0,0.0,0
44.0,17.7,232.0,3623.0,1.0,1.0,1
57.2,17.3,232.0,3748.0,2.0,0.0,1
41.0,17.4,231.0,6122.0,2.0,1.0,1
44.3,16.3,204.1,5715.0,0.0,0.0,1
34.2,14.8,227.8,3716.0,1.0,1.0,0
59.2,14.0,222.1,3312.0,2.0,1.0,1
38.5,16.6,199.7,3460.0,1.0,0.0,0
53.4,13.9,224.3,5138.0,2.0,0.0,1
49.1,13.5,192.0,3130.0,0.0,1.0,0
58.4,19.7,227.7,3256.0,2.0,0.0,1
45.1,16.0,170.9,5071.0,2.0,0.0,1
35.1,20.2,190.2,3066.0,1.0,1.0,0
59.7,19.0,217.1,4812.0,0.0,1.0,1
59.7,20.4,218.8,5759.0,1.0,1.0,1
46.2,15.5,195.7,5491.0,2.0,0.0,0
51.0,15.9,218.7,2769.0,2.0,0.0,1
50.7,15.6,175.7,2804.0,0.0,1.0,1
39.7,13.0,220.1,,0.0,1.0,0
50.2,17.2,202.9,5177.0,1.0,0.0,1
58.6,18.0,194.9,4398.0,2.0,1.0,1
42.0,17.9,234.1,6223.0,0.0,0.0,1
35.9,16.3,219.1,5089.0,2.0,0.0,1
35.3,21.9,192.7,5500.0,2.0,1.0,0
34.8,18.6,234.2,3069.0,2.0,0.0,0
59.1,21.6,221.8,6200.0,0.0,1.0,1
41.9,20.2,227.1,3364.0,1.0,0.0,1
38.4,21.9,226.8,2780.0,0.0,0.0,0
53.2,19.0,174.8,3111.0,2.0,0.0,1
37.4,17.0,204.5,5919.0,0.0,1.0,0
,19.8,208.2,3481.0,1.0,1.0,0
35.1,16.8,219.8,3501.0,0.0,1.0,0
54.9,17.9,232.4,5287.0,0.0,,1
52.7,14.9,176.0,3058.0,2.0,0.0,1
41.8,14.7,211.0,5810.0,2.0,0.0,1
49.0,21.4,207.8,5037.0,2.0,1.0,1
56.9,17.8,184.3,5134.0,1.0,0.0,1
35.5,20.4,193.6,5127.0,0.0,0.0,0
35.4,21.0,178.2,3855.0,1.0,0.0,0
57.8,18.5,203.0,4600.0,0.0,0.0,1
,13.9,180.7,5018.0,1.0,0.0,1
48.6,17.7,215.5,4048.0,2.0,0.0,0
32.4,19.1,221.9,4337.0,0.0,1.0,0
46.6,17.0,185.5,5294.0,0.0,0.0,1
47.1,15.1,178.4,3245.0,0.0,1.0,0
38.3,14.4,219.3,3208.0,0.0,1.0,1
59.1,13.4,209.8,5090.0,2.0,1.0,1
50.2,16.3,233.6,4435.0,2.0,0.0,1
54.3,14.2,229.4,4571.0,1.0,1.0,1
47.4,21.7,217.3,2997.0,2.0,1.0,0
48.2,17.7,204.4,,1.0,0.0,1
35.9,20.0,211.3,3511.0,0.0,0.0,0
40.5,17.6,195.3,4185.0,0.0,1.0,1
35.8,15.4,170.3,4746.0,1.0,1.0,0
52.6,21.8,170.8,4242.0,0.0,0.0,0
49.6,21.6,216.9,4646.0,2.0,1.0,0
53.8,19.2,175.0,4883.0,2.0,1.0,0
54.5,17.6,211.8,3736.0,2.0,1.0,1
57.8,20.2,195.4,5082.0,0.0,1.0,1
38.2,19.8,213.8,4429.0,2.0,0.0,0
56.3_err,15.8,185.5,3703.0,2.0,0.0,1
,19.2,190.1,5474.0,0.0,1.0,0
45.1,14.3,210.8,3296.0,0.0,1.0,0
53.9,18.1,172.8,5007.0,2.0,1.0,1
39.4,16.5,185.5,3083.0,1.0,0.0,0
34.3,13.3,210.2,5627.0,2.0,1.0,1
56.4,20.2,190.7,4232.0,2.0,,1
34.0,14.0,176.8,5078.0,0.0,0.0,0
42.4,14.8,198.7,4116.0,1.0,1.0,0
35.3,13.6,171.3,4815.0,1.0,1.0,0
58.5,18.9,226.0,3348.0,2.0,0.0,1
38.5,14.8,201.2,5529.0,2.0,0.0,1
42.6,17.0,191.8,4401.0,2.0,1.0,1
54.1,17.6,214.3,5257.0,0.0,,1
37.9,15.4,192.8,5819.0,0.0,1.0,0
58.0,13.5,,5505.0,2.0,,1
47.0,15.3,208.5,3662.0,2.0,1.0,1
47.4,17.9,214.7,3178.0,0.0,0.0,0
49.8,17.8,188.1,,2.0,0.0,0
51.8,21.4,191.4,6195.0,2.0,0.0,1
35.0,14.5,176.2,4019.0,2.0,1.0,0
32.5,15.2,175.1,4134.0,1.0,1.0,0
48.3,21.3,182.2,4057.0,1.0,1.0,0
42.2,19.4,193.1,6243.0,1.0,1.0,0
55.6,17.7,201.9,5607.0,2.0,0.0,1
42.6,18.4,201.8,5167.0,2.0,1.0,1
43.4,16.0,184.2,4887.0,0.0,1.0,0
40.2,15.6,185.3,3720.0,,0.0,0
39.0,21.9,173.6,3043.0,1.0,0.0,0
47.1,16.3,181.2,3370.0,1.0,1.0,0
43.1,16.9,217.3,3621.0,0.0,,0
56.4,16.0,170.0,3666.0,0.0,1.0,0
42.4,18.6,203.1,6264.0,2.0,1.0,1
42.9,16.4,227.1,6240.0,1.0,1.0,1
48.0,15.1,219.9,5804.0,0.0,0.0,0
55.9,17.6,189.9,5244.0,1.0,0.0,0
56.3,15.2,206.1,4259.0,0.0,0.0,1
53.1,14.4,215.2,6000.0,1.0,0.0,1
51.0,14.6,204.3,3330.0,1.0,,0
47.1,18.1,201.7,3370.0,,0.0,1
56.4,20.2,226.6,3591.0,0.0,1.0,1
36.4,21.4,170.8,4235.0,1.0,0.0,0
50.8,15.9,197.7,4976.0,,0.0,1
43.0,14.6,218.1,4761.0,1.0,1.0,1
60.0,15.4,173.0,3843.0,0.0,1.0,0
58.5,17.7,181.4,3751.0,1.0,0.0,1
48.8,20.4,216.0,3235.0,2.0,0.0,0
47.0,15.2,188.3,2969.0,1.0,1.0,1
32.1,17.5,229.5,3795.0,,1.0,0
,19.2,219.7,3231.0,1.0,,0
57.6,21.8,178.6,3407.0,0.0,0.0,0
37.1,16.7,210.5,4603.0,1.0,0.0,0
49.6,15.9,213.2,4625.0,1.0,0.0,0
50.3,16.0,228.8,2877.0,1.0,1.0,1
51.2,21.1,214.0,3516.0,1.0,0.0,1
42.0,17.4,182.4,4918.0,2.0,1.0,1
57.3,18.9,179.1,5202.0,,1.0,1
57.5,15.7,188.4,6021.0,2.0,0.0,1
45.8,15.3,178.1,3042.0,0.0,0.0,0
33.1,16.7,175.8,5407.0,0.0,1.0,0
44.2,16.9,217.5,4671.0,1.0,1.0,1
58.2,13.1,193.7,6166.0,1.0,1.0,1
47.8,15.3,226.8,3270.0,1.0,1.0,1
57.2,21.2,177.8,5545.0,0.0,0.0,0
36.8,17.8,,3466.0,1.0,0.0,0
43.0_err,18.7,199.4,3001.0,0.0,1.0,0
41.0,21.6,176.3,3670.0,2.0,1.0,0
51.1,14.6,216.0,3365.0,0.0,1.0,0
34.9,18.4,174.1,4613.0,1.0,1.0,0
43.5,17.0,204.3,5020.0,2.0,1.0,1
47.3,13.2,222.2,5878.0,2.0,0.0,1
46.1,18.5,176.6,4242.0,2.0,1.0,0
41.5,19.4,184.7,6241.0,2.0,0.0,1
34.0,19.9,175.3,5793.0,2.0,1.0,0
44.3,19.8,185.9,6098.0,1.0,0.0,0
45.8,20.7,216.8,5673.0,,1.0,1
52.7,20.0,204.6,6015.0,2.0,0.0,1
41.1,17.0,226.9,3196.0,1.0,1.0,1
44.6,14.3,214.7,4310.0,0.0,1.0,0
32.6,19.3,222.1,5051.0,0.0,0.0,0
52.8,18.4,,3490.0,0.0,1.0,0
51.5,16.6,215.2,3367.0,0.0,1.0,1
57.6,16.8,222.1,4513.0,0.0,0.0,1
35.2,21.2,197.3,3481.0,0.0,0.0,0
48.6,19.0,205.2,5772.0,,,1
53.4,18.4,190.9,4572.0,1.0,0.0,0
52.1,16.6,222.1,6274.0,0.0,0.0,1
44.1,13.1,216.2,4720.0,1.0,1.0,1
57.0,18.3,180.5,4512.0,0.0,0.0,0
34.7,21.4,212.4,5906.0,2.0,1.0,1
54.5,13.5,,4435.0,0.0,1.0,1
51.7,18.0,201.9,2999.0,2.0,0.0,0
38.5,14.2,188.9,3613.0,0.0,0.0,0
59.1,21.2,192.8,6101.0,1.0,0.0,0
49.1,13.7,210.2,3282.0,0.0,1.0,1
57.1,15.6,208.9,4651.0,1.0,1.0,1
34.4,20.4,206.0,3390.0,0.0,0.0,0
38.6,15.9,222.8,6063.0,1.0,1.0,1
58.5,13.9,173.3,5500.0,2.0,0.0,1
59.5,16.3,187.2,3311.0,,0.0,1
44.5,21.2,199.9,3673.0,2.0,1.0,0
44.2,16.6,193.3,4130.0,1.0,1.0,0
49.7,20.0,192.5,3596.0,,1.0,1
43.1,18.7,186.5,5476.0,0.0,0.0,0
40.9,19.3,202.6,,1.0,1.0,1
33.1,14.3,214.5,6187.0,1.0,1.0,1
49.0,13.4,179.4,3203.0,1.0,0.0,1
47.6,21.3,,4171.0,1.0,0.0,1
39.2,19.1,220.9,3778.0,0.0,1.0,0
37.2,14.1,220.0,4016.0,2.0,0.0,1
51.1,16.7,217.9,3378.0,2.0,0.0,1
36.5,16.7,224.2,6196.0,0.0,0.0,1
51.9,15.0,,2795.0,0.0,0.0,0
43.8,15.7,232.6,6057.0,0.0,0.0,1
50.0,20.4,176.0,4479.0,0.0,1.0,0
56.0,15.5,220.0,3216.0,1.0,1.0,1
48.0,14.6,170.4,2910.0,0.0,0.0,0
44.7,21.0,180.9,4546.0,0.0,1.0,0
46.1,13.6,221.6,3740.0,1.0,0.0,1
43.2,15.5,177.2,4159.0,2.0,0.0,0
42.4,15.1,221.1,4813.0,0.0,1.0,0
53.4,19.5,200.7,6082.0,0.0,1.0,1
38.6,20.3,205.5,3816.0,1.0,1.0,0
52.7,16.7,233.5,5518.0,0.0,0.0,1
43.8,20.5,179.6,2820.0,0.0,1.0,0
32.1,15.8,220.6,4312.0,1.0,1.0,1
47.6,16.3,222.8,3120.0,0.0,1.0,0
58.3,21.2,173.1,4545.0,2.0,1.0,1
49.8,21.4,197.8,3320.0,0.0,0.0,0
42.0,21.3,216.4,3242.0,0.0,1.0,0
48.6,17.2,231.2,5922.0,1.0,0.0,1
33.7,17.4,222.5,,0.0,1.0,0
36.1,18.7,220.8,3309.0,,0.0,0
59.3,21.1,174.3,3212.0,1.0,0.0,0
38.6,20.1,212.1,3873.0,2.0,0.0,0
49.2,15.7,179.9,5518.0,2.0,0.0,1
50.6,14.4,183.1,4464.0,1.0,1.0,0
55.6,18.3,229.5,,2.0,1.0,1
35.1,19.8,216.2,5411.0,2.0,1.0,0
59.0,20.5,183.9,5342.0,2.0,0.0,1
51.5,14.2,229.3,5174.0,2.0,1.0,1
32.7,16.9,187.6,3589.0,2.0,1.0,0
36.6,17.9,170.2,4565.0,0.0,1.0,0
39.8,17.9,176.8,3459.0,1.0,0.0,0
53.8,18.0,201.0,5675.0,0.0,,1
44.4,17.7,216.8,4593.0,2.0,1.0,1
41.1_err,14.0,201.4,5351.0,0.0,1.0,1
32.8,19.4,,6211.0,1.0,1.0,0
,14.1,205.6,4803.0,2.0,1.0,1
47.1,18.6,201.7,4689.0,2.0,1.0,0
,17.3,194.5,2745.0,0.0,1.0,0
38.9,16.9,215.0,5585.0,1.0,1.0,1
32.9,13.9,180.9,5330.0,,0.0,1
43.9,18.1,182.2,5994.0,0.0,0.0,0
51.5,19.7,229.8,4134.0,0.0,0.0,1
35.4,17.6,184.6,5955.0,2.0,0.0,1
57.0,13.0,180.3,2808.0,0.0,1.0,0
39.6,14.0,204.1,5966.0,2.0,0.0,1
47.1,19.7,198.2,5211.0,2.0,0.0,1
53.1,14.0,181.2,5043.0,1.0,0.0,1
36.9,17.1,184.6,5975.0,2.0,1.0,0
33.0,17.1,212.4,4608.0,1.0,1.0,0
45.1,21.1,190.6,3249.0,1.0,0.0,0
34.8,20.3,208.9,3862.0,1.0,0.0,0
39.6,16.2,190.9,3032.0,0.0,1.0,0
50.7,21.2,226.4,5583.0,1.0,1.0,1
36.2,21.0,181.4,3792.0,0.0,1.0,0
,16.6,232.3,5247.0,1.0,0.0,1
43.4,18.4,214.9,5823.0,0.0,1.0,1
53.9,16.5,205.1,5900.0,0.0,1.0,1
36.0,13.9,200.9,5272.0,0.0,1.0,0
39.5,20.4,222.9,4041.0,2.0,0.0,1
39.8,13.8,173.6,6204.0,0.0,0.0,1
39.1,15.0,213.1,5012.0,0.0,0.0,1
57.0,18.5,225.2,3580.0,1.0,1.0,0
49.5,20.0,179.1,,0.0,0.0,0
34.0,16.8,196.5,5419.0,2.0,0.0,1
34.0,13.5,198.7,4319.0,2.0,0.0,0
51.7,19.1,231.7,4133.0,0.0,1.0,1
47.6,15.8,227.5,6292.0,0.0,0.0,1
49.4,16.0,229.1,6062.0,0.0,1.0,0
51.2,17.9,231.9,6101.0,0.0,0.0,1
52.9,15.8,184.0,5057.0,2.0,0.0,0
46.4,15.6,171.1,4664.0,1.0,0.0,1
49.7,13.7,221.3,4130.0,0.0,1.0,1
58.3,21.3,,4218.0,0.0,0.0,0
33.3,15.6,210.6,5373.0,0.0,1.0,0
44.4,16.3,201.2,3211.0,2.0,0.0,0
39.3,17.1,218.0,4541.0,1.0,1.0,1
33.5,13.3,195.3,3170.0,0.0,0.0,0
47.9,16.3,229.2,3578.0,0.0,1.0,1
50.4,21.3,208.5,3579.0,2.0,0.0,1
36.1,15.5,205.7,4695.0,0.0,1.0,1
57.5,18.3,198.5,5834.0,0.0,0.0,0
51.5,13.3,195.7,5234.0,0.0,0.0,1
48.2,14.3,201.2,4596.0,1.0,,0
53.7,17.1,189.6,3503.0,1.0,0.0,0
47.4,,202.7,3093.0,2.0,1.0,0
32.2,15.4,172.1,3217.0,1.0,1.0,0
36.6,14.7,189.1,4764.0,1.0,1.0,0
42.7,15.7,185.3,2965.0,1.0,0.0,0
32.6,15.9,176.4,2926.0,1.0,,0
33.6,15.7,189.5,6082.0,1.0,0.0,1
54.1,21.4,199.3,2769.0,2.0,0.0,1
55.3,18.0,195.9,5765.0,2.0,0.0,1
50.5,18.7,203.2,4602.0,2.0,0.0,1
41.9,18.0,179.8,5271.0,1.0,0.0,0
32.6,20.5,174.0,4712.0,0.0,,0
39.8,21.7,223.1,5801.0,2.0,0.0,1
37.0,13.2,180.1,4364.0,1.0,1.0,0
56.3,14.9,195.8,5300.0,0.0,,1
32.2,17.5,183.0,3081.0,0.0,1.0,0
53.9,14.0,187.2,3499.0,2.0,1.0,1
44.3,14.2,213.0,2753.0,1.0,1.0,0
50.3,18.1,213.0,5193.0,1.0,1.0,1
55.6,14.9,227.6,3387.0,1.0,0.0,1
59.9,17.9,186.3,3818.0,2.0,0.0,1
41.7,17.6,182.9,5029.0,1.0,1.0,1
40.9,17.0,175.9,6220.0,1.0,1.0,0
58.4,13.5,218.1,2827.0,1.0,1.0,1
44.8,19.9,230.5,4906.0,2.0,0.0,1
52.0,16.1,174.4,3861.0,1.0,0.0,1
59.9,19.7,228.4,,1.0,1.0,1
43.1,,225.0,5973.0,,0.0,1
36.8,17.1,199.2,6181.0,1.0,1.0,1
44.8,20.5,197.5,2959.0,0.0,0.0,0
59.8,21.3,178.8,3021.0,2.0,0.0,0
37.7,19.3,205.3,6213.0,1.0,1.0,1
48.1,17.4,205.6,5060.0,1.0,1.0,1
42.2,16.5,220.4,3702.0,0.0,0.0,0
37.9,15.8,225.7,6284.0,1.0,1.0,1
49.7,15.8,190.9,3790.0,0.0,1.0,1
55.4,16.7,214.9,3002.0,1.0,1.0,1
58.4,17.0,205.0,3825.0,2.0,0.0,0
33.3,20.7,211.3,3292.0,0.0,0.0,0
46.4,17.1,200.2,5924.0,2.0,0.0,1
,20.6,224.1,4875.0,2.0,1.0,1
