batting_avg,strike_rate,centuries,half_centuries,fours_per_innings,sixes_per_innings,bowling_avg,economy_rate,wickets,fielding_dismissals
9.31,78.39,0.11,0.72,2.96,0.79,18.98,4.07,96.1,10.03
7.99,73.2,0.21,2.53,2.79,0.18,18.7,6.76,88.43,10.3
5.1,76.85,0.0,0.79,2.08,0.42,18.66,5.14,75.66,14.33
12.84,71.51,0.21,1.61,3.32,0.51,25.72,5.75,80.48,6.96
11.31,84.18,0.21,2.04,3.78,1.04,21.65,3.93,74.26,8.29
19.79,67.69,0.0,3.17,3.36,0.96,23.28,5.47,92.57,14.69
19.09,73.6,0.67,0.0,4.52,0.59,22.26,5.84,,12.64
,65.92,0.0,1.78,2.42,0.49,24.39,5.68,100.8,12.33
10.61,92.44,0.0,3.45,4.49,0.01,24.09,6.2,78.1,6.45
14.0,111.81,0.0,2.13,4.45,0.75,26.09,6.46,,7.75
18.79,78.03,0.52,1.56,2.78,0.58,19.54,5.59,73.88,5.91
12.43,87.0,0.13,3.02,4.28,0.81,22.61,5.64,74.42,5.55
13.51,95.24,0.76,0.0,2.53,0.5,,6.35,59.93,8.64
18.03,77.5,0.28,1.61,1.94,0.0,24.15,6.43,78.31,8.87
20.3,86.13,0.34,1.64,3.18,0.0,21.54,,60.21,8.55
21.69,82.04,0.0,2.79,2.62,0.5,24.27,6.94,83.33,8.9
14.29,71.95,0.02,1.27,3.47,0.28,22.43,6.7,99.68,8.45
13.58,82.23,0.0,2.37,1.6,0.24,18.96,6.67,84.61,13.66
18.15,94.03,0.45,2.53,4.46,0.3,19.18,5.95,75.36,
10.15,72.67,0.0,2.43,4.04,0.0,22.86,5.74,81.82,8.85
12.45,84.65,0.32,2.18,2.31,0.1,13.36,4.49,94.75,11.07
14.99,87.28,0.0,3.18,2.03,0.72,,6.44,79.28,10.68
20.11,,0.03,2.75,2.64,0.0,19.48,6.63,79.22,10.43
9.25,89.71,0.74,1.31,0.76,1.05,22.34,6.24,84.68,11.47
26.1,96.38,0.3,1.61,3.96,0.57,19.41,6.3,93.3,8.41
16.21,91.18,0.22,1.52,4.35,0.35,25.36,7.1,84.41,
8.24,94.18,0.38,0.54,1.95,0.79,24.09,5.67,85.85,8.4
13.21,93.87,0.4,1.7,2.91,0.44,31.03,6.74,83.71,12.19
7.72,76.74,0.0,2.45,3.31,0.81,25.25,5.73,91.0,10.81
21.52,82.02,0.0,2.72,4.47,0.35,28.55,6.63,72.06,12.97
9.76,91.6,0.0,2.27,3.45,0.0,15.04,7.35,85.61,12.52
22.73,85.55,0.0,1.41,4.17,0.08,26.86,6.82,82.53,11.77
13.96,69.09,0.45,,3.2,,16.87,6.44,91.89,9.39
25.16,72.82,0.0,2.09,2.52,0.3,23.41,6.15,110.17,8.85
14.87,71.06,0.0,1.13,4.33,0.66,17.86,6.09,74.81,7.15
13.72,63.3,0.23,1.99,3.67,0.17,23.19,5.42,,12.1
13.23,93.41,0.37,0.57,2.55,0.43,21.71,5.16,96.6,10.53
,80.53,0.3,0.96,2.87,0.52,25.19,6.95,81.76,10.52
11.99,90.22,0.3,2.54,3.83,0.14,18.05,4.78,85.96,9.06
12.25,96.54,0.47,0.91,2.71,0.46,21.26,7.35,71.17,9.53
13.61,92.79,0.0,2.24,2.55,0.0,19.14,5.12,104.88,8.37
14.66,70.86,-0.0,2.2,,0.65,21.13,6.34,52.47,5.38
12.78,73.08,0.04,1.59,2.43,0.05,23.82,5.52,78.18,10.51
17.4,81.98,0.17,2.08,4.54,1.17,20.85,5.94,90.67,3.84
14.46,93.67,0.17,0.91,3.13,0.6,19.13,6.55,83.65,12.91
19.98,93.11,0.0,2.36,4.9,0.34,24.41,5.21,90.19,8.69
13.45,500.0,0.58,2.65,3.56,0.61,28.15,7.82,89.93,10.37
18.2,88.87,0.0,1.72,2.38,0.23,21.4,6.3,71.08,5.63
,79.29,0.28,1.4,3.25,0.38,20.97,6.14,80.98,5.3
14.26,94.88,0.3,1.81,3.87,0.34,28.33,6.64,82.99,7.53
13.22,91.71,0.0,2.34,3.75,0.29,19.84,6.91,78.02,
19.44,72.66,0.21,3.94,3.24,0.66,24.72,5.44,103.25,11.09
15.1,101.48,0.38,1.58,2.75,0.57,23.46,5.87,100.03,10.18
15.81,89.26,0.41,0.83,3.08,0.51,18.95,6.3,78.21,10.14
18.83,92.95,0.0,1.21,3.32,1.01,17.31,6.55,80.42,13.17
16.89,89.33,0.39,1.11,2.57,0.74,21.0,7.23,85.91,14.64
19.48,85.55,0.1,0.68,3.53,0.76,23.5,6.78,101.54,7.68
16.28,81.76,0.0,3.03,4.44,1.07,25.21,5.56,76.19,8.51
8.28,79.25,0.46,2.05,4.36,0.53,20.91,7.22,80.32,3.88
6.27,102.21,0.0,2.09,3.13,0.4,25.49,4.98,107.89,11.15
12.17,86.47,0.55,3.49,3.89,0.81,24.34,6.15,78.65,12.77
13.62,98.09,0.0,1.76,3.71,0.26,21.86,5.85,75.34,10.72
18.9,85.2,0.39,0.75,3.63,,23.4,7.15,82.99,11.26
15.31,81.27,0.5,2.06,4.1,0.9,19.24,6.69,114.14,9.1
16.04,95.73,0.39,1.64,3.65,0.44,26.02,5.79,73.38,11.04
13.85,79.5,0.06,3.38,2.93,0.59,19.6,7.14,77.98,9.62
8.07,88.29,,1.32,2.23,0.61,19.23,5.68,100.08,10.38
16.36,86.69,0.34,2.18,3.14,0.49,18.46,6.43,87.83,7.83
14.17,85.52,0.61,2.36,2.82,0.48,23.32,6.15,84.21,11.98
15.18,64.25,0.55,0.44,2.95,0.08,27.19,5.69,75.22,15.6
13.03,79.15,0.08,1.19,3.1,0.74,,5.67,84.71,6.22
14.26,81.74,0.0,1.77,2.49,0.63,23.65,7.37,70.1,
9.19,93.67,0.71,2.09,4.27,0.43,17.13,5.59,64.33,5.84
12.82,87.44,0.0,0.64,2.57,0.59,27.72,5.86,75.46,12.27
15.44,82.19,0.06,2.45,3.29,0.0,26.0,6.17,81.32,12.44
15.14,95.38,0.41,0.87,2.69,0.47,22.48,6.75,75.62,
16.03,77.56,0.73,0.37,4.85,0.86,23.14,6.27,95.5,4.31
10.12,77.62,0.0,3.31,4.12,0.0,18.29,5.17,97.1,
16.15,88.3,0.0,1.37,1.83,0.29,23.72,7.63,94.36,11.55
15.13,93.78,1.08,0.0,3.48,0.6,22.47,6.35,79.82,5.84
17.4,87.32,0.0,1.69,2.95,0.17,19.97,6.6,67.85,10.92
15.63,89.59,0.4,4.37,2.8,0.0,15.13,5.34,76.26,10.44
18.86,92.39,0.75,1.97,3.02,0.02,21.53,6.32,84.76,7.7
13.67,68.38,0.32,3.87,2.03,0.55,18.47,5.53,79.76,13.86
17.98,89.49,0.13,2.1,2.4,0.41,23.73,5.7,69.88,12.35
18.27,77.58,0.49,2.35,4.31,0.63,20.74,5.71,81.03,8.15
14.64,65.95,0.0,3.87,3.06,0.28,20.01,6.25,67.64,11.39
,70.41,0.28,3.25,5.71,0.79,19.51,6.1,97.19,14.12
22.73,78.29,0.47,1.71,3.1,0.31,18.84,7.2,86.2,7.02
14.78,93.95,0.0,2.34,4.22,0.46,21.19,7.8,81.76,9.99
18.9,83.59,0.0,2.01,1.98,1.01,16.77,7.48,64.41,7.39
12.01,87.96,0.06,2.21,3.11,0.44,17.23,4.52,91.5,7.03
18.64,93.27,0.6,2.39,4.14,0.86,19.33,5.06,77.9,14.02
7.42,79.84,0.42,2.79,3.26,0.54,22.46,5.14,94.42,7.57
12.2,72.37,0.44,1.13,1.21,0.6,16.97,6.43,89.86,9.57
15.3,95.62,0.1,4.75,4.94,0.62,20.81,5.42,113.19,4.64
15.5,96.84,0.0,1.59,2.78,0.64,19.38,7.22,95.68,14.37
15.28,83.83,0.31,2.9,4.05,0.0,27.46,7.19,94.65,6.47
12.86,97.37,0.06,0.83,0.85,0.98,19.37,5.33,69.62,8.04
18.1,93.21,0.0,1.77,2.94,0.45,18.44,5.92,66.69,17.06
16.79,77.01,0.34,2.43,3.89,0.71,27.46,6.42,84.15,9.79
18.78,92.68,0.05,1.66,2.28,0.13,20.8,6.73,80.62,11.49
,74.65,0.23,2.53,3.86,0.56,24.95,5.93,85.26,3.87
12.67,82.26,0.45,0.83,2.7,0.36,27.44,6.18,105.68,11.91
13.8,75.61,0.0,2.81,1.27,0.7,23.96,5.87,89.97,5.5
11.49,84.22,0.0,3.22,4.31,0.19,12.95,6.67,83.88,15.54
9.97,70.51,0.09,2.32,1.2,0.63,23.91,6.94,102.61,7.56
11.56,90.15,0.28,,2.69,0.64,21.45,4.97,97.52,9.52
16.49,81.71,0.0,1.42,3.07,0.7,21.5,5.32,76.95,9.54
19.09,83.37,0.0,2.34,3.91,0.64,19.94,5.51,77.32,11.77
18.21,91.11,0.0,1.6,4.73,0.38,30.67,6.85,84.07,8.18
17.41,87.09,0.0,1.27,2.51,0.64,26.65,6.73,101.43,4.44
12.87,83.84,0.0,1.38,3.98,0.01,22.29,5.73,91.24,3.71
12.33,100.5,0.61,0.86,2.66,0.18,19.87,6.46,94.82,8.09
25.61,90.23,0.0,2.34,2.87,0.24,21.84,5.4,65.62,8.71
20.08,82.46,0.2,3.01,3.26,0.31,24.34,4.96,66.56,13.89
21.29,82.0,0.05,4.77,,,18.1,7.24,95.03,9.85
15.58,79.03,0.22,0.25,1.85,0.47,26.77,6.13,102.76,2.05
26.15,66.65,0.0,1.22,1.98,0.82,27.7,6.41,87.36,14.58
16.08,90.0,0.0,2.87,3.41,0.08,16.27,6.16,69.26,5.7
26.28,86.78,0.17,1.63,2.17,,25.15,5.62,67.99,8.36
10.36,68.05,0.0,2.16,2.08,0.0,18.53,6.28,71.01,11.97
14.44,94.27,0.57,1.17,2.85,0.54,24.86,6.2,91.3,8.36
17.36,77.23,0.0,3.53,2.09,0.12,26.36,6.38,82.69,8.94
16.98,81.52,0.57,1.11,3.29,0.43,16.13,7.6,96.43,7.73
18.33,99.53,0.7,3.55,3.41,0.24,,6.58,53.84,11.6
16.9,70.01,0.95,0.7,3.31,0.07,16.47,7.97,,12.27
9.82,86.15,0.31,0.76,3.73,0.8,17.96,5.94,77.65,4.42
24.4,102.87,0.0,2.47,3.06,0.17,19.4,6.36,113.44,11.85
10.61,83.93,0.67,1.81,2.57,0.44,17.88,7.26,85.91,3.51
,86.93,0.0,1.32,3.08,0.08,33.51,6.52,84.97,6.31
16.28,85.93,0.0,2.2,2.88,0.29,27.07,7.83,73.33,10.48
8.9,103.47,0.4,2.69,3.41,0.67,19.0,6.36,70.21,10.61
12.19,93.83,1.13,1.29,3.35,0.68,17.77,7.14,77.75,11.34
16.08,78.37,0.0,0.85,3.67,1.01,22.91,6.06,104.41,12.14
20.18,76.95,0.42,2.56,2.36,0.72,20.19,7.5,78.95,16.21
5.16,83.03,0.0,1.48,,0.77,18.32,5.58,88.87,9.88
16.63,91.54,0.32,0.76,3.41,0.39,23.01,7.55,83.95,7.77
18.65,88.83,0.85,2.14,4.14,0.65,26.88,6.06,100.26,6.73
18.57,95.61,0.0,2.78,3.84,0.8,24.22,6.37,83.74,9.39
14.34,76.93,0.02,0.11,2.05,0.0,20.08,6.36,82.1,9.69
16.58,97.3,0.25,3.16,1.91,1.15,23.41,6.86,67.83,11.79
13.14,77.42,0.13,0.51,2.08,0.67,20.67,8.23,82.03,9.1
12.7,104.86,0.85,2.69,3.16,0.53,23.61,5.65,101.3,11.07
11.99,72.57,0.14,3.2,1.98,0.16,23.47,6.64,109.56,8.63
8.28,96.24,0.04,0.57,4.13,0.23,20.05,6.41,78.55,12.2
5.98,66.78,0.0,2.18,3.11,0.95,19.99,5.97,95.9,11.02
13.08,90.7,0.0,1.8,4.69,0.96,14.43,5.81,76.73,10.66
9.6,95.13,0.86,0.76,3.74,0.46,24.27,5.7,97.29,10.96
19.0,77.27,0.08,1.64,1.12,1.12,22.62,,81.34,10.06
10.46,87.96,0.0,1.33,4.49,0.09,22.98,6.2,95.21,10.46
14.43,85.32,0.0,0.0,2.51,0.28,20.83,6.4,86.2,10.54
20.23,76.88,0.0,2.57,2.88,1.03,18.65,5.49,78.12,9.88
8.8,73.31,0.07,2.96,2.9,0.05,16.37,6.03,70.93,11.72
13.84,86.98,0.0,,3.29,0.64,25.14,5.96,75.09,14.17
17.76,89.99,0.0,2.81,3.0,0.72,24.25,6.25,110.64,10.11
21.98,83.75,0.66,1.48,1.57,0.0,19.79,7.78,90.38,8.01
16.68,88.62,1.05,2.86,1.87,0.35,13.68,6.42,90.31,7.9
12.12,90.39,0.0,3.37,2.51,0.49,19.77,7.13,93.89,12.71
17.62,80.11,0.2,2.31,2.37,0.56,28.1,6.38,94.95,9.83
18.99,96.48,0.3,2.24,2.04,0.21,20.45,5.26,95.29,7.86
14.3,89.25,0.0,1.48,3.33,0.35,29.2,6.08,84.25,12.86
20.06,81.64,0.59,2.54,2.79,,19.56,5.65,89.27,6.59
14.1,88.74,0.65,2.55,2.98,0.23,24.52,5.44,84.65,8.84
,98.26,0.04,2.22,3.47,0.17,19.11,4.53,93.06,7.67
19.43,94.13,0.4,1.33,4.05,0.43,18.13,6.79,74.49,9.07
20.04,89.71,0.25,0.0,3.74,1.19,21.32,5.86,,7.63
15.55,79.77,0.0,1.64,3.01,0.27,21.19,6.05,61.09,6.42
16.33,83.25,0.32,0.0,3.25,0.41,14.73,7.45,81.76,9.22
12.71,80.73,0.51,4.29,2.53,0.3,23.02,5.68,73.6,14.18
14.54,80.48,0.09,3.37,2.43,1.08,19.38,5.83,76.73,10.94
15.0,76.89,0.0,3.53,2.25,0.93,22.04,5.1,80.79,6.91
16.18,82.95,0.0,2.04,4.48,0.39,29.64,5.78,96.0,6.6
15.0,81.12,0.27,2.05,2.99,,23.68,6.74,100.34,11.93
8.4,85.2,0.25,2.99,1.9,0.0,22.62,6.52,93.31,9.73
18.06,87.0,0.39,1.22,4.41,0.96,18.34,5.23,72.39,7.7
11.86,90.58,0.0,0.11,3.4,0.6,22.64,4.79,69.33,12.73
18.69,88.39,0.18,2.32,4.07,1.02,23.22,4.84,101.89,6.69
14.46,80.78,0.73,2.62,1.88,0.76,18.27,7.91,82.81,13.76
15.36,90.97,0.28,0.87,3.05,0.32,26.3,6.11,79.58,7.29
17.28,500.0,0.0,1.7,3.77,0.15,27.47,6.36,73.45,9.39
18.0,83.06,0.0,3.78,2.7,0.0,22.88,5.31,100.93,8.34
20.37,74.3,0.18,2.46,2.22,0.14,14.88,6.94,92.97,5.21
18.98,86.2,0.52,4.17,2.13,0.51,16.78,6.7,87.56,11.82
13.95,82.15,0.05,0.96,3.55,0.78,24.42,7.84,89.82,9.93
8.83,91.56,0.74,1.36,1.98,0.49,21.4,6.01,103.96,6.79
7.96,84.28,0.96,2.19,4.35,0.66,19.11,6.98,72.07,9.87
12.04,109.95,0.03,1.55,4.86,0.94,19.71,5.34,71.36,7.22
12.76,95.58,0.0,2.25,2.39,0.11,18.71,5.16,94.07,9.24
18.4,79.49,0.0,0.75,3.38,0.91,12.45,4.5,91.13,7.56
21.36,66.65,0.0,0.4,2.45,0.93,16.62,5.76,,8.34
11.72,88.55,0.59,1.2,2.83,0.84,24.12,5.86,75.95,13.12
20.65,78.14,0.0,1.49,3.43,0.36,19.44,6.0,84.61,12.66
18.59,90.12,1.34,1.63,4.55,0.44,24.78,7.49,87.87,12.54
15.61,77.81,0.14,2.36,3.47,0.0,19.34,6.28,97.95,13.92
16.67,73.85,0.0,2.3,2.39,0.3,19.18,5.63,,5.9
24.51,69.86,0.19,1.39,3.68,0.6,17.23,6.48,108.68,13.56
16.45,82.27,0.49,2.3,1.29,0.32,19.93,6.22,105.65,10.44
21.45,74.33,1.04,1.93,2.77,0.33,19.83,-2.0,78.89,10.77
13.78,80.34,0.14,0.74,3.82,0.81,17.03,8.02,60.35,12.51
13.72,87.22,0.28,1.05,2.88,0.61,24.27,6.72,88.45,14.79
19.61,82.72,0.78,1.24,2.61,1.07,27.13,,84.16,8.08
10.67,86.59,0.08,0.37,3.38,0.47,20.4,7.19,85.17,9.88
15.01,75.18,0.12,0.4,1.21,1.0,26.13,5.9,81.93,5.89
13.38,78.69,0.57,0.34,4.54,0.5,29.03,6.2,94.99,11.43
16.77,81.6,0.0,3.79,3.28,0.68,20.65,6.27,72.54,8.12
13.44,74.73,0.11,2.51,2.56,0.62,28.74,5.6,,8.9
9.07,73.52,0.16,3.85,2.82,0.09,22.27,6.04,69.24,10.49
16.31,88.02,0.34,2.27,2.5,0.56,19.85,6.16,84.04,9.89
18.31,85.19,0.0,0.77,3.68,0.35,26.15,5.76,87.71,2.68
21.0,95.44,0.38,3.49,,0.33,21.78,5.92,74.66,13.18
18.33,67.11,0.49,4.08,2.79,0.49,20.05,,79.9,6.74
16.59,62.89,0.46,1.44,2.34,0.23,25.47,6.98,97.3,4.78
9.07,86.13,0.0,1.1,4.39,0.06,26.71,6.87,89.94,5.49
15.64,73.55,0.0,3.08,2.53,0.66,24.38,6.33,73.54,13.62
16.86,81.15,0.0,1.64,3.19,1.0,24.21,6.27,92.19,9.92
18.7,94.74,0.0,2.46,3.8,0.64,22.48,5.12,82.22,8.89
12.5,82.48,0.0,3.51,3.38,0.42,30.29,6.51,84.21,10.64
21.05,93.69,0.61,1.8,2.85,0.34,23.07,5.86,90.69,11.67
14.43,85.42,0.0,0.63,2.16,0.56,21.11,6.49,86.39,14.47
15.79,72.55,0.31,2.37,4.25,0.59,23.04,8.45,76.99,10.76
15.49,78.83,0.16,4.23,3.28,0.62,26.44,5.81,92.75,7.53
15.27,80.72,0.62,4.33,4.33,0.52,24.01,6.67,82.47,5.02
15.22,77.99,0.0,0.94,5.68,0.29,19.27,5.08,93.47,15.96
15.2,100.38,1.02,2.05,4.59,0.79,25.77,6.74,97.4,12.63
17.76,83.67,0.28,1.73,3.29,0.82,29.15,4.95,89.87,10.2
15.73,74.55,0.0,2.98,2.4,0.74,27.78,5.5,89.14,12.17
12.41,83.36,0.26,1.35,2.51,0.56,22.7,,92.36,12.88
20.93,73.98,0.0,0.0,3.4,0.47,22.18,6.58,93.47,13.95
17.92,88.36,0.31,0.36,3.25,0.24,28.54,7.44,94.8,12.57
11.52,75.92,0.0,2.7,2.8,0.82,30.81,6.97,86.92,8.31
18.34,90.89,0.84,1.4,3.1,0.08,30.98,7.14,102.34,8.59
3.75,90.05,0.2,3.04,3.28,0.44,17.7,6.26,78.52,12.62
14.11,82.5,,1.46,2.15,0.53,15.51,5.8,73.29,10.06
14.65,94.87,0.37,1.63,2.69,0.41,30.0,6.36,82.65,14.48
15.37,68.31,0.0,3.68,2.23,0.19,27.5,5.82,94.44,12.9
20.46,91.97,0.46,1.77,5.02,0.3,23.49,5.93,100.56,10.98
13.41,78.93,0.39,3.86,1.88,0.0,23.27,6.39,79.15,13.89
14.93,82.32,0.6,4.1,3.28,0.6,,5.8,102.97,11.49
15.38,86.81,0.33,2.62,4.41,0.09,17.13,5.15,76.63,9.35
19.48,104.51,0.0,1.0,1.79,0.9,14.28,6.66,85.89,5.22
17.94,91.58,0.32,2.24,4.57,0.59,25.68,6.72,78.68,7.91
6.62,74.75,0.63,2.9,2.59,0.81,19.03,6.39,79.2,
10.98,91.4,0.43,,2.93,0.67,24.33,6.61,79.24,14.45
18.69,72.71,0.77,2.35,3.18,0.0,30.68,6.21,43.91,3.21
,91.94,0.47,0.48,4.01,0.46,22.69,6.7,54.08,12.12
15.17,77.97,1.05,0.94,3.02,0.8,22.34,7.24,93.83,9.91
13.16,77.36,0.0,2.44,4.3,0.12,22.22,6.14,71.86,10.64
15.01,83.24,0.63,1.65,5.41,0.8,20.24,5.67,82.87,13.42
12.98,89.89,0.11,1.18,2.72,0.48,23.6,5.79,88.3,8.62
17.37,89.81,0.39,1.68,3.23,0.56,19.4,5.41,78.37,9.57
14.5,101.95,0.0,0.23,2.84,0.63,24.25,6.31,93.04,9.94
22.37,85.82,0.03,2.28,2.36,0.4,24.84,5.58,66.52,12.79
17.58,76.27,0.0,1.92,3.68,0.72,27.44,5.5,78.63,15.16
10.68,71.65,0.2,0.84,2.37,0.25,17.46,4.86,91.78,16.36
16.5,86.92,0.0,2.76,2.74,0.42,16.49,6.38,87.53,6.07
19.47,94.45,0.19,0.37,3.05,0.0,26.25,6.28,103.09,7.58
17.38,96.28,0.11,2.15,0.81,0.23,17.63,6.75,84.06,13.39
12.6,95.65,0.67,2.03,3.57,1.09,24.13,6.62,79.43,11.47
17.94,97.48,0.0,1.9,3.38,0.45,14.45,6.01,84.37,6.1
15.58,83.53,0.88,2.85,2.75,0.66,21.18,6.46,78.26,13.99
12.48,91.42,0.61,2.56,1.69,0.29,25.17,7.52,74.95,11.35
10.84,92.2,0.29,0.48,2.69,0.85,26.96,5.69,93.52,9.22
9.15,100.26,0.47,2.25,3.12,0.79,25.83,5.53,88.58,11.31
13.65,85.26,0.62,2.14,2.74,0.35,24.12,6.33,72.72,
11.89,78.26,0.07,0.95,4.56,0.49,21.03,6.35,101.05,11.38
13.78,102.14,0.0,2.54,2.84,0.45,21.79,6.0,71.64,12.17
12.55,85.93,0.0,1.73,2.08,0.88,21.34,6.55,95.8,7.78
21.63,75.99,0.04,0.41,1.22,0.69,23.51,6.83,82.94,12.38
14.81,80.84,0.08,2.02,4.13,0.29,17.46,7.14,80.71,7.88
15.34,81.66,0.02,0.0,1.62,0.28,17.62,6.52,71.2,
14.79,95.8,0.13,3.03,1.57,0.06,,6.37,82.41,10.51
12.48,76.49,0.15,,5.33,0.64,19.32,6.97,103.06,14.5
15.12,74.25,0.43,2.41,2.29,0.21,19.96,6.4,106.3,12.6
16.77,80.85,0.0,4.03,3.01,0.33,21.9,6.22,75.29,12.93
16.4,85.79,0.0,2.07,2.42,0.69,23.87,7.08,88.42,9.15
16.22,92.04,0.09,1.05,2.5,0.44,21.68,6.47,85.26,10.32
18.65,86.0,0.31,2.86,,0.65,21.29,7.07,65.56,7.45
14.94,76.54,0.0,1.8,3.89,0.09,30.0,7.39,80.03,9.69
17.02,94.73,0.41,0.32,3.84,0.15,24.84,4.78,87.16,9.4
14.35,90.04,0.25,2.92,4.37,0.76,19.47,4.82,99.96,6.32
15.58,85.2,0.0,3.25,3.97,0.3,28.86,7.1,73.62,14.09
13.95,90.43,0.28,1.25,1.37,0.49,18.59,6.59,89.06,8.86
24.5,95.48,0.81,1.8,3.09,,21.57,4.45,85.9,10.42
18.94,77.69,0.0,0.99,3.44,0.93,19.32,,69.71,8.49
15.08,91.04,,1.89,2.66,0.69,20.33,6.89,64.46,6.13
,92.68,0.04,1.02,2.8,0.0,23.56,5.62,85.73,12.06
21.08,,0.0,0.95,3.85,0.15,24.55,6.98,67.98,6.33
16.26,73.93,0.22,2.89,2.78,,21.91,5.58,99.58,5.91
13.94,95.33,0.0,1.6,3.48,0.62,20.85,5.06,67.18,12.85
15.88,89.71,0.0,1.18,2.93,0.52,17.28,6.78,63.57,15.03
21.56,71.66,0.16,0.98,4.1,,28.22,5.57,93.16,9.8
13.02,94.0,0.0,3.72,4.57,0.67,26.13,6.7,96.04,13.07
4.8,88.59,0.0,2.61,2.69,0.54,29.35,4.34,98.31,11.17
14.12,81.83,0.1,2.07,2.15,0.7,13.0,6.65,77.95,14.19
12.99,95.24,0.0,1.3,3.82,0.24,22.69,5.17,84.85,5.94
15.43,83.46,0.0,2.95,2.17,0.85,23.11,5.52,79.52,9.93
13.07,84.51,0.14,1.18,2.9,0.73,23.23,5.68,97.07,13.0
12.33,94.77,0.11,2.82,3.96,0.49,24.04,6.94,60.21,13.45
12.19,65.69,0.98,2.09,3.16,0.63,19.25,6.09,88.9,9.18
10.56,77.06,0.17,2.38,3.83,0.96,24.15,7.41,93.41,5.85
10.34,78.27,0.17,2.15,3.0,0.9,23.56,6.56,86.55,12.08
9.6,88.51,1.13,4.01,2.35,0.36,22.41,7.29,87.86,
8.61,84.15,0.76,2.11,3.19,0.21,15.77,6.29,80.05,10.45
21.33,88.06,0.32,2.4,2.77,0.46,27.93,5.14,80.59,10.34
20.59,74.17,0.0,2.62,2.8,0.5,20.15,5.61,86.7,5.41
17.95,77.26,0.0,1.56,2.89,0.0,25.34,6.02,92.5,8.25
17.6,75.58,0.0,1.39,2.57,0.0,28.79,7.66,66.89,2.51
20.19,87.41,0.0,2.04,1.84,0.59,27.9,5.6,70.3,7.19
15.1,94.08,0.0,2.99,3.04,0.22,,6.51,76.39,7.14
9.24,76.39,0.44,1.94,4.56,0.28,23.11,4.96,95.44,12.3
14.49,91.04,0.49,1.99,1.34,,26.36,7.57,80.27,11.58
10.98,80.75,0.0,1.69,3.49,0.76,,4.74,85.35,15.02
19.14,95.2,0.54,2.67,,0.58,24.2,5.07,113.31,14.8
19.18,102.7,0.47,1.67,1.89,0.8,18.35,4.47,89.73,10.71
17.89,83.22,0.33,1.82,3.42,0.1,20.17,5.33,87.9,8.73
22.04,91.77,0.0,1.24,2.78,0.04,26.37,5.98,100.03,7.96
17.44,83.74,0.21,2.22,2.4,0.0,20.4,5.21,74.92,6.08
13.83,78.18,0.36,0.0,4.93,0.34,20.45,5.43,44.37,10.37
18.6,84.62,0.25,2.03,1.17,1.5,20.97,5.91,100.32,11.81
15.53,85.1,0.71,2.57,0.6,0.54,23.45,5.75,78.01,10.09
13.26,99.88,0.27,0.85,2.82,0.5,20.67,5.37,83.51,10.07
14.87,80.4,0.17,0.0,3.68,0.06,18.1,7.12,86.98,6.91
12.71,92.02,0.69,1.92,1.37,0.4,30.07,6.1,75.94,10.27
15.88,83.68,0.5,2.78,1.99,,23.27,5.65,95.27,11.41
16.29,79.62,0.43,2.59,4.3,0.22,16.9,6.43,89.45,7.85
11.73,95.92,0.33,0.0,1.39,0.74,18.78,7.06,85.18,10.77
17.37,84.09,0.0,0.6,4.12,0.27,23.5,5.98,91.24,9.49
12.04,71.53,0.2,2.02,3.04,0.48,19.51,6.56,77.95,11.53
16.16,86.74,0.08,0.98,3.77,0.02,16.8,5.01,,14.63
12.75,91.95,0.0,2.78,2.88,0.16,24.62,6.8,88.82,14.02
15.66,85.77,0.0,0.94,2.69,0.94,13.81,6.27,72.26,10.27
17.5,92.81,0.0,3.03,2.15,0.36,16.27,6.33,84.46,11.12
8.41,91.0,0.0,1.5,2.78,0.09,23.85,4.37,87.22,13.21
9.21,83.15,0.11,2.29,1.35,0.7,14.69,5.43,86.28,11.53
15.21,83.93,0.0,2.46,2.71,0.74,29.03,4.33,90.22,10.62
18.19,84.02,0.08,1.3,2.86,0.0,23.75,7.8,113.62,9.52
14.5,85.86,0.96,3.44,4.51,0.54,17.85,6.52,78.13,2.39
17.78,84.73,0.8,1.33,2.89,0.47,24.21,6.82,85.74,13.85
,76.76,0.0,3.26,2.41,0.58,20.63,6.99,87.93,8.82
16.79,102.04,0.11,1.47,2.27,1.03,21.77,6.72,73.39,10.73
20.6,93.52,0.29,1.87,2.27,0.69,21.24,7.47,80.91,8.61
22.99,85.69,0.36,,3.29,0.47,18.14,6.01,95.7,11.45
21.93,74.34,0.0,1.41,3.74,0.33,28.34,5.29,105.34,6.68
15.8,88.69,0.85,2.3,1.03,1.36,19.45,5.56,79.82,8.53
8.66,105.67,0.45,2.36,3.35,0.81,21.82,6.74,111.49,7.63
11.69,69.79,0.03,1.66,0.71,0.44,18.51,5.52,100.55,9.95
21.01,91.83,0.32,3.4,4.13,0.61,30.67,7.17,107.29,13.04
18.13,76.79,0.0,1.0,3.3,0.39,19.42,4.87,81.13,9.93
9.74,110.08,0.11,1.78,2.34,0.62,17.23,5.02,110.73,6.12
12.77,98.63,0.0,1.42,1.44,0.26,24.36,6.18,109.18,9.74
20.57,87.51,0.0,2.06,4.77,0.35,14.38,8.21,78.52,6.22
14.33,62.29,0.0,4.07,2.95,0.23,23.67,5.69,97.54,4.46
