claim_amount,policy_age_years,prev_claims,injury_severity,days_to_report,num_witnesses,vehicle_age_years,repair_cost,agent_flagged,is_fraud
355170.82,8.1,7.0,4.0,24.0,4.0,13.0,,1.0,1
477607.22,4.6,3.0,2.0,6.0,1.0,11.0,25054.97,0.0,1
29007.42,12.3,1.0,2.0,79.0,4.0,5.0,41331.42,0.0,0
397030.48,6.4,3.0,2.0,37.0,2.0,11.0,24973.39,0.0,1
1280.13,16.3,0.0,1.0,16.0,1.0,19.0,21488.44,0.0,0
70373.05,2.2,4.0,3.0,78.0,3.0,14.0,34855.03,0.0,1
13546.15,4.2,,4.0,70.0,0.0,7.0,27574.96,,0
304439.48,4.3,3.0,4.0,33.0,4.0,11.0,30269.61,0.0,1
341686.84,19.9,,1.0,62.0,1.0,12.0,1517.16,0.0,0
100082.69,5.4,1.0,1.0,46.0,2.0,0.0,3032.99,0.0,0
40556.79,5.6,3.0,2.0,4.0,0.0,0.0,24855.58,,0
107092.74,16.9,1.0,3.0,3.0,3.0,17.0,37153.53,0.0,0
21526.02,,4.0,2.0,37.0,2.0,18.0,1504.45,0.0,0
342053.91,18.1,6.0,3.0,78.0,2.0,7.0,34146.26,0.0,1
326111.9,13.1,8.0,2.0,49.0,4.0,11.0,39123.16,0.0,0
486985.81,1.3,5.0,4.0,28.0,3.0,14.0,32940.72,0.0,1
141569.52,5.2,3.0,2.0,34.0,0.0,19.0,48869.85,0.0,1
376000.29,11.4,5.0,2.0,0.0,1.0,15.0,17594.39,0.0,1
344219.53,19.3,8.0,2.0,50.0,3.0,7.0,30651.99,1.0,1
248985.57,8.2,7.0,2.0,35.0,4.0,12.0,8497.37,1.0,0
48881.3,8.2,5.0,4.0,17.0,0.0,18.0,41183.79,0.0,1
292917.82,7.5,9.0,3.0,19.0,3.0,15.0,43877.22,0.0,0
159846.88,16.2,2.0,2.0,27.0,2.0,11.0,30093.2,0.0,0
320810.73,17.0,9.0,4.0,52.0,4.0,1.0,18904.41,0.0,1
282038.48,4.0,9.0,1.0,40.0,,4.0,20400.91,0.0,0
277151.34,4.2,8.0,4.0,15.0,2.0,2.0,21769.69,0.0,1
322912.82,2.6,3.0,4.0,,4.0,1.0,32855.72,1.0,1
124640.89,18.9,2.0,1.0,13.0,4.0,12.0,38893.95,1.0,0
389641.79,2.1,5.0,1.0,16.0,1.0,,41156.99,0.0,1
179104.59,5.7,3.0,2.0,87.0,0.0,6.0,29591.25,0.0,1
205284.51,10.0,6.0,4.0,62.0,2.0,14.0,13587.97,0.0,1
151368.86,19.6,1.0,3.0,85.0,2.0,0.0,8293.72,1.0,0
420021.06,10.6,2.0,3.0,,4.0,10.0,37502.91,0.0,1
178122.2,11.0,7.0,4.0,22.0,3.0,15.0,,1.0,1
96740.76,3.8,1.0,2.0,3.0,3.0,4.0,21110.6,1.0,0
183402.65,5.1,4.0,1.0,81.0,0.0,17.0,19661.19,1.0,1
319722.03,18.4,4.0,3.0,65.0,0.0,16.0,31857.44,0.0,0
472579.51,10.6,2.0,1.0,71.0,3.0,19.0,14929.83,0.0,1
446397.88,3.8,1.0,4.0,,1.0,4.0,35497.19,1.0,1
397951.1,4.3,8.0,4.0,57.0,1.0,4.0,35735.48,,1
4264.92,5.5,1.0,3.0,46.0,3.0,17.0,34171.01,1.0,0
276923.96,1.6,9.0,2.0,61.0,4.0,2.0,10605.75,0.0,1
240216.78,16.4,4.0,2.0,21.0,0.0,16.0,29694.37,0.0,0
255611.51,2.3,4.0,2.0,71.0,4.0,1.0,8302.34,1.0,1
324349.61,6.5,2.0,3.0,28.0,3.0,5.0,34949.35,0.0,0
303167.02,17.8,3.0,3.0,67.0,1.0,17.0,3171.23,0.0,0
72990.1,14.6,2.0,2.0,80.0,3.0,3.0,43002.34,0.0,0
7948.49,7.8,3.0,3.0,56.0,1.0,1.0,15940.86,0.0,0
486082.97,13.7,3.0,4.0,83.0,1.0,19.0,8600.22,0.0,1
449063.55,10.6,4.0,1.0,36.0,0.0,11.0,17751.81,1.0,1
27716.01,17.7,1.0,2.0,25.0,3.0,16.0,5893.28,1.0,0
311050.0,6.3,9.0,4.0,31.0,0.0,4.0,44716.25,,1
193096.32,4.6,9.0,2.0,77.0,3.0,,31320.35,1.0,1
486522.23,18.7,5.0,3.0,19.0,,11.0,25893.43,1.0,1
110294.37,2.6,,2.0,56.0,0.0,17.0,30528.23,,1
275809.76,10.8,0.0,4.0,49.0,0.0,1.0,22931.35,1.0,1
309348.89,3.9,2.0,1.0,60.0,2.0,8.0,3202.87,1.0,1
345988.41,2.8,9.0,3.0,53.0,2.0,3.0,11080.08,0.0,1
9832.77,0.3,7.0,1.0,35.0,0.0,7.0,42044.88,0.0,1
5667.34,18.5,0.0,1.0,17.0,4.0,17.0,7495.25,0.0,0
287051.73,17.2,4.0,1.0,41.0,4.0,19.0,3099.44,0.0,0
334738.17,13.2,3.0,3.0,57.0,2.0,8.0,24917.22,0.0,0
423861.4,10.0,0.0,1.0,87.0,3.0,19.0,24556.67,0.0,1
305593.59,3.5,1.0,4.0,33.0,3.0,11.0,6371.53,0.0,1
491074.49,14.8,1.0,4.0,43.0,3.0,2.0,21677.78,0.0,0
228367.05,5.2,1.0,2.0,17.0,0.0,3.0,22400.43,0.0,0
289680.62,,9.0,3.0,26.0,0.0,0.0,12621.88,1.0,1
7056.8,2.4,7.0,1.0,42.0,0.0,7.0,42083.96,1.0,1
493238.35,3.4,5.0,4.0,75.0,0.0,8.0,23659.59,1.0,1
494378.32,12.8,0.0,1.0,23.0,1.0,4.0,1932.12,0.0,0
415573.03,2.3,7.0,3.0,48.0,3.0,7.0,27328.19,1.0,1
71192.18,16.7,1.0,1.0,18.0,1.0,18.0,22482.67,1.0,0
32898.86,11.2,8.0,1.0,49.0,4.0,6.0,40898.97,1.0,1
124077.58,13.7,1.0,1.0,58.0,3.0,9.0,20998.32,0.0,0
202883.39,16.2,2.0,1.0,46.0,2.0,5.0,43450.76,1.0,1
158372.57,19.0,3.0,2.0,28.0,0.0,0.0,39815.5,0.0,0
337708.24,8.8,8.0,1.0,40.0,3.0,6.0,49137.85,0.0,0
489338.67,10.2,6.0,1.0,60.0,1.0,4.0,22177.4,0.0,0
488630.21,18.3,8.0,,74.0,0.0,18.0,38846.1,0.0,1
294311.75,9.0,4.0,1.0,18.0,2.0,7.0,19108.4,0.0,0
426782.25,11.1,9.0,3.0,84.0,3.0,14.0,26620.7,1.0,1
496971.59,12.4,4.0,1.0,18.0,0.0,12.0,38142.34,0.0,0
174987.83,6.2,3.0,3.0,58.0,2.0,18.0,21320.17,0.0,1
461943.83,7.5,7.0,3.0,10.0,3.0,10.0,15087.02,0.0,1
219030.49,4.2,4.0,1.0,33.0,1.0,9.0,5782.65,0.0,1
340361.58,18.5,5.0,2.0,31.0,1.0,11.0,43803.0,0.0,0
346917.0,1.7,8.0,3.0,57.0,1.0,15.0,1207.22,1.0,1
317919.24,0.0,6.0,3.0,56.0,0.0,6.0,,0.0,1
298352.93,14.2,2.0,3.0,7.0,2.0,4.0,48620.94,0.0,0
457488.56,17.0,7.0,1.0,14.0,0.0,19.0,20705.07,1.0,1
275013.13,10.9,6.0,2.0,49.0,1.0,7.0,5772.66,0.0,0
368060.87,15.2,3.0,1.0,48.0,2.0,16.0,18426.03,0.0,0
264054.43,10.6,1.0,4.0,16.0,1.0,,37136.71,0.0,0
254375.6,3.4,9.0,4.0,52.0,3.0,17.0,35145.84,0.0,1
227260.39,16.3,4.0,1.0,60.0,2.0,19.0,32786.16,0.0,0
92151.86,7.1,2.0,3.0,70.0,4.0,12.0,8432.34,0.0,1
246273.72,16.5,4.0,1.0,15.0,1.0,2.0,21467.96,0.0,0
103943.0,3.4,7.0,4.0,89.0,4.0,13.0,41190.82,0.0,1
109866.4,0.4,5.0,1.0,62.0,0.0,5.0,29382.38,1.0,0
175723.57,18.9,9.0,1.0,10.0,3.0,12.0,3176.49,0.0,0
184980.42,17.6,6.0,2.0,20.0,2.0,12.0,46393.92,0.0,0
387474.46,3.2,0.0,1.0,0.0,0.0,13.0,,0.0,0
145874.26,0.1,,1.0,67.0,3.0,12.0,25297.08,0.0,1
339987.66,2.2,6.0,1.0,89.0,0.0,6.0,25167.74,0.0,1
345769.18,13.5,8.0,2.0,67.0,4.0,14.0,3095.1,0.0,1
328812.16,17.6,2.0,1.0,46.0,3.0,12.0,43397.09,1.0,0
401887.19,3.9,4.0,1.0,74.0,2.0,18.0,25910.66,0.0,1
385973.71,17.9,5.0,2.0,77.0,0.0,11.0,42789.6,0.0,0
151140.37,11.4,1.0,3.0,22.0,0.0,17.0,8691.35,1.0,0
117119.1,2.5,8.0,4.0,6.0,2.0,8.0,21331.8,0.0,0
73822.53,8.4,8.0,2.0,24.0,2.0,1.0,6616.68,0.0,0
58625.5,4.5,9.0,4.0,26.0,0.0,15.0,20194.44,0.0,0
133438.24,15.7,5.0,4.0,35.0,3.0,9.0,4178.65,0.0,0
446918.77,7.6,9.0,3.0,11.0,2.0,18.0,22067.73,0.0,1
41729.81,18.4,8.0,3.0,22.0,1.0,7.0,38027.95,0.0,1
457612.35,1.1,1.0,1.0,48.0,3.0,4.0,20729.56,1.0,0
401440.06,3.0,0.0,2.0,80.0,3.0,5.0,6792.27,0.0,0
180954.3,13.2,3.0,1.0,52.0,2.0,6.0,20873.35,,0
216134.38,8.9,2.0,3.0,81.0,1.0,15.0,12690.16,0.0,1
174850.43,4.6,7.0,4.0,51.0,1.0,1.0,35853.64,0.0,1
470169.36,17.8,7.0,3.0,4.0,3.0,0.0,17074.79,0.0,0
169076.36,8.0,1.0,4.0,24.0,1.0,14.0,26979.6,0.0,0
1963.25,6.6,1.0,1.0,63.0,3.0,9.0,5089.93,0.0,0
286070.93,18.8,7.0,4.0,83.0,4.0,9.0,45701.58,1.0,1
206547.18,16.2,4.0,3.0,16.0,2.0,0.0,11584.38,0.0,0
166821.27,10.5,2.0,2.0,11.0,0.0,8.0,7387.05,0.0,0
322152.48,3.5,6.0,2.0,36.0,4.0,19.0,14053.93,0.0,1
62977.29,11.3,4.0,,67.0,4.0,8.0,17533.78,0.0,0
284115.63,7.2,8.0,3.0,80.0,0.0,10.0,4827.4,,1
116682.27,13.4,9.0,4.0,74.0,2.0,19.0,41507.07,0.0,1
281854.96,14.8,6.0,4.0,46.0,3.0,5.0,28627.84,0.0,1
473796.39,1.8,6.0,1.0,76.0,3.0,9.0,32541.15,0.0,1
49866.96,3.4,5.0,4.0,6.0,4.0,5.0,32066.82,,0
227594.94,15.0,,3.0,56.0,2.0,13.0,,0.0,0
249548.84,10.3,5.0,4.0,40.0,1.0,16.0,26204.84,1.0,1
396009.84,16.7,5.0,4.0,42.0,3.0,16.0,3143.23,0.0,0
378293.69,5.0,6.0,4.0,82.0,3.0,17.0,6158.63,,1
244245.38,7.4,3.0,2.0,80.0,4.0,13.0,5558.11,0.0,0
393806.56,0.1,3.0,1.0,17.0,3.0,10.0,1906.5,0.0,1
143689.49,5.9,7.0,3.0,15.0,3.0,1.0,6510.44,0.0,1
180746.28,7.9,5.0,2.0,75.0,0.0,7.0,7535.05,0.0,1
298779.29,8.8,9.0,4.0,36.0,2.0,19.0,9559.7,0.0,1
194056.32,3.1,3.0,4.0,54.0,3.0,2.0,14312.74,0.0,0
95595.98,4.0,3.0,1.0,12.0,0.0,12.0,45115.6,,1
171468.95,15.1,1.0,3.0,68.0,0.0,3.0,43225.87,1.0,0
7556.73,19.7,7.0,4.0,89.0,2.0,16.0,3193.25,0.0,1
205701.75,8.4,1.0,,45.0,1.0,18.0,2005.74,0.0,1
,11.1,7.0,2.0,3.0,0.0,4.0,9540.85,0.0,0
68715.82,14.7,,2.0,11.0,0.0,0.0,17835.66,0.0,0
112056.09,,1.0,2.0,36.0,1.0,18.0,6358.0,0.0,0
247526.42,17.9,1.0,3.0,22.0,3.0,9.0,8990.08,0.0,1
8811.21,15.6,3.0,4.0,13.0,0.0,9.0,29493.23,0.0,0
,18.6,6.0,3.0,20.0,4.0,18.0,35416.81,0.0,0
172066.33,4.4,4.0,3.0,70.0,2.0,12.0,27576.06,0.0,1
159710.8,19.3,6.0,1.0,49.0,4.0,6.0,36858.51,0.0,0
362701.24,9.2,8.0,2.0,8.0,3.0,18.0,1914.29,1.0,1
172250.24,9.9,8.0,2.0,24.0,1.0,2.0,39057.77,0.0,0
111975.52,4.3,6.0,4.0,63.0,3.0,2.0,20360.61,0.0,0
176448.7,14.6,1.0,4.0,64.0,4.0,2.0,30373.23,0.0,0
104728.71,0.1,5.0,1.0,34.0,1.0,2.0,1568.74,0.0,1
443134.39,14.2,4.0,3.0,65.0,3.0,1.0,48824.69,0.0,0
320102.74,4.5,2.0,4.0,25.0,2.0,0.0,6415.2,0.0,0
127742.34,4.9,9.0,4.0,5.0,3.0,15.0,39105.56,0.0,1
422131.55,3.4,8.0,2.0,41.0,4.0,12.0,3829.0,0.0,1
386089.85,9.4,6.0,3.0,0.0,0.0,4.0,29911.29,0.0,0
108379.92,9.7,6.0,2.0,9.0,3.0,1.0,5131.85,0.0,0
492874.44,3.2,0.0,2.0,52.0,1.0,16.0,28714.21,0.0,0
169730.42,19.2,0.0,4.0,20.0,2.0,16.0,30489.74,0.0,0
149377.78,2.3,3.0,2.0,0.0,2.0,18.0,9717.33,0.0,1
281873.89,15.1,4.0,1.0,,1.0,,45214.55,0.0,0
263988.89,6.7,3.0,3.0,55.0,2.0,17.0,38575.49,0.0,1
43602.3,15.8,5.0,1.0,73.0,1.0,3.0,11032.72,1.0,0
363311.47,19.9,6.0,1.0,81.0,1.0,14.0,47311.9,0.0,0
282470.35,0.2,2.0,4.0,55.0,4.0,2.0,34849.96,1.0,1
147634.83,4.8,7.0,4.0,58.0,1.0,13.0,44901.14,0.0,1
408452.81,10.1,0.0,4.0,57.0,1.0,14.0,27339.8,0.0,0
133939.29,9.0,5.0,1.0,32.0,1.0,4.0,18295.06,0.0,0
266518.3,4.4,2.0,1.0,43.0,2.0,7.0,17357.14,0.0,0
394432.7,17.5,2.0,4.0,47.0,4.0,19.0,21349.09,1.0,0
41896.06,2.7,6.0,1.0,60.0,4.0,5.0,1594.8,0.0,1
494146.79,13.8,1.0,2.0,87.0,1.0,17.0,45318.24,0.0,1
282855.3,5.9,1.0,1.0,22.0,2.0,15.0,21161.4,,0
408150.78,10.1,5.0,3.0,34.0,1.0,3.0,18914.69,0.0,1
1676.87,17.6,1.0,3.0,16.0,4.0,3.0,5909.42,0.0,0
160297.42,13.7,9.0,4.0,52.0,3.0,16.0,3949.18,0.0,1
163233.11,10.0,6.0,4.0,25.0,0.0,11.0,27693.58,0.0,1
447057.14,14.4,7.0,,55.0,4.0,2.0,20184.13,0.0,0
317311.93,19.8,7.0,2.0,4.0,2.0,11.0,23807.02,0.0,0
312383.52,18.1,2.0,2.0,28.0,4.0,8.0,8695.01,1.0,0
438713.94,13.1,2.0,4.0,62.0,0.0,6.0,15765.59,0.0,0
200317.39,17.6,6.0,2.0,8.0,0.0,19.0,37765.94,0.0,0
430144.24,3.8,5.0,3.0,30.0,3.0,,13353.75,,1
152187.27,9.8,1.0,2.0,78.0,4.0,4.0,46122.64,0.0,0
102845.91,13.7,5.0,2.0,56.0,0.0,9.0,42482.77,1.0,1
329541.22,16.4,0.0,1.0,87.0,4.0,11.0,37534.67,0.0,0
420595.04,5.3,9.0,2.0,83.0,1.0,14.0,8009.99,0.0,1
26174.82,17.0,3.0,3.0,89.0,4.0,7.0,9225.56,0.0,0
224150.41,7.6,0.0,4.0,26.0,3.0,17.0,20777.82,0.0,0
257488.28,13.7,1.0,4.0,74.0,2.0,17.0,26071.21,1.0,1
196102.62,15.3,8.0,3.0,5.0,1.0,2.0,975.2,0.0,0
210298.38,12.8,4.0,3.0,27.0,0.0,3.0,8062.79,0.0,0
84578.64,17.1,5.0,2.0,27.0,0.0,18.0,20054.92,0.0,1
384082.89,13.0,9.0,3.0,74.0,1.0,14.0,36728.84,1.0,1
40981.53,4.9,4.0,3.0,16.0,4.0,13.0,,0.0,1
174861.23,17.3,0.0,4.0,53.0,4.0,9.0,13539.13,1.0,0
435108.17,5.9,8.0,3.0,12.0,2.0,11.0,43470.08,1.0,1
262768.91,9.4,4.0,4.0,68.0,1.0,8.0,36066.2,1.0,1
178801.03,14.3,0.0,4.0,8.0,4.0,3.0,31501.42,1.0,0
401934.2,3.9,3.0,1.0,59.0,2.0,5.0,39934.43,,1
195217.87,3.4,3.0,2.0,20.0,3.0,8.0,32563.03,1.0,1
56117.6,15.5,6.0,1.0,20.0,4.0,14.0,25879.7,0.0,0
107537.41,6.0,3.0,1.0,2.0,3.0,9.0,21947.33,0.0,0
316815.39,11.3,2.0,3.0,56.0,3.0,12.0,37045.36,0.0,0
78846.57,10.4,3.0,4.0,15.0,,10.0,1146.34,0.0,0
9501.03,4.8,2.0,2.0,60.0,4.0,13.0,6615.37,0.0,1
449087.0,16.7,3.0,2.0,11.0,1.0,12.0,44217.28,0.0,1
391304.49,6.6,6.0,3.0,59.0,1.0,10.0,15861.0,1.0,1
249838.62,19.1,8.0,1.0,37.0,2.0,14.0,46675.93,1.0,1
108975.12,3.3,8.0,4.0,82.0,0.0,15.0,10104.14,1.0,1
74214.24,11.0,1.0,2.0,50.0,1.0,19.0,25175.39,0.0,0
259281.11,14.5,6.0,3.0,17.0,2.0,4.0,,,1
482384.19,15.9,8.0,2.0,36.0,1.0,16.0,14006.55,1.0,1
35511.68,5.5,4.0,2.0,87.0,1.0,4.0,4005.68,0.0,0
457140.19,16.7,3.0,2.0,52.0,2.0,17.0,45551.4,0.0,1
239113.87,4.7,1.0,3.0,87.0,0.0,7.0,42280.24,0.0,1
130608.92,16.9,2.0,1.0,9.0,4.0,3.0,26562.86,0.0,0
144616.6,11.9,0.0,,,2.0,19.0,47004.98,1.0,1
436241.65,3.3,6.0,3.0,19.0,4.0,1.0,21832.45,0.0,0
347214.97,7.9,1.0,2.0,81.0,4.0,19.0,44762.38,0.0,1
209730.12,19.4,7.0,2.0,44.0,1.0,19.0,2517.68,0.0,1
425160.98,9.0,3.0,1.0,80.0,1.0,14.0,35521.56,0.0,0
37538.95,15.3,,4.0,52.0,1.0,18.0,9636.07,0.0,0
29147.81,,3.0,4.0,42.0,2.0,17.0,42069.01,0.0,1
182674.68,19.5,3.0,1.0,79.0,3.0,0.0,26855.09,0.0,0
322776.82,1.3,5.0,2.0,68.0,2.0,10.0,23463.91,0.0,1
86821.28,19.7,7.0,2.0,54.0,3.0,4.0,8446.33,0.0,1
374011.09,8.0,0.0,3.0,49.0,1.0,11.0,3841.37,0.0,0
126901.63,18.5,3.0,3.0,83.0,0.0,5.0,27216.03,0.0,0
391011.11,16.0,8.0,2.0,6.0,0.0,4.0,32774.24,0.0,1
248861.29,0.6,2.0,4.0,77.0,1.0,9.0,11492.17,0.0,1
,10.7,3.0,2.0,13.0,3.0,6.0,12429.09,0.0,0
404637.11,5.6,,2.0,67.0,3.0,11.0,46751.69,0.0,1
7071.7,6.1,7.0,4.0,71.0,1.0,19.0,28663.45,0.0,1
140574.59,2.0,6.0,3.0,30.0,3.0,2.0,33808.88,0.0,0
322264.41,13.5,2.0,2.0,43.0,0.0,4.0,29626.99,0.0,0
118997.82,10.7,4.0,2.0,63.0,0.0,5.0,29789.41,0.0,1
44727.67,7.1,9.0,3.0,32.0,1.0,15.0,18240.26,0.0,1
367384.19,15.8,6.0,1.0,78.0,0.0,8.0,29332.47,1.0,1
205288.96,9.5,,3.0,5.0,4.0,18.0,3893.66,0.0,0
470001.18,4.0,3.0,2.0,18.0,1.0,16.0,16506.17,0.0,1
142110.19,9.0,0.0,3.0,36.0,2.0,8.0,49195.56,1.0,0
81913.09,18.5,4.0,3.0,66.0,4.0,14.0,12191.17,0.0,0
218702.69,18.4,1.0,2.0,52.0,3.0,15.0,27360.93,0.0,0
366900.18,9.9,8.0,,79.0,3.0,6.0,6227.64,0.0,1
344030.41,7.7,0.0,2.0,58.0,4.0,,49761.03,0.0,0
,17.8,6.0,3.0,28.0,1.0,9.0,24675.45,0.0,1
441643.61_err,17.2,6.0,2.0,43.0,1.0,12.0,49072.32,0.0,1
475162.63,6.9,6.0,2.0,11.0,2.0,9.0,22643.06,0.0,0
327096.82,5.4,8.0,1.0,31.0,4.0,17.0,43647.42,0.0,1
232463.49,15.6,8.0,1.0,23.0,3.0,4.0,47971.79,1.0,0
366517.21,12.5,1.0,4.0,35.0,1.0,3.0,43193.59,1.0,0
409688.54,13.2,7.0,4.0,67.0,2.0,19.0,33191.28,1.0,1
3860.76,7.8,7.0,3.0,50.0,0.0,8.0,18972.59,,1
173044.49,15.6,6.0,1.0,24.0,1.0,15.0,38600.13,0.0,1
24231.8,3.5,5.0,4.0,40.0,1.0,19.0,29974.97,0.0,1
338113.58,15.0,1.0,4.0,41.0,4.0,9.0,15830.83,1.0,0
254109.6,14.5,3.0,1.0,67.0,2.0,6.0,24231.86,0.0,0
132881.06,12.1,0.0,1.0,28.0,4.0,6.0,26350.33,0.0,0
144695.67,6.5,4.0,3.0,69.0,2.0,9.0,37864.91,0.0,1
70497.98,10.4,2.0,1.0,26.0,0.0,2.0,8317.38,1.0,1
1220.77,16.1,4.0,3.0,28.0,1.0,15.0,26199.63,0.0,0
50047.45,3.1,6.0,1.0,70.0,2.0,5.0,42323.1,1.0,1
101336.67,14.1,7.0,1.0,19.0,4.0,13.0,20673.22,1.0,1
497717.63,3.8,6.0,4.0,27.0,0.0,1.0,40290.12,1.0,1
36612.43,1.2,9.0,4.0,88.0,3.0,3.0,2489.44,0.0,1
110487.67,10.3,0.0,3.0,66.0,3.0,10.0,49603.26,0.0,0
241202.5,13.4,3.0,1.0,10.0,3.0,4.0,24282.76,0.0,0
461720.39,11.9,2.0,3.0,78.0,2.0,16.0,48300.68,0.0,0
413735.83,9.1,7.0,1.0,76.0,2.0,9.0,2378.45,0.0,1
220447.35,10.0,5.0,4.0,17.0,2.0,11.0,36765.51,1.0,1
195170.6,17.5,8.0,2.0,26.0,0.0,1.0,2011.06,0.0,0
321294.31,4.5,5.0,1.0,83.0,3.0,6.0,42322.91,0.0,1
121553.78,1.7,1.0,1.0,47.0,0.0,4.0,28507.13,1.0,1
24405.62,10.2,3.0,3.0,55.0,1.0,14.0,9528.13,1.0,1
197513.28,9.5,3.0,3.0,83.0,4.0,8.0,41869.8,0.0,0
305827.59,10.8,5.0,2.0,24.0,2.0,4.0,49665.71,0.0,1
419801.97,6.8,0.0,3.0,,0.0,10.0,11692.83,0.0,1
194994.16,3.7,0.0,2.0,41.0,0.0,6.0,17322.31,0.0,0
342474.55,11.4,1.0,1.0,88.0,4.0,7.0,10808.13,1.0,1
247306.78,19.0,1.0,1.0,63.0,2.0,18.0,45331.93,1.0,1
192374.2,11.4,0.0,1.0,70.0,2.0,8.0,47385.01,0.0,0
74715.85,18.7,3.0,1.0,18.0,2.0,14.0,23852.06,0.0,0
471432.09,1.4,9.0,4.0,34.0,3.0,3.0,1172.82,0.0,1
43231.42,10.2,0.0,2.0,13.0,1.0,19.0,19336.67,0.0,1
452250.73,15.9,1.0,1.0,34.0,4.0,3.0,5518.59,0.0,0
167134.93,7.6,8.0,4.0,63.0,3.0,6.0,12839.01,0.0,1
83361.72,,7.0,4.0,5.0,1.0,9.0,35492.44,0.0,1
390988.13,18.5,8.0,1.0,41.0,2.0,18.0,45011.25,0.0,1
208452.85,18.5,0.0,2.0,25.0,2.0,15.0,22927.34,0.0,0
107673.61,19.3,6.0,2.0,3.0,1.0,10.0,29930.86,1.0,1
136794.53,6.4,9.0,4.0,81.0,4.0,6.0,44638.41,0.0,1
462189.77,17.7,5.0,4.0,47.0,2.0,4.0,48684.66,0.0,0
173520.92,1.7,9.0,2.0,3.0,3.0,19.0,20445.82,0.0,1
310325.27,19.1,8.0,4.0,58.0,1.0,4.0,6148.12,0.0,1
296184.47,6.1,7.0,4.0,60.0,3.0,9.0,22748.59,0.0,1
313292.61,8.1,4.0,1.0,84.0,0.0,,5351.79,0.0,1
496041.17,1.2,4.0,1.0,25.0,0.0,17.0,38927.37,0.0,1
319931.12,5.6,5.0,1.0,67.0,4.0,17.0,28840.69,1.0,1
415734.93,12.0,8.0,1.0,53.0,1.0,18.0,14684.18,0.0,1
231694.4,12.2,5.0,1.0,15.0,0.0,12.0,38498.46,1.0,1
346932.4,15.9,1.0,4.0,69.0,,2.0,29831.76,0.0,0
178825.65,17.3,3.0,4.0,18.0,0.0,11.0,4189.05,1.0,0
,19.7,3.0,1.0,64.0,4.0,12.0,3835.17,1.0,0
337065.42,19.2,5.0,2.0,73.0,1.0,7.0,37118.47,0.0,1
352642.69,5.8,1.0,1.0,27.0,4.0,5.0,34129.85,0.0,0
342653.08,1.9,1.0,4.0,46.0,2.0,10.0,8396.96,1.0,0
328740.65,12.7,5.0,2.0,20.0,1.0,0.0,31364.41,0.0,0
442777.69,13.2,,1.0,69.0,1.0,7.0,41797.71,0.0,1
292708.21,18.8,9.0,2.0,57.0,1.0,10.0,25238.91,1.0,1
472198.6,1.4,9.0,1.0,19.0,1.0,7.0,18590.19,0.0,1
374195.59,5.9,1.0,4.0,81.0,2.0,7.0,20964.75,0.0,1
139133.74,17.3,5.0,2.0,55.0,3.0,0.0,31842.65,0.0,0
201712.07,17.3,6.0,3.0,83.0,4.0,7.0,12500.01,0.0,0
497478.66,0.9,2.0,4.0,9.0,4.0,9.0,16949.53,1.0,0
203465.74,19.0,3.0,3.0,51.0,1.0,10.0,8983.02,0.0,0
,10.7,7.0,3.0,82.0,4.0,3.0,49606.02,0.0,1
291879.96,17.7,9.0,2.0,8.0,0.0,3.0,18706.85,0.0,1
475673.8,10.5,1.0,3.0,7.0,1.0,7.0,39941.43,1.0,1
356184.09,12.0,1.0,1.0,9.0,4.0,11.0,14582.67,0.0,0
2499.62,17.2,4.0,2.0,6.0,3.0,13.0,31187.69,1.0,1
,10.3,7.0,2.0,2.0,2.0,9.0,44715.29,1.0,1
236958.36,10.0,6.0,3.0,67.0,4.0,18.0,,0.0,1
176490.26,4.1,3.0,3.0,27.0,1.0,3.0,6852.89,,0
331177.8,10.5,8.0,2.0,47.0,3.0,0.0,18339.61,0.0,1
137087.51,6.8,6.0,2.0,23.0,3.0,3.0,3330.88,0.0,0
54873.71,15.2,3.0,4.0,59.0,2.0,12.0,17380.8,,0
304275.89,19.3,9.0,2.0,49.0,,18.0,40280.58,0.0,0
381367.27,18.6,7.0,3.0,79.0,3.0,11.0,2434.86,0.0,1
386922.8,3.7,3.0,4.0,8.0,1.0,17.0,10242.42,0.0,1
304534.59,2.0,2.0,2.0,30.0,3.0,14.0,16525.37,1.0,0
33832.89,10.0,4.0,4.0,2.0,1.0,2.0,22521.94,1.0,1
51193.4,19.3,4.0,3.0,9.0,4.0,0.0,39330.97,0.0,0
408189.48,16.4,,1.0,20.0,4.0,0.0,12728.94,0.0,0
246040.98,11.4,2.0,4.0,38.0,4.0,15.0,22923.84,1.0,1
17888.64,7.3,0.0,2.0,22.0,4.0,4.0,23429.16,1.0,0
382520.01,7.0,0.0,2.0,45.0,1.0,7.0,39593.91,1.0,1
225796.46,6.8,8.0,3.0,26.0,4.0,18.0,7153.04,0.0,1
107617.7,8.5,6.0,3.0,63.0,4.0,6.0,33454.22,0.0,0
269969.16,6.2,0.0,3.0,,0.0,10.0,7081.92,0.0,0
39399.86,13.5,1.0,3.0,86.0,1.0,12.0,39709.77,1.0,1
327898.38,19.0,,3.0,73.0,3.0,5.0,17624.97,0.0,0
36243.09,7.8,5.0,4.0,82.0,1.0,3.0,1081.2,1.0,1
44624.57,16.8,4.0,1.0,32.0,0.0,8.0,42295.96,0.0,0
365520.59,19.6,2.0,3.0,89.0,4.0,0.0,13670.95,1.0,0
