age,years_at_company,performance_score,training_hours,awards_won,avg_review_score,num_reports,dept_kpi_score,prev_promoted,promoted
56.0,7.0,60.9,91.0,3.0,62.4,3.0,5.9,1.0,1
49.0,20.0,59.1,74.0,1.0,57.9,8.0,5.0,0.0,0
57.0,9.0,60.6,48.0,0.0,91.9,2.0,2.9,0.0,0
25.0,2.0,63.7,95.0,4.0,68.8,0.0,1.5,0.0,1
59.0,20.0,86.5,92.0,0.0,51.8,8.0,6.0,0.0,1
55.0,4.0,98.2,11.0,,70.0,3.0,1.4,0.0,0
,6.0,54.3,24.0,2.0,91.7,2.0,9.2,0.0,0
35.0,7.0,76.8,87.0,1.0,90.6,9.0,5.2,0.0,1
31.0,7.0,67.6,80.0,0.0,90.6,8.0,8.7,0.0,0
24.0,4.0,73.3,88.0,2.0,45.1,7.0,2.1,0.0,0
24.0,13.0,53.3,98.0,0.0,91.2,0.0,4.5,1.0,0
52.0,18.0,63.5,21.0,3.0,58.3,3.0,5.2,0.0,0
46.0,5.0,98.6,82.0,0.0,51.9,5.0,2.3,0.0,0
22.0,2.0,59.0,87.0,2.0,61.6,9.0,1.3,0.0,0
44.0,20.0,71.4,31.0,0.0,91.9,0.0,4.4,0.0,0
49.0,19.0,74.8,20.0,2.0,71.3,2.0,5.4,1.0,0
55.0,23.0,98.0,41.0,3.0,87.9,8.0,7.9,0.0,1
37.0,7.0,68.7,89.0,2.0,89.4,7.0,6.1,1.0,1
37.0,14.0,59.2,,2.0,98.0,0.0,9.7,0.0,0
55.0,22.0,90.3,81.0,0.0,80.6,,7.0,0.0,1
52.0,23.0,98.2,63.0,1.0,80.1,0.0,3.3,0.0,1
25.0,11.0,95.9,64.0,4.0,97.7,8.0,3.8,0.0,1
31.0,16.0,54.1,18.0,4.0,61.2,8.0,7.4,0.0,1
24.0,16.0,98.4,83.0,1.0,49.9,5.0,7.6,1.0,1
54.0,5.0,58.8,12.0,4.0,54.4,6.0,9.3,0.0,0
33.0,23.0,51.6,13.0,0.0,99.2,2.0,4.9,0.0,1
27.0,7.0,87.3,41.0,3.0,80.1,4.0,9.8,0.0,1
51.0,22.0,79.1,72.0,1.0,50.1,1.0,2.8,0.0,0
53.0,15.0,82.4,84.0,,45.5,6.0,5.1,0.0,1
44.0,16.0,83.6,75.0,4.0,73.6,8.0,2.7,0.0,1
48.0,12.0,64.1,54.0,0.0,68.8,7.0,7.7,0.0,0
23.0,11.0,90.2,66.0,0.0,91.9,4.0,4.1,0.0,0
30.0,23.0,94.9,19.0,3.0,52.7,1.0,1.1,0.0,0
37.0,23.0,77.7,18.0,3.0,60.9,9.0,8.8,0.0,1
39.0,22.0,,61.0,0.0,86.0,2.0,6.2,0.0,0
32.0,24.0,79.7,40.0,0.0,89.3,9.0,6.2,0.0,0
24.0,8.0,59.1,51.0,4.0,63.1,4.0,6.9,0.0,1
32.0,11.0,82.2,12.0,3.0,73.5,0.0,3.0,1.0,1
51.0,11.0,87.2,60.0,0.0,81.4,6.0,3.1,0.0,0
31.0,4.0,59.6,76.0,1.0,79.5,4.0,2.1,1.0,0
47.0,24.0,85.0,59.0,4.0,78.8,9.0,5.3,1.0,1
47.0,23.0,64.5,74.0,0.0,58.4,8.0,8.3,0.0,0
55.0,15.0,95.8,98.0,3.0,70.6,0.0,1.9,0.0,1
47.0,23.0,74.4,80.0,3.0,60.5,2.0,6.7,0.0,1
45.0,11.0,87.2,63.0,3.0,74.4,4.0,2.8,1.0,1
27.0,21.0,68.5,64.0,0.0,52.0,3.0,9.1,1.0,0
51.0,6.0,68.9,38.0,,86.9,3.0,8.4,0.0,0
28.0,5.0,50.9,37.0,0.0,45.5,0.0,2.2,0.0,0
43.0,18.0,58.8,21.0,4.0,54.0,3.0,8.3,0.0,1
53.0,15.0,60.7,86.0,2.0,57.2,0.0,3.9,1.0,1
25.0,23.0,92.4,45.0,2.0,44.7,4.0,6.3,0.0,0
51.0,6.0,59.4,24.0,4.0,84.8,6.0,4.6,1.0,1
,15.0,61.4,7.0,0.0,43.6,,1.9,0.0,0
26.0,19.0,51.0,42.0,3.0,56.2,6.0,2.7,0.0,0
52.0,16.0,73.3,85.0,2.0,87.7,1.0,6.0,0.0,0
54.0,10.0,59.4,40.0,4.0,,1.0,7.8,1.0,1
56.0,19.0,67.0,95.0,0.0,,4.0,5.7,0.0,0
33.0,3.0,77.6,22.0,0.0,60.4,3.0,7.2,0.0,0
24.0,18.0,95.8,26.0,,71.7,9.0,1.4,1.0,1
32.0,11.0,97.9,19.0,0.0,59.9,1.0,8.7,0.0,0
22.0,6.0,51.0,60.0,1.0,51.3,8.0,3.8,1.0,0
39.0,7.0,89.1,46.0,4.0,99.0,1.0,6.5,0.0,1
42.0,1.0,94.0,77.0,2.0,50.2,0.0,4.9,1.0,1
36.0,9.0,93.9,73.0,3.0,71.3,0.0,8.0,0.0,1
47.0,5.0,61.7,8.0,3.0,84.0,3.0,5.3,1.0,0
55.0,4.0,84.4,95.0,3.0,,5.0,8.9,0.0,1
39.0,9.0,83.1,76.0,3.0,71.6,0.0,2.5,0.0,0
30.0,9.0,81.7,20.0,3.0,48.5,2.0,2.8,0.0,0
32.0,22.0,86.3,71.0,3.0,43.7,3.0,2.6,1.0,1
55.0,2.0,83.5,0.0,0.0,68.0,5.0,1.9,0.0,0
58.0,,87.4,9.0,4.0,86.4,0.0,4.3,0.0,1
38.0,12.0,85.8,58.0,0.0,86.3,2.0,1.0,0.0,0
59.0,10.0,56.2,81.0,4.0,42.1,7.0,9.5,0.0,0
49.0,8.0,64.6,80.0,2.0,81.3,4.0,6.3,1.0,0
44.0,10.0,99.2,92.0,4.0,89.1,1.0,9.3,0.0,1
48.0,8.0,76.0,24.0,0.0,85.7,1.0,9.0,1.0,0
32.0,13.0,57.8,,1.0,96.9,8.0,8.1,0.0,1
57.0,14.0,72.9,27.0,1.0,87.0,3.0,3.1,1.0,0
38.0,17.0,69.3,14.0,2.0,78.3,2.0,4.2,0.0,0
35.0,1.0,76.4,24.0,4.0,44.0,7.0,9.2,0.0,0
,3.0,67.2,44.0,1.0,81.9,8.0,1.9,1.0,0
30.0,23.0,68.6,82.0,3.0,62.5,3.0,3.6,1.0,1
51.0,15.0,94.4,69.0,3.0,,6.0,3.3,1.0,1
55.0,19.0,92.6,16.0,4.0,84.0,3.0,9.9,0.0,1
58.0,22.0,66.6,84.0,1.0,93.3,5.0,4.2,1.0,1
52.0,22.0,89.3,3.0,3.0,59.8,6.0,9.8,0.0,1
36.0,7.0,86.5,91.0,2.0,54.2,9.0,5.7,0.0,0
25.0,10.0,52.6,97.0,1.0,57.5,2.0,5.6,0.0,0
27.0,19.0,65.1,41.0,3.0,60.0,3.0,4.4,0.0,1
39.0,22.0,72.7,24.0,1.0,89.7,1.0,9.5,0.0,0
53.0,3.0,66.3,1.0,3.0,83.2,5.0,5.6,1.0,0
34.0,6.0,86.3,85.0,0.0,65.6,2.0,5.6,1.0,0
35.0,4.0,51.2,67.0,4.0,62.3,1.0,4.6,1.0,0
27.0,10.0,50.5,61.0,1.0,72.3,7.0,6.1,0.0,0
45.0,10.0,90.6,71.0,1.0,87.3,2.0,8.0,0.0,1
27.0,24.0,94.8,1.0,4.0,83.7,3.0,7.6,0.0,1
,14.0,54.2,79.0,0.0,72.5,7.0,5.5,1.0,1
57.0,22.0,51.4,24.0,0.0,48.4,9.0,4.0,,0
28.0,17.0,59.8,14.0,2.0,71.7,2.0,1.5,0.0,0
24.0,20.0,57.8,24.0,2.0,75.9,1.0,9.0,1.0,0
38.0,2.0,53.3,28.0,2.0,64.8,6.0,2.7,1.0,0
47.0,21.0,65.5,42.0,1.0,74.3,9.0,2.6,0.0,1
41.0,18.0,84.2,10.0,2.0,61.1,4.0,9.1,0.0,0
55.0,9.0,92.6,59.0,1.0,42.2,7.0,4.6,0.0,1
44.0,21.0,80.3,0.0,0.0,51.2,6.0,10.0,1.0,1
48.0,1.0,88.9,65.0,1.0,40.9,6.0,2.9,,0
49.0,24.0,54.7,12.0,3.0,45.8,8.0,8.7,0.0,0
55.0,21.0,65.0,39.0,0.0,62.8,2.0,3.1,0.0,0
26.0,18.0,80.7,33.0,0.0,75.5,8.0,3.1,0.0,1
59.0,18.0,69.7,28.0,4.0,99.1,8.0,5.2,0.0,1
38.0,1.0,65.0,59.0,4.0,65.0,6.0,7.0,0.0,1
40.0,23.0,91.3,41.0,1.0,83.1,9.0,4.1,0.0,1
43.0,13.0,93.3,16.0,2.0,62.9,5.0,4.7,0.0,1
47.0,16.0,91.4,35.0,2.0,41.7,7.0,9.8,0.0,0
31.0,23.0,88.9,98.0,1.0,51.5,3.0,1.8,0.0,1
31.0,18.0,62.2,6.0,0.0,95.7,8.0,1.3,0.0,0
53.0,3.0,97.4,49.0,3.0,64.1,5.0,5.4,0.0,1
57.0,18.0,67.3,88.0,0.0,54.1,3.0,7.5,0.0,0
49.0,1.0,56.3,68.0,2.0,91.1,8.0,3.6,1.0,1
59.0,7.0,89.7,66.0,0.0,92.8,0.0,9.4,0.0,0
31.0,12.0,52.1,48.0,1.0,79.6,5.0,1.5,1.0,0
24.0,1.0,84.8,52.0,0.0,89.0,7.0,2.6,1.0,1
56.0,5.0,51.6,87.0,1.0,77.6,3.0,1.8,0.0,0
57.0,9.0,64.7,1.0,4.0,97.1,8.0,4.8,0.0,1
40.0,13.0,53.4,52.0,1.0,72.8,7.0,5.7,0.0,0
59.0,18.0,92.9,97.0,3.0,53.4,3.0,3.9,0.0,1
37.0,5.0,52.6,18.0,0.0,50.0,8.0,8.7,0.0,0
35.0,10.0,,25.0,4.0,86.4,2.0,8.9,0.0,0
59.0,16.0,89.1,65.0,3.0,96.2,4.0,4.8,0.0,0
41.0,22.0,92.3,40.0,0.0,73.0,6.0,8.1,1.0,1
41.0,2.0,72.5,40.0,4.0,93.2,8.0,2.0,0.0,1
30.0,19.0,60.3,24.0,0.0,69.7,1.0,3.1,1.0,0
59.0,7.0,50.4,74.0,1.0,83.9,7.0,,0.0,0
44.0,17.0,62.0,,1.0,52.7,0.0,7.5,1.0,0
47.0,14.0,82.9,34.0,3.0,72.0,5.0,5.3,0.0,1
55.0,22.0,95.6,50.0,4.0,89.4,2.0,4.2,1.0,1
34.0,5.0,73.7,13.0,2.0,99.1,3.0,7.8,0.0,0
27.0,21.0,66.8,45.0,3.0,52.9,5.0,3.7,1.0,0
22.0,19.0,98.6,88.0,0.0,81.3,0.0,7.2,0.0,1
41.0,18.0,50.3,20.0,2.0,82.6,3.0,8.9,0.0,1
45.0,18.0,63.3,66.0,1.0,61.1,1.0,2.5,0.0,0
46.0,13.0,76.8,32.0,4.0,47.8,3.0,3.6,0.0,0
26.0,1.0,76.3,97.0,2.0,91.8,0.0,2.5,0.0,1
36.0,6.0,67.1,53.0,1.0,82.5,7.0,7.1,1.0,0
23.0,21.0,83.1,57.0,3.0,61.7,6.0,4.1,0.0,0
29.0,17.0,92.5,56.0,,45.9,3.0,3.4,0.0,1
41.0,19.0,64.6,28.0,4.0,67.8,6.0,2.2,0.0,0
27.0,5.0,79.4,37.0,1.0,46.6,8.0,7.9,0.0,1
55.0,1.0,82.0,76.0,1.0,82.2,4.0,9.8,0.0,0
30.0,15.0,85.9,80.0,0.0,78.7,2.0,3.5,0.0,0
23.0,17.0,,38.0,2.0,70.4,3.0,1.5,0.0,0
30.0,3.0,75.4,35.0,4.0,93.6,9.0,2.2,1.0,1
33.0,7.0,86.1,3.0,3.0,42.8,8.0,5.5,0.0,0
26.0,13.0,70.7,63.0,1.0,45.3,1.0,,0.0,0
56.0,21.0,84.3,64.0,1.0,97.7,0.0,4.8,0.0,1
40.0,10.0,95.1,87.0,2.0,97.7,7.0,1.4,1.0,1
59.0,3.0,99.1,6.0,3.0,45.5,6.0,3.9,0.0,0
44.0,8.0,92.1,51.0,3.0,50.0,0.0,3.2,0.0,0
43.0,24.0,68.0,51.0,0.0,62.6,0.0,8.4,0.0,0
23.0,24.0,59.0,30.0,2.0,99.7,6.0,8.6,1.0,1
25.0,5.0,83.3,29.0,4.0,86.8,7.0,1.7,1.0,1
51.0,7.0,92.6,48.0,4.0,53.9,7.0,6.5,0.0,0
45.0,17.0,92.3,37.0,4.0,71.0,5.0,1.4,0.0,1
31.0,10.0,85.3,68.0,4.0,83.4,8.0,5.1,0.0,1
33.0,21.0,54.3,24.0,1.0,93.1,1.0,2.1,0.0,0
49.0,23.0,100.0,9.0,1.0,41.1,4.0,2.7,0.0,0
31.0,21.0,97.3,3.0,0.0,89.0,1.0,2.2,0.0,1
45.0,18.0,92.1,11.0,3.0,58.9,5.0,5.2,0.0,1
35.0,23.0,86.3,56.0,1.0,53.2,5.0,6.7,1.0,1
32.0,10.0,98.3,35.0,1.0,68.8,0.0,4.3,0.0,0
55.0,13.0,73.0,44.0,0.0,79.1,1.0,5.9,0.0,0
56.0,16.0,62.6,63.0,4.0,85.5,5.0,7.8,0.0,1
44.0,15.0,93.8,43.0,2.0,63.7,9.0,7.7,0.0,0
53.0,22.0,97.9,39.0,0.0,84.2,1.0,3.1,0.0,1
40.0,,95.8,20.0,0.0,90.0,4.0,1.8,0.0,0
42.0,9.0,85.3,96.0,3.0,54.6,6.0,5.9,0.0,1
43.0,23.0,79.1,13.0,1.0,63.8,6.0,5.8,0.0,0
57.0,9.0,60.8,40.0,3.0,60.3,8.0,1.1,,0
36.0,8.0,81.1,38.0,2.0,56.5,7.0,8.3,0.0,0
37.0,10.0,74.0,19.0,3.0,78.4,6.0,7.5,0.0,0
59.0,7.0,75.9,7.0,4.0,77.7,8.0,2.8,0.0,1
53.0,,70.7,20.0,0.0,82.0,4.0,9.4,0.0,0
23.0,15.0,98.0,56.0,1.0,79.4,7.0,2.2,0.0,0
56.0,13.0,67.9,11.0,2.0,97.8,5.0,4.2,0.0,1
28.0,2.0,78.5,79.0,0.0,86.5,1.0,7.3,0.0,1
39.0,7.0,58.6,21.0,3.0,68.3,9.0,1.4,0.0,0
,8.0,89.5,16.0,3.0,90.5,5.0,5.4,1.0,0
22.0,21.0,70.0,55.0,1.0,57.7,9.0,7.0,0.0,0
34.0,13.0,65.4,71.0,3.0,47.7,7.0,,,0
51.0,6.0,83.4,6.0,1.0,62.4,8.0,6.6,0.0,0
48.0,18.0,95.1,,2.0,94.5,4.0,7.2,0.0,1
47.0,14.0,94.3,14.0,2.0,63.8,3.0,4.7,0.0,0
23.0,3.0,63.2,7.0,1.0,42.9,3.0,4.4,0.0,0
48.0,9.0,83.9,55.0,1.0,59.5,7.0,6.7,0.0,1
42.0,10.0,58.4,66.0,2.0,88.7,6.0,1.7,1.0,0
22.0,15.0,84.5,75.0,4.0,92.5,7.0,7.1,0.0,1
55.0,22.0,51.7,76.0,0.0,84.3,2.0,6.0,1.0,1
27.0,1.0,81.4,55.0,4.0,70.2,6.0,8.0,0.0,1
25.0,4.0,95.2,5.0,1.0,54.8,6.0,5.8,1.0,0
31.0,11.0,92.7,61.0,3.0,86.1,9.0,8.0,0.0,1
46.0,1.0,52.6,70.0,3.0,93.6,1.0,4.7,0.0,0
32.0,20.0,61.8,46.0,0.0,63.3,3.0,6.0,1.0,0
51.0,,69.3,13.0,1.0,68.3,7.0,2.6,0.0,0
28.0,8.0,91.4,96.0,4.0,75.0,1.0,7.6,0.0,1
58.0,8.0,54.4,36.0,1.0,,2.0,9.5,1.0,0
40.0,11.0,50.1,6.0,0.0,49.9,2.0,8.2,0.0,0
58.0,13.0,89.4,65.0,1.0,61.4,4.0,3.2,1.0,1
51.0,11.0,50.1,24.0,2.0,70.6,5.0,5.5,0.0,0
34.0,7.0,69.2,7.0,1.0,44.8,0.0,2.3,0.0,0
44.0,10.0,85.5,4.0,1.0,87.6,7.0,6.7,0.0,1
56.0,9.0,89.1,35.0,4.0,66.8,9.0,3.2,1.0,1
25.0,,,16.0,0.0,76.4,2.0,9.8,1.0,0
54.0,10.0,94.8,7.0,4.0,61.1,9.0,1.6,1.0,1
26.0,10.0,77.9,17.0,4.0,51.3,2.0,3.2,0.0,0
30.0,8.0,82.5,61.0,1.0,60.1,8.0,7.7,0.0,0
47.0,4.0,92.2,52.0,2.0,44.0,7.0,6.1,0.0,0
24.0,13.0,63.3,75.0,1.0,40.9,6.0,3.3,0.0,0
36.0,23.0,85.3,80.0,3.0,51.8,4.0,9.3,1.0,1
47.0,9.0,63.8,48.0,2.0,93.0,0.0,1.8,0.0,0
29.0,11.0,71.8,68.0,1.0,97.7,2.0,1.3,0.0,0
25.0,2.0,87.3,37.0,4.0,65.7,4.0,2.7,0.0,1
22.0,4.0,62.7,85.0,,87.1,2.0,8.9,0.0,0
47.0,5.0,98.3,88.0,0.0,59.8,1.0,3.1,1.0,0
28.0,5.0,62.4,14.0,0.0,65.5,7.0,9.7,1.0,0
53.0,23.0,59.8,32.0,3.0,44.8,5.0,1.1,0.0,1
52.0,5.0,75.6,18.0,0.0,69.6,,2.9,1.0,0
35.0,6.0,64.9,5.0,2.0,46.3,6.0,8.8,0.0,0
44.0,10.0,63.9,61.0,2.0,76.6,4.0,1.6,1.0,0
27.0,6.0,62.0,49.0,2.0,66.5,0.0,6.5,1.0,1
33.0,23.0,67.3,95.0,3.0,54.0,3.0,4.7,0.0,1
26.0,12.0,86.4,67.0,1.0,41.7,9.0,1.4,1.0,0
27.0,2.0,57.0,33.0,2.0,50.2,8.0,1.9,0.0,0
39.0,24.0,78.0,93.0,3.0,73.7,6.0,2.8,0.0,1
33.0,11.0,70.9,,4.0,46.7,9.0,9.9,0.0,0
57.0,8.0,50.9,,0.0,,6.0,4.2,1.0,0
25.0,4.0,93.9,45.0,0.0,54.9,5.0,2.0,1.0,0
34.0,15.0,97.5,17.0,0.0,53.3,1.0,7.5,0.0,0
50.0,24.0,75.7,27.0,2.0,58.7,7.0,8.8,0.0,0
36.0,3.0,63.1,68.0,2.0,78.0,,7.0,1.0,0
58.0,8.0,88.2,,4.0,68.7,3.0,6.0,0.0,0
42.0,7.0,54.8,3.0,0.0,85.2,6.0,1.2,0.0,0
32.0,14.0,89.0,13.0,0.0,56.2,8.0,2.0,0.0,1
38.0,2.0,93.5,82.0,0.0,98.6,9.0,1.1,1.0,1
39.0,3.0,70.0,62.0,3.0,52.8,2.0,3.2,0.0,0
,14.0,75.3,54.0,2.0,43.1,8.0,8.1,1.0,1
59.0,5.0,95.3,83.0,3.0,94.0,0.0,2.7,0.0,0
48.0,23.0,98.3,34.0,4.0,74.7,2.0,2.2,0.0,0
45.0,11.0,86.0,58.0,2.0,66.7,7.0,8.0,0.0,1
55.0,15.0,51.7,26.0,4.0,80.4,3.0,5.5,0.0,0
54.0,17.0,94.1,59.0,1.0,57.7,9.0,3.3,0.0,0
58.0,17.0,,6.0,2.0,96.9,1.0,1.8,0.0,0
28.0,8.0,73.9,36.0,4.0,88.7,5.0,2.7,1.0,1
49.0,12.0,78.8,69.0,0.0,54.6,9.0,5.5,0.0,0
38.0,15.0,88.4,11.0,0.0,82.8,6.0,7.3,0.0,0
47.0,8.0,90.7,2.0,0.0,62.3,6.0,10.0,0.0,0
51.0,,72.9,11.0,2.0,59.6,9.0,3.6,0.0,0
40.0,22.0,66.7,44.0,1.0,42.1,0.0,3.0,0.0,0
33.0,20.0,86.3,69.0,0.0,42.7,4.0,9.6,0.0,0
30.0,1.0,73.1,41.0,0.0,59.7,1.0,1.4,0.0,0
42.0,3.0,77.6,11.0,4.0,58.7,8.0,9.9,0.0,1
45.0,9.0,73.9,40.0,3.0,82.2,2.0,7.6,0.0,1
42.0,12.0,67.2,54.0,0.0,54.4,7.0,9.4,1.0,0
46.0,8.0,53.9,15.0,2.0,56.9,0.0,8.0,0.0,0
41.0,13.0,91.1,69.0,4.0,56.2,6.0,6.6,1.0,1
45.0,6.0,56.6,33.0,4.0,83.4,4.0,1.6,1.0,1
34.0,3.0,74.9,56.0,2.0,51.0,8.0,6.2,0.0,0
39.0,1.0,85.7,36.0,1.0,59.8,7.0,5.2,0.0,0
52.0,22.0,68.8,33.0,0.0,93.4,1.0,9.8,1.0,0
30.0,5.0,58.8,52.0,2.0,79.2,9.0,6.9,0.0,0
53.0,21.0,55.5,47.0,4.0,89.4,4.0,,0.0,1
26.0,2.0,81.5,84.0,4.0,73.5,2.0,2.9,0.0,1
26.0,,51.6,75.0,3.0,63.1,6.0,7.7,0.0,1
38.0,8.0,52.8,39.0,0.0,49.4,1.0,5.7,0.0,0
23.0,3.0,76.5,59.0,2.0,60.2,0.0,9.1,0.0,0
52.0,8.0,57.8,15.0,1.0,57.8,5.0,3.0,0.0,0
54.0,3.0,84.0,37.0,1.0,52.8,4.0,6.4,0.0,0
35.0,,,40.0,1.0,97.1,0.0,3.6,0.0,0
25.0,10.0,68.8,55.0,1.0,96.6,7.0,3.6,1.0,1
31.0,14.0,95.9,97.0,1.0,47.0,2.0,1.4,0.0,1
52.0,16.0,81.9,3.0,3.0,45.0,0.0,3.3,0.0,0
59.0,17.0,62.6,92.0,4.0,51.7,6.0,3.3,0.0,1
54.0,21.0,80.0,67.0,2.0,80.2,6.0,2.9,0.0,1
52.0,4.0,94.6,42.0,2.0,92.8,2.0,4.3,0.0,1
38.0,1.0,76.4,3.0,,57.4,6.0,6.8,0.0,0
49.0,8.0,85.5,46.0,2.0,54.2,8.0,3.8,,1
42.0,17.0,69.5,24.0,3.0,89.0,5.0,6.0,1.0,1
40.0,5.0,64.0,32.0,,46.3,8.0,2.6,1.0,0
38.0,19.0,90.3,78.0,1.0,51.2,9.0,4.0,1.0,0
53.0,8.0,91.8,34.0,3.0,91.1,6.0,8.5,0.0,1
48.0,24.0,84.5,36.0,1.0,65.4,5.0,9.4,0.0,0
33.0,7.0,95.0,70.0,0.0,64.5,1.0,5.7,0.0,0
50.0,9.0,78.1,24.0,0.0,68.3,1.0,8.9,1.0,1
35.0,21.0,55.7,28.0,4.0,98.5,7.0,9.8,0.0,1
52.0,23.0,71.4,40.0,4.0,42.3,8.0,7.4,0.0,0
43.0,3.0,71.2,10.0,4.0,62.3,7.0,8.7,0.0,0
42.0,22.0,54.1,59.0,3.0,65.8,1.0,5.1,0.0,0
35.0,12.0,83.1,12.0,4.0,53.6,9.0,8.7,0.0,0
25.0,19.0,86.9,98.0,0.0,62.4,1.0,8.5,0.0,0
43.0,9.0,90.3,6.0,3.0,73.9,6.0,1.4,1.0,0
44.0,17.0,84.5,53.0,0.0,92.6,4.0,9.2,1.0,1
48.0,24.0,51.5,78.0,2.0,50.3,,7.0,0.0,1
52.0,8.0,73.6,13.0,0.0,62.6,0.0,2.1,1.0,0
50.0,16.0,76.6,11.0,2.0,55.9,8.0,8.6,0.0,0
30.0,2.0,52.1,85.0,4.0,96.2,1.0,9.9,0.0,1
39.0,22.0,74.7,42.0,3.0,90.3,2.0,1.3,1.0,1
30.0,12.0,76.4,36.0,3.0,52.9,3.0,2.5,1.0,1
46.0,16.0,87.3,1.0,0.0,92.1,9.0,1.3,0.0,0
58.0,18.0,57.5,26.0,3.0,40.7,9.0,6.9,1.0,1
36.0,2.0,75.4,63.0,4.0,82.2,1.0,4.4,0.0,1
47.0,16.0,94.0,9.0,0.0,86.9,8.0,1.2,0.0,0
27.0,22.0,65.6,31.0,0.0,46.5,9.0,7.4,0.0,0
50.0,13.0,94.0,55.0,2.0,59.0,8.0,4.3,0.0,1
45.0,16.0,50.5,11.0,3.0,68.4,8.0,5.8,,0
58.0,10.0,97.4,94.0,1.0,75.5,6.0,8.3,1.0,1
54.0,16.0,55.2,71.0,0.0,91.0,8.0,4.3,0.0,0
29.0,13.0,52.2,2.0,3.0,68.4,4.0,1.5,0.0,0
36.0,13.0,65.2,57.0,4.0,73.8,8.0,8.3,0.0,1
40.0,6.0,50.5,46.0,1.0,52.3,6.0,6.3,0.0,0
26.0,12.0,93.1,55.0,0.0,59.1,5.0,2.6,0.0,1
52.0,3.0,60.6,71.0,3.0,48.0,7.0,8.5,0.0,0
59.0,18.0,91.1,40.0,,70.3,4.0,8.9,0.0,1
22.0,2.0,53.6,29.0,0.0,52.3,7.0,7.4,0.0,0
35.0,7.0,58.5,59.0,4.0,73.9,0.0,5.0,0.0,1
36.0,7.0,57.4,93.0,2.0,58.4,1.0,1.5,1.0,0
49.0,12.0,57.0,68.0,1.0,77.4,5.0,5.8,,1
27.0,15.0,54.9,75.0,0.0,76.3,4.0,3.0,0.0,0
59.0,14.0,98.6,33.0,2.0,45.5,2.0,7.1,0.0,0
38.0,24.0,65.2,98.0,1.0,88.7,4.0,1.4,0.0,1
54.0,20.0,91.5,52.0,2.0,52.5,8.0,3.6,1.0,1
34.0,6.0,56.2,14.0,4.0,40.5,6.0,8.1,0.0,0
,5.0,76.7,86.0,1.0,69.0,8.0,9.7,0.0,1
24.0,9.0,,9.0,4.0,77.1,2.0,1.8,0.0,0
43.0,20.0,84.1,3.0,1.0,92.9,1.0,1.3,1.0,0
42.0,14.0,56.8,8.0,,63.8,6.0,4.0,0.0,0
29.0,8.0,87.8,21.0,4.0,73.8,7.0,6.0,0.0,1
53.0,15.0,59.5,88.0,4.0,40.5,4.0,3.3,0.0,0
42.0,5.0,73.0,17.0,4.0,59.6,5.0,2.9,0.0,1
31.0,20.0,55.7,71.0,1.0,94.1,9.0,8.7,0.0,1
55.0,16.0,55.2,19.0,2.0,80.6,2.0,5.8,1.0,0
36.0,1.0,75.1,79.0,3.0,53.9,2.0,2.6,0.0,1
27.0,19.0,57.6,11.0,0.0,74.2,8.0,6.7,0.0,0
45.0,6.0,61.1,38.0,4.0,52.2,1.0,7.9,0.0,0
28.0,,50.3,41.0,3.0,77.8,2.0,2.8,0.0,1
35.0,17.0,86.1,63.0,0.0,89.4,2.0,4.0,1.0,0
52.0,20.0,76.6,73.0,1.0,65.1,2.0,7.3,0.0,0
27.0,9.0,62.2,42.0,0.0,42.1,1.0,4.9,0.0,0
59.0,9.0,94.6,56.0,0.0,58.5,0.0,7.2,0.0,0
45.0,11.0,68.3,42.0,3.0,96.5,0.0,6.2,0.0,1
34.0,14.0,61.8,48.0,2.0,69.8,5.0,7.9,1.0,1
23.0,23.0,75.1,34.0,0.0,92.0,7.0,4.5,0.0,1
45.0,7.0,58.1,59.0,3.0,,5.0,5.8,1.0,0
37.0,18.0,80.4,3.0,1.0,79.2,8.0,5.1,1.0,0
,7.0,51.7,,3.0,45.9,7.0,2.2,0.0,0
59.0,5.0,76.0,97.0,1.0,86.3,4.0,8.8,1.0,1
30.0,13.0,66.3,15.0,1.0,60.1,0.0,8.9,0.0,0
55.0,21.0,81.8,58.0,4.0,61.1,5.0,9.0,0.0,1
38.0,7.0,54.0,4.0,1.0,99.3,3.0,5.5,0.0,0
46.0,16.0,,16.0,4.0,64.0,2.0,2.7,0.0,1
25.0,16.0,55.2,84.0,4.0,54.9,,9.9,0.0,0
59.0,15.0,59.9,98.0,0.0,63.0,6.0,9.5,0.0,0
34.0,24.0,86.5,92.0,4.0,43.8,4.0,3.9,0.0,1
54.0,8.0,,2.0,2.0,67.4,1.0,6.8,0.0,0
45.0,5.0,67.4,64.0,0.0,59.5,9.0,9.6,0.0,0
39.0,21.0,58.9,73.0,,80.1,2.0,2.0,0.0,0
48.0,10.0,86.6,36.0,0.0,85.5,8.0,3.6,0.0,0
33.0,7.0,59.7,31.0,1.0,89.7,9.0,4.8,1.0,1
40.0,23.0,50.7,94.0,1.0,56.0,9.0,5.4,0.0,0
39.0,12.0,65.6,88.0,2.0,,0.0,5.3,0.0,0
41.0,20.0,54.4,49.0,4.0,81.4,9.0,6.3,0.0,1
34.0,24.0,82.5,57.0,1.0,94.7,4.0,8.0,1.0,1
29.0,13.0,93.7,75.0,2.0,48.8,9.0,2.4,0.0,0
50.0,16.0,61.9,57.0,1.0,92.6,9.0,7.4,1.0,1
