performance_score,projects_completed,weekly_hours,training_hours_yr,salary_lakh,promotions,attendance_pct,satisfaction_score,years_experience,team_rating
52.85,5.68,35.77,9.26,14.86,0.0,84.39,1.78,4.02,1.78
45.75,,37.04,7.7,9.47,0.65,72.5,2.32,1.17,1.0
47.32,4.4,34.77,5.16,10.5,1.02,71.29,1.0,3.01,3.33
48.48,6.99,42.11,7.59,10.93,0.04,89.74,1.95,4.44,1.98
51.23,7.05,36.71,3.82,13.47,0.0,67.95,1.32,2.4,2.51
46.12,7.03,37.16,4.5,14.59,0.0,76.96,1.53,4.83,2.17
48.21,4.39,35.98,,12.9,0.0,77.49,2.52,2.72,1.77
51.54,3.41,34.07,2.09,10.75,0.21,59.55,2.53,2.26,2.15
54.95,7.1,31.96,3.21,13.97,0.0,84.04,2.09,1.19,2.08
50.38,5.13,40.77,6.94,13.53,0.0,78.85,1.15,4.11,1.36
57.5,,36.07,5.61,14.01,0.2,74.59,1.37,2.23,1.0
39.7,5.33,34.94,11.73,10.18,0.0,65.48,1.72,2.61,1.76
40.26,2.87,35.97,,12.48,0.0,67.54,1.85,1.67,1.71
50.01,4.55,40.43,12.99,13.95,0.0,80.15,2.18,1.07,1.87
50.59,3.68,35.92,10.98,9.63,0.34,77.68,2.46,2.02,2.04
40.71,4.65,34.96,9.14,14.69,0.46,68.81,1.95,4.07,1.14
56.61,5.85,35.12,8.31,13.23,0.97,74.4,1.93,4.89,1.0
35.03,5.52,38.29,3.91,14.83,0.02,59.45,1.33,1.67,2.01
31.16,7.3,34.58,5.61,,0.1,78.22,,3.31,1.95
51.06,4.29,34.84,9.01,10.34,0.19,69.1,2.37,3.16,1.78
54.07,5.53,35.52,8.15,10.66,0.75,69.48,1.8,3.11,1.74
56.6,6.81,35.24,11.14,11.14,0.0,74.68,2.04,2.91,2.0
44.03,6.5,30.84,7.3,12.81,0.05,70.6,1.0,1.81,1.54
50.5,3.65,31.83,11.07,14.21,0.56,58.56,1.82,3.33,2.13
38.69,5.2,36.05,6.34,12.09,0.0,74.54,,3.06,1.17
46.34,,31.23,9.83,9.29,0.0,77.95,1.0,0.0,2.29
,6.73,34.85,16.48,12.53,0.33,81.17,1.7,1.9,2.27
52.49,2.6,37.37,5.79,10.31,,86.17,1.19,4.1,2.37
51.93,4.15,30.0,8.93,9.51,0.0,78.5,1.7,2.85,1.6
47.09,5.82,37.11,6.8,11.52,0.0,81.83,1.74,2.53,2.39
43.08,4.11,38.87,6.24,9.67,0.24,81.29,1.58,2.69,2.38
54.07,3.51,35.57,3.56,15.22,0.06,67.08,2.25,0.0,2.6
38.35,3.7,35.39,7.22,,0.7,77.13,1.53,0.0,1.67
52.4,4.22,35.7,2.35,11.0,0.0,71.35,,3.29,2.12
47.18,5.23,31.08,9.43,9.96,0.59,75.6,1.03,3.68,2.47
54.13,7.49,31.41,5.43,12.0,0.17,82.03,1.12,3.63,2.19
40.75,5.12,36.46,4.8,11.78,0.45,69.64,1.21,4.66,1.0
58.67,3.54,36.49,4.66,12.65,0.37,82.34,8.0,3.18,2.17
53.7,5.6,36.1,8.44,9.72,0.11,71.93,1.85,0.85,1.94
43.27,6.79,41.46,5.47,15.47,0.0,75.52,2.1,0.0,2.83
61.89,3.8,34.12,7.36,12.94,0.15,,1.82,2.81,2.42
33.88,2.81,34.87,6.46,9.13,0.46,71.05,1.97,2.84,2.18
37.3,2.64,42.65,11.53,10.97,0.49,71.48,1.93,3.4,2.01
35.37,6.61,34.34,11.19,12.26,0.08,74.47,2.26,3.76,3.55
50.5,4.43,39.56,5.38,13.81,0.37,80.82,2.19,,1.95
53.07,4.09,37.89,6.73,15.62,0.27,69.35,2.19,5.15,2.6
56.93,4.12,39.98,7.47,14.98,0.23,73.27,2.29,3.42,1.03
50.05,5.97,32.97,5.35,13.59,0.0,73.7,,3.84,2.66
37.97,4.18,41.84,8.48,10.42,1.01,69.69,1.19,2.9,1.96
63.12,5.76,41.34,12.89,13.47,0.37,91.03,1.39,1.34,2.95
49.95,4.45,36.37,17.03,12.8,0.37,67.1,2.94,1.24,1.63
43.81,1.51,34.85,5.23,11.48,0.0,72.67,2.87,2.47,1.06
45.35,6.31,38.1,9.54,12.22,0.04,74.97,1.97,1.58,2.32
60.25,3.15,38.91,11.48,8.17,0.15,79.95,1.97,3.61,2.1
28.61,4.46,34.6,7.69,15.65,0.72,76.3,1.65,1.51,1.62
40.07,8.09,36.19,11.45,11.8,0.0,83.11,1.29,1.71,2.21
43.75,3.23,37.72,0.57,11.73,0.02,76.2,1.84,4.13,1.43
66.15,8.83,35.2,12.05,8.67,0.06,63.54,2.16,1.83,1.72
40.59,5.52,38.47,7.74,15.81,0.45,75.72,2.06,5.43,2.54
36.32,5.19,33.72,3.7,15.48,0.16,70.83,,2.23,1.32
42.24,5.37,38.24,12.25,,0.13,75.39,2.13,4.36,2.65
59.74,,32.19,10.4,11.33,0.39,75.06,2.19,2.57,2.3
44.87,6.12,36.49,8.96,12.42,0.0,80.69,1.74,3.13,2.64
34.77,5.71,28.3,6.49,13.26,0.0,74.62,1.94,0.33,1.8
36.35,3.81,34.13,9.3,10.0,0.22,75.26,1.84,1.53,2.59
50.13,3.95,37.92,8.68,16.92,0.04,72.37,1.6,4.72,1.37
63.26,4.62,36.36,7.23,11.17,0.72,74.36,1.9,5.85,2.26
57.7,4.88,39.86,4.11,9.27,0.76,81.8,1.73,3.38,1.66
69.11,5.13,35.73,,11.64,0.0,85.39,1.47,3.69,1.85
58.82,6.06,,8.92,11.81,0.0,75.4,1.7,3.14,2.69
53.65,3.72,43.11,9.29,12.76,0.0,77.39,1.91,4.33,1.57
59.42,3.98,33.7,6.91,14.28,0.17,67.54,2.0,2.49,1.47
37.14,5.2,32.28,9.07,11.14,0.0,63.7,1.9,4.01,1.29
42.53,3.15,38.12,0.91,12.68,0.02,66.45,1.74,1.27,1.63
34.43,4.14,37.76,9.51,10.85,0.0,80.69,1.89,0.0,1.85
33.29,4.7,38.16,7.3,9.94,0.35,67.68,2.08,1.39,1.8
45.9,5.03,38.37,6.57,12.9,0.33,77.34,1.94,3.06,2.25
31.8,5.32,29.89,9.43,10.97,0.09,70.42,1.85,4.41,1.96
51.47,3.89,34.23,8.43,9.47,0.0,74.69,1.6,4.14,2.64
44.28,2.7,39.6,3.48,12.74,0.01,79.7,2.01,1.28,1.84
48.63,6.23,39.14,9.37,11.35,0.0,78.42,2.26,1.67,2.44
44.87,4.78,36.09,7.16,14.85,0.11,84.34,,5.0,2.21
51.84,4.55,36.42,8.83,12.03,0.66,70.44,1.59,3.35,1.1
,5.18,38.09,13.08,12.7,0.03,72.17,1.88,2.03,2.87
59.26,7.1,37.84,10.9,8.26,0.03,69.41,1.22,1.85,2.26
39.28,4.02,32.42,11.85,-5.0,0.11,71.58,1.96,4.44,1.44
39.09,3.37,37.01,8.73,11.69,0.0,66.33,2.04,2.12,1.96
49.44,5.71,31.61,13.53,14.13,0.0,77.15,1.02,0.0,1.82
44.69,5.97,34.96,7.36,12.42,0.99,67.47,2.67,3.73,2.31
59.2,5.63,35.43,7.78,8.45,0.43,79.45,2.05,3.46,1.36
59.08,4.91,34.52,4.57,13.19,0.04,68.86,1.42,4.75,1.76
45.79,6.67,33.5,11.59,9.64,0.15,72.69,1.65,3.76,1.1
33.32,4.3,,0.88,,0.18,82.74,1.82,3.17,2.37
44.01,4.87,33.69,6.43,13.2,0.08,62.39,1.64,1.08,1.73
41.91,6.3,34.99,12.03,14.76,0.0,67.36,2.11,,2.42
51.96,6.78,34.63,9.66,14.55,0.0,75.05,1.2,2.8,1.82
62.72,5.72,40.34,8.77,10.23,0.0,62.13,1.68,1.3,3.13
56.63,5.17,32.52,5.71,13.83,0.35,76.45,2.31,4.48,3.07
52.34,4.22,34.56,10.12,14.38,0.3,78.4,1.44,4.23,2.51
65.03,5.26,38.23,6.57,13.91,0.0,76.99,1.96,4.05,2.58
57.68,3.95,37.2,8.72,11.46,0.0,74.13,2.07,0.17,1.2
55.31,6.72,34.85,10.87,10.82,0.0,78.77,1.0,4.41,1.88
52.72,4.92,38.57,7.28,14.07,0.28,73.33,2.15,2.32,2.03
,3.85,39.37,6.92,9.81,0.54,68.78,1.84,0.49,1.74
62.63,6.17,35.47,6.68,,0.0,64.12,1.78,6.49,1.77
42.28,5.21,36.89,9.02,11.53,0.0,78.3,1.8,3.63,2.12
47.65,5.46,35.9,5.77,11.03,0.32,78.1,1.47,5.38,1.51
35.96,,36.98,5.82,12.49,0.55,62.02,1.39,3.02,1.71
53.67,4.54,35.03,6.07,12.76,0.19,83.05,1.51,1.55,1.2
46.5,3.63,35.59,4.19,11.07,0.0,78.17,2.45,3.92,2.23
45.94_err,5.59,32.96,8.93,14.23,0.52,80.97,1.27,2.38,2.36
44.99,6.29,31.37,9.19,11.05,0.51,70.22,1.5,4.27,1.67
57.41,6.08,36.19,3.96,10.85,0.0,83.25,1.56,1.97,2.57
40.24,3.36,37.59,5.95,9.06,0.0,79.19,1.18,5.07,1.58
59.86,,31.4,13.66,9.81,0.23,67.04,1.02,2.82,2.7
61.95,3.77,42.01,10.05,12.52,0.44,70.83,1.9,5.11,1.93
57.19,3.54,31.87,8.7,11.29,0.14,82.24,1.17,1.81,1.96
48.6,4.04,45.15,9.91,12.82,0.53,65.26,2.09,4.26,2.0
39.76,5.39,36.33,13.37,13.2,0.71,61.8,1.98,5.79,2.54
48.29,5.81,42.9,6.43,18.11,0.92,73.87,1.92,4.36,2.95
40.9,5.65,31.68,-0.43,14.83,0.25,79.54,1.55,3.21,2.65
47.16,4.56,37.96,9.6,11.75,0.0,75.68,1.88,3.27,2.16
56.41,5.26,35.9,4.2,12.44,0.0,,2.65,0.65,2.26
45.63,5.93,27.7,3.81,11.45,0.31,74.27,2.01,2.0,1.0
53.68,4.71,33.23,7.3,17.38,0.1,76.76,1.59,3.55,1.37
47.94,6.26,34.31,7.47,11.9,0.15,78.23,1.36,4.28,1.12
47.55,5.95,40.16,9.41,11.56,0.0,83.97,2.25,,1.63
54.35,6.57,38.62,7.14,11.61,0.64,72.39,1.77,1.98,2.96
43.12,5.41,34.7,,14.07,0.0,70.66,1.76,3.8,1.67
54.02,1.98,40.98,8.73,10.47,0.0,67.32,2.02,2.3,1.32
48.65,4.35,40.52,12.48,11.63,0.7,78.05,1.84,4.07,1.38
58.79,4.45,37.41,9.01,10.19,0.17,77.44,2.01,5.21,2.57
53.73,5.79,37.0,10.21,11.35,0.07,73.63,2.02,5.29,1.57
43.55,3.19,37.2,8.17,12.12,0.0,68.58,1.87,5.99,2.66
43.61,5.2,30.9,9.75,13.78,0.86,73.92,1.17,4.71,2.35
38.34,3.52,37.47,7.98,11.5,0.13,78.7,1.98,3.03,2.23
57.04,6.0,38.84,8.17,12.36,0.04,71.84,1.9,3.06,1.94
53.14,6.08,36.27,12.79,12.15,0.0,81.68,1.59,2.08,3.09
47.88,4.53,,11.74,6.59,0.29,80.96,1.79,7.36,1.0
47.86,5.46,36.47,6.51,13.02,0.79,79.46,1.39,3.49,1.84
40.86,5.9,37.85,6.69,17.18,0.0,79.42,1.87,2.2,1.7
45.87,5.23,38.41,7.95,9.6,0.0,76.35,1.66,4.61,2.28
28.58,4.19,36.08,3.72,10.19,0.0,65.71,1.79,5.16,1.93
47.5,4.99,33.86,11.41,15.02,0.02,67.36,1.72,1.14,2.2
49.18,5.62,37.02,8.33,11.1,0.0,75.45,2.18,4.79,1.92
60.84,2.3,39.25,7.02,14.01,0.34,65.39,2.19,3.53,1.87
50.3,1.92,35.9,10.28,12.5,0.42,77.5,1.65,6.67,1.63
39.39,3.43,34.48,7.15,12.29,0.57,79.13,1.7,4.75,1.27
43.84,4.27,35.97,8.03,12.65,0.09,70.32,1.66,2.61,2.24
47.12,5.1,39.23,10.01,11.96,0.38,81.24,1.36,3.76,1.65
45.93,4.9,38.04,,8.48,0.0,76.81,1.06,5.85,1.48
35.89,3.6,39.92,9.05,14.03,0.67,72.62,2.09,3.06,1.64
48.64,4.33,34.97,13.22,11.3,0.0,79.27,2.51,3.05,1.8
50.11,6.99,34.22,8.61,14.93,0.25,78.19,1.64,1.52,1.41
49.95,4.74,36.6,9.26,12.78,0.78,76.26,1.49,0.42,2.48
45.9,4.35,32.14,6.04,11.55,0.84,78.51,1.07,5.54,2.07
61.39,5.31,36.44,3.05,13.63,0.0,67.95,1.55,2.38,1.76
46.68,4.89,37.12,9.53,14.81,0.0,71.97,1.92,1.65,2.79
53.03,4.04,32.84,7.04,10.27,0.12,69.17,1.96,3.26,1.77
44.81,-0.35,36.91,5.65,12.58,0.42,78.27,1.54,,2.41
52.44,5.62,33.26,10.23,10.59,0.0,69.04,2.31,3.09,1.79
56.03,3.94,34.73,5.82,11.5,0.86,72.76,,5.19,2.21
48.54,6.17,32.26,6.81,9.61,0.0,62.56,1.01,2.29,2.88
54.79,6.02,37.91,4.94,13.06,0.17,69.01,1.48,6.44,2.14
53.9,3.79,38.48,9.45,14.35,0.38,,1.67,0.0,1.77
49.92,4.27,33.61,11.89,12.55,0.62,65.91,1.72,5.33,1.68
40.32,6.51,35.51,6.65,13.07,0.21,67.7,2.35,3.37,1.0
49.64,4.09,36.94,11.79,9.64,0.35,82.29,2.0,5.3,2.09
47.09,8.4,36.42,9.49,14.86,0.0,79.24,1.95,1.95,1.7
58.86,4.66,31.07,7.24,12.92,0.0,71.08,1.6,2.06,2.25
51.67,2.7,34.29,8.36,11.55,0.5,72.48,1.64,3.03,2.98
56.69,5.78,36.84,14.71,14.87,0.62,68.77,1.78,0.0,2.11
61.39,4.92,37.19,3.43,15.28,0.14,73.31,1.85,2.9,1.43
32.44,4.46,41.02,12.35,14.09,0.0,77.43,1.48,5.35,2.29
60.77,4.2,37.86,11.85,13.2,0.14,70.98,2.77,4.48,1.09
45.47,5.49,36.71,8.9,,0.24,67.62,2.25,3.54,1.54
37.2,6.0,39.45,11.14,14.85,0.21,69.74,1.76,2.55,2.79
46.23,6.39,33.84,4.35,14.05,0.31,67.53,2.07,0.14,1.66
45.87,7.15,31.32,6.67,10.87,0.24,77.29,1.33,0.41,1.24
53.6,4.32,39.85,13.22,11.18,0.76,74.7,1.95,3.49,2.81
39.29,,38.44,11.3,11.84,0.19,69.96,1.71,4.17,1.93
39.13,7.66,36.5,10.5,10.19,0.0,74.61,1.16,4.04,2.31
50.96,5.08,43.59,4.54,12.26,0.12,72.77,1.44,4.89,2.34
55.77,4.46,31.27,7.58,13.77,0.17,76.54,1.75,5.51,1.79
57.79,6.25,37.48,9.57,13.62,0.0,70.16,1.52,1.95,2.8
37.68,7.76,33.38,11.14,13.84,0.21,73.61,1.64,4.28,1.43
59.97,4.57,38.93,10.1,10.53,0.42,75.36,2.28,3.59,1.96
49.7,5.03,34.41,4.78,11.69,0.17,74.92,2.28,0.83,
47.07,3.59,31.12,8.31,13.7,0.0,73.63,1.54,2.68,1.6
51.71,3.9,35.47,3.44,12.06,0.69,63.81,2.28,4.33,2.14
51.47,6.5,34.02,2.67,13.57,0.31,68.12,1.13,1.12,2.42
48.45,8.22,30.93,2.62,15.76,0.34,69.44,2.11,0.0,1.82
42.33,,39.59,9.37,15.62,0.86,75.25,1.6,0.14,1.73
57.21,7.89,30.59,-0.31,11.65,0.05,71.44,1.96,,2.1
45.83,7.36,37.01,7.68,12.57,0.38,76.36,1.76,2.02,2.36
49.23,7.11,33.1,8.89,9.21,0.09,72.01,1.94,5.08,2.71
58.42,7.51,35.69,3.59,12.54,0.29,77.07,2.18,4.77,3.16
44.28,5.21,33.35,8.46,,-0.0,77.91,1.6,3.73,1.88
54.21,3.06,30.81,7.98,10.98,0.42,75.59,1.65,1.09,
57.05,4.77,35.15,3.47,10.34,0.14,83.56,1.46,2.88,1.59
49.09,3.37,41.88,4.01,10.66,0.27,70.8,1.68,3.92,1.8
40.9,5.12,35.75,7.25,16.86,0.0,64.4,1.88,4.81,2.1
30.77,4.26,32.78,10.7,9.66,0.62,67.96,1.57,0.82,2.03
47.69,4.27,37.68,10.21,15.26,0.23,62.51,1.28,3.85,1.86
35.28,5.33,38.48,6.78,16.23,0.0,73.14,1.43,1.45,1.37
68.93,5.82,37.53,6.29,13.42,0.51,82.44,2.15,0.92,1.87
56.33,1.6,33.58,11.79,12.16,0.89,74.03,1.43,2.12,1.99
52.05,5.34,36.2,9.35,14.38,0.0,77.61,2.75,1.94,2.4
57.57,5.76,39.95,10.36,14.77,0.4,67.72,2.3,0.83,1.95
45.41,6.33,29.6,2.49,13.69,0.41,69.88,1.31,3.16,1.83
47.85,6.18,38.9,4.89,12.5,0.43,73.01,1.63,1.87,2.14
48.15,6.0,40.47,10.31,12.99,0.0,75.95,1.05,3.91,2.09
57.01,3.23,36.07,3.55,9.19,0.46,76.06,2.07,0.93,1.85
50.39,6.55,31.23,12.74,12.71,0.24,67.6,2.06,2.47,2.13
38.64,3.75,33.48,3.33,11.64,0.43,78.66,2.19,2.96,2.01
42.34,5.47,36.57,6.66,11.36,0.47,69.98,2.17,5.71,2.39
44.96,4.2,33.8,8.81,11.84,0.02,70.97,1.69,3.05,2.06
34.15,5.74,36.8,2.98,10.96,0.0,75.4,1.97,3.73,1.43
43.59,5.87,44.72,5.95,11.35,0.0,76.74,1.54,2.16,2.2
59.23,4.69,35.06,9.97,14.75,0.02,73.89,2.05,2.94,2.41
56.02,4.31,38.02,16.33,12.15,0.0,83.14,1.82,1.65,1.89
51.45,4.92,37.02,10.42,7.09,0.36,72.09,1.94,3.13,1.95
55.43,,35.4,5.53,,0.3,76.67,1.33,4.0,2.0
49.93,5.15,30.63,7.89,,0.3,78.93,2.06,0.67,2.7
42.54,5.36,37.25,10.12,,0.09,83.62,1.32,1.23,2.07
66.61,6.15,41.05,11.31,10.88,0.19,82.04,2.23,3.92,2.24
67.02,,34.64,7.4,14.73,0.53,77.73,1.66,5.12,2.47
58.29,2.62,38.9,14.18,14.61,0.0,81.31,1.55,4.75,1.39
51.29,4.85,35.86,8.26,13.26,0.19,62.83,1.42,3.37,1.71
46.98,6.36,31.43,3.68,11.7,0.75,77.14,2.26,3.22,2.12
45.59,5.95,38.75,2.71,10.62,-0.0,74.44,1.93,3.8,2.73
51.12,4.33,34.25,12.34,9.1,0.0,80.36,2.03,4.78,1.64
46.51,4.76,37.21,11.24,7.94,0.0,73.57,1.75,3.29,2.06
55.61,,36.97,9.08,13.15,0.0,71.65,1.97,0.84,2.11
51.04,4.13,43.08,,14.01,0.0,71.71,2.56,2.7,1.94
51.15,5.96,36.25,4.82,13.59,0.0,75.55,2.16,4.22,2.29
64.26,4.92,,9.15,9.55,0.3,73.86,1.77,3.76,2.55
48.41,5.98,31.33,9.87,13.34,0.0,84.31,1.19,0.02,1.39
53.07,5.05,36.45,5.7,9.26,0.0,72.07,1.8,3.98,1.69
58.21,8.72,34.59,9.71,12.07,0.0,69.95,1.93,1.28,1.13
40.63,3.46,35.51,11.85,12.02,0.0,66.2,1.52,1.38,1.44
52.7,4.77,36.88,12.75,13.63,0.0,70.23,2.38,2.22,1.22
53.18,6.23,37.64,5.15,12.98,0.0,73.03,1.18,0.97,1.4
48.97,5.65,34.8,5.17,14.55,0.01,76.11,1.0,2.85,2.12
48.57,5.03,33.45,11.27,12.77,0.0,81.18,1.96,1.83,3.07
43.19,5.45,33.54,5.98,11.58,0.11,69.87,2.13,1.61,2.34
39.97,2.5,31.57,8.08,13.19,1.56,69.14,1.3,1.88,2.09
64.11,5.06,32.02,9.2,12.54,0.0,62.83,1.93,3.73,1.7
57.46,7.59,31.8,9.64,14.0,0.0,61.26,1.53,3.66,2.84
50.44,3.57,32.84,6.81,10.51,0.0,72.84,1.94,3.79,1.74
50.95,7.23,34.18,6.87,12.63,0.67,84.39,2.59,5.03,1.3
52.41,7.86,38.09,4.47,11.07,0.0,76.08,2.69,2.12,1.83
68.28,,39.32,11.33,15.06,0.0,69.86,1.85,1.63,2.29
40.35,3.78,35.07,3.74,10.28,0.19,79.8,2.03,3.26,1.96
46.99,4.42,35.39,9.49,13.4,0.0,77.29,2.28,2.22,1.43
36.63,2.13,30.74,11.77,11.84,0.3,78.36,2.22,2.18,1.23
41.0,5.52,35.92,8.61,10.61,,73.24,1.84,4.9,1.88
48.76,5.22,31.68,8.96,9.81,0.05,73.37,1.74,0.97,2.28
36.24,7.45,42.43,11.03,10.23,0.77,63.95,1.89,1.24,2.02
62.76,4.73,33.04,7.21,13.89,0.4,80.58,1.84,3.0,1.0
38.67,5.5,35.89,8.39,,0.13,71.32,1.76,5.46,
40.51,2.85,36.0,7.43,10.37,0.21,68.66,1.0,2.35,1.85
45.72,4.55,35.49,4.25,,0.07,74.51,1.33,4.45,1.92
60.53,6.1,37.54,7.02,9.15,0.08,74.42,1.85,5.0,2.56
53.98,6.71,36.05,10.2,11.7,0.0,77.98,1.96,0.15,2.31
48.83,4.49,,8.29,12.4,0.38,69.64,2.28,4.77,1.74
51.26,3.52,34.8,9.22,12.44,0.12,79.68,1.38,3.92,1.89
46.5,6.31,32.96,10.09,11.51,0.15,70.8,2.05,2.68,2.81
67.65,4.64,33.31,1.51,10.93,1.12,85.62,1.3,5.1,1.56
39.06,4.32,36.43,5.6,12.82,0.0,83.13,1.55,3.55,2.33
44.77,8.31,35.31,4.32,11.92,0.25,76.32,1.41,3.01,2.24
37.13,1.65,42.66,14.93,11.26,0.38,80.44,1.66,3.93,1.81
56.06,2.61,39.26,9.8,9.77,0.54,84.26,1.4,2.41,2.03
63.55,4.6,38.56,5.04,12.18,0.03,82.37,1.49,6.38,2.64
50.36,3.39,42.78,7.37,11.79,0.0,76.46,1.59,2.57,1.77
57.92,5.73,37.45,8.82,12.03,0.71,65.8,1.69,2.54,2.16
38.38,2.05,42.06,8.32,17.6,0.46,74.35,1.27,0.0,2.57
,4.57,39.64,12.55,11.87,0.0,79.75,2.18,3.35,1.55
47.91,2.77,36.48,10.78,12.32,0.0,75.58,1.72,3.23,1.72
60.33,2.1,33.16,7.66,11.52,0.96,85.2,,3.05,1.41
45.03,5.34,40.31,7.5,12.47,0.0,69.05,2.15,1.22,1.89
55.68,6.4,38.26,8.04,10.78,0.0,76.26,1.88,3.55,1.62
47.41,6.72,40.48,6.22,10.01,0.24,62.49,1.87,1.17,2.11
52.13,6.18,40.72,7.99,13.35,0.23,70.06,2.08,1.42,1.77
49.68,3.77,38.83,6.54,9.29,0.26,65.39,2.05,3.5,2.65
57.07,5.76,36.03,6.27,9.02,0.22,88.51,1.23,0.0,1.73
34.51,5.35,35.4,7.46,10.34,0.69,68.06,1.9,3.83,2.56
49.51,2.33,36.27,7.08,14.21,0.0,77.77,2.04,3.77,
50.66,5.28,32.14,9.01,16.26,1.01,71.58,2.01,3.05,1.76
47.5,5.72,32.55,8.0,12.4,0.0,67.84,,2.66,1.47
44.91,4.53,39.07,5.0,10.68,0.1,72.78,1.55,2.81,1.53
51.32,4.05,35.65,5.64,15.11,0.0,76.24,2.49,1.98,3.38
57.23,5.0,33.71,10.67,11.68,0.25,79.43,2.11,4.09,1.96
54.37,2.27,34.62,5.09,13.64,0.25,86.87,1.78,2.18,2.62
45.83,5.36,36.65,12.91,12.61,0.19,77.73,1.63,2.02,1.49
53.11,2.59,37.69,11.51,10.96,0.15,74.53,1.42,4.17,
51.75,5.71,35.14,8.3,11.12,0.0,71.63,1.64,1.32,1.76
48.85,5.26,40.6,13.08,17.07,0.0,66.92,1.63,2.31,1.23
51.5,4.59,40.6,4.63,13.35,0.22,70.49,1.45,3.59,2.85
43.18,1.95,34.15,7.73,14.99,0.0,75.47,1.9,2.72,1.36
44.56,5.41,37.18,8.64,12.49,0.03,79.02,1.64,0.81,2.12
30.33,5.67,34.19,8.63,11.44,0.89,78.41,1.0,4.54,1.92
41.19,5.28,34.31,6.4,12.82,0.47,,1.93,1.17,2.58
54.0,4.7,38.36,4.17,14.96,0.3,75.26,2.14,1.17,1.24
53.8,6.39,42.81,9.28,11.57,1.17,78.77,1.87,1.77,2.05
37.71,5.02,33.97,9.69,10.67,0.45,68.61,1.51,2.03,1.63
55.5,4.36,41.5,10.34,13.01,0.0,81.65,1.69,0.0,2.3
64.31,6.69,32.9,5.12,7.43,0.35,71.46,1.65,3.05,2.52
29.32,3.66,35.98,5.89,15.32,0.0,60.97,1.0,2.45,2.4
37.11,8.83,29.24,9.17,14.75,0.92,71.18,,0.33,2.27
64.85,4.11,37.11,9.11,11.97,0.59,60.25,2.73,1.69,1.52
58.31,4.67,34.86,2.75,12.98,0.0,71.43,1.7,2.91,1.68
45.63,6.13,35.12,14.91,10.22,0.15,69.1,1.8,3.99,2.45
53.05,1.48,39.17,12.89,10.87,0.0,78.57,1.26,2.23,2.35
65.05,2.55,37.19,8.12,12.53,0.96,76.56,,2.21,2.43
51.19,4.98,38.03,7.37,14.66,0.2,75.26,2.34,5.41,1.54
51.29,7.58,32.94,7.0,12.01,0.31,71.66,2.57,2.95,2.67
59.86,2.09,36.73,8.05,9.04,0.3,67.2,1.85,1.76,2.96
57.63,1.73,35.58,9.59,14.39,0.84,71.81,2.03,2.41,1.72
53.31,4.86,37.83,10.58,15.11,,71.4,2.55,3.55,2.73
58.33,5.49,38.18,9.78,8.33,0.26,73.01,1.23,2.46,2.34
43.63,5.41,31.87,9.94,13.46,0.68,72.06,2.18,4.59,
46.3,4.04,34.59,6.33,10.3,0.0,70.73,1.62,5.34,1.89
45.21,4.8,41.72,9.59,11.12,0.62,80.98,1.95,2.15,1.73
39.57,3.02,42.17,4.74,14.45,0.34,70.38,2.01,4.28,2.15
56.74,5.14,30.06,3.53,15.35,0.48,65.81,1.79,3.39,2.14
64.69,4.31,38.8,7.36,14.16,0.3,67.75,1.8,3.48,2.14
48.36,5.02,33.95,7.13,9.84,0.67,84.1,1.85,3.91,1.97
45.36,3.79,33.18,5.41,14.78,0.6,68.92,1.85,0.98,1.92
44.48,2.26,32.67,6.66,14.0,0.0,71.67,1.75,3.54,1.56
47.9,5.54,35.08,5.93,14.21,0.55,86.58,1.46,0.57,2.17
64.37,3.06,32.67,5.76,11.61,0.69,77.25,1.07,2.62,1.0
43.4,2.96,33.43,8.39,9.44,0.39,76.96,1.44,0.78,2.32
55.49,6.04,34.39,4.03,12.95,0.0,67.98,2.12,6.1,2.02
54.77,4.42,34.47,5.0,8.23,0.59,70.37,2.81,1.62,1.68
35.82,4.51,44.04,5.05,9.0,0.45,81.34,1.32,2.73,2.37
37.01,3.25,37.25,10.26,13.05,0.0,60.59,2.85,4.05,2.0
64.71,7.59,42.0,1.95,9.99,1.15,65.74,1.78,2.32,1.42
39.37,5.43,38.34,8.75,12.81,0.06,77.01,2.12,0.41,2.05
58.53,5.79,37.11,9.32,15.01,0.51,68.4,1.61,4.02,2.32
49.68,6.8,32.71,13.55,13.29,0.62,77.33,1.21,4.44,
33.04,4.5,37.34,7.73,10.27,,81.51,2.02,3.82,2.37
58.03,6.54,38.11,6.09,15.0,0.0,68.26,1.57,4.83,1.47
59.55,5.59,32.55,5.61,9.89,0.29,80.42,1.88,4.25,2.26
43.24,4.98,33.3,9.71,9.85,0.0,68.3,2.44,0.1,2.22
46.54,4.6,39.33,6.85,11.46,0.0,67.99,1.53,5.0,2.05
52.39,3.44,36.2,12.44,16.36,0.52,76.41,1.64,4.01,2.61
51.52,8.08,34.59,12.08,14.38,0.1,69.38,1.73,2.38,2.08
58.43,5.09,33.13,7.3,13.13,0.31,79.16,1.9,3.61,
51.84,6.37,36.25,7.46,6.65,0.38,64.33,1.59,2.05,1.56
47.53,5.3,36.38,12.31,13.05,,69.66,1.85,2.31,2.92
49.6,7.43,35.51,5.88,10.97,0.0,72.06,2.51,2.11,1.62
51.03,4.87,37.89,9.29,13.15,0.0,71.73,1.72,6.07,2.35
