fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,ph,alcohol,high_quality
8.5,1.29,0.82,7.9,0.197,65.8,27.4,1.0,3.48,12.2,1
12.3,0.28,0.31,1.6,0.159,34.0,259.3,0.9944,3.69,9.3,0
5.0,0.13,0.31,1.7,0.116,31.1,174.9,0.9907,3.49,8.9,0
11.4,1.42,0.56,5.8,0.165,2.9,24.2,,3.72,14.8,1
12.3,1.11,0.5,7.5,0.045,54.3,259.7,0.9907,3.16,12.5,1
6.9,1.18,0.95,10.7,0.07,6.1,233.2,0.9966,3.14,15.0,1
7.2,1.57,0.22,3.3,0.067,37.7,67.4,0.9939,2.97,13.2,1
12.7,1.42,0.82,7.5,0.025,30.6,173.9,1.0,2.93,13.1,0
13.1,0.25,0.92,8.0,0.123,66.6,207.4,1.0033,3.58,11.0,1
9.9,0.11,0.75,8.2,0.172,23.5,234.4,0.9991,3.5,8.3,0
6.7,0.31,0.24,7.5,0.092,39.5,109.3,1.0002,3.76,8.3,0
15.5,0.81,0.95,4.7,0.071,53.0,186.2,1.0011,3.92,14.6,1
15.2,0.66,0.92,10.9,0.042,23.5,233.4,0.9914,3.38,9.5,0
6.2,1.1,0.8,14.6,0.1,34.4,217.4,0.9933,3.1,13.3,1
8.1,1.44,0.87,4.9,0.15,21.9,79.8,1.0035,3.8,14.9,0
10.4,0.63,0.65,15.0,0.036,8.5,48.1,0.9936,3.44,14.8,1
12.4,0.42,0.57,2.9,0.141,28.9,245.5,0.9992,3.37,12.8,1
14.8,0.89,0.43,5.8,0.068,,124.5,0.9951,3.08,12.1,1
5.5,1.47,0.45,2.9,,53.4,84.3,0.9939,3.96,14.8,0
9.0,0.36,0.09,5.1,0.087,63.1,8.4,0.9989,3.13,10.1,0
4.9,0.44,0.41,10.9,0.124,11.7,258.2,0.9913,3.21,12.0,0
13.6,1.01,0.99,14.1,0.082,9.6,196.5,1.0034,2.93,13.4,1
12.7,1.58,0.65,9.1,0.117,26.1,160.7,1.0006,3.1,12.3,1
6.5,1.22,0.27,2.3,0.168,57.0,89.5,1.0008,3.35,10.3,0
6.9,0.59,0.35,14.7,0.132,19.1,146.9,0.9909,3.39,9.0,0
8.6,1.39,0.71,12.3,0.054,37.9,159.7,0.9998,3.63,13.9,0
13.4,1.38,0.69,1.0,0.083,23.7,93.8,0.9947,3.07,12.7,1
7.9,0.8,0.3,8.7,0.085,5.4,115.6,1.0038,4.0,12.7,0
7.8,0.44,0.75,6.8,0.144,30.6,86.3,0.9901,3.01,14.8,1
13.9,0.51,0.51,11.1,0.05,14.8,177.1,0.9932,2.92,13.2,1
7.9,1.11,0.14,2.8,0.025,54.7,83.1,1.0004,2.97,8.5,0
7.7,0.52,0.78,5.3,0.042,66.9,41.1,1.0035,3.87,9.9,1
10.6,1.36,0.73,4.9,0.163,51.5,202.0,0.9977,3.24,11.9,1
6.3,1.27,0.79,5.0,0.065,31.2,103.1,0.9931,3.73,11.7,0
5.6,0.23,0.06,2.7,0.055,17.4,195.8,0.997,3.33,9.4,1
14.2,0.18,0.6,4.6,0.031,15.6,286.9,1.0002,3.2,10.3,0
6.5,0.53,0.85,2.4,0.147,66.5,223.4,0.9924,3.37,14.7,1
6.3,0.88,0.04,2.8,0.014,49.1,272.2,0.9906,,13.0,1
12.8,0.2,0.59,1.4,0.015,57.6,253.9,1.0016,3.84,10.8,1
5.5,0.5,,1.6,0.057,28.4,64.0,0.9924,3.48,10.8,0
5.1,0.76,0.55,9.1,0.188,67.7,195.3,0.9971,3.72,12.9,1
15.8,1.35,0.09,15.0,0.13,18.9,40.2,1.0003,3.29,11.4,0
11.1,1.5,0.59,4.0,0.052,12.7,280.0,1.0016,3.94,9.5,0
9.3,1.02,0.07,9.6,0.147,1.6,69.4,1.0025,3.12,9.0,0
10.1,1.19,0.33,9.9,0.077,15.9,114.4,0.9954,3.21,11.8,1
5.7,1.32,0.68,2.4,0.098,62.6,280.3,0.9927,3.39,13.2,0
9.8,1.17,0.68,1.8,0.081,56.6,117.2,1.0034,2.98,14.8,1
7.0,,0.01,3.3,0.096,41.5,228.1,0.9941,3.16,9.0,0
5.2,1.54,0.32,1.4,0.013,67.2,265.1,0.9916,3.78,13.0,1
5.7,0.67,0.66,13.8,0.079,56.6,12.0,0.9916,3.43,8.9,0
5.0,0.23,0.49,5.8,0.011,16.8,180.3,0.9998,3.11,12.2,1
8.9,1.3,0.24,1.7,0.069,46.5,134.0,0.9913,3.19,9.8,0
15.4,1.03,0.02,5.8,0.055,37.2,178.7,1.0007,3.01,12.1,1
10.6,1.3,0.99,1.5,0.161,50.5,267.1,0.9944,2.98,8.1,0
6.9,1.33,0.29,8.3,0.158,71.3,237.6,1.0015,3.34,12.6,1
5.5,0.18,0.79,3.4,0.158,60.8,67.7,0.9955,3.98,12.4,0
11.4,1.26,0.24,4.5,0.063,5.7,92.1,,3.61,,0
6.8,0.88,0.45,2.8,0.139,62.4,94.2,0.9928,3.2,14.4,1
14.4,1.25,0.5,13.7,0.03,22.6,79.0,0.9998,3.25,13.2,0
11.6,1.51,0.42,9.8,0.063,57.3,,0.9935,3.37,13.9,1
12.7,1.49,0.61,6.4,0.175,29.3,125.9,0.9984,3.09,11.3,0
11.2,1.12,0.54,10.6,0.136,45.7,288.6,1.0026,3.38,8.6,0
5.8,,0.27,8.6,0.081,65.0,226.5,0.9908,3.68,15.0,0
12.1,0.31,0.92,5.3,0.151,64.5,115.7,1.0023,3.04,10.2,0
16.0,0.72,0.81,2.1,0.03,51.5,208.4,1.0019,3.9,13.2,1
7.2,0.86,0.62,13.6,0.074,27.6,227.3,1.0024,3.89,10.5,0
9.5,1.26,0.8,10.7,0.122,13.3,222.3,0.9957,3.48,10.0,0
12.4,1.33,0.87,5.8,0.151,59.5,,1.0002,3.59,14.3,1
10.9,1.26,0.33,4.7,0.047,11.7,196.6,0.9902,3.57,12.5,0
5.1,1.46,0.94,11.6,0.069,64.4,278.9,0.9925,2.92,,0
15.7,0.17,0.5,4.9,0.106,58.8,274.9,0.9912,2.94,13.8,1
12.7,0.84,0.19,6.3,0.089,2.3,101.6,1.0026,3.97,12.4,1
8.3,1.4,0.31,5.0,0.196,69.8,245.1,1.0031,3.42,10.8,0
9.2,0.26,0.79,11.1,0.024,66.4,132.6,0.9982,3.25,11.3,1
12.0,1.15,0.28,5.2,0.198,23.7,235.0,0.9903,3.65,12.0,1
9.2,0.56,0.25,12.0,0.018,50.2,11.2,0.9918,3.2,11.3,1
14.2,1.13,0.55,13.7,0.169,4.7,276.6,0.9998,3.15,9.2,0
13.8,0.83,0.67,2.8,0.022,40.8,106.5,0.9937,3.46,12.0,1
7.4,0.17,0.57,12.3,0.16,17.3,266.4,0.9998,3.23,10.6,0
9.7,1.32,0.52,7.6,0.169,54.0,8.8,0.9922,3.18,12.1,1
4.5,0.82,0.07,8.1,0.163,42.2,181.4,0.9981,2.9,11.2,0
13.4,0.24,0.49,2.3,0.031,19.2,108.9,1.0038,3.96,14.5,1
9.2,0.87,0.79,8.1,0.15,67.8,51.8,0.9959,3.13,9.6,0
13.9,0.88,0.75,2.0,0.035,43.9,30.5,0.9972,3.28,11.0,0
14.1,0.11,0.41,12.0,0.071,54.1,209.5,0.9976,3.08,9.3,0
15.3,1.17,0.62,4.5,0.119,67.3,22.7,0.9956,3.78,8.9,1
12.8,0.16,0.23,,0.093,34.2,88.9,0.9959,3.14,10.6,1
10.7,1.13,0.11,3.8,0.167,3.3,282.3,0.9907,3.73,12.3,0
15.7,0.81,0.51,4.2,0.1,10.0,175.9,1.0003,3.16,12.8,1
9.5,1.24,0.73,14.6,0.085,4.4,196.1,1.0023,3.03,10.0,1
10.0,1.07,0.86,11.3,0.054,51.8,262.0,0.9927,3.62,12.7,1
13.6,0.36,0.78,13.5,0.159,71.1,35.2,1.0032,3.85,8.7,0
5.6,0.86,0.88,8.2,0.199,8.0,26.2,0.9982,3.01,10.1,1
15.7,1.42,0.64,9.7,0.157,22.6,80.7,0.9905,3.74,9.4,0
6.7,0.13,0.48,7.6,0.198,10.0,168.6,0.9983,3.71,12.8,1
9.7,1.04,0.27,5.5,0.02,54.6,133.8,0.997,3.07,14.9,1
5.6,0.64,0.8,2.4,0.136,4.4,140.5,1.0036,3.78,10.6,0
12.1,1.6,0.59,2.0,0.136,41.7,54.1,0.999,3.26,12.4,1
5.4,0.65,0.93,4.6,0.057,15.7,213.6,0.9957,3.2,9.8,1
4.9,0.9,0.03,8.4,0.166,30.0,214.1,1.0011,3.71,12.0,0
5.0,0.57,0.18,12.4,0.069,49.0,48.1,0.9942,3.55,14.2,1
9.1,1.51,0.42,6.4,0.058,35.3,223.2,1.0018,3.6,8.2,0
9.2,1.0,0.6,1.2,0.077,12.3,170.0,1.0034,3.04,8.7,0
10.5,0.71,0.9,3.6,0.022,6.5,85.6,0.9926,3.17,9.7,0
4.7,1.59,0.25,8.1,0.093,55.4,245.0,0.9935,3.62,8.6,0
9.5,1.47,0.03,14.9,0.052,8.0,267.4,,3.98,8.5,0
12.0,1.0,0.13,6.5,0.135,46.3,220.7,0.9948,3.22,13.5,1
8.7,0.23,0.55,13.2,0.085,20.5,,0.9985,3.0,10.9,1
9.3,0.74,0.58,,0.14,2.7,36.6,0.995,3.24,12.3,1
4.8,0.55,0.62,,0.131,4.0,57.4,0.997,3.66,9.3,0
5.4,1.2,0.4,2.0,0.2,61.7,126.4,0.9956,3.53,8.1,0
11.1,0.63,0.63,7.5,0.119,62.2,281.5,0.995,3.93,10.5,0
4.9,0.22,0.39,12.9,0.126,56.0,213.2,1.0018,3.48,13.2,1
5.5,0.44,0.58,13.7,0.186,64.8,169.9,0.9962,3.27,8.1,0
12.7,1.33,0.05,5.5,0.168,43.1,240.1,0.9948,3.15,10.2,0
13.7,1.53,0.74,11.2,0.057,31.4,233.2,1.0036,3.51,8.8,0
13.9,1.0,0.81,4.0,0.165,49.7,193.6,1.0019,3.54,9.0,0
6.4,0.29,0.99,10.2,0.037,45.3,71.6,0.9925,3.56,14.0,1
6.3,0.45,0.17,11.5,0.183,70.3,137.4,0.9959,3.26,13.4,1
7.6,0.57,0.65,6.0,0.106,5.1,65.3,1.0007,3.04,12.0,1
9.4,0.79,0.13,4.7,0.055,10.3,58.5,0.9915,3.52,14.5,1
14.1,1.17,0.86,4.7,0.062,7.6,275.8,0.9923,3.32,8.2,0
,0.34,0.36,2.6,0.043,38.0,65.8,0.9942,3.6,11.4,1
9.6,0.8,0.87,7.4,0.103,5.3,220.8,1.0001,3.44,8.0,0
8.2,1.09,0.95,12.3,0.044,71.2,205.9,1.0023,3.67,14.0,1
4.7,1.05,0.36,2.0,0.015,36.7,208.6,1.0006,3.59,10.2,0
6.1,1.12,0.43,3.3,0.11,24.5,145.0,,3.01,8.6,0
9.0,,0.19,13.1,0.029,27.4,256.8,0.9965,3.22,12.1,1
9.8,,0.16,7.1,0.073,62.5,283.0,0.9976,2.96,11.9,0
10.3,1.03,0.02,14.4,0.132,13.9,44.2,0.9919,3.99,9.6,0
7.9,0.84,0.9,12.1,0.053,5.9,159.4,1.0022,3.86,9.4,0
15.5,1.45,0.0,11.0,0.087,70.8,133.2,1.0009,3.51,10.5,1
10.0,1.25,0.6,1.2,0.025,63.2,73.1,0.9977,3.32,9.8,0
14.8,0.69,0.96,11.2,0.111,,60.3,0.993,,11.0,1
5.9,1.06,0.22,2.4,0.162,40.3,252.5,1.0015,3.42,9.3,1
11.5,0.34,0.25,8.0,0.175,52.1,109.6,0.9988,3.16,12.7,1
,0.3,0.8,10.5,0.054,5.5,147.1,0.9968,3.77,9.1,1
7.0,0.12,0.85,9.6,0.025,38.7,263.4,0.9999,3.92,13.3,1
13.2,1.37,0.45,13.5,0.071,58.7,162.0,0.9911,3.61,13.5,1
9.6,0.46,0.37,13.3,0.119,55.4,40.2,1.0034,3.2,9.9,0
11.9,1.42,0.42,2.9,0.193,34.9,39.6,0.9925,3.85,13.1,1
12.0,0.23,0.75,8.6,0.076,13.5,84.6,0.9992,3.84,13.8,1
5.6,0.19,0.35,,0.059,29.8,42.5,1.0029,3.44,10.0,1
5.0,0.42,0.92,5.5,0.091,68.8,214.5,1.0016,3.42,10.4,0
10.6,1.29,0.3,10.5,0.127,59.6,27.4,1.0019,3.59,8.9,0
12.0,0.72,0.35,14.5,0.185,34.2,35.9,0.9925,2.97,12.5,1
13.1,1.54,0.29,9.9,0.052,22.2,179.0,1.001,3.31,12.5,1
6.4,1.06,0.66,4.3,0.062,50.4,,0.9962,2.92,12.6,1
6.2,1.25,0.19,9.5,0.095,20.4,136.9,1.0014,3.82,14.9,1
10.3,0.8,0.3,1.0,0.181,31.6,55.6,1.0024,2.96,11.2,0
7.9,1.49,0.96,4.6,0.084,16.7,287.7,0.9926,3.0,12.5,0
14.2,0.11,0.98,14.5,0.084,,103.9,0.9916,3.55,13.4,1
8.2,1.37,0.89,5.5,0.172,42.0,224.1,0.9938,,8.9,0
9.2,0.53,0.34,8.5,0.058,16.7,207.5,0.9983,3.99,10.4,0
6.0,1.48,0.87,13.0,0.084,59.3,274.6,0.9958,3.78,11.6,0
6.8,1.56,0.64,10.7,0.016,40.9,212.7,0.9989,3.53,13.5,0
8.9,1.08,0.54,9.0,0.172,64.8,140.8,0.9949,2.98,9.3,0
6.7,0.64,0.42,7.1,0.049,28.9,139.9,1.001,3.99,12.1,1
13.1,0.16,0.06,10.4,0.195,47.6,239.6,1.0022,3.9,8.7,0
12.5,0.77,0.09,11.6,0.017,62.1,109.0,1.0014,2.97,10.8,1
12.3,1.19,0.7,8.1,,34.2,144.4,0.9953,3.79,8.7,0
11.9,1.02,0.55,7.2,0.146,46.7,289.8,0.9913,3.64,12.2,1
12.8,1.54,0.89,8.1,0.133,52.1,96.9,0.9911,2.93,11.7,0
7.8,1.34,0.41,6.3,0.035,43.9,275.3,0.9979,3.14,8.2,0
,0.26,0.53,6.1,0.156,26.7,259.3,1.0032,2.94,,1
15.5,0.47,0.52,6.7,0.113,68.3,189.8,0.9919,3.73,14.2,1
7.4,1.42,,1.7,0.125,47.7,172.0,0.9931,3.59,12.1,1
14.3,0.26,1.0,12.1,0.077,12.5,42.2,0.9956,3.54,13.1,1
9.9,1.21,0.21,6.7,0.09,18.4,289.1,0.9967,3.48,9.4,0
12.3,0.4,0.58,6.6,0.025,24.2,,0.992,3.59,11.5,0
14.3,0.55,0.72,13.8,0.198,67.3,174.2,0.9917,3.7,9.6,0
8.1,0.61,0.81,14.5,0.047,30.6,121.1,0.9961,3.64,9.7,0
8.4,1.25,0.11,7.4,0.032,32.1,140.2,1.0027,3.02,11.4,0
11.4,1.01,0.78,13.1,0.047,46.1,62.2,0.9933,3.52,12.6,0
14.6,0.98,0.74,7.7,0.195,26.0,160.8,0.9965,3.87,9.9,0
12.4,0.49,0.62,12.6,0.184,40.4,130.6,0.9976,3.34,9.5,0
4.6,0.28,0.1,6.6,0.011,13.5,32.8,0.9967,3.29,10.8,0
11.8,0.49,0.58,4.1,0.087,46.4,270.7,0.9958,3.6,11.9,0
15.3,1.5,0.6,12.8,0.166,39.1,235.6,1.003,3.2,13.9,0
11.0,0.85,0.97,5.7,0.199,33.1,132.9,0.9923,3.98,12.5,1
10.3,0.12,,14.2,0.16,37.8,198.5,1.0021,3.71,13.5,1
6.6,1.01,0.81,3.6,0.14,12.5,172.1,0.9907,3.38,,1
7.9,1.58,0.68,8.7,0.178,33.2,245.0,0.9947,3.84,12.9,0
10.1,1.51,0.55,3.7,0.152,46.7,58.2,0.9915,2.99,13.2,1
13.5,0.7,0.81,5.2,,8.8,276.5,0.9959,3.24,12.5,0
12.8,0.75,0.43,4.7,0.06,6.6,91.2,1.0038,3.21,9.6,0
11.4,1.56,0.19,4.4,0.135,16.7,95.7,,3.11,8.7,0
12.0,0.21,0.54,14.9,0.179,62.8,281.7,0.9934,3.81,8.0,1
13.8,0.61,0.84,2.4,0.108,12.1,121.6,0.9934,,14.4,1
15.8,1.09,0.11,14.7,0.181,67.8,125.9,0.9953,3.01,14.8,1
4.5,0.57,0.75,,0.185,10.0,197.3,0.9913,3.69,14.1,1
8.7,0.19,0.22,13.7,0.104,57.4,50.3,0.9947,3.14,8.1,0
5.1,0.24,0.76,14.0,0.068,16.9,273.6,0.9955,3.47,12.8,0
15.4,1.03,0.8,2.3,0.02,45.2,152.0,1.0029,3.11,10.6,0
5.5,1.06,0.07,7.2,0.161,5.1,207.7,1.0028,3.5,14.8,1
5.9,0.31,0.89,3.6,0.112,71.2,162.8,0.9902,2.96,12.3,1
11.7,1.14,0.31,11.1,0.153,27.2,250.7,0.9942,3.14,11.7,0
7.7,1.18,0.89,5.2,0.039,31.1,88.2,1.0027,3.7,10.1,0
10.9,1.17,0.46,1.0,0.164,23.2,155.7,0.9916,2.94,14.8,1
6.0,1.48,0.45,11.5,0.035,24.3,111.6,0.9996,3.5,14.0,1
14.1,0.91,0.43,,0.117,59.8,164.0,0.992,3.43,13.6,1
15.4,0.97,0.9,8.1,0.152,54.1,147.5,0.9974,3.8,13.4,1
4.7,0.55,0.36,3.0,0.038,11.7,189.1,0.9918,3.4,10.4,0
6.4,0.27,0.18,1.4,0.122,69.9,40.8,0.9941,,14.6,1
12.1,0.49,0.04,12.8,0.193,15.7,58.0,0.9912,3.0,11.2,1
10.9,0.66,0.2,1.5,0.02,50.0,205.1,0.9987,3.15,9.0,0
11.2,0.61,0.78,6.8,0.017,71.1,284.4,0.9962,2.99,9.3,0
10.8,0.89,0.49,13.5,0.051,67.4,97.4,0.9925,2.93,11.1,1
,1.2,0.82,11.0,0.14,69.7,164.7,0.994,3.45,14.0,1
14.3,,0.83,13.5,0.12,52.0,122.2,1.0021,3.46,11.9,1
12.9,1.57,,10.7,0.197,9.6,,0.9977,3.76,8.1,0
14.5,0.12,0.62,13.9,0.16,2.9,64.4,1.0003,3.25,8.6,0
13.7,1.2,0.35,8.7,,24.4,51.8,0.9975,3.56,11.5,0
8.3,0.11,0.12,7.7,0.169,17.6,154.9,0.9914,3.01,9.0,0
6.1,0.89,0.31,6.8,0.156,41.6,67.3,1.0028,3.66,9.7,0
14.9,1.59,0.24,6.4,0.101,51.0,219.8,0.9995,3.96,11.2,0
15.0,0.49,0.71,12.8,0.182,33.2,211.4,1.0026,3.33,8.5,1
9.8,1.43,0.25,5.7,0.043,33.2,101.0,0.9904,3.43,13.0,1
10.4,1.6,0.42,14.6,0.102,39.9,221.3,0.9902,3.18,10.7,1
9.5,1.54,0.66,3.4,0.185,42.6,90.1,1.0014,3.9,14.8,0
13.2,0.77,0.35,5.3,0.092,50.4,288.3,1.0014,3.12,12.6,1
11.8,1.47,0.36,3.7,0.119,21.2,120.7,0.9938,3.4,10.0,1
10.6,1.31,0.25,3.5,0.13,53.4,195.1,0.9912,3.85,12.9,0
,0.77,,2.4,0.188,63.7,105.5,1.0015,3.16,14.6,1
14.5,1.14,0.13,,0.035,31.6,140.5,0.9925,3.22,8.0,0
4.8,0.41,0.58,8.0,0.045,68.4,271.7,0.9944,3.15,11.2,0
14.2,0.63,0.34,8.1,0.114,43.5,142.1,0.992,3.34,12.4,1
13.2,0.95,0.12,12.0,0.05,67.7,144.9,1.0002,3.57,14.4,1
7.2,0.7,0.51,4.2,0.117,41.3,15.2,1.0006,3.3,8.1,0
7.3,0.51,0.12,9.1,0.1,59.5,139.1,1.0039,3.37,9.2,0
5.6,0.96,0.61,4.8,0.17,25.9,271.8,1.0025,3.48,12.2,0
12.5,1.49,0.62,8.4,0.137,13.4,224.5,0.9998,2.97,8.9,0
8.5,,0.37,7.1,,46.9,160.2,0.9903,,13.4,1
13.6,1.59,0.72,6.9,0.123,29.1,242.4,0.9994,3.17,11.8,0
8.0,1.51,0.68,1.8,0.093,29.1,258.2,1.0032,3.36,14.4,1
7.7,1.32,0.47,13.2,0.035,26.3,97.3,0.9907,3.54,11.2,1
14.0,1.12,0.52,9.4,0.018,33.7,258.5,0.9995,,13.2,1
13.2,0.34,0.69,9.8,0.124,1.8,266.5,0.998,3.27,9.6,0
9.8,0.95,0.97,14.1,0.06,28.9,107.6,0.9953,3.74,11.2,0
11.7,0.36,0.22,12.3,0.11,2.1,156.2,1.0035,3.95,11.6,0
5.7,1.35,0.38,14.8,0.173,28.7,27.2,1.002,3.14,8.7,0
8.2,1.38,0.14,3.9,0.169,21.6,234.1,0.9986,3.22,14.1,0
5.6,0.48,0.02,8.4,0.15,21.7,174.3,0.9919,3.21,14.8,1
8.8,0.22,0.37,7.0,0.075,24.4,254.6,0.9906,3.37,10.1,1
4.8,1.22,0.96,2.0,0.078,17.5,162.0,1.0001,3.66,12.6,0
10.3,0.91,0.48,11.0,0.171,63.4,214.2,1.0024,2.97,10.6,1
5.4,1.24,0.97,11.1,0.047,42.1,29.8,0.9988,2.97,12.9,1
15.4,0.63,0.54,3.3,0.084,69.1,146.6,1.0008,3.35,13.8,1
9.8,0.62,0.68,10.6,0.022,34.5,8.3,0.9978,3.88,11.9,0
15.5,1.43,0.74,1.7,0.032,70.9,255.3,0.9944,3.49,8.6,0
14.9,0.68,0.83,9.7,0.077,3.0,152.6,0.9976,3.65,10.6,1
9.4,0.27,0.89,6.3,0.05,43.3,98.0,0.9987,3.65,9.5,0
5.0,0.14,0.66,7.7,0.135,58.8,257.6,0.9916,3.24,13.1,1
6.1,0.33,0.93,4.9,0.026,40.8,166.1,0.996,3.6,13.5,0
9.6,0.93,0.88,6.2,0.138,5.9,122.3,1.0038,3.12,11.5,1
8.1,0.71,0.53,12.4,0.141,15.0,143.4,0.9947,3.79,11.4,1
8.6,1.33,0.7,,0.111,55.0,91.5,0.9988,3.99,14.6,1
14.9,0.54,0.99,5.9,0.072,69.8,255.9,1.0001,3.21,12.3,1
9.8,0.2,0.52,4.9,0.182,13.8,119.7,1.0006,3.03,10.9,0
5.8,0.1,0.56,11.0,0.185,66.6,84.3,0.9947,3.25,11.2,1
11.5,0.94,0.09,14.7,0.138,26.5,212.8,0.9935,3.9,11.1,0
13.6,0.7,0.5,11.5,0.166,69.4,249.4,0.9965,3.73,14.0,0
12.2,0.51,0.06,10.9,0.14,44.8,277.1,0.9907,3.42,9.0,0
5.5,1.4,0.5,6.9,0.166,18.4,20.2,0.9965,3.95,12.0,1
6.7,0.71,0.64,11.6,,68.8,197.4,0.9905,3.05,8.8,0
10.6,0.56,0.09,9.0,0.014,47.9,70.0,0.9937,3.65,14.5,1
14.8,1.34,0.92,3.0,0.159,50.5,80.2,0.9926,3.41,9.0,0
11.1,1.27,0.49,1.3,0.042,65.4,49.9,0.9972,3.77,8.6,0
10.9,0.33,0.66,13.8,0.112,30.4,60.2,0.9912,3.12,9.0,0
12.5,1.04,0.18,7.8,0.012,46.1,,0.998,3.91,,1
5.2,1.41,0.41,9.2,0.098,20.3,169.4,0.9961,3.6,14.0,0
9.1,0.49,,13.7,0.074,6.1,150.0,0.9913,3.64,13.9,1
6.6,0.75,0.35,2.2,0.15,2.4,51.0,0.997,3.13,12.1,1
8.9,1.41,0.9,5.6,0.187,5.9,44.7,1.0025,3.77,11.9,0
5.4,1.11,0.14,12.6,0.105,,71.7,0.9973,3.64,8.0,0
9.3,0.97,0.92,5.1,0.086,4.5,182.3,0.9923,3.63,14.8,1
10.6,0.11,0.25,6.7,0.131,29.2,207.7,0.9988,,13.8,1
12.3,0.83,0.12,7.0,0.101,,24.5,1.004,3.09,11.6,1
9.1,1.47,0.34,5.4,0.134,14.6,197.1,0.9902,3.31,12.6,0
15.6,0.5,0.38,13.2,0.112,52.0,242.5,1.0027,3.59,,1
10.5,0.6,0.36,9.3,0.113,40.2,269.6,0.9964,3.17,8.3,0
7.4,1.21,0.24,2.0,0.048,29.9,182.7,1.0015,3.73,14.0,1
6.1,1.42,0.98,10.3,0.134,11.4,237.3,0.9901,3.3,11.1,1
9.5,0.63,0.37,2.4,0.103,49.7,48.1,0.9987,3.56,11.2,0
7.9,1.58,0.89,12.3,0.097,56.9,41.4,0.9904,3.46,14.8,1
12.6,0.23,0.83,10.1,0.085,16.4,58.5,1.0032,3.27,8.6,0
12.7,0.67,0.32,13.3,0.099,,163.3,,3.44,12.9,1
6.9,0.85,0.39,13.8,0.09,10.6,35.8,1.0015,3.25,14.0,1
12.5,1.09,0.39,13.6,0.029,21.3,78.3,0.9923,3.38,10.7,0
9.0,1.05,0.11,4.3,0.183,34.6,173.6,0.9985,3.95,11.3,0
,1.53,0.8,11.4,0.033,54.9,137.2,0.9975,3.6,8.0,0
4.6,1.29,0.58,5.4,0.055,44.1,193.6,0.9974,3.48,8.5,0
11.8,1.24,0.27,2.8,0.05,58.6,112.5,0.99,3.42,10.4,1
10.4,0.75,0.36,12.6,0.106,37.1,57.9,1.0037,3.63,12.9,0
6.5,0.25,0.58,5.9,0.115,66.6,74.6,0.995,3.12,9.0,0
9.2,0.48,,6.2,0.145,13.6,264.1,0.9982,3.79,11.8,0
9.8,0.57,0.08,2.6,0.012,14.2,40.6,1.0009,3.43,13.9,1
15.9,0.25,0.35,1.3,0.059,42.5,46.7,1.0019,2.97,12.4,1
9.6,0.86,0.3,4.8,0.019,45.5,232.3,0.9927,3.58,14.0,0
9.7,1.3,0.12,6.0,0.016,58.0,135.3,0.9926,3.31,8.6,0
12.7,0.35,0.11,13.2,0.026,9.6,238.8,0.9984,3.38,10.1,0
6.9,1.07,0.71,11.8,0.052,41.5,131.8,1.0024,3.17,8.5,0
4.9,0.8,0.29,2.6,0.104,38.8,88.8,0.9977,3.66,14.1,1
13.0,1.57,,13.7,0.182,44.5,28.5,0.9987,3.55,8.6,0
8.1,1.57,0.59,9.2,0.09,5.7,276.5,0.9959,3.69,13.3,1
15.4,1.3,0.19,7.4,0.066,52.6,50.1,0.9958,3.7,13.3,1
7.6,0.12,0.4,1.4,0.074,15.2,203.7,0.9949,3.38,9.2,0
7.8,0.62,0.19,7.6,0.05,6.6,121.8,0.9938,3.13,11.7,0
15.1,0.88,0.81,7.4,0.096,15.5,249.5,0.9922,3.43,10.0,0
11.5,0.82,0.59,8.1,0.098,57.7,164.2,1.0013,3.31,11.2,0
9.6,0.49,0.72,8.3,0.109,5.4,119.2,1.0016,3.18,9.2,0
4.7,0.44,0.97,7.4,0.085,27.1,71.8,0.9977,3.61,12.7,0
10.2,0.94,0.86,11.7,0.016,53.4,,0.9997,3.96,14.7,1
5.3,1.46,0.54,9.1,0.15,7.3,159.7,1.0001,3.28,14.8,1
13.8,0.53,0.97,10.4,0.038,50.2,73.3,0.9984,3.19,14.2,1
15.3,0.82,0.16,2.9,0.034,65.2,83.6,0.997,3.43,14.7,1
5.8,1.57,0.21,7.4,0.02,33.5,197.3,0.9908,3.25,14.6,1
11.5,1.02,0.46,14.7,0.161,28.1,32.7,1.0013,3.31,12.6,1
15.4,0.21,0.22,10.9,0.177,57.0,130.3,0.9976,3.3,8.3,1
,0.31,0.72,7.9,0.032,60.2,85.6,1.0007,,8.2,1
9.0,0.84,0.03,5.9,0.165,37.7,224.6,0.9931,3.3,14.1,1
15.0,0.6,0.28,11.5,0.192,6.7,275.0,0.9919,3.89,11.5,0
10.4,0.69,0.09,2.0,0.185,11.3,198.2,1.0014,3.16,11.5,1
8.4,0.56,0.49,8.9,0.064,62.9,55.6,0.9925,2.91,14.3,1
6.4,0.95,0.84,7.1,0.098,3.4,100.3,0.9927,3.17,12.6,1
5.6,0.69,0.61,2.3,0.126,50.1,218.6,0.9982,3.77,13.2,1
11.7,1.24,0.33,9.3,0.195,70.9,45.8,0.9973,3.06,14.8,1
5.4,0.86,0.94,3.6,0.102,17.8,179.1,0.993,3.94,13.4,1
9.4,0.77,0.41,12.0,0.059,26.1,28.6,0.9902,3.49,14.9,1
