tenure_months,monthly_charges,total_charges,num_services,support_calls,contract_type,payment_delays,data_usage_gb,num_complaints,churned
60.0,108.0,7109.53,5.0,6.0,0.0,6.0,2.93,4.0,1
57.0,113.74,7015.19,4.0,10.0,0.0,1.0,34.99,0.0,1
49.0,103.07,4599.14,7.0,7.0,0.0,7.0,36.7,3.0,1
69.0,40.41,2613.0,2.0,8.0,2.0,1.0,23.46,0.0,0
68.0,28.56,2072.87,7.0,1.0,0.0,4.0,26.87,0.0,0
26.0,22.12,575.91,3.0,6.0,2.0,1.0,6.07,3.0,1
25.0,37.37,848.36,1.0,5.0,1.0,4.0,14.49,1.0,1
63.0,95.63,6270.36,5.0,10.0,1.0,0.0,36.66,2.0,0
42.0,61.06,2397.34,5.0,2.0,2.0,1.0,9.44,1.0,0
3.0,22.85,68.88,5.0,4.0,1.0,7.0,42.1,3.0,1
39.0,76.32,,1.0,7.0,2.0,0.0,36.02,3.0,0
55.0,85.62,4245.14,4.0,6.0,1.0,3.0,33.96,2.0,0
55.0,68.12,3760.19,7.0,4.0,0.0,6.0,44.49,2.0,0
7.0,22.24,153.91,1.0,8.0,1.0,7.0,0.77,1.0,1
3.0,52.3,151.45,6.0,6.0,1.0,5.0,32.53,0.0,0
55.0,92.77,4781.68,2.0,7.0,0.0,3.0,27.45,2.0,1
21.0,110.2,2320.12,6.0,12.0,1.0,4.0,25.19,1.0,1
44.0,20.45,935.25,5.0,1.0,2.0,1.0,,2.0,0
49.0,76.6,3508.91,4.0,7.0,0.0,4.0,22.65,,1
35.0,93.04,3460.93,7.0,1.0,2.0,3.0,19.02,3.0,0
23.0,83.19,2034.51,5.0,2.0,0.0,5.0,17.73,2.0,1
42.0,93.19,3681.81,1.0,6.0,1.0,5.0,9.37,3.0,1
15.0,78.98,1236.28,4.0,6.0,0.0,0.0,24.0,0.0,0
6.0,57.08,373.12,5.0,14.0,0.0,6.0,44.79,3.0,1
71.0,44.44,3256.96,4.0,0.0,1.0,1.0,34.81,0.0,0
15.0,29.72,459.01,1.0,3.0,1.0,4.0,9.76,2.0,0
34.0,111.33,4041.69,1.0,1.0,2.0,7.0,18.64,3.0,0
62.0,80.99,5030.51,5.0,13.0,1.0,4.0,39.33,4.0,1
34.0,53.8,,6.0,4.0,2.0,0.0,3.28,3.0,0
60.0,92.8,5941.91,1.0,0.0,1.0,6.0,5.36,4.0,1
58.0,90.49,4879.19,4.0,12.0,0.0,6.0,24.31,0.0,0
59.0,71.53,4600.22,3.0,9.0,0.0,7.0,19.27,2.0,1
12.0,81.43,1016.63,6.0,3.0,1.0,4.0,,2.0,1
11.0,22.41,262.89,6.0,8.0,0.0,2.0,1.88,2.0,1
28.0,35.15,1044.07,7.0,11.0,2.0,5.0,36.98,2.0,0
35.0,116.03,4011.95,6.0,7.0,1.0,1.0,11.01,2.0,0
36.0,,2949.27,2.0,3.0,1.0,4.0,19.22,1.0,1
34.0,110.02,4093.14,5.0,6.0,1.0,0.0,48.77,1.0,0
4.0,,188.41,3.0,13.0,2.0,4.0,46.27,,1
39.0,88.91,3241.04,3.0,14.0,1.0,4.0,45.63,4.0,1
16.0,44.18,748.71,7.0,1.0,0.0,4.0,39.25,3.0,1
,95.66,6601.02,1.0,,1.0,3.0,24.76,4.0,1
31.0,79.14,2437.33,3.0,10.0,0.0,7.0,9.38,2.0,1
55.0,41.99,2249.28,3.0,10.0,1.0,5.0,29.1,2.0,0
16.0,47.38,741.34,6.0,6.0,0.0,1.0,46.37,3.0,1
34.0,78.32,2752.91,3.0,0.0,2.0,5.0,23.8,0.0,1
,40.07,835.9,2.0,5.0,1.0,4.0,13.21,1.0,0
46.0,89.29,4133.37,3.0,0.0,1.0,5.0,40.6,1.0,0
5.0,68.61,310.99,1.0,12.0,1.0,3.0,37.75,3.0,1
6.0,111.92,605.2,6.0,3.0,2.0,0.0,32.15,1.0,0
67.0,78.13,5695.61,7.0,9.0,0.0,5.0,25.77,3.0,1
54.0,90.35,,3.0,10.0,1.0,1.0,0.67,,0
5.0,54.79,261.43,5.0,3.0,1.0,6.0,47.04,1.0,0
68.0,48.43,3491.68,2.0,13.0,1.0,7.0,23.46,0.0,0
71.0,112.48,8742.33,7.0,12.0,1.0,7.0,0.81,0.0,0
43.0,35.22,1534.12,4.0,0.0,1.0,6.0,42.98,1.0,0
9.0,71.27,606.34,1.0,13.0,0.0,5.0,32.88,4.0,1
31.0,75.19,2385.19,4.0,0.0,1.0,1.0,18.32,2.0,0
68.0,69.83,4748.91,6.0,9.0,,4.0,47.04,1.0,0
36.0,109.43,3622.51,7.0,10.0,0.0,7.0,43.35,4.0,1
66.0,106.24,7152.29,6.0,12.0,2.0,1.0,47.37,1.0,0
68.0,96.96,7192.99,5.0,3.0,1.0,3.0,20.1,3.0,0
,113.17,227.85,3.0,3.0,2.0,,5.67,2.0,1
57.0,28.3,1590.63,6.0,3.0,1.0,3.0,28.32,4.0,0
67.0,58.9,3740.46,5.0,4.0,1.0,0.0,33.12,1.0,0
65.0,44.23,2830.32,3.0,13.0,0.0,1.0,1.89,2.0,1
18.0,107.49,2076.96,7.0,4.0,0.0,5.0,17.4,0.0,0
23.0,91.84,2091.39,3.0,11.0,1.0,4.0,28.0,3.0,1
46.0,35.81,1657.19,3.0,11.0,1.0,4.0,48.96,3.0,1
17.0,72.75,1327.74,3.0,8.0,0.0,0.0,17.79,4.0,1
29.0,28.58,785.03,4.0,13.0,0.0,2.0,10.72,4.0,1
44.0,46.86,2055.49,7.0,5.0,1.0,7.0,15.01,2.0,1
31.0,68.18,1932.98,1.0,0.0,1.0,5.0,23.35,4.0,1
38.0,106.48,3733.49,6.0,3.0,2.0,6.0,32.92,4.0,1
15.0,64.12,937.54,4.0,13.0,0.0,5.0,49.08,3.0,1
34.0,30.41,1021.78,7.0,3.0,0.0,1.0,20.39,4.0,0
20.0,72.96,1458.29,3.0,13.0,1.0,3.0,19.97,4.0,1
6.0,30.98,175.52,6.0,2.0,1.0,6.0,6.63,2.0,1
37.0,25.21,943.87,,5.0,1.0,2.0,45.17,,0
60.0,42.74,2508.25,3.0,8.0,2.0,6.0,34.59,2.0,0
42.0,33.34,1322.16,5.0,3.0,0.0,0.0,48.5,1.0,0
41.0,38.97,1438.13,1.0,5.0,1.0,0.0,10.3,2.0,0
5.0,91.69,502.25,5.0,1.0,1.0,3.0,3.9,0.0,0
61.0,49.15,,4.0,8.0,1.0,5.0,17.47,4.0,1
39.0,44.55,1850.59,3.0,3.0,2.0,7.0,48.96,3.0,1
48.0,57.59,2866.94,7.0,13.0,2.0,7.0,4.31,4.0,1
58.0,76.85,4591.4,2.0,1.0,0.0,5.0,41.27,0.0,0
44.0,84.96,3991.86,7.0,3.0,1.0,0.0,0.31,3.0,0
14.0,115.42,1658.33,7.0,14.0,2.0,4.0,6.94,0.0,1
61.0,52.07,2917.81,3.0,5.0,1.0,7.0,2.0,0.0,0
50.0,68.44,3575.1,1.0,6.0,0.0,1.0,16.62,0.0,0
12.0,,,2.0,7.0,0.0,0.0,45.17,2.0,0
,47.98,1855.91,5.0,2.0,0.0,0.0,44.84,0.0,0
40.0,104.01,4103.56,6.0,4.0,0.0,2.0,18.46,0.0,0
38.0,53.52,1995.34,2.0,10.0,2.0,4.0,45.98,1.0,0
36.0,102.05,3868.26,1.0,0.0,1.0,7.0,,3.0,1
37.0,58.41,2003.63,2.0,10.0,0.0,0.0,20.0,1.0,0
3.0,89.97,266.59,7.0,10.0,2.0,6.0,46.95,3.0,1
29.0,65.84,1955.21,6.0,4.0,2.0,7.0,39.23,4.0,1
,46.41,349.13,6.0,5.0,2.0,6.0,20.55,1.0,1
23.0,71.1,1748.78,5.0,8.0,2.0,1.0,37.76,1.0,0
37.0,100.66,3995.77,7.0,7.0,0.0,4.0,37.42,1.0,1
12.0,103.69,1346.68,4.0,2.0,0.0,1.0,16.32,3.0,1
33.0,67.33,2373.31,1.0,5.0,,5.0,45.84,0.0,0
10.0,24.32,264.26,1.0,0.0,2.0,7.0,23.8,0.0,1
28.0,45.66,1268.12,7.0,13.0,0.0,0.0,41.92,0.0,0
66.0,94.52,6287.61,4.0,1.0,0.0,6.0,44.98,0.0,0
38.0,99.62,3812.55,5.0,8.0,0.0,7.0,35.34,2.0,1
14.0,110.91,1503.23,5.0,9.0,2.0,1.0,22.41,0.0,1
43.0,43.56,1785.56,6.0,2.0,,4.0,30.24,0.0,0
65.0,58.33,3770.37,3.0,6.0,2.0,2.0,31.83,0.0,0
30.0,90.91,2792.93,7.0,13.0,0.0,2.0,40.6,0.0,1
28.0,61.19,1556.75,6.0,2.0,0.0,4.0,,0.0,0
3.0,39.89,118.88,3.0,7.0,2.0,3.0,26.33,3.0,1
27.0,67.17,1962.79,6.0,10.0,,4.0,13.56,0.0,0
44.0,42.67,2027.67,2.0,4.0,0.0,1.0,19.96,0.0,0
34.0,42.49,1449.99,3.0,1.0,0.0,,4.49,1.0,0
66.0,99.9,6605.54,2.0,0.0,0.0,7.0,30.93,4.0,0
70.0,48.91,3732.25,4.0,14.0,0.0,0.0,23.33,3.0,1
63.0,84.09,5128.99,5.0,6.0,1.0,5.0,17.71,0.0,0
66.0,63.59_err,3961.03,3.0,0.0,0.0,1.0,16.22,2.0,0
1.0,54.26,57.22,3.0,9.0,0.0,5.0,14.3,4.0,1
33.0,82.01,2938.78,4.0,6.0,1.0,5.0,30.85,3.0,1
52.0,91.76,5130.14,7.0,10.0,2.0,4.0,23.54,4.0,1
59.0,78.2,4192.75,4.0,6.0,2.0,1.0,5.07,2.0,0
15.0,108.03,1751.85,5.0,9.0,2.0,5.0,10.44,2.0,1
21.0,37.36,777.45,7.0,,1.0,3.0,29.83,3.0,1
14.0,91.64,1170.87,5.0,1.0,0.0,1.0,31.85,0.0,0
1.0,98.17,96.09,6.0,2.0,0.0,7.0,22.27,0.0,1
27.0,21.6,626.55,2.0,0.0,2.0,2.0,6.18,3.0,0
46.0,80.16,3785.23,1.0,9.0,1.0,1.0,24.87,3.0,1
56.0,26.92,1395.44,3.0,9.0,2.0,2.0,8.88,3.0,0
14.0,52.08,712.26,2.0,0.0,0.0,4.0,1.08,1.0,1
29.0,62.6,1908.03,5.0,1.0,1.0,3.0,5.03,0.0,0
14.0,107.28,1640.99,2.0,12.0,0.0,1.0,,3.0,1
39.0,105.13,4335.85,4.0,7.0,0.0,3.0,49.34,0.0,1
62.0,59.45,3487.72,4.0,12.0,1.0,2.0,36.28,3.0,0
65.0,69.22_err,4699.92,3.0,1.0,1.0,6.0,3.42,3.0,1
40.0,116.17,4444.59,,9.0,1.0,6.0,48.72,3.0,1
49.0,,5812.94,3.0,3.0,1.0,1.0,14.1,4.0,1
45.0,38.19,1634.12,3.0,6.0,0.0,6.0,39.89,0.0,0
65.0,63.8,3893.34,4.0,8.0,0.0,0.0,35.51,3.0,0
31.0,72.22,2401.7,2.0,10.0,1.0,2.0,38.41,3.0,1
61.0,102.75,6196.7,4.0,12.0,1.0,0.0,48.98,0.0,0
61.0,,3957.73,3.0,0.0,2.0,7.0,21.53,4.0,0
64.0,62.31,3674.06,7.0,,1.0,2.0,42.5,3.0,0
22.0,99.45,2016.92,2.0,9.0,2.0,3.0,5.78,2.0,1
60.0,31.44,1917.27,6.0,14.0,2.0,6.0,21.89,0.0,0
42.0,23.1,917.65,7.0,10.0,0.0,,1.63,3.0,1
71.0,48.89,3142.61,1.0,0.0,0.0,5.0,44.54,3.0,0
19.0,58.34,1001.79,6.0,9.0,2.0,5.0,0.46,1.0,1
61.0,109.37,7035.56,3.0,5.0,0.0,6.0,33.93,0.0,0
39.0,44.22,,4.0,9.0,1.0,2.0,1.49,2.0,0
35.0,26.51,933.96,6.0,13.0,2.0,4.0,15.62,0.0,0
69.0,77.42,5109.79,6.0,14.0,2.0,2.0,0.29,0.0,0
25.0,31.33,846.72,7.0,11.0,0.0,6.0,27.44,2.0,1
5.0,34.58,170.26,2.0,3.0,2.0,1.0,35.59,2.0,0
15.0,20.28,312.69,1.0,7.0,1.0,1.0,45.22,0.0,0
32.0,77.04,2547.98,4.0,0.0,2.0,1.0,11.15,4.0,0
8.0,77.8,648.68,3.0,8.0,0.0,5.0,21.15,2.0,1
30.0,20.65,610.95,5.0,13.0,1.0,0.0,0.15,1.0,0
69.0,41.84,2843.9,4.0,12.0,2.0,2.0,43.53,1.0,0
68.0,22.96,1617.32,3.0,12.0,0.0,7.0,26.77,3.0,1
12.0,64.58,788.44,7.0,10.0,0.0,6.0,18.29,2.0,1
71.0,71.07,5017.22,1.0,7.0,1.0,7.0,38.62,2.0,0
41.0,,3402.45,2.0,4.0,1.0,5.0,42.08,4.0,1
57.0,115.77,6749.84,3.0,13.0,2.0,6.0,27.27,4.0,1
4.0,65.07,254.57,3.0,9.0,2.0,6.0,31.09,3.0,1
53.0,81.26,4493.23,6.0,11.0,2.0,4.0,26.62,1.0,1
25.0,21.1,542.6,3.0,10.0,2.0,4.0,32.48,4.0,1
69.0,37.91,2585.8,5.0,9.0,2.0,1.0,0.46,0.0,0
33.0,101.13,3056.78,7.0,13.0,1.0,6.0,30.2,1.0,1
23.0,23.91,534.16,1.0,11.0,1.0,6.0,7.19,3.0,1
45.0,71.26,3259.51,4.0,11.0,2.0,7.0,36.51,1.0,0
37.0,111.24,4094.18,1.0,0.0,2.0,6.0,25.34,2.0,1
8.0,118.48,950.14,5.0,10.0,2.0,3.0,24.05,1.0,1
23.0,31.48,789.82,5.0,2.0,2.0,5.0,44.35,0.0,0
60.0,25.25,1559.97,1.0,3.0,0.0,0.0,17.61,3.0,0
13.0,71.99,1008.19,4.0,13.0,2.0,3.0,,4.0,1
35.0,27.9,945.04,5.0,10.0,0.0,6.0,26.18,1.0,1
25.0,99.43,2320.49,7.0,7.0,0.0,1.0,14.87,2.0,0
70.0,22.61,1703.53,5.0,2.0,0.0,4.0,11.02,,0
4.0,40.86,178.23,2.0,5.0,0.0,7.0,39.19,0.0,1
54.0,24.27,1194.53,1.0,5.0,0.0,5.0,14.58,0.0,0
16.0,90.97,1598.48,6.0,13.0,2.0,3.0,33.57,0.0,0
24.0,84.04,2012.8,7.0,,0.0,3.0,16.46,0.0,0
16.0,32.96,481.51,1.0,7.0,1.0,0.0,1.13,0.0,0
44.0,51.08,2439.56,4.0,3.0,1.0,4.0,33.43,0.0,0
43.0,107.17,4841.2,5.0,10.0,2.0,4.0,10.23,1.0,1
,76.11,629.15,1.0,9.0,1.0,2.0,14.95,0.0,1
4.0,54.44,233.29,7.0,1.0,2.0,6.0,38.24,3.0,0
4.0,53.49,222.49,4.0,6.0,0.0,2.0,35.88,3.0,1
67.0,97.66,,2.0,0.0,2.0,4.0,9.87,1.0,0
14.0,36.58,515.77,7.0,14.0,1.0,3.0,29.29,2.0,1
17.0,47.71,857.48,1.0,4.0,1.0,7.0,1.34,4.0,1
22.0,98.54,1997.0,6.0,7.0,2.0,4.0,35.73,1.0,1
70.0,30.7,2271.77,7.0,8.0,0.0,1.0,45.61,0.0,0
41.0,98.87,4410.08,4.0,2.0,0.0,1.0,30.22,3.0,0
,46.19,2777.18,4.0,4.0,2.0,7.0,4.53,2.0,0
15.0,20.17,292.1,4.0,,1.0,0.0,22.99,,0
19.0,51.07,886.27,1.0,,1.0,5.0,11.75,2.0,1
6.0,46.66,300.29,3.0,11.0,1.0,5.0,1.41,2.0,1
44.0,42.21,1697.28,3.0,0.0,1.0,6.0,25.32,1.0,1
71.0,49.63,3365.73,2.0,2.0,0.0,0.0,13.04,3.0,1
58.0,92.97,5578.72,5.0,4.0,0.0,0.0,42.26,0.0,0
42.0,42.99,,4.0,1.0,2.0,4.0,42.99,3.0,0
66.0,77.42,4824.15,3.0,9.0,2.0,4.0,15.23,4.0,0
65.0,63.82,4264.86,,1.0,0.0,3.0,44.49,4.0,0
15.0,30.1,475.6,5.0,0.0,1.0,2.0,23.11,4.0,0
32.0,42.14,1428.83,7.0,4.0,0.0,2.0,39.03,1.0,0
2.0,90.54,184.21,4.0,2.0,1.0,6.0,22.43,3.0,1
42.0,92.09,3587.27,5.0,6.0,1.0,1.0,35.13,2.0,1
16.0,77.33,1278.42,3.0,0.0,0.0,0.0,43.74,3.0,0
58.0,77.1,4323.32,3.0,12.0,2.0,7.0,40.36,4.0,1
15.0,73.22,1169.01,1.0,3.0,1.0,0.0,4.36,0.0,0
67.0,82.12,6005.7,4.0,1.0,1.0,2.0,39.33,3.0,0
57.0,26.25,1642.85,7.0,5.0,0.0,0.0,9.38,1.0,0
29.0,38.96,1117.99,1.0,13.0,0.0,3.0,4.3,1.0,1
68.0,76.13,5529.87,2.0,10.0,1.0,5.0,24.28,0.0,0
64.0,45.65,2729.96,3.0,11.0,0.0,0.0,17.08,3.0,1
18.0,70.45,1209.82,6.0,9.0,2.0,6.0,10.97,3.0,1
31.0,94.65,3133.15,7.0,8.0,1.0,2.0,46.82,3.0,1
69.0,90.11,5961.28,5.0,4.0,2.0,7.0,9.44,1.0,0
48.0,39.17,1874.68,1.0,5.0,2.0,1.0,19.39,1.0,0
68.0,112.48,6993.07,3.0,9.0,,6.0,9.43,4.0,1
45.0,36.16,1785.74,4.0,0.0,1.0,3.0,28.58,4.0,0
62.0,75.26,5050.24,2.0,14.0,1.0,3.0,8.69,3.0,1
43.0,,4334.11,3.0,3.0,1.0,2.0,40.33,2.0,0
38.0,54.82,2240.97,5.0,7.0,0.0,2.0,21.64,2.0,0
70.0,115.33,8427.37,6.0,5.0,1.0,6.0,29.55,0.0,0
55.0,,3177.78,1.0,7.0,0.0,3.0,20.9,1.0,0
58.0,68.16,4044.14,7.0,7.0,1.0,5.0,15.21,1.0,0
62.0,106.25,6475.78,5.0,12.0,2.0,4.0,36.37,4.0,1
49.0,101.06,5089.11,1.0,3.0,2.0,4.0,40.35,2.0,1
43.0,34.75,1561.13,3.0,14.0,1.0,5.0,40.98,4.0,1
14.0,76.4,1138.84,3.0,11.0,2.0,5.0,41.98,4.0,1
25.0,108.16,2877.86,2.0,9.0,2.0,7.0,31.04,2.0,1
25.0,62.59,1659.06,2.0,14.0,1.0,3.0,29.87,2.0,1
38.0,43.33,1577.22,1.0,12.0,0.0,0.0,31.63,0.0,0
25.0,,1844.56,4.0,6.0,0.0,7.0,42.23,4.0,1
8.0,38.53,291.51,3.0,5.0,0.0,7.0,17.96,3.0,1
34.0,24.4,825.42,6.0,2.0,2.0,7.0,7.9,3.0,1
15.0,87.26,1379.89,2.0,,0.0,4.0,41.76,4.0,1
58.0,42.53,2641.47,5.0,9.0,1.0,0.0,10.68,2.0,0
69.0,46.5,3345.2,3.0,3.0,0.0,1.0,5.0,2.0,0
55.0,31.21,1693.01,5.0,8.0,1.0,3.0,31.62,1.0,0
26.0,110.75,3092.32,4.0,3.0,0.0,3.0,18.04,3.0,0
19.0,91.01,1671.75,2.0,7.0,2.0,1.0,41.23,2.0,0
2.0,52.12,106.36,1.0,6.0,0.0,3.0,3.86,1.0,0
71.0,96.49,,5.0,14.0,2.0,4.0,28.94,3.0,1
5.0,,518.24,1.0,8.0,0.0,7.0,46.9,2.0,1
18.0,57.02,945.16,7.0,12.0,0.0,5.0,32.05,4.0,1
22.0,43.68,1008.68,2.0,10.0,1.0,4.0,31.22,2.0,1
60.0,56.37,3509.49,4.0,14.0,0.0,3.0,49.46,0.0,1
71.0,33.59,2621.75,4.0,6.0,2.0,1.0,39.75,3.0,0
41.0,111.79,4806.76,4.0,10.0,2.0,6.0,36.56,,1
41.0,82.8,3324.31,7.0,12.0,2.0,4.0,,2.0,0
30.0,116.15,3335.46,2.0,4.0,1.0,0.0,10.75,3.0,0
15.0,46.53,654.03,4.0,0.0,0.0,3.0,0.51,0.0,0
2.0,41.85,89.41,5.0,5.0,0.0,1.0,45.42,3.0,0
27.0,49.09,1235.12,2.0,4.0,2.0,6.0,22.27,2.0,1
69.0,101.21,7060.48,6.0,6.0,0.0,6.0,48.41,3.0,0
61.0,106.47,6357.87,4.0,1.0,1.0,4.0,43.85,1.0,1
19.0,103.36,1918.66,7.0,9.0,2.0,2.0,16.87,,0
1.0,73.83,72.71,2.0,3.0,2.0,7.0,27.12,0.0,1
58.0,80.41,4961.68,6.0,8.0,0.0,7.0,32.1,3.0,1
18.0,56.13,1047.86,6.0,8.0,0.0,6.0,7.58,4.0,1
69.0,28.54,2158.12,7.0,,1.0,7.0,0.9,,1
14.0,45.58,700.5,4.0,9.0,2.0,5.0,32.84,1.0,1
39.0,90.39,3413.28,4.0,4.0,2.0,0.0,1.98,1.0,0
38.0,72.79,2700.78,4.0,5.0,1.0,7.0,17.26,3.0,1
61.0,35.75,2234.49,5.0,8.0,2.0,7.0,11.5,3.0,1
32.0,75.17,2335.25,7.0,9.0,0.0,1.0,33.84,1.0,0
71.0,73.64,5221.37,3.0,6.0,0.0,1.0,46.3,1.0,0
24.0,30.79,708.63,5.0,13.0,2.0,5.0,13.5,1.0,1
15.0,29.55,399.23,1.0,0.0,2.0,7.0,18.01,2.0,0
48.0,119.78,5885.98,1.0,11.0,1.0,1.0,35.57,3.0,1
62.0,53.7,3359.34,7.0,7.0,2.0,3.0,2.93,4.0,0
5.0,96.82,490.61,7.0,3.0,0.0,2.0,3.62,2.0,1
13.0,34.59,486.9,2.0,8.0,2.0,6.0,43.1,1.0,1
54.0,46.57,2267.49,2.0,12.0,0.0,2.0,16.84,1.0,1
39.0,52.35,2045.94,4.0,11.0,2.0,1.0,31.31,4.0,0
66.0,60.05,4100.12,7.0,13.0,0.0,3.0,23.74,0.0,0
42.0,116.88,,6.0,8.0,0.0,5.0,22.53,0.0,1
44.0,109.48,4345.23,6.0,1.0,2.0,2.0,47.08,3.0,0
53.0,85.09,,2.0,10.0,1.0,4.0,4.1,1.0,1
66.0,48.83,3071.43,2.0,8.0,0.0,3.0,44.15,2.0,0
17.0,22.28,367.55,3.0,10.0,1.0,0.0,5.52,3.0,1
47.0,48.6,2297.66,1.0,13.0,0.0,6.0,41.21,1.0,1
,87.06,5467.39,6.0,8.0,,5.0,30.32,0.0,0
19.0,92.64,1821.57,7.0,14.0,1.0,6.0,24.33,1.0,1
34.0,24.53,856.36,6.0,2.0,0.0,0.0,32.62,0.0,0
49.0,74.14,3606.83,3.0,8.0,0.0,7.0,12.88,3.0,1
2.0,46.55,84.56,7.0,13.0,1.0,5.0,40.0,2.0,0
41.0,44.23,1843.73,4.0,6.0,2.0,0.0,42.75,2.0,0
55.0,85.25,4667.36,3.0,5.0,1.0,6.0,5.63,2.0,1
66.0,60.84,4218.77,4.0,14.0,2.0,7.0,32.93,3.0,1
9.0,74.93,740.42,2.0,,0.0,5.0,35.25,0.0,1
46.0,30.55,1496.58,4.0,9.0,1.0,6.0,1.36,4.0,1
27.0,34.98,933.2,1.0,13.0,2.0,0.0,24.03,3.0,0
17.0,43.76,804.32,5.0,,0.0,0.0,46.52,2.0,0
17.0,71.86,1154.15,1.0,5.0,0.0,5.0,8.77,2.0,0
41.0,45.51,1780.57,5.0,6.0,0.0,3.0,11.67,4.0,0
41.0,57.22,2473.05,4.0,5.0,2.0,2.0,1.26,0.0,0
50.0,34.34,1659.71,2.0,4.0,0.0,5.0,2.86,1.0,1
26.0,83.26,1957.91,3.0,8.0,1.0,0.0,13.64,4.0,1
51.0,98.43,5512.04,6.0,,0.0,5.0,15.52,1.0,0
60.0,111.61,6783.05,,4.0,2.0,7.0,19.74,4.0,0
32.0,81.41,2809.79,1.0,0.0,1.0,3.0,42.27,4.0,0
9.0,45.92,409.96,4.0,1.0,0.0,1.0,17.6,3.0,0
9.0,28.92,235.77,2.0,6.0,2.0,3.0,16.26,4.0,1
67.0,78.16,5668.22,5.0,5.0,2.0,1.0,43.83,0.0,0
31.0,108.0,3420.54,2.0,6.0,1.0,,19.44,1.0,0
1.0,102.97,104.4,4.0,10.0,1.0,1.0,15.66,4.0,1
63.0,95.49,6581.02,2.0,11.0,0.0,5.0,16.38,0.0,0
38.0,94.74,3461.33,3.0,0.0,2.0,1.0,45.1,3.0,0
26.0,42.18,1075.69,3.0,0.0,2.0,3.0,32.78,0.0,0
2.0,51.16,105.54,6.0,5.0,1.0,1.0,24.28,1.0,0
43.0,60.14,2741.54,4.0,10.0,1.0,3.0,15.28,3.0,1
37.0,21.34,817.67,3.0,13.0,0.0,7.0,31.57,1.0,1
32.0,53.01,1604.52,5.0,4.0,0.0,5.0,7.62,2.0,0
55.0,89.33,5222.18,4.0,8.0,1.0,1.0,43.88,0.0,0
8.0,69.4,517.74,5.0,0.0,1.0,2.0,31.36,0.0,0
3.0,118.99,343.44,1.0,12.0,1.0,6.0,43.62,2.0,1
48.0,72.84,3707.54,2.0,2.0,0.0,0.0,33.87,1.0,0
33.0,71.67,2261.44,2.0,8.0,0.0,6.0,31.81,4.0,1
69.0,28.83,2010.82,2.0,2.0,0.0,1.0,25.16,,0
68.0,60.89,4162.59,7.0,5.0,2.0,2.0,2.92,3.0,0
,42.31,83.97,2.0,0.0,2.0,0.0,38.32,2.0,0
13.0,90.29,1174.57,3.0,2.0,2.0,3.0,28.46,3.0,0
16.0,115.88,1695.49,4.0,8.0,1.0,2.0,25.58,3.0,1
26.0,61.28,1477.74,4.0,0.0,1.0,2.0,28.26,0.0,0
68.0,56.26,3697.0,5.0,6.0,0.0,0.0,10.46,0.0,0
70.0,105.29,7373.69,3.0,3.0,2.0,6.0,0.89,0.0,0
39.0,73.43,2890.45,3.0,13.0,2.0,0.0,15.65,0.0,0
37.0,24.68,911.31,6.0,7.0,2.0,5.0,36.52,2.0,0
33.0,33.59,1200.42,2.0,13.0,1.0,7.0,1.8,4.0,1
25.0,63.57,1633.71,3.0,0.0,2.0,0.0,9.82,0.0,0
45.0,28.97,1350.7,1.0,12.0,2.0,6.0,23.48,,1
7.0,65.82,422.86,3.0,14.0,2.0,3.0,30.37,4.0,1
12.0,82.65,1055.9,3.0,8.0,2.0,6.0,16.95,2.0,1
70.0,52.0,3813.97,2.0,0.0,0.0,1.0,35.82,4.0,0
12.0,53.28,634.51,3.0,6.0,1.0,0.0,31.89,0.0,0
8.0,87.76,759.02,6.0,3.0,2.0,6.0,32.91,1.0,1
6.0,40.61,259.15,2.0,4.0,0.0,5.0,0.98,3.0,1
35.0,80.79,3073.04,3.0,6.0,0.0,7.0,21.96,1.0,1
50.0,29.94,1628.23,7.0,2.0,1.0,6.0,13.21,2.0,0
20.0,43.58,799.32,5.0,6.0,2.0,5.0,16.72,2.0,1
49.0,83.32,3795.03,3.0,12.0,0.0,2.0,24.18,4.0,1
5.0,95.72,520.86,4.0,10.0,0.0,3.0,21.91,2.0,1
11.0,102.62,1229.02,6.0,8.0,2.0,2.0,36.88,0.0,0
21.0,67.52,1532.42,1.0,12.0,0.0,7.0,3.97,0.0,1
58.0,117.47,6751.28,7.0,5.0,0.0,0.0,29.74,2.0,0
59.0,75.11,4016.68,4.0,11.0,1.0,2.0,37.65,2.0,0
22.0,58.02,1320.62,3.0,0.0,1.0,2.0,8.41,2.0,1
8.0,32.75,256.32,5.0,13.0,1.0,6.0,31.9,4.0,1
45.0,110.23,4682.81,7.0,2.0,2.0,4.0,17.08,2.0,0
40.0,76.88,3080.76,1.0,3.0,2.0,4.0,28.93,2.0,1
70.0,106.92,7577.32,5.0,14.0,0.0,5.0,46.23,0.0,1
37.0,31.56,1274.75,3.0,9.0,2.0,0.0,37.45,1.0,0
15.0,,853.3,3.0,4.0,0.0,5.0,28.77,1.0,1
58.0,82.35,5232.11,5.0,3.0,1.0,3.0,49.29,2.0,0
43.0,86.06,3392.77,1.0,9.0,1.0,1.0,20.06,,0
57.0,43.95,2340.65,5.0,0.0,2.0,1.0,44.78,3.0,0
55.0,40.26,2137.92,2.0,2.0,0.0,5.0,7.25,0.0,0
