sepal_length_cm,sepal_width_cm,petal_length_cm,petal_width_cm,leaf_area_cm2,stem_height_cm,species
4.32,2.73,4.07,1.87,10.66,22.21,1
7.57,2.32,5.77,2.04,,40.22,1
4.7,3.38,5.34,2.35,14.64,72.55,1
6.17,2.05,2.69,1.98,14.12,11.63,0
5.66,4.47,3.11,1.48,16.31,59.17,1
7.05,3.72,1.44,2.16,19.52,75.28,0
7.97,4.14,4.2,2.44,16.34,78.36,1
7.7,3.38,1.28,1.27,12.34,46.3,0
6.82,3.56,2.09,1.41,9.46,68.56,0
6.22,2.07,1.74,0.18,4.41,38.65,0
4.21,3.98,3.98,1.89,15.15,36.3,1
6.62,2.51,2.58,2.34,6.76,28.25,0
,4.43,3.73,2.15,16.32,39.55,1
7.64,4.4,2.26,2.03,17.64,20.28,0
4.58,2.31,1.6,1.83,13.78,79.63,0
4.41,4.08,4.51,2.24,16.19,68.98,1
7.67,2.75,5.43,1.98,5.8,11.68,1
6.38,2.04,3.42,1.68,19.8,62.09,0
6.44,3.66,5.81,0.13,2.29,11.97,0
5.65,3.84,4.92,0.89,3.72,42.73,1
4.04,2.75,5.3,0.61,14.61,72.04,1
5.34,3.86,5.14,1.82,9.7,58.08,1
4.24,4.13,6.91,0.74,6.54,58.64,1
5.08,4.43,6.58,0.62,17.34,37.6,1
7.55,3.37,6.04,0.82,11.06,30.31,1
7.09,2.69,6.94,1.75,8.93,33.15,1
5.98,4.33,6.78,1.8,15.03,49.03,1
4.75,3.06,3.1,1.61,15.73,,0
5.08,3.77,2.91,2.02,4.78,60.77,1
6.22,3.75,2.1,1.73,13.94,61.52,0
5.48,4.43,1.83,1.58,13.44,70.62,0
6.4,2.94,4.13,1.92,2.93,17.18,1
6.41,2.66,5.84,0.14,19.19,77.03,1
4.33,4.36,5.26,2.45,17.16,75.57,1
6.71,2.05,3.92,0.66,10.95,79.52,0
5.94,2.39,6.06,0.82,9.82,21.68,1
6.77,4.36,4.03,2.37,3.08,41.92,1
4.64,3.31,3.2,2.29,2.56,48.54,0
6.21,3.77,5.55,0.34,14.92,29.38,1
4.0,3.27,6.75,1.55,7.87,40.07,1
7.19,2.95,3.4,1.61,6.42,77.33,0
6.27,2.28,4.45,0.87,6.48,46.0,0
4.25,3.29,2.55,2.1,18.65,30.13,1
5.21,2.92,4.48,1.15,18.46,10.38,1
5.63,2.73,6.02,1.81,12.7,10.4,1
5.34,4.37,2.06,1.78,18.23,42.99,0
5.14,2.22,5.97,1.32,16.39,77.98,1
7.88,2.58,5.34,0.3,10.04,20.6,0
5.1,3.29,6.06,1.94,3.05,55.4,1
7.72,2.92,3.25,1.13,3.71,26.57,0
6.08,2.64,6.21,0.34,7.28,57.71,1
4.71,2.71,1.97,0.17,16.7,15.2,0
4.38,3.71,4.14,2.27,14.47,77.96,1
7.72,2.36,3.59,0.76,8.32,43.79,0
6.6,3.44,,0.89,16.95,34.27,0
4.18,4.5,3.88,2.43,4.35,14.27,1
5.15,2.4,6.72,2.03,13.83,76.75,1
4.99,3.16,1.52,1.49,6.09,57.08,0
7.6,3.19,5.18,2.03,18.2,32.8,1
7.13,2.14,,0.53,8.53,60.26,0
4.08,2.99,3.43,2.27,2.9,61.74,1
4.02,4.46,3.02,0.16,15.55,16.19,1
5.0,2.93,6.98,1.72,2.26,46.84,1
7.05,4.15,1.77,2.3,13.76,42.02,0
4.49,2.02,2.9,1.66,5.96,24.65,1
4.22,3.59,6.85,0.37,14.8,29.01,1
5.94,3.55,6.38,0.65,14.54,75.16,1
6.6,3.13,1.81,2.43,5.33,,0
6.24,3.83,,1.61,14.94,62.34,1
4.33,2.59,2.7,1.38,15.93,60.47,0
,3.62,4.42,2.13,4.65,75.72,1
6.8,3.6,6.22,1.63,14.67,60.04,1
4.64,,2.64,0.66,14.52,44.91,0
4.26,3.38,2.22,1.53,8.33,70.06,0
5.89,2.41,4.2,1.85,7.52,49.61,1
6.66,3.05,3.13,0.38,19.25,24.68,0
5.24,2.76,1.32,2.07,5.44,22.62,0
,2.23,4.56,0.61,7.9,26.82,1
6.05,2.86,5.63,1.62,11.01,35.27,1
5.95,4.39,6.89,0.75,4.43,44.88,1
6.12,2.97,5.2,2.49,11.39,49.88,1
4.59,2.31,2.34,2.06,12.85,12.47,0
6.29,2.72,4.15,0.63,13.97,70.17,0
7.04,2.32,1.18,0.39,13.07,72.53,0
4.04,4.05,1.67,0.64,8.86,54.19,0
6.72,4.36,1.13,0.34,4.93,63.67,0
7.61,2.72,3.51,1.24,13.42,50.95,0
7.73,2.18,2.9,0.28,9.06,25.38,0
5.55,4.02,5.94,0.11,9.68,71.16,0
7.06,4.17,2.74,2.29,6.72,78.71,1
7.66,3.94,6.52,1.51,10.74,39.68,1
5.28,2.26,3.2,1.23,5.52,76.72,0
7.94,3.1,5.31,0.65,7.39,14.36,0
7.69,2.96,6.82,1.48,18.95,41.64,1
4.96,4.34,6.52,1.44,4.56,77.21,1
6.25,4.19,1.12,0.54,4.31,73.24,0
6.05,2.99,4.81,1.7,2.34,12.05,1
4.8,2.39,2.27,1.06,9.42,28.34,0
7.91,2.27,1.44,0.25,14.44,19.48,0
4.21,2.35,3.87,0.21,4.08,22.05,0
4.83,3.33,5.29,0.86,19.03,,1
7.84,4.14,6.09,1.78,11.15,19.5,1
4.11,3.64,1.77,0.73,4.77,45.16,0
4.66,3.51,2.98,0.68,2.65,46.84,0
7.46,4.08,2.57,1.52,9.07,34.2,0
7.85,3.61,6.8,1.39,13.02,35.96,1
5.16,3.31,2.93,0.8,6.7,27.8,0
4.08,3.96,,1.02,11.13,56.15,0
4.21,2.88,4.74,0.34,13.07,57.99,0
6.57,2.43,3.18,1.49,3.46,54.41,0
6.96,2.15,1.71,1.27,18.07,66.19,0
6.39,4.34,5.31,2.01,16.79,13.12,1
7.93,3.69,6.87,1.57,10.34,34.32,1
4.9,3.22,2.71,1.73,15.5,69.01,0
7.45,2.71,5.19,0.38,16.13,10.65,0
5.29,2.86,6.29,1.49,10.28,27.53,1
4.5,2.76,2.94,0.73,5.06,31.81,0
4.82,3.23,6.6,0.95,3.0,38.89,1
5.26,3.3,4.6,2.01,10.52,43.34,1
4.65,2.17,4.51,1.02,12.15,35.83,1
6.54,2.25,5.61,2.46,5.22,79.29,1
5.19,3.56,3.9,1.32,11.51,75.82,1
4.81,3.84,3.71,0.32,5.1,50.29,0
6.05,2.52,2.35,0.36,10.06,30.42,0
6.84,2.81,4.1,0.64,9.32,67.1,0
5.67,3.83,1.36,0.75,19.97,29.2,0
4.48,2.21,1.75,2.02,9.91,19.46,0
6.56,3.53,3.8,2.5,2.71,13.64,1
4.31,2.13,1.67,2.0,7.42,51.94,0
6.1,3.55,2.62,2.42,8.51,59.13,0
4.23,4.3,5.79,0.23,14.86,69.89,1
6.56,2.85,4.89,0.42,12.91,63.42,0
6.31,2.28,5.52,,18.54,25.31,1
7.09,3.17,6.73,1.74,6.64,20.53,1
4.27,2.03,4.25,1.25,8.15,,1
7.05,3.67,2.3,1.5,18.73,12.88,0
6.12,3.93,1.69,2.08,13.04,50.81,1
6.35,4.21,5.64,1.31,10.52,41.4,1
5.36,,6.12,2.31,6.0,78.22,1
7.13,2.11,5.28,0.81,19.62,44.84,1
4.73,2.09,4.2,0.17,8.72,62.17,0
5.04,3.94,3.89,0.66,5.92,11.35,0
7.03,2.93,6.99,1.54,8.11,22.28,1
5.62,2.68,1.55,0.81,17.86,37.74,0
7.79,2.88,3.73,0.9,5.59,39.69,0
5.83_err,3.32,1.29,0.4,11.35,42.16,0
5.27,4.06,1.03,1.28,11.57,45.88,0
5.27,2.65,4.7,1.47,6.98,63.13,0
5.68,2.25,6.92,1.69,8.99,,1
4.79,4.25,5.74,0.55,3.3,75.43,0
4.62,2.86,2.73,0.52,15.42,70.79,0
7.37,2.73,3.64,0.77,17.06,49.45,1
5.31,2.4,6.14,1.93,19.36,24.94,1
5.77,3.56,3.71,0.88,2.56,29.12,0
7.41,3.1,2.51,1.14,15.11,,0
6.81,4.05,6.44,2.0,12.58,77.46,1
7.7,2.25,2.49,0.16,2.51,38.88,0
6.02,4.42,6.08,2.04,19.35,41.06,1
7.09,2.94,6.79,1.73,14.9,49.36,1
4.05,4.01,5.99,1.94,5.25,33.31,1
5.97,3.45,6.95,2.36,10.56,28.1,1
5.3_err,2.36,4.3,1.32,5.43,32.83,1
6.76,3.61,4.24,,18.72,78.29,0
4.82,3.15,2.8,,15.35,58.55,1
5.22,2.37,6.29,2.28,19.2,28.86,1
6.45,3.43,4.0,1.06,13.98,18.5,1
6.31,3.19,2.43,1.13,10.76,23.72,0
4.84,3.56,5.74,2.31,16.42,24.48,1
7.3,4.29,3.15,1.58,18.41,42.18,1
7.67,2.26,1.63,1.85,17.85,65.52,0
4.11,2.75,2.74,0.83,2.12,34.98,0
4.82,2.17,2.89,2.5,17.94,41.81,1
6.45,2.73,3.85,,14.45,68.71,1
4.03,3.91,2.22,0.92,5.11,11.86,0
5.06,3.97,5.68,2.06,9.08,76.11,1
6.46,3.12,6.22,2.1,9.69,61.79,1
6.16,2.8,2.32,0.87,3.0,70.47,0
4.0,3.09,1.02,0.85,16.9,52.26,0
5.54,3.14,2.05,1.4,13.27,45.06,0
6.95,3.19,2.33,0.67,6.68,,0
7.54,2.77,3.35,0.87,15.63,74.27,0
7.93,3.91,4.13,2.02,19.11,67.5,1
4.99,4.27,1.11,1.19,19.7,48.62,0
4.03,3.13,6.91,2.06,16.02,56.12,1
5.02,4.29,3.91,0.57,17.54,17.08,0
6.62,3.74,4.69,0.82,3.48,35.16,0
5.36,4.48,2.6,0.49,11.91,23.74,0
6.67,4.28,1.89,0.3,3.98,37.47,0
7.69,2.53,5.97,0.97,14.18,40.64,1
6.54,2.85,1.5,1.78,9.83,32.28,0
4.45,2.98,5.67,1.26,16.35,32.29,1
6.47,2.26,4.58,1.55,6.44,68.3,1
5.41,3.06,3.61,1.69,10.78,65.34,1
4.53,4.06,5.11,0.69,5.01,39.12,0
7.3,3.31,6.73,2.38,14.13,19.19,1
7.52,2.17,5.26,,5.38,68.21,0
4.85,4.38,6.92,0.92,8.38,53.85,1
6.14,3.87,4.5,1.22,13.32,16.23,1
5.33,3.84,1.07,1.51,2.39,43.99,0
6.07,2.56,4.77,0.47,5.66,65.85,1
5.0,2.38,6.99,1.2,19.86,12.04,1
4.41,4.09,6.37,0.47,6.46,78.3,1
6.33,4.47,3.8,0.25,13.24,29.31,0
4.4,3.13,3.21,0.24,3.18,72.88,0
5.83,2.45,1.45,1.12,2.79,62.66,0
5.5,3.08,3.81,2.16,5.65,47.98,1
7.54,4.11,4.21,1.44,7.03,60.57,0
5.41,,4.1,1.11,5.59,60.99,1
5.06,2.72,6.74,1.74,12.9,74.96,1
,3.19,5.94,1.16,4.13,29.8,1
4.07,4.05,2.33,1.96,15.37,11.04,1
7.42,4.18,4.55,0.88,6.67,41.73,0
4.22,2.9,4.69,2.0,7.89,60.41,1
7.61,2.05,1.33,1.01,3.78,24.57,0
6.11,2.57,6.37,0.84,13.59,10.48,1
6.01,2.59,,2.07,18.89,45.74,0
6.72,3.42,1.8,2.13,13.27,59.25,0
6.81,2.81,,0.97,10.59,25.04,1
5.66,2.34,4.43,1.56,13.12,65.45,1
5.64,3.72,6.36,1.68,18.54,27.39,1
6.74,4.47,4.83,1.06,9.37,45.62,1
5.94,3.65,3.59,1.89,3.17,60.62,0
6.51,2.77,1.3,1.02,14.68,22.08,0
5.42,4.19,2.53,1.37,19.06,44.53,0
6.25,3.78,6.2,1.9,2.58,33.12,1
7.35,4.27,3.15,2.22,11.96,30.19,1
5.64,2.78,1.59,0.32,7.26,74.0,0
5.55,2.52,1.81,1.71,10.32,48.24,0
5.06,2.62,3.06,1.25,10.33,52.88,0
6.29,2.4,1.83,0.85,5.59,12.68,0
7.56,4.47,2.67,2.43,17.18,27.24,1
4.11,2.71,6.58,1.88,8.84,63.7,1
5.74,3.32,2.41,0.55,5.93,50.22,0
6.97,3.6,6.89,1.89,10.56,64.7,1
5.91,4.0,,0.18,17.47,30.13,0
7.79,2.47,4.07,0.2,12.89,14.31,0
5.3,3.27,6.38,0.8,12.64,60.08,1
7.04,2.24,3.05,2.12,9.74,58.47,0
6.65,2.17,5.05,0.98,8.96,22.16,0
5.96,3.67,4.25,0.38,12.81,10.8,0
4.35,3.54,5.1,2.46,17.43,35.18,1
6.45,2.18,6.76,0.26,13.04,34.47,1
5.13,2.14,,2.11,18.12,18.71,1
7.23,4.14,4.39,1.29,2.49,,0
4.4,3.72,2.0,1.02,3.8,61.49,0
5.77,2.62,4.14,,7.64,42.79,1
5.79,4.32,1.33,1.73,18.23,25.17,0
6.59,2.83,6.76,2.06,6.28,13.6,1
4.17,2.41,5.86,0.37,3.62,43.24,1
6.55,3.09,4.58,1.78,13.44,26.09,1
4.17,3.05,3.72,2.13,9.39,57.74,1
5.05,2.49,2.08,1.76,11.29,49.49,0
6.15,2.62,1.61,2.49,9.27,65.71,0
7.74,3.26,5.69,2.48,5.1,49.34,1
7.03,2.94,,1.6,10.0,63.64,0
6.44,3.9,2.33,1.81,18.37,65.18,0
7.12,2.47,5.38,1.11,14.59,40.36,1
4.26,4.16,6.8,0.54,17.54,42.74,1
4.97,3.44,3.98,0.22,8.73,48.17,0
7.28,4.23,1.73,0.91,18.01,26.3,0
6.7,2.86,6.63,1.56,11.31,20.94,1
5.51,2.0,4.76,1.97,4.25,52.05,1
,3.3,5.33,1.33,15.18,67.04,1
4.25,4.07,3.99,2.44,5.32,75.43,1
5.16,2.26,2.68,0.94,9.72,42.94,0
6.82,3.59,4.88,1.86,5.61,65.63,0
,3.46,6.89,0.66,17.49,41.54,1
6.07,2.17,4.76,0.7,13.86,12.16,0
6.31,2.79,1.51,0.28,8.11,52.2,0
6.81,2.34,4.37,1.34,4.58,25.63,1
4.22,4.08,3.15,2.09,18.43,33.54,1
6.29,3.13,2.81,1.37,5.84,73.76,0
7.62,4.3,5.19,0.17,20.0,68.65,0
4.0,3.48,3.26,0.49,11.74,14.9,0
4.07,3.6,3.55,0.69,5.87,78.69,0
7.98,2.35,3.31,1.72,8.46,29.44,0
5.52,3.61,3.96,0.71,9.54,37.47,0
6.15,2.53,5.09,0.89,8.3,49.45,0
5.43,4.05,1.17,1.47,,31.9,0
7.44,3.12,2.98,1.41,8.53,33.07,0
,4.26,4.5,0.18,9.54,23.1,0
5.33,3.34,2.09,2.29,7.16,46.69,0
7.11,4.28,3.64,0.52,6.7,33.83,0
5.52,3.5,6.38,1.7,,30.93,1
8.0,2.4,6.53,2.42,5.89,62.59,1
5.66,3.23,2.66,2.38,13.72,11.48,1
6.51,3.45,6.75,0.96,10.33,17.55,1
5.23,3.24,3.16,1.34,8.64,24.96,1
5.87,3.11,2.96,1.25,4.12,52.15,0
6.01,4.1,2.95,1.58,,34.18,0
5.6,2.04,4.49,1.39,11.94,13.37,1
5.59,2.25,5.64,0.54,13.83,58.06,0
6.41,2.54,5.31,2.17,16.61,53.34,1
7.63,,4.85,1.51,8.98,13.19,1
5.74,2.01,1.31,1.97,14.75,44.91,0
5.01,,6.78,1.56,5.36,33.87,1
4.13,2.57,4.07,1.78,11.82,50.17,1
7.81,4.41,1.94,0.7,13.27,46.44,0
4.86,3.52,1.06,0.4,16.82,76.01,0
5.55,2.49,6.95,0.43,18.21,59.07,1
5.44,3.74,2.65,0.29,14.76,45.26,0
5.34,2.36,5.81,1.74,12.49,35.0,1
7.28,2.13,1.31,1.22,14.53,56.3,0
4.71,2.26,2.31,1.25,10.25,69.51,0
5.36,3.11,6.81,2.35,3.71,19.88,1
7.43,2.61,6.64,2.24,7.84,45.71,1
4.61,3.3,3.66,1.69,10.84,70.11,0
6.95,3.03,3.4,2.14,18.38,56.55,1
5.62,2.51,1.01,2.36,9.36,59.85,0
4.31,4.3,1.08,0.75,18.79,49.35,0
5.76,3.01,5.73,1.09,10.66,25.25,1
7.76,2.18,5.55,0.89,10.66,62.71,0
5.01,3.43,3.86,1.97,,72.44,1
6.14,2.61,3.41,,19.57,58.16,0
7.54,3.28,4.28,2.12,6.7,29.97,1
4.81,3.56,4.55,2.31,7.77,36.95,1
7.4,3.75,6.37,0.22,16.05,36.87,1
7.63,3.78,2.11,1.79,7.54,34.53,0
6.5,2.76,2.79,1.81,2.71,30.92,0
5.94,3.92,4.48,1.18,5.33,23.65,1
5.14,2.8,2.78,,18.53,64.24,0
5.35,3.15,4.79,0.82,12.29,20.59,1
5.77,4.37,4.01,2.26,7.48,54.03,1
5.91,2.24,1.95,2.45,11.62,11.57,0
6.97,2.84,4.99,0.54,3.3,12.0,1
5.64,2.74,5.65,1.91,14.39,13.77,1
7.05,4.48,4.48,0.94,5.77,16.63,1
5.41,2.08,,0.68,16.31,45.71,1
7.59,3.24,6.81,0.31,6.65,46.9,1
5.2,3.69,3.83,1.7,5.36,42.89,1
5.8,4.21,1.25,1.5,12.67,36.97,0
7.15,2.98,6.22,2.17,10.59,52.19,1
7.36,3.28,4.32,1.95,19.17,59.55,1
4.18,4.43,4.57,0.29,2.36,20.96,1
7.09,3.11,5.63,2.23,2.89,20.73,1
7.9,3.79,4.26,0.23,17.98,36.62,0
6.62,3.53,5.16,1.89,7.28,24.35,1
5.97,2.39,4.39,0.4,12.0,67.32,0
4.15,3.48,1.47,1.07,19.56,41.03,0
5.96_err,2.34,1.13,0.94,16.18,75.28,0
7.51,3.53,6.86,1.87,7.81,62.71,1
4.61,2.47,3.02,0.5,8.11,30.41,0
7.76,2.25,4.28,0.74,17.12,71.93,0
5.56,3.5,3.48,0.57,11.04,58.92,0
6.18,2.17,6.33,1.55,17.63,45.13,1
5.21,2.4,6.14,1.21,14.46,58.99,1
4.17,2.87,2.26,1.03,5.6,21.82,0
6.99,3.55,1.14,0.57,6.58,45.96,0
4.35,3.39,6.07,0.34,4.6,53.04,1
6.53,2.58,3.16,1.54,6.64,28.44,0
4.26,,4.78,1.02,3.82,63.98,1
7.51,2.64,5.81,1.63,18.73,51.28,1
6.72,3.87,6.05,0.83,3.41,69.8,0
5.63,2.63,2.77,2.3,19.55,59.06,1
6.84,2.69,1.96,0.48,12.56,45.1,0
5.57,2.07,2.54,2.37,9.47,78.02,0
6.37,3.24,2.8,2.0,14.89,62.09,0
4.43,4.01,1.8,2.27,8.35,63.82,0
4.07,4.36,4.68,1.16,2.07,73.62,1
4.87,2.09,4.86,2.27,6.88,76.56,1
7.71,4.0,6.59,0.36,7.17,57.7,0
4.38,2.31,3.34,0.55,12.26,72.67,0
7.24,2.36,4.45,1.5,3.07,56.16,1
6.82,2.7,3.24,2.08,17.12,22.66,0
4.81,2.26,4.21,1.26,13.66,49.72,1
5.89,2.95,5.17,2.41,6.51,46.19,1
6.55,3.18,4.97,1.44,16.53,54.7,1
7.95,3.16,4.32,2.09,7.61,58.19,1
5.4,4.3,5.75,1.41,4.45,44.98,1
7.42,3.4,2.32,0.31,8.92,34.51,0
4.82,2.15,2.21,1.49,11.11,23.76,0
5.12,3.89,1.09,0.48,12.82,79.38,0
7.65,2.7,6.94,0.39,12.17,71.68,0
4.67,3.22,3.62,1.36,3.28,51.14,1
5.7,4.04,6.96,1.47,2.66,46.91,1
6.73,3.13,3.17,0.3,11.31,75.91,0
7.63,2.59,1.42,0.63,12.89,75.0,0
5.81,,6.47,2.3,5.73,10.14,1
4.68,2.91,1.72,0.57,6.71,64.47,0
6.7,4.37,1.84,0.34,8.51,10.59,0
6.55,3.68,6.29,2.07,14.23,55.13,1
6.37,3.0,5.39,0.54,13.76,74.91,0
6.97,3.14,5.87,,15.95,56.95,1
6.04,3.61,5.3,0.22,6.14,26.47,0
7.58,4.08,1.72,0.79,,31.66,0
7.04,3.91,1.24,1.2,3.43,46.98,0
5.12,4.09,5.91,0.39,11.98,71.31,1
5.98,3.33,2.52,2.48,10.32,46.1,0
4.87,2.74,3.52,2.24,6.87,12.12,1
7.76,3.92,2.28,1.75,18.39,59.09,0
6.84,2.9,1.51,0.33,8.86,23.79,0
5.78,3.03,3.54,1.56,5.76,43.72,0
4.19,3.43,2.85,0.49,13.19,45.9,0
6.46,4.46,4.52,0.79,19.7,59.34,1
6.51,2.81,6.01,0.34,8.73,41.84,1
5.33,4.2,2.29,1.25,6.57,51.72,0
7.48,2.13,3.31,1.71,9.34,41.6,0
6.83,2.88,4.72,2.35,14.97,44.11,1
7.29,3.89,3.67,0.96,3.31,65.06,0
5.38,4.19,1.64,1.21,14.14,64.73,0
6.51,3.58,3.76,1.33,13.28,44.37,0
6.67,2.59,5.76,2.29,9.71,20.79,1
4.64,4.08,6.59,1.62,13.72,18.89,1
4.78,2.42,2.67,1.56,7.04,25.49,1
5.64,2.82,6.82,0.74,9.43,63.71,1
7.26,3.82,6.37,2.31,19.21,61.58,1
7.87,2.43,,0.81,17.15,45.02,0
6.74,4.45,5.81,1.25,17.88,57.02,1
7.51,4.03,1.53,2.07,4.37,66.83,0
6.26_err,2.9,3.34,2.12,12.06,64.36,0
5.48,3.46,3.11,1.96,4.24,51.64,1
7.51,4.32,2.11,1.25,16.89,40.3,0
4.67,4.48,6.31,1.81,16.66,61.88,1
5.47,2.89,5.0,1.51,2.59,61.88,1
,3.87,2.51,0.27,18.56,47.35,0
7.33,3.73,4.33,1.58,17.15,37.83,1
5.97,2.92,2.74,0.56,17.14,63.56,0
6.15,2.95,2.31,0.98,6.9,27.7,0
4.14,2.35,5.82,2.17,8.13,14.16,1
6.76,2.43,2.19,1.64,6.93,55.21,0
7.36,4.1,6.02,2.44,19.98,30.29,1
6.85,4.35,6.42,1.49,15.6,78.47,1
6.55,,5.87,1.71,14.35,47.5,1
7.21,3.63,4.97,2.48,4.27,22.82,1
4.97,3.85,6.24,1.02,3.73,58.59,1
7.57,4.02,3.58,0.7,4.29,50.61,0
6.58,3.18,4.45,2.28,19.55,21.92,1
5.11,3.24,3.83,2.48,13.09,68.42,1
6.64,3.68,1.12,0.68,18.37,56.87,0
6.68,2.92,2.81,2.06,6.37,78.26,0
5.38,2.03,4.76,1.35,14.65,13.82,1
7.36,3.94,3.32,0.85,19.68,25.33,0
7.44,4.03,3.92,1.62,3.43,54.38,0
7.72,2.13,4.8,0.35,10.35,60.98,0
5.88,3.28,2.99,1.49,12.11,19.94,0
4.64,3.42,3.29,1.74,8.88,39.03,1
7.32,2.08,2.09,0.22,14.61,57.69,0
5.94,3.87,1.27,1.03,9.75,28.3,0
6.41,4.22,2.3,1.53,7.73,46.17,0
7.94,4.25,2.27,1.5,19.54,61.89,0
4.95,2.19,4.53,0.32,14.55,78.07,0
6.38,2.67,5.62,0.65,11.0,47.03,1
7.38,3.4,4.75,1.02,9.65,78.14,0
7.23,2.07,6.25,1.27,17.08,37.78,1
6.22,2.86,4.36,0.2,9.82,55.76,0
7.43,3.68,5.7,0.79,18.8,20.78,1
5.23,3.54,4.93,1.52,2.57,16.16,1
,3.18,4.71,1.85,2.33,55.37,1
7.14,2.79,4.98,0.8,11.07,35.27,1
5.56,3.24,1.68,1.2,3.55,49.95,0
4.67,2.02,3.81,1.06,12.14,75.98,0
4.69,3.66,3.8,0.13,8.34,61.04,0
7.42,3.16,3.41,1.02,15.95,59.68,0
5.03,2.26,6.32,2.38,3.83,38.29,1
6.45,2.68,6.89,0.29,8.47,69.92,1
5.54,3.09,1.51,0.7,10.75,73.22,0
5.24,3.31,4.45,,11.56,35.47,1
7.29,2.05,4.11,2.02,15.71,48.67,1
7.82,3.03,2.74,1.26,15.54,63.91,0
6.79,2.78,5.35,0.12,7.8,64.82,0
7.75,3.18,2.07,0.67,3.97,39.25,0
4.49,3.88,5.88,1.84,8.52,28.08,1
5.74,3.58,5.37,1.99,7.29,40.49,1
7.89,3.87,6.7,1.35,13.63,69.29,1
4.3,2.91,5.43,0.12,11.57,41.84,1
6.68,3.98,2.74,2.31,7.15,50.12,0
4.39,2.35,2.58,2.46,4.2,59.27,0
6.16,2.96,2.86,0.84,6.01,39.39,0
7.88,3.34,4.01,0.44,14.06,25.1,0
4.96,4.12,5.69,1.6,11.44,20.5,1
6.41,3.86,3.99,0.44,14.06,29.56,1
4.92,3.93,4.83,1.56,12.38,74.63,1
6.68,3.37,6.51,0.57,12.98,57.21,1
5.26,3.28,1.4,0.46,,40.05,0
6.07,2.15,3.72,2.1,10.01,29.18,1
7.42,,4.01,2.39,17.83,22.09,1
4.09,2.14,4.23,0.35,17.27,62.56,0
7.92,2.04,6.96,0.57,15.07,61.3,1
4.19,3.9,4.2,1.88,5.3,,1
7.66,3.55,6.67,0.16,9.55,15.3,1
4.7,3.97,5.27,1.2,6.97,63.84,1
4.85,3.48,1.97,1.29,19.57,24.3,0
6.58,3.04,2.18,0.19,4.64,65.15,0
5.63,3.09,5.87,2.04,3.31,24.18,1
7.17,2.79,5.64,0.61,11.39,30.68,0
6.71,2.84,6.46,0.99,13.21,21.99,1
6.59,3.33,3.14,2.09,12.78,77.71,1
6.25,2.46,6.38,0.74,13.76,12.19,1
5.35,2.72,5.78,2.14,5.48,10.89,1
5.7,2.62,1.59,0.54,15.58,16.09,0
4.59,3.53,,2.44,3.63,20.86,1
4.18,2.71,2.87,2.04,9.8,16.62,1
4.94,2.56,2.6,,6.39,52.4,0
7.94,4.1,3.54,1.8,14.99,28.71,1
6.69,2.24,3.78,0.79,6.81,10.57,0
6.46,,1.21,0.82,12.9,55.37,0
5.45,4.34,3.01,0.58,3.51,54.08,0
6.22,4.38,4.53,1.4,15.18,25.47,1
6.58,2.96,1.9,0.94,6.17,53.52,0
4.5,2.33,1.48,0.75,2.25,45.09,0
7.59,4.27,5.99,1.31,11.02,36.34,1
6.28,2.09,2.93,1.02,15.0,55.32,0
4.04,2.74,1.73,1.38,15.2,77.26,0
4.88,3.07,1.48,1.27,16.73,25.88,0
5.76,3.04,6.33,,3.9,14.06,1
7.21,4.47,4.71,1.75,4.22,39.44,1
5.23,3.43,5.16,0.77,11.01,47.91,1
7.97,2.24,6.34,0.25,3.1,72.28,0
4.09,3.2,5.55,1.05,12.55,25.73,1
4.65,2.27,5.66,,17.03,72.03,1
4.69,2.36,1.12,0.66,18.46,53.47,0
4.09,3.66,5.62,1.78,10.4,45.47,1
4.93,4.26,5.97,,5.16,65.39,1
6.28,3.52,5.78,1.22,4.32,47.2,1
4.83,4.19,6.8,0.79,15.77,48.78,1
5.73,3.41,,1.35,9.86,51.58,1
6.06,3.1,6.72,1.24,12.86,41.97,1
5.87,2.81,3.26,1.97,3.62,72.09,0
7.95,3.18,1.82,2.49,14.03,29.32,0
4.16,4.27,4.01,2.04,15.92,44.75,1
6.3,3.48,3.68,1.77,6.19,22.52,0
4.58,4.0,5.4,0.97,8.64,29.31,1
5.11,2.68,5.4,0.2,13.68,26.12,1
6.09,3.99,3.17,1.16,5.35,23.05,0
4.32,4.35,1.02,0.5,3.8,34.5,0
5.75,2.6,3.1,1.58,13.9,38.14,0
7.99,2.33,2.05,1.37,4.81,71.39,0
5.41,2.11,2.28,1.6,7.75,38.06,0
5.02,2.22,3.63,2.22,7.24,11.43,1
6.04,,6.35,0.76,15.62,25.41,1
7.41,2.15,6.93,0.27,3.7,17.4,1
6.87,4.37,6.98,2.47,13.72,73.78,1
5.8,4.07,3.0,0.24,9.6,33.67,0
4.38,,6.75,0.57,18.53,50.13,1
6.08,3.13,2.1,,17.18,69.59,0
4.61,2.57,2.34,2.04,18.5,76.87,1
7.61,3.49,4.23,2.34,,60.74,1
7.73,3.29,4.52,1.21,12.53,21.4,1
5.14,3.95,5.21,2.25,2.97,62.64,1
7.83,3.88,2.34,0.41,19.2,26.45,0
5.22,3.63,6.61,1.07,11.45,12.73,1
,2.5,4.19,2.4,18.42,43.7,1
5.07,3.65,4.65,1.51,13.95,11.45,1
