study_hours_per_day,attendance_percent,previous_score,sleep_hours,assignments_done,has_tuition,parent_education,motivation_score,internet_hours,passed
0.3,51.2,50.5,,11.0,0.0,0.0,2.2,0.6,0
3.9,36.4,73.7,9.5,8.0,1.0,2.0,5.1,1.2,0
8.1,63.4,64.4,6.0,5.0,1.0,1.0,6.9,0.6,1
0.6,89.6,59.8,6.2,8.0,0.0,1.0,9.3,3.2,0
,31.0,40.8,5.7,8.0,1.0,1.0,4.2,6.7,0
0.7,95.8,57.6,9.4,18.0,,1.0,9.3,5.7,0
7.5,35.7,69.1,4.2,4.0,1.0,1.0,,7.8,1
9.3,48.1,43.9,6.9,16.0,1.0,0.0,5.9,5.9,0
8.9,91.5,59.4,4.7,9.0,0.0,2.0,6.6,5.7,1
9.0,65.8,72.4,5.5,8.0,1.0,1.0,4.0,6.0,1
2.4,56.8,55.4,9.1,13.0,0.0,0.0,8.3,1.1,0
6.9,64.4,94.3,9.0,14.0,0.0,1.0,8.7,5.5,1
7.0,,92.6,9.9,14.0,0.0,2.0,1.0,5.5,1
1.6,58.6,83.1,7.8,14.0,1.0,2.0,2.9,0.1,1
5.3,52.8,65.7,5.7,9.0,1.0,1.0,9.6,5.4,1
5.8,43.4,58.0,5.0,17.0,0.0,0.0,5.7,0.9,1
3.3,81.9,88.2,9.2,16.0,0.0,1.0,3.4,7.6,1
2.2,94.7,65.3,4.6,16.0,0.0,1.0,3.4,5.5,0
9.4,74.7,29.6,8.7,10.0,0.0,2.0,4.2,2.9,0
7.9,80.6,30.8,5.5,16.0,0.0,0.0,4.1,1.7,1
3.1,90.5,37.0,6.9,6.0,1.0,2.0,6.8,2.9,0
3.8,,47.0,5.4,2.0,0.0,2.0,7.2,,0
1.5,94.3,60.1,5.7,4.0,1.0,2.0,5.8,3.6,1
3.3,70.3,49.7,4.0,11.0,1.0,2.0,9.0,0.8,1
8.0,58.9,77.4,5.7,9.0,0.0,1.0,8.4,7.3,0
9.3,45.2,22.6,9.2,16.0,0.0,2.0,7.3,0.5,1
5.2,30.2,47.2,9.0,9.0,1.0,1.0,7.7,1.9,1
3.4,91.9,23.4,6.0,12.0,0.0,1.0,4.4,3.5,0
,41.3,51.6,6.6,,0.0,2.0,3.8,3.2,0
8.2,86.5,47.9,5.8,19.0,1.0,0.0,2.4,4.1,1
4.5,30.9,91.2,9.9,16.0,0.0,0.0,2.9,1.9,1
4.4,82.3,60.6,9.2,12.0,0.0,2.0,9.2,0.5,1
0.3,34.4,25.8,8.7,10.0,1.0,0.0,8.5,6.8,0
1.4,65.3,51.9,9.1,10.0,0.0,0.0,6.3,0.9,1
4.7,36.8,32.2,4.1,13.0,0.0,1.0,4.4,5.4,0
6.3,86.9,49.8,7.0,12.0,0.0,1.0,8.9,5.3,0
1.3,39.0,26.4,4.1,0.0,1.0,2.0,6.4,0.7,0
3.8,91.0,48.8,8.7,16.0,0.0,0.0,9.9,4.1,0
2.4,74.0,41.5,5.8,11.0,1.0,0.0,9.9,4.7,0
4.7,31.3,72.5,7.6,1.0,1.0,2.0,8.5,2.7,1
6.1,42.9,44.2,5.3,7.0,1.0,2.0,9.4,2.7,1
4.6,86.6,82.3,4.5,14.0,0.0,2.0,7.3,6.7,1
2.0,92.2,84.5,5.7,12.0,0.0,2.0,3.3,4.8,1
2.5,61.4,79.5,8.8,15.0,0.0,1.0,4.9,3.8,1
0.9,78.6,69.8,4.3,13.0,1.0,2.0,1.8,2.4,1
4.1,81.0,,4.1,7.0,0.0,1.0,6.5,3.9,1
8.2,99.7,36.5,9.3,18.0,0.0,2.0,7.5,2.8,1
3.3,90.4,23.6,5.4,11.0,0.0,2.0,4.2,2.2,0
3.4,88.2,80.5,4.7,9.0,0.0,0.0,9.9,3.2,1
1.6,72.0,34.5,8.6,13.0,0.0,0.0,5.5,2.3,0
8.2,94.2,84.0,7.8,3.0,1.0,1.0,6.3,4.1,1
2.4,60.9,72.8,9.4,13.0,0.0,0.0,1.7,4.7,0
9.5,97.7,37.6,9.1,4.0,0.0,2.0,3.4,4.9,1
4.9,88.6,82.5,7.8,10.0,1.0,0.0,7.7,6.9,1
7.1,51.4,41.8,5.9,18.0,1.0,1.0,1.1,5.1,0
8.5,59.7,39.4,4.2,0.0,1.0,1.0,2.1,2.0,1
1.7,87.0,58.5,5.2,11.0,1.0,1.0,7.9,6.7,0
9.9,63.1,83.2,4.4,7.0,0.0,0.0,4.6,1.6,1
8.8,90.6,77.1,4.1,9.0,1.0,0.0,9.5,6.5,1
9.9,88.5_err,40.8,6.2,2.0,0.0,2.0,2.9,0.1,1
0.5,86.5,51.8,5.4,6.0,1.0,1.0,7.9,2.9,0
7.0,47.5,76.7,8.7,14.0,0.0,2.0,9.9,8.0,1
4.6,92.7,32.5,7.9,4.0,1.0,0.0,5.2,6.6,0
6.1,72.8,42.6,4.2,10.0,1.0,0.0,7.1,4.6,0
7.1,93.0,78.0,6.0,6.0,1.0,1.0,8.3,3.4,1
6.4,76.6,34.8,6.4,5.0,1.0,0.0,8.9,5.5,0
,86.7,25.1,6.3,19.0,1.0,0.0,6.0,7.8,0
3.8,77.6,36.2,5.9,6.0,1.0,1.0,7.8,6.1,0
,49.8,40.4,5.0,10.0,1.0,1.0,9.2,1.6,0
3.8,83.0,76.3,9.3,2.0,0.0,0.0,9.0,0.1,1
2.2,39.1,45.6,5.8,16.0,0.0,0.0,2.7,6.7,0
6.9,52.6,79.4,,10.0,1.0,0.0,9.7,4.3,1
0.2,33.7,77.5,5.0,12.0,0.0,0.0,2.1,7.7,0
8.5,89.9,71.3,7.9,13.0,1.0,0.0,2.2,6.7,1
3.5,69.3,80.4,5.1,11.0,1.0,2.0,2.0,1.2,1
3.2,75.2,46.5,5.5,3.0,1.0,2.0,8.6,0.7,0
1.3,77.5,38.3,4.6,2.0,0.0,2.0,4.0,2.5,0
1.8,97.6,74.7,5.8,3.0,1.0,2.0,9.0,7.0,0
1.8,33.6,21.0,5.1,8.0,0.0,1.0,7.8,5.7,0
6.5,47.4,75.3,9.3,2.0,0.0,2.0,3.8,6.5,1
5.3,57.3,71.3,8.1,9.0,0.0,1.0,5.9,0.6,1
2.3,87.2,26.1,8.3,2.0,1.0,1.0,2.2,1.8,0
9.0,45.0,36.9,6.8,2.0,0.0,0.0,4.3,0.8,0
2.4,68.3,63.1,5.2,3.0,1.0,0.0,9.4,6.1,0
1.1,54.9,88.2,5.1,10.0,1.0,0.0,5.1,4.0,1
4.7,89.8,32.0,7.9,14.0,1.0,1.0,3.7,5.5,0
6.0,48.6,52.0,6.3,18.0,0.0,0.0,3.9,2.0,1
0.5,58.9,85.1,4.7,9.0,0.0,2.0,3.7,0.2,1
3.8,,84.7,7.6,19.0,0.0,1.0,6.5,0.6,1
8.4,48.4,91.4,7.2,19.0,1.0,0.0,3.3,2.3,1
1.6,42.4,73.1,8.7,15.0,1.0,0.0,5.9,6.4,0
8.7,59.5,22.3,8.8,7.0,0.0,2.0,2.5,2.6,1
2.2,45.0,34.9,8.0,3.0,0.0,2.0,3.3,5.3,0
4.5,71.4,76.9,8.3,7.0,1.0,0.0,7.5,1.2,1
8.6,96.8,52.0,8.8,13.0,1.0,1.0,9.9,2.0,1
8.3,67.7,40.9,9.0,8.0,1.0,1.0,2.0,0.5,1
8.6,44.8,66.6,8.9,13.0,0.0,0.0,9.3,5.9,1
8.6,72.4,50.9,7.2,8.0,0.0,1.0,5.1,0.3,1
6.0,83.8,75.7,9.0,19.0,1.0,1.0,9.3,0.7,1
0.1,50.0,32.5,5.2,4.0,0.0,1.0,2.0,1.9,0
6.5,37.2,32.9,5.1,6.0,0.0,,3.1,0.3,0
6.2,61.0,81.7,8.0,0.0,1.0,2.0,2.1,7.4,1
8.8,35.6,37.4,4.5,1.0,1.0,0.0,3.9,7.5,0
,99.9,70.0,,3.0,0.0,0.0,7.2,2.7,1
4.8,49.0,,8.9,17.0,0.0,2.0,7.0,4.7,1
6.4,54.4,89.7,5.6,1.0,0.0,2.0,5.0,7.0,1
3.1,82.2,59.6,5.9,11.0,0.0,1.0,9.1,1.5,1
2.6,63.6,64.2,5.0,5.0,1.0,0.0,4.3,5.4,0
1.9,64.4,64.4,5.8,0.0,0.0,1.0,3.2,2.1,0
8.6,56.6,38.1,5.0,1.0,0.0,1.0,4.4,1.0,0
8.7,77.8,31.6,7.0,6.0,0.0,2.0,3.6,0.8,1
0.5,86.7,36.4,6.0,8.0,0.0,0.0,1.9,2.9,0
0.2,56.2,49.2,4.3,12.0,0.0,0.0,6.4,7.5,0
2.9,80.1,44.8,4.9,1.0,0.0,0.0,8.1,7.2,0
8.3,38.3,39.9,9.1,19.0,0.0,2.0,4.5,7.8,1
4.4,40.8,48.7,6.7,11.0,0.0,1.0,9.2,5.6,0
9.0,65.5,82.0,7.0,13.0,0.0,0.0,7.2,1.7,1
2.6,96.3,70.2,8.5,11.0,1.0,0.0,4.0,5.3,1
1.8,69.6,68.5,4.6,4.0,0.0,1.0,8.2,6.5,0
4.9,49.3,77.1,7.5,18.0,1.0,0.0,4.6,1.3,1
7.2,56.7,46.2,6.7,1.0,0.0,1.0,9.1,6.7,0
8.7,66.9,72.8,7.3,7.0,1.0,2.0,3.0,5.4,1
0.2,55.8,51.8,4.4,13.0,0.0,2.0,5.8,2.0,0
8.0,87.0_err,36.1,4.2,0.0,0.0,1.0,5.5,5.0,0
1.8,33.5,39.2,7.1,9.0,0.0,0.0,3.5,2.7,0
1.0,79.3,64.6,9.4,9.0,1.0,0.0,4.2,5.5,0
1.1,95.6,,9.5,10.0,1.0,0.0,6.0,4.9,0
7.0,83.3,39.6,6.7,4.0,1.0,1.0,4.4,0.0,1
5.5,42.0,86.4,8.5,6.0,1.0,1.0,8.9,7.4,1
1.0,47.6,70.3,4.7,14.0,0.0,0.0,7.8,3.6,0
5.3,34.7,31.1,5.8,,0.0,0.0,1.2,4.0,0
5.3,57.8,81.7,5.0,2.0,0.0,1.0,6.5,5.1,1
2.7,36.5,81.4,5.3,14.0,0.0,0.0,9.5,6.8,0
7.7,57.0,48.1,5.3,13.0,0.0,0.0,1.7,7.4,0
8.6,77.9,75.1,5.3,13.0,0.0,0.0,2.7,3.6,1
3.3,36.0,66.4,4.5,14.0,1.0,2.0,9.6,6.9,0
6.4,69.9,46.0,4.8,12.0,1.0,2.0,3.6,0.2,1
2.6,98.6,49.8,6.9,0.0,1.0,1.0,2.5,6.7,0
1.9,37.2,56.5,5.8,,1.0,2.0,6.0,7.1,0
1.4,31.8,92.5,6.6,9.0,0.0,1.0,3.1,5.9,0
4.2,45.0,28.1,4.8,14.0,0.0,0.0,6.7,7.6,0
1.0,53.5,87.3,4.7,3.0,1.0,1.0,8.4,3.3,0
4.4,38.6,88.5,5.0,4.0,1.0,1.0,2.7,1.9,1
7.0,74.5,82.5,4.2,19.0,1.0,1.0,6.9,5.1,1
5.8,78.1,92.3,6.7,4.0,1.0,2.0,,6.9,1
0.3,90.5,36.7,8.2,16.0,1.0,2.0,1.5,7.4,0
5.7,33.9,79.5,7.0,12.0,0.0,2.0,3.5,7.7,1
1.4,61.7,24.3,7.1,3.0,0.0,1.0,2.7,1.5,0
8.4,73.4,37.9,4.2,9.0,1.0,2.0,3.9,4.5,1
8.1,76.3,31.9,6.7,14.0,0.0,2.0,5.2,,1
9.7,62.9,62.3,5.2,3.0,1.0,2.0,5.7,2.4,1
5.6,58.6,88.8,,8.0,0.0,2.0,7.8,7.1,1
7.1,41.3,44.6,7.3,16.0,1.0,0.0,7.4,7.1,0
0.6,61.2,25.1,6.0,9.0,1.0,1.0,9.5,,0
2.4,89.4,36.2,7.2,10.0,1.0,0.0,5.5,2.9,0
5.6,87.5,74.7,8.5,3.0,1.0,2.0,8.3,3.4,1
2.8,66.2,67.4,4.3,10.0,0.0,2.0,7.6,1.3,0
8.7,58.9,67.3,4.4,2.0,0.0,0.0,5.1,8.0,0
3.6,44.1,74.0,7.3,6.0,0.0,2.0,6.1,1.8,0
7.9,63.8,54.9,8.2,4.0,0.0,1.0,3.2,2.4,1
7.0,78.9,50.5,4.5,6.0,1.0,1.0,8.8,5.7,0
2.1,47.6,79.1,8.6,9.0,1.0,0.0,2.3,5.9,1
2.1,40.1,51.1,4.6,15.0,0.0,0.0,7.6,6.2,0
7.1,31.9,48.4,7.8,9.0,1.0,1.0,1.3,3.7,0
3.2,49.9,50.0,6.6,2.0,1.0,1.0,2.0,2.0,0
,44.8,37.2,10.0,3.0,1.0,0.0,6.2,,0
3.1,35.9,67.0,6.8,6.0,0.0,0.0,9.0,2.2,0
1.2,57.6,82.6,5.4,1.0,1.0,0.0,1.2,7.2,0
4.9,97.2,68.3,9.3,8.0,1.0,2.0,2.1,0.9,1
2.4,48.5,23.9,8.8,4.0,0.0,1.0,3.5,1.0,0
5.6,83.5,42.0,8.7,18.0,0.0,2.0,3.6,2.7,1
1.8,58.8,40.3,5.6,18.0,0.0,0.0,9.0,0.9,0
3.6,95.0,74.6,4.8,12.0,1.0,0.0,5.3,0.2,1
3.6,81.8,23.7,4.8,11.0,1.0,0.0,5.5,7.3,0
7.2,78.8,35.4,6.4,19.0,0.0,2.0,1.6,4.5,0
5.3,91.8,69.2,4.1,15.0,1.0,2.0,1.3,5.9,1
4.6,83.5,47.6,5.6,0.0,1.0,2.0,1.9,2.1,0
8.9,52.9,80.1,8.0,4.0,1.0,1.0,6.7,1.9,1
8.2,90.1,42.6,6.6,9.0,1.0,2.0,6.4,4.1,1
2.6,37.8,84.8,7.0,13.0,1.0,0.0,7.0,6.5,1
1.8,31.0,22.9,7.1,10.0,0.0,0.0,5.3,1.9,0
3.9,36.7,55.5,9.2,19.0,1.0,0.0,5.5,0.1,1
3.1,73.7,48.2,8.4,11.0,0.0,0.0,3.8,1.4,0
7.9,97.1,46.1,9.7,10.0,0.0,1.0,9.1,2.5,1
2.7,68.3,28.8,4.8,14.0,1.0,0.0,9.0,4.3,0
6.1,81.4,,4.3,7.0,1.0,1.0,7.1,1.4,0
2.3,78.5,,5.0,19.0,0.0,1.0,8.0,3.2,0
3.2,74.2,41.9,8.1,19.0,1.0,1.0,2.9,,0
1.0,66.2,21.5,4.7,9.0,0.0,2.0,7.9,2.3,0
9.9,42.5,56.7,4.2,16.0,1.0,0.0,5.7,5.4,1
5.7,86.1,84.9,8.2,4.0,,2.0,9.2,2.3,1
4.3,42.0,50.5,9.7,13.0,0.0,0.0,5.7,3.1,0
9.0,58.5,79.1,6.0,13.0,0.0,2.0,9.0,2.4,1
2.6,39.6,86.9,9.9,10.0,1.0,0.0,5.0,3.1,1
5.9,69.1,78.7,5.0,18.0,1.0,2.0,4.5,6.7,1
4.6,81.0,59.1,7.4,1.0,0.0,0.0,3.7,7.0,0
3.5,46.4,94.6,9.7,8.0,1.0,0.0,3.7,4.1,0
2.4,60.8,80.4,6.7,13.0,1.0,0.0,3.9,7.2,0
4.4,74.9,74.7,9.0,10.0,0.0,2.0,1.9,1.7,1
3.8,37.9,70.6,9.8,17.0,1.0,2.0,2.1,2.1,1
9.7,63.1,88.3,,0.0,1.0,2.0,9.0,5.4,1
6.2,47.7,21.4,9.6,5.0,1.0,0.0,6.8,7.2,0
3.0,86.9,25.6,6.1,11.0,0.0,1.0,4.0,2.5,0
7.6,64.1,89.7,7.5,9.0,0.0,,3.2,3.5,1
9.7,58.8,32.7,8.2,15.0,1.0,2.0,3.7,3.7,1
6.9,65.8,69.8,9.8,11.0,0.0,1.0,7.7,7.6,1
1.4,44.9,29.1,8.0,16.0,0.0,0.0,2.9,4.9,0
9.5,93.1,36.0,6.3,0.0,1.0,1.0,1.1,5.9,1
9.2,76.7,57.2,10.0,5.0,0.0,1.0,8.6,,1
4.4,71.6,73.8,8.7,9.0,0.0,1.0,7.5,2.9,1
7.9,91.5,80.3,5.3,8.0,1.0,0.0,9.0,3.5,1
7.0,41.0,31.7,6.9,8.0,1.0,2.0,4.9,1.6,0
6.9,47.3,21.6,5.3,0.0,1.0,1.0,6.8,4.3,0
8.3,86.7,35.9,9.8,0.0,0.0,2.0,9.9,7.3,1
9.2,99.4,55.3,5.4,15.0,0.0,2.0,9.9,0.6,1
7.1,62.1,70.8,8.7,1.0,0.0,2.0,10.0,2.1,1
5.0,50.0,54.2,5.1,19.0,1.0,0.0,4.1,1.7,1
8.1,85.0,89.6,6.0,12.0,1.0,2.0,8.1,5.4,1
0.9,65.0,69.1,5.6,15.0,1.0,1.0,7.4,7.1,0
5.9,57.6,27.3,9.2,16.0,0.0,1.0,1.3,6.3,0
5.3,92.3,85.8,7.7,15.0,1.0,1.0,4.8,4.5,1
10.0,62.1,,6.6,5.0,0.0,1.0,9.3,5.8,1
4.6,84.0,71.1,6.7,16.0,0.0,0.0,4.0,6.2,0
8.9,98.8,40.4,8.0,,0.0,1.0,6.8,4.1,1
2.5,67.7,39.0,6.7,9.0,0.0,2.0,1.6,0.1,0
8.8,91.9,58.0,5.3,11.0,1.0,0.0,4.8,1.0,1
8.9,84.3,31.1,6.5,0.0,0.0,1.0,7.3,2.9,1
2.2,44.1,44.3,5.5,13.0,0.0,0.0,6.0,0.1,0
7.2,79.4,27.0,8.7,12.0,0.0,2.0,8.7,3.0,0
10.0,90.4,68.7,8.1,9.0,0.0,1.0,8.4,5.2,1
5.5,45.0,23.1,9.4,19.0,0.0,0.0,6.7,2.1,0
2.7,95.4,23.8,6.4,13.0,0.0,0.0,2.8,6.5,0
4.3,49.8,48.7,4.7,7.0,0.0,0.0,4.2,3.5,0
0.3,58.0,73.3,6.4,19.0,1.0,0.0,,,0
0.3,84.5,,8.9,8.0,0.0,0.0,3.5,7.0,0
6.7,64.3,33.4,7.0,3.0,0.0,,4.0,1.0,0
7.4,81.0,57.8,9.7,14.0,1.0,0.0,3.1,3.0,1
3.8,96.0,88.8,4.6,5.0,0.0,2.0,2.4,7.3,1
5.5,80.7,85.6,6.6,8.0,0.0,2.0,6.4,3.8,1
7.4,50.6,50.1,6.5,16.0,1.0,0.0,5.8,2.0,1
8.1,92.2,59.5,7.2,14.0,1.0,2.0,2.6,2.8,1
7.3,50.6,94.1,7.7,17.0,1.0,2.0,6.7,1.1,1
5.3,42.7,65.3,9.7,14.0,1.0,1.0,5.4,2.7,0
7.4,86.3,80.8,6.3,11.0,1.0,1.0,8.6,7.5,1
6.6,33.6,93.5,5.0,0.0,0.0,1.0,5.5,0.6,1
4.4,82.5,90.3,4.8,11.0,0.0,2.0,8.0,1.3,1
1.4,90.0,49.2,8.5,4.0,0.0,2.0,8.2,4.3,0
6.9,56.7,68.8,7.6,2.0,0.0,1.0,5.8,5.3,1
4.6,93.8,90.8,5.2,3.0,1.0,2.0,9.8,6.6,1
1.8,68.0,80.7,8.1,16.0,0.0,0.0,3.8,1.1,1
4.1,77.9,47.6,,4.0,1.0,2.0,4.7,2.1,0
0.7,45.7,59.2,9.0,16.0,0.0,1.0,1.1,2.4,0
2.7,79.8,32.6,7.9,10.0,1.0,2.0,9.7,2.0,0
8.8,87.8,62.0,9.1,5.0,0.0,1.0,8.2,6.2,1
0.6,32.7,36.2,4.5,8.0,,2.0,2.4,0.7,0
1.5,70.1,72.9,6.9,10.0,0.0,2.0,3.9,4.2,0
7.7,43.3,58.6,5.2,9.0,0.0,2.0,3.7,3.1,0
9.3,39.0,71.2,5.1,1.0,1.0,0.0,3.2,4.8,1
6.9,99.1,22.6,8.4,7.0,1.0,0.0,5.9,5.5,0
0.3,92.0,44.7,4.5,11.0,0.0,2.0,8.6,3.1,0
3.9,64.6,38.4,9.6,14.0,1.0,0.0,7.7,7.8,0
10.0,91.5,54.1,6.2,17.0,1.0,0.0,5.7,0.7,1
7.5,95.9,43.0,8.6,11.0,1.0,2.0,3.9,6.2,1
7.3,65.9,91.7,7.5,3.0,0.0,0.0,6.8,4.0,1
4.1,nan_err,39.2,9.3,16.0,1.0,0.0,3.2,2.5,1
3.3,91.6,69.6,7.6,13.0,0.0,,9.3,4.0,1
1.8,48.3,90.6,7.7,9.0,0.0,2.0,2.4,4.2,1
4.1,71.7,83.3,5.1,16.0,0.0,0.0,2.2,3.7,1
,45.4,51.7,8.2,11.0,1.0,1.0,8.0,6.5,0
9.0,95.8,47.7,9.4,16.0,0.0,0.0,3.1,7.3,1
6.2,63.0,64.5,9.8,,0.0,0.0,6.2,1.5,1
2.0,93.9,91.9,5.9,16.0,0.0,1.0,4.0,2.5,1
6.4,38.3,29.5,9.5,4.0,1.0,0.0,3.6,0.8,0
,75.3,81.4,9.2,,1.0,1.0,8.7,1.3,1
1.2,43.1,67.8,9.6,17.0,0.0,0.0,5.7,,0
0.5,89.0,81.8,9.0,17.0,1.0,2.0,3.8,6.1,1
4.3,,49.9,8.7,3.0,1.0,0.0,,0.3,0
3.7,67.7,91.6,4.9,2.0,1.0,0.0,6.8,5.1,1
5.2,70.4,48.0,9.5,0.0,0.0,1.0,8.7,6.3,0
0.2,40.2,47.9,8.5,,0.0,2.0,5.7,0.1,0
6.8,48.8,37.9,8.8,8.0,0.0,1.0,8.0,4.6,1
,58.6,71.6,9.9,12.0,0.0,1.0,5.4,4.2,1
2.0,,20.2,8.6,14.0,0.0,2.0,8.4,1.4,0
4.0,41.3,64.5,6.0,8.0,1.0,0.0,1.1,1.4,0
5.3,55.5,62.5,9.2,19.0,0.0,,3.1,4.2,1
6.7,30.5,60.0,7.7,2.0,1.0,2.0,2.3,3.7,0
1.0,51.3,76.3,5.2,14.0,1.0,,9.9,1.5,1
1.5,73.9,84.3,,1.0,0.0,2.0,5.8,4.0,0
6.9,57.0,,4.4,3.0,0.0,2.0,7.9,0.2,1
6.9,80.2,87.2,7.6,8.0,0.0,2.0,1.8,0.9,1
2.3,96.3,38.2,5.6,13.0,1.0,0.0,5.5,1.2,1
0.7,36.0,43.3,6.7,9.0,0.0,2.0,10.0,7.3,0
9.2,71.8,21.2,9.0,2.0,0.0,2.0,1.3,6.0,0
5.6,79.0,89.4,7.6,11.0,1.0,1.0,7.0,2.2,1
8.7,62.4,52.4,7.8,10.0,1.0,0.0,6.4,3.3,1
2.9,50.9,24.6,4.8,3.0,1.0,1.0,5.3,2.8,0
6.7,65.1,43.8,10.0,18.0,0.0,2.0,6.4,1.2,1
7.7,60.2,75.0,6.5,,1.0,1.0,5.0,7.2,1
7.8,51.7,43.9,9.6,5.0,0.0,1.0,5.7,7.3,0
5.7,,34.6,7.0,16.0,0.0,2.0,2.9,6.6,1
8.8,93.2,33.1,9.9,5.0,0.0,2.0,1.3,2.2,0
5.3,86.8,69.4,7.6,16.0,1.0,1.0,4.8,2.0,1
0.7,75.5,66.8,5.9,9.0,1.0,1.0,3.3,6.4,0
4.4,73.6,63.7,6.9,17.0,0.0,2.0,5.4,7.3,0
9.4,95.6,60.9,4.8,15.0,0.0,2.0,7.8,6.8,1
1.2,79.5,93.2,9.5,17.0,0.0,0.0,5.4,7.5,1
9.9,92.7,39.5,6.0,14.0,1.0,2.0,7.6,6.1,1
9.6,76.7,93.5,5.4,14.0,1.0,1.0,8.5,2.0,1
5.4,54.1,30.3,8.9,8.0,1.0,1.0,1.1,6.4,0
4.2,54.2,73.8,8.2,13.0,0.0,0.0,3.5,5.9,1
9.4,42.8,27.1,7.0,1.0,0.0,1.0,2.9,3.3,0
9.5,58.8,54.0,4.1,18.0,1.0,0.0,4.4,3.8,1
0.1,82.6,26.8,4.8,14.0,0.0,2.0,5.4,3.7,0
5.5,62.2,72.7,5.3,13.0,1.0,1.0,8.3,4.5,1
6.5,42.7,28.3,6.8,12.0,0.0,0.0,8.4,3.2,0
0.4,46.7,85.3,5.3,9.0,0.0,2.0,9.2,6.8,0
5.5,57.2,23.4,7.0,0.0,0.0,0.0,6.7,6.9,0
0.1,44.4,86.8,6.7,5.0,0.0,1.0,2.9,1.6,0
8.9,73.3,93.5,5.8,2.0,1.0,1.0,3.7,5.0,1
2.0,46.3,41.5,7.9,1.0,1.0,0.0,7.7,2.3,0
0.1,77.8,72.4,8.6,18.0,0.0,0.0,2.7,3.9,0
2.6,83.0,20.9,6.5,14.0,0.0,2.0,1.4,0.7,0
1.0,72.2,50.5,6.0,7.0,0.0,2.0,2.5,7.7,0
3.9,32.4,68.1,7.2,4.0,0.0,0.0,3.8,4.6,0
6.1,66.7,33.8,4.2,19.0,0.0,1.0,2.6,0.4,1
0.8,53.2,76.5,9.5,14.0,0.0,0.0,4.7,4.4,0
2.7,82.7,90.4,7.7,12.0,0.0,2.0,2.8,5.7,1
2.1,69.4,27.4,4.2,8.0,1.0,1.0,6.3,6.3,0
8.4,52.4,44.3,7.3,8.0,0.0,1.0,5.0,1.5,1
9.5,52.2,39.9,5.3,18.0,0.0,1.0,6.1,5.7,1
8.5,100.0,85.9,7.9,15.0,0.0,0.0,5.0,0.8,1
0.5,68.0,28.8,7.2,13.0,0.0,0.0,4.5,0.2,0
5.4,72.9,83.8,5.4,0.0,0.0,0.0,2.9,0.2,1
8.9,90.3,20.9,7.9,8.0,1.0,0.0,5.2,5.8,0
1.3,71.5,27.1,9.5,6.0,1.0,,2.2,3.0,0
6.8,40.3,39.6,7.1,3.0,0.0,1.0,6.9,2.3,0
8.4,62.8,92.4,7.8,4.0,0.0,1.0,9.8,2.0,1
6.2,70.3,71.4,8.5,0.0,0.0,2.0,2.8,6.2,1
7.4,56.6,38.9,6.0,9.0,,1.0,4.6,1.2,1
6.2,81.6,38.1,9.1,10.0,0.0,2.0,7.0,5.2,0
7.0,76.4,65.2,4.4,6.0,1.0,,8.8,1.4,1
4.5,37.7,94.7,6.9,9.0,0.0,0.0,7.7,4.3,1
2.5,35.6,35.0,9.9,11.0,0.0,0.0,9.2,5.3,0
9.7,,26.5,6.6,3.0,1.0,1.0,8.4,0.2,1
9.2,66.2,43.3,8.0,3.0,0.0,0.0,2.3,0.8,1
0.4,51.6,47.4,7.7,2.0,0.0,2.0,9.6,1.3,0
6.5,38.9,49.7,7.0,18.0,1.0,1.0,7.2,2.7,1
0.4,72.6,29.3,9.3,19.0,0.0,0.0,4.9,0.4,0
9.5,46.5,53.0,9.8,16.0,0.0,0.0,4.0,3.1,1
8.9,69.2,52.7,7.8,14.0,1.0,2.0,6.3,6.6,1
0.1,32.3,93.0,4.3,0.0,1.0,2.0,3.4,6.1,0
9.3,52.0,78.0,7.4,1.0,1.0,0.0,3.9,4.8,1
5.6,90.7,66.2,7.9,7.0,0.0,1.0,4.7,3.5,0
1.9,41.3,26.2,5.3,11.0,0.0,0.0,6.2,3.0,0
9.9,94.8,93.0,9.3,3.0,0.0,2.0,6.5,2.4,1
0.7,31.7,50.2,5.5,0.0,1.0,,6.3,2.3,0
0.9,59.6,62.4,7.7,2.0,0.0,0.0,5.7,6.8,0
7.0,88.0,21.3,6.1,14.0,0.0,0.0,4.9,7.5,0
6.3,79.8,79.2,8.4,3.0,0.0,0.0,3.3,7.1,1
5.9,75.9,68.7,6.5,16.0,1.0,2.0,6.8,1.3,1
5.8,78.4,29.2,6.4,13.0,1.0,1.0,7.5,4.7,1
8.9,38.8,73.4,9.2,13.0,0.0,1.0,8.8,4.0,1
4.0,69.6,65.2,6.2,3.0,0.0,1.0,9.0,0.9,0
5.0,30.1,63.5,7.1,8.0,1.0,2.0,4.9,0.9,0
8.7,32.2,43.8,6.3,9.0,1.0,,3.4,6.0,0
1.1,68.7,21.6,5.8,9.0,1.0,2.0,5.7,3.4,0
0.8,97.8,36.5,4.4,3.0,1.0,0.0,10.0,2.5,0
9.4,86.6,33.2,5.9,11.0,0.0,2.0,6.0,2.7,1
3.7,75.5,75.4,7.1,6.0,0.0,1.0,2.2,6.6,0
9.6,79.4,56.5,6.5,8.0,1.0,1.0,4.9,2.9,1
4.4,89.1,67.5,4.1,11.0,1.0,,3.5,5.3,0
