radius_mean,texture_mean,perimeter_mean,area_mean,smoothness_mean,compactness_mean,concavity_mean,symmetry_mean,malignant
10.72,36.12,86.64,515.97,0.1262,0.0751,0.1452,0.1167,0
11.08,37.65,195.01,734.83,0.0729,0.2717,0.038,0.2856,0
7.0,29.78,91.11,1992.32,0.1194,0.0923,0.329,0.1885,0
13.73,37.87,54.92,1163.4,0.114,0.0674,0.0919,0.2516,1
19.43,21.33,153.21,615.63,0.075,0.2057,0.2291,0.1251,0
26.59,38.54,157.44,1676.66,0.0669,0.2416,0.0412,0.2853,1
22.01,30.79,85.67,1869.32,0.1411,0.208,0.2663,0.1068,1
16.45,10.3,87.63,435.17,0.0887,0.2366,0.4059,0.1084,0
28.87,37.11,,793.67,0.0793,0.0581,0.3108,0.1109,1
23.26,24.02,43.49,662.21,0.1385,0.1771,0.0922,0.1207,1
28.32,23.27,166.29,1036.46,0.1383,0.1378,0.4176,0.1974,1
18.66,26.56,90.73,1941.73,0.0832,0.3412,0.132,0.2577,1
12.21,13.63,176.6,1824.35,0.1547,0.0364,0.1877,0.157,0
7.27,23.54,168.42,1703.56,0.1326,0.1184,0.2142,0.2492,1
23.43,34.76,145.82,154.83,0.0915,0.3308,0.426,0.2548,1
8.91,9.48,91.98,475.46,0.1013,0.3446,0.0296,0.2817,0
13.27,17.46,122.61,666.98,0.1372,0.2922,0.2996,0.1299,0
18.78,9.08,111.17,781.82,0.0754,0.0451,0.1556,0.1271,0
19.55,21.89,94.22,485.57,0.1063,0.2052,0.0337,0.1244,0
20.41,31.58,175.7,1108.34,0.1284,0.152,0.4021,0.1719,1
9.99,33.76,117.36,317.43,0.1147,0.2861,0.2536,0.1979,1
15.11,38.3,173.24,1910.05,0.123,0.0382,0.324,0.1923,1
20.81,27.86,56.83,1999.02,0.1155,0.0851,0.1034,0.1514,1
29.28,16.89,62.56,1495.27,0.0739,0.1814,,0.2244,1
23.46,37.65,196.37,351.7,0.0992,0.072,0.3562,0.1677,0
28.14,33.03,134.04,2240.6,0.1138,0.2486,0.1853,0.1732,1
24.29,26.81,121.56,2418.9,0.1436,0.2909,0.2459,0.1211,1
20.2,30.56,123.7,617.58,0.1285,0.2525,0.4179,0.2184,1
10.61,37.65,74.44,1802.95,0.1012,0.1653,0.3641,0.2311,1
22.0,31.08,154.99,2126.98,0.1669,0.3099,0.1913,0.2516,1
20.96,20.42,53.56,1414.03,0.0629,0.0654,0.2858,0.2808,1
20.46,31.1,131.73,903.04,0.0748,0.1059,0.3372,0.2532,1
17.75,10.25,131.32,1269.4,0.091,0.1815,0.0105,0.1471,0
18.69,20.98,186.27,1348.95,0.0774,0.0402,0.253,0.1471,1
14.03,21.6,124.19,1085.5,0.1251,0.0516,0.4233,0.283,0
18.46,14.17,61.93,2334.43,0.0547,0.1512,0.4073,0.258,1
10.74,9.72,131.64,1895.56,0.0713,0.3315,0.3579,0.2564,0
25.32,13.13,54.61,709.47,0.0852,0.3198,0.0457,0.2439,1
10.46,29.29,72.61,1521.91,0.132,0.1738,,0.1534,0
8.04,33.87,44.98,1765.31,0.1551,0.0669,0.2621,0.2695,0
16.47,39.63,122.13,470.77,0.1458,0.0788,0.0959,0.1286,0
,19.74,53.53,985.88,0.0718,0.1446,0.2899,0.17,1
16.51,27.58,115.1,2277.09,0.1178,0.0893,0.3683,0.1693,1
12.64,38.05,189.27,1478.53,0.0536,0.0474,0.0483,0.212,0
19.4,14.18,155.16,652.11,0.0873,0.2423,0.3941,0.1927,1
14.33,31.25,52.39,,0.1467,0.2119,0.3957,0.192,1
,32.4,75.87,1363.02,0.1048,0.1161,0.0058,0.2107,1
28.14,11.76,147.79,1432.54,0.068,0.2771,0.3871,0.1831,1
18.06,35.7,183.15,929.22,0.1026,0.2761,0.4071,0.15,1
13.87,34.21,45.27,1627.78,0.0738,0.182,0.0162,0.2328,1
23.69,10.04,169.99,302.1,0.0972,0.0519,0.1265,0.2581,0
6.88,11.82,129.89,482.53,0.1085,0.3231,0.1604,0.1958,0
17.39,10.52,127.37,1429.21,0.0919,0.2407,0.15,0.2299,0
14.07,19.38,193.25,285.89,0.1624,0.1015,0.3264,0.2071,0
28.09,24.79,159.62,2218.94,0.1175,0.2215,0.154,0.1118,1
6.29,25.5,176.02,475.47,0.1511,0.1537,0.4113,0.1846,0
19.27,17.3,96.64,1730.45,0.1413,0.2297,0.4278,0.102,0
,37.26,128.7,1063.24,0.1293,,0.1362,0.2324,0
17.64,20.42,138.46,1083.5,0.1096,0.1802,0.2188,0.2016,0
8.05,10.41,91.45,1945.14,0.0503,0.2628,0.2398,0.1254,0
29.34,18.31,131.24,1318.73,0.1236,0.2225,0.2491,0.2084,1
18.43,25.46,77.86,1852.55,0.0927,0.0464,0.1609,0.2797,1
20.74,21.65,62.94,1332.25,0.0641,0.0416,0.0714,0.1681,0
11.68,17.49,99.84,1539.26,0.1034,0.1207,0.0235,0.2965,0
17.6,13.07,158.29,1935.29,0.1383,0.162,0.0457,0.2919,0
16.3,34.39,186.59,,0.1654,0.1108,0.3876,0.2571,1
7.8,39.88,113.23,1592.85,0.0949,0.235,0.1206,0.2628,0
8.55,19.22,142.85,2002.56,0.1151,0.0844,0.033,0.1821,0
26.1,20.83,56.49,2379.84,0.1521,0.2524,0.2681,0.1805,1
11.76,28.16,184.71,1029.05,0.0901,0.2751,0.0324,0.2909,0
10.68,31.27,130.98,1502.0,0.0671,0.061,0.0301,0.1732,0
18.12,21.15,164.85,343.6,0.0838,0.2348,0.2673,0.1194,0
24.45,37.05,167.11,986.78,0.1579,0.3373,0.2543,0.1305,1
7.49,26.36,81.04,1112.44,0.0691,0.0836,0.0178,0.2421,0
19.84,22.96,124.67,2111.16,0.0895,,0.198,0.1766,1
8.86,29.05,193.68,1351.61,0.1058,0.22,0.1874,0.1399,1
6.88,38.54,54.34,1865.32,0.1517,0.215,0.2351,0.2628,1
7.27,33.63,149.29,184.86,0.1625,0.0371,0.3173,0.1977,0
26.02,10.24,193.96,1236.2,0.1011,0.2669,0.1216,0.2135,0
8.83,19.3,88.09,2267.11,0.1618,0.1778,0.1861,0.1308,0
7.08,23.59,177.83,669.38,0.0694,0.258,,0.1386,0
16.51,18.75,189.39,214.39,0.0688,0.287,0.3967,0.1252,0
26.26,30.71,159.53,1162.84,0.1639,0.1929,0.3833,0.2029,1
12.3,34.61,77.01,1802.46,0.1112,0.107,0.2054,,0
16.12,31.67,93.44,1212.53,0.0723,0.0667,0.224,0.2465,1
,39.67,45.73,1225.55,0.1086,0.073,0.2275,0.1522,0
16.78,17.45,173.03,1720.74,0.144,0.3061,0.3735,0.2703,1
19.86,36.12,175.94,740.36,0.1492,0.0608,0.3612,0.1211,1
19.7,32.77,141.23,1914.46,0.1537,0.1469,0.134,0.1228,1
13.98,20.23,96.4,501.35,0.1183,0.1303,0.07,0.2699,0
13.57,31.76,52.29,,0.154,0.3056,0.163,0.1489,1
8.56,12.23,160.49,1688.18,0.1112,0.1776,,0.2416,0
14.8,33.47,156.24,2094.95,0.1228,0.3488,0.4088,0.1018,1
8.39,25.5,186.02,2008.01,0.141,0.2632,0.1143,0.1187,0
24.4,18.06,156.89,1843.18,0.1011,0.3008,0.0779,0.2219,0
29.19,29.33,172.59,987.47,0.0588,0.0526,0.3868,0.1365,1
29.28,28.89,159.35,428.64,0.092,0.1035,0.0372,0.1056,0
26.76,15.49,140.91,651.73,0.1249,0.0647,0.1119,0.1934,1
20.42,9.94,108.31,2181.01,0.0731,0.173,0.1888,0.1661,1
22.82,22.44,184.34,2163.3,0.0678,0.257,0.2559,,1
12.84,26.65,144.15,2385.68,0.0852,0.0758,0.1409,0.2638,0
21.14,36.17,103.74,319.33,0.0539,0.063,0.2134,0.2229,0
16.94,37.77,53.36,1406.87,0.1392,0.2228,0.0855,0.1586,1
17.57,25.39,86.51,1670.89,0.081,0.096,0.2469,0.1923,1
24.19,32.37,127.0,1817.15,0.0649,0.1782,0.1754,,1
12.77,22.62,84.1,1659.52,0.1339,0.0369,0.3652,0.1139,0
13.63,32.13,75.4,1957.23,0.1512,0.2446,0.1788,0.1665,1
28.19,15.35,124.38,988.35,0.0524,0.1986,0.1908,0.2645,1
7.35,20.5,67.17,563.46,0.078,0.2336,0.2546,0.1812,0
17.66,28.66,168.07,622.82,0.1634,0.1109,0.053,0.2249,0
27.91,9.56,117.5,168.27,0.0962,0.1119,0.0674,0.1193,0
20.65,31.4,131.82,966.76,0.1626,0.2844,0.3398,0.2554,1
19.11,34.9,63.58,356.52,0.0829,0.2571,0.1176,0.1201,1
11.99,21.37,91.93,898.71,0.0762,0.2113,0.2944,0.2723,0
nan_err,22.89,105.61,1622.58,0.0757,0.2273,0.0419,0.1213,0
26.45,35.39,169.31,2250.97,0.0602,0.051,0.3534,0.2782,1
19.42,33.05,163.23,2121.47,,0.3025,0.4249,0.1728,1
18.35,17.93,75.68,736.31,0.1676,0.2741,0.1607,0.2249,0
8.39,19.04,138.59,456.44,0.1645,0.2149,0.2174,0.2693,0
6.38,30.05,78.95,595.65,0.1522,0.3231,0.1904,0.102,0
29.13,26.46,198.12,2431.53,0.1516,0.0757,0.3845,0.1531,1
15.05,14.03,192.34,1436.76,0.1293,0.2466,0.0043,0.2817,1
20.48,18.61,130.12,570.71,0.1491,0.3378,0.281,0.1776,1
7.91,36.9,151.82,2124.16,0.075,0.1223,0.2805,0.2413,0
22.39,30.33,168.23,1072.65,0.0965,0.025,0.1644,0.128,1
28.38,39.57,155.36,2262.16,0.1269,0.2625,0.0943,0.2357,1
19.82,32.78,151.97,755.2,0.155,0.0223,0.1031,0.1146,1
9.03,38.2,193.37,1068.0,0.1293,0.3079,0.3442,0.2435,1
19.96,15.7,135.43,1331.68,0.1507,0.0386,0.0284,,0
24.39,32.92,141.81,2246.57,0.1069,0.2354,0.2424,0.1932,1
15.75,9.63,175.88,2190.27,0.1361,0.1445,0.1319,0.1333,0
27.12,29.79,147.18,1495.48,0.1676,0.0871,0.1141,0.2256,1
21.57,23.55,157.27,663.39,0.0684,0.3164,0.2175,0.1675,0
27.58,19.75,77.47,1091.92,0.1612,0.2663,0.3861,0.1767,1
20.96,35.73,99.4,2442.49,0.1127,0.1323,0.2658,0.2304,1
9.15,35.48,63.57,1574.34,0.1272,0.1138,0.3391,0.1358,0
13.43,9.69,120.92,1983.39,0.1553,0.2629,0.2583,0.2704,0
10.84,27.89,112.92,1201.68,0.0992,0.2961,0.3,0.2479,1
27.81,20.4,199.55,1395.54,0.1002,0.2562,,0.2155,1
24.25,21.89,137.79,1152.33,0.1133,0.2312,0.3982,0.1257,1
22.23,34.79,165.83,1798.89,0.0523,0.0952,0.2158,0.2374,1
13.22,18.61,93.44,2149.47,0.1096,0.3014,0.2373,0.1036,0
10.42,38.23,173.05,1337.38,0.0849,0.2674,0.2257,0.2609,1
24.15,14.57,138.41,1274.85,0.1614,0.1907,0.136,0.1608,0
17.38,29.54,151.52,943.08,0.0605,0.1888,0.0994,0.1234,0
11.42,29.84,87.11,557.95,0.1051,0.2078,0.0317,0.1329,0
20.8,16.82,127.78,2356.62,0.1637,0.2933,0.3088,0.2926,1
6.97,19.07,141.45,885.95,0.1581,0.2649,0.1244,0.2548,0
13.83,34.88,134.26,2029.63,0.1342,0.3026,0.1674,0.1476,1
,32.62,186.43,1828.22,0.1207,0.1874,0.3956,0.2927,1
,19.2,183.72,2006.57,0.0837,0.2261,0.2436,0.128,0
29.63,25.55,195.36,2350.77,0.094,0.302,0.0417,0.2467,1
11.02,10.91,146.79,1611.15,0.0608,0.0967,0.3438,0.2313,0
9.13,15.47,195.51,2259.16,0.1443,0.1665,0.1101,0.2643,0
10.88,24.06,173.2,535.77,0.0889,0.2248,0.2377,0.1763,0
24.46,11.67,83.33,1619.04,0.1301,0.322,0.2193,0.1804,1
16.21,35.14,108.39,1962.57,0.0929,0.0252,0.1024,0.2249,0
19.57,31.26,78.14,781.07,0.1057,0.0901,0.0498,0.1796,0
6.5,38.25,40.67,1888.18,0.1166,0.0974,0.0908,0.1083,0
6.83,30.5,70.09,1977.21,0.1462,0.1278,0.0419,0.2459,0
16.7,38.15,40.65,2101.6,0.0753,0.113,0.1185,0.2282,0
25.6,26.19,155.17,878.4,0.0979,0.2147,0.4288,0.1847,1
27.25,27.61,108.09,1748.59,0.0656,0.3123,0.1729,0.1606,1
8.08,39.29,90.01,858.04,0.0591,0.2302,0.3715,0.1641,0
18.92,28.91,161.88,1884.14,0.1226,0.0997,0.2361,0.2482,1
27.92,9.95,173.2,1232.62,0.0727,0.305,0.2866,0.2458,1
15.31,31.44,196.05,1550.2,0.0572,0.2286,0.0672,0.2638,0
25.91,37.07,142.72,1121.38,0.1577,0.0923,0.1182,,1
9.21,33.66,113.84,522.28,0.1141,0.1393,0.2195,0.2516,0
28.45,27.1,88.84,560.15,0.0662,0.2807,0.3789,0.1504,1
24.03,29.81,75.57,323.06,0.0564,0.2638,0.0184,0.1203,0
28.59,39.7,74.07,1598.65,0.0644,0.2103,0.218,0.2524,1
22.24,11.81,105.47,2142.79,0.1066,0.0678,0.0219,,0
14.72,29.68,198.69,189.17,0.1302,0.2851,0.1964,0.2964,1
28.52,17.79,40.14,296.33,0.127,0.1215,0.2704,0.275,1
12.61,28.84,71.55,1219.62,0.0673,0.2746,,0.2067,0
13.97,27.84,70.14,1881.02,0.126,0.2337,0.0596,0.1704,0
22.82,13.76,154.74,512.19,0.0986,0.1072,0.0716,0.2054,0
24.37,15.41,96.4,781.1,0.1058,0.0901,0.2021,0.2469,0
28.31,28.27,113.16,687.53,0.1462,0.0632,0.4292,0.2513,1
10.92,12.98,63.78,1081.76,0.0899,0.0998,0.1531,0.1147,0
25.15,17.22,104.8,671.0,0.0676,0.0721,0.1838,0.261,0
23.73,34.89,56.51,972.13,0.1548,0.2236,0.186,0.2283,1
7.53,19.14,125.29,1859.36,0.0755,0.2176,0.0347,0.1081,0
15.29,24.13,55.67,1581.98,0.0853,0.2134,0.3329,0.1626,0
12.79,38.18,166.48,331.59,0.1348,0.2318,0.1088,0.2021,1
13.31,16.04,130.66,1645.08,0.132,0.2889,0.3026,0.1377,0
29.59,21.08,155.83,1265.9,0.146,0.3215,0.2043,0.131,1
21.43,27.8,106.96,2345.57,0.0721,0.096,0.2631,0.1029,1
23.22,32.42,101.04,822.76,0.0923,0.214,0.0232,0.2823,0
29.44,36.95,55.71,1853.75,0.0651,0.0459,0.3827,0.1112,1
15.05,37.38,123.82,1864.83,0.1149,0.0596,0.1049,0.1732,0
25.24,33.08,122.32,662.74,0.0851,0.2359,0.2881,0.1412,1
16.43,16.08,114.9,2271.61,0.1327,0.1806,0.3431,0.2482,1
26.87,9.77,158.48,1299.19,0.05,0.2702,0.2322,0.2414,1
10.34,20.9,173.2,1742.16,0.0572,0.1605,0.1451,0.2612,0
28.74,13.39,160.13,484.22,0.1019,0.0621,0.4205,0.2234,1
11.25,31.02,63.02,748.42,0.165,0.3078,0.1197,0.2183,0
13.83,29.5,139.53,1523.21,0.1569,0.0474,0.4079,0.1814,1
24.15,10.36,52.85,892.9,0.1693,0.0824,0.0672,0.2273,0
15.45,34.93,151.14,1319.28,0.1,0.1114,0.1674,0.123,1
20.6,16.71,101.09,1022.65,0.0556,0.3484,0.0596,0.2369,0
16.67,22.4,61.2,1651.71,0.0867,0.1576,0.001,0.1208,0
23.82,,177.93,1289.66,0.1311,0.1856,0.1119,0.2723,1
11.48,22.31,138.24,150.88,0.0662,0.274,0.0375,0.2011,0
7.4,22.68,96.76,1673.25,0.086,0.23,0.4241,0.2061,1
13.2,11.03,44.92,1136.21,0.0567,0.2977,0.3275,0.217,0
17.38,21.44,125.97,946.41,0.107,0.1805,0.0016,0.2552,0
10.03,32.71,187.72,362.19,0.0751,0.3408,0.0962,0.1957,0
14.52,37.37,135.42,660.07,0.0609,0.2829,0.2882,0.1855,1
15.6,21.82,195.46,668.1,0.0993,0.1525,0.1714,0.1577,0
7.38,22.13,61.83,2347.47,0.0921,0.1458,0.3577,0.1256,0
20.0,30.78,130.93,1160.73,0.1145,0.3267,0.2171,0.1381,1
27.22,38.23,167.7,239.28,0.1399,0.2459,,0.1001,1
9.64,17.28,124.09,467.61,0.0635,0.2251,0.2567,0.2739,0
20.35,22.64,54.57,326.52,0.1449,0.2701,0.2744,0.253,1
21.95,33.68,133.26,1529.73,0.0532,0.2051,0.0989,0.1437,1
16.06,27.9,137.88,580.43,0.1032,0.0725,0.1605,,0
22.83,12.43,,1316.6,0.1205,0.1253,0.0218,0.1984,0
15.86,28.46,161.79,1013.35,0.1648,0.2041,0.2527,0.1825,1
18.11,14.79,163.32,2037.15,0.1189,0.026,0.1975,,0
6.18,24.82,146.15,896.36,0.069,0.1643,0.3271,0.1806,0
22.6,25.4,74.53,1221.51,0.1121,0.2694,0.0887,0.2728,1
21.87,36.16,104.68,1842.23,0.0975,0.0742,0.1878,0.1192,1
6.92,23.34,164.18,1162.71,0.1075,0.0413,0.0777,,0
,17.66,192.55,2011.99,0.0737,0.2959,0.264,0.2868,0
29.5,16.16,52.63,1701.58,0.1101,0.2237,0.3647,0.1023,1
16.1,36.1,125.69,1108.85,0.068,0.0783,0.3291,0.1782,1
18.05_err,14.3,90.0,1329.4,0.1393,0.2861,0.406,0.1519,1
27.84,22.2,76.06,2422.6,0.1213,0.2372,0.4178,0.2064,1
23.21,14.8,120.93,1701.4,0.0594,0.1303,0.332,0.1558,0
19.97,32.97,136.97,2275.79,0.1568,0.1441,0.1233,0.274,1
25.15,23.71,41.56,561.87,0.124,0.0714,,0.2874,1
26.74,19.89,164.83,1280.44,0.0879,0.2956,0.1924,0.2698,1
16.97,20.19,171.18,2284.44,0.0555,0.188,0.4274,0.1797,1
17.4,35.42,194.48,901.36,0.1259,0.2038,0.1774,0.298,1
15.27,26.17,68.9,2423.69,0.0948,0.3116,0.0856,0.247,1
,31.25,135.13,369.1,0.1589,0.0252,0.4061,,1
22.73,36.81,108.26,2270.3,0.0542,0.0421,0.1659,0.1187,1
8.0,36.95,93.57,1190.7,0.0547,0.0733,0.2971,0.2334,0
26.71,19.18,130.5,314.04,0.1639,0.0299,0.3389,0.2457,1
17.53,38.53,165.18,2215.67,0.1658,0.2372,0.3626,0.1245,1
7.65,9.77,43.69,734.58,0.0533,0.2292,0.3532,0.2099,0
19.19,20.68,195.1,192.51,0.1359,,0.3596,0.2974,0
16.01,36.77,169.58,460.5,0.0766,0.0693,0.2871,0.1652,1
27.07,17.51,160.18,1695.51,0.1342,0.0681,0.1736,0.1604,0
10.9,17.47,161.66,2447.64,0.1542,0.3346,0.2869,0.2807,0
25.84,18.38,102.25,403.05,0.0621,0.2489,0.3598,0.1235,1
19.38,27.98,160.26,1230.2,0.0787,0.2132,0.1508,0.2867,0
7.31,22.59,101.88,566.3,0.0529,0.1264,,0.2559,0
29.32,31.53,183.79,1898.29,0.0553,0.1629,0.1478,0.1782,1
18.3,36.74,68.36,418.62,0.0536,0.0495,0.2371,0.1167,1
12.98,29.9,86.78,706.03,0.1461,0.3494,0.0226,0.1038,0
17.27,15.34,128.21,603.52,0.0858,0.2692,0.335,0.1752,0
26.59,37.91,91.07,1443.95,0.1092,0.2251,0.0597,0.2411,1
13.32,17.2,107.88,2200.71,0.1445,0.214,0.0571,0.1975,0
10.62,13.65,118.79,1346.17,0.1094,0.1864,0.085,0.2477,0
9.1,11.79,177.02,277.45,0.1015,0.105,0.2481,0.2341,0
13.15,26.46,123.71,1469.6,0.0514,0.0947,0.1228,0.2146,0
24.72,12.53,97.99,2022.15,0.1182,0.2013,0.1583,0.2935,1
17.32,13.3,79.64,451.89,0.065,0.0432,0.4006,0.2457,0
11.46,18.3,105.39,311.6,0.1418,,0.3643,0.2829,0
9.99,17.73,122.52,583.23,0.0809,0.2051,0.3664,0.1484,0
13.99,27.73,159.38,1900.76,0.1309,0.3235,0.2484,0.2427,1
28.56,34.32,59.37,1536.37,0.1275,0.3217,0.3726,0.2196,1
14.23,,75.46,1415.8,0.124,0.0236,0.3348,0.2849,1
29.71,17.14,100.74,728.77,0.082,0.0554,0.4099,0.2021,1
17.65,16.6,97.66,924.08,0.0821,0.2124,0.0277,0.1559,0
10.3,38.94,102.68,2419.49,0.1536,0.3,0.0124,0.177,0
27.39,,166.96,707.88,0.0515,0.335,0.0753,0.1438,0
17.05,36.27,91.86,2267.88,0.0718,0.304,0.3995,0.144,1
23.03,15.19,120.3,1510.05,0.1232,0.2436,0.2604,0.1941,0
29.61,38.37,139.83,430.98,0.148,0.0862,0.1832,0.2785,1
7.2,19.61,77.15,1242.86,0.093,0.044,0.2205,0.1384,0
8.32,22.65,154.99,2378.57,0.1284,0.0357,0.3567,0.1576,0
23.29,30.92,127.54,1127.81,0.1169,0.222,0.3995,0.2706,1
12.76,27.22,111.48,2177.59,0.0577,0.0319,0.3138,0.1679,0
10.42,18.86,169.57,745.17,0.1246,0.2639,0.3267,0.2925,0
6.94,26.17,78.96,1487.38,0.1477,0.2551,0.1378,0.1538,0
6.52,31.65,181.31,2131.49,0.1691,0.0463,0.2008,0.1884,0
24.59,10.31,129.77,2312.82,0.0536,0.3192,0.3806,0.1191,1
9.23,9.35,137.47,1286.54,0.1292,0.1922,0.338,0.2984,0
,23.2,180.01,1649.66,0.0997,0.3185,0.2942,,1
20.54,13.09,170.81,147.03,0.0512,0.3175,0.0281,0.2635,0
16.28,29.59,136.25,737.61,0.1237,0.085,0.017,0.1315,0
6.65,15.64,160.51,797.76,0.0647,0.1456,0.0561,0.2939,0
24.8,22.42,109.33,360.64,0.0954,0.0644,0.25,0.2858,0
,15.13,127.58,800.08,0.0814,0.2757,0.2306,0.1871,0
24.29,26.0,49.93,897.85,0.0933,0.1864,0.4054,0.2363,1
27.44,12.6,54.38,2426.29,0.1091,0.3265,0.2987,0.2985,1
16.39,9.72,,1717.9,0.0931,0.0887,0.1264,0.1819,0
18.85,10.59,49.55,1145.37,0.1163,0.2472,0.0694,0.1226,0
17.45,38.58,67.1,2471.81,0.0786,0.3464,0.3653,0.2736,1
15.34,13.41,167.33,501.63,0.1262,0.2396,0.1976,0.1953,0
27.3,30.96,40.18,1263.48,0.1525,0.0427,0.281,0.2974,1
27.45,11.11,85.18,1667.07,0.0769,0.2142,0.243,0.2102,0
14.06,12.35,133.45,271.17,0.1109,0.0793,0.0462,0.1059,0
20.76,24.78,135.27,1832.12,,0.0301,0.0245,0.1983,0
28.25,23.41,164.34,375.69,0.1178,0.1305,0.1621,0.2436,0
29.09,38.5,120.95,471.07,0.0939,0.1078,0.1555,0.1052,1
18.22,38.29,121.5,516.87,0.1271,0.2803,0.2897,0.1827,1
16.87,33.17,156.05,2332.18,0.0534,0.1433,0.2718,0.1311,0
12.69,27.67,119.78,1752.44,0.0944,0.2619,0.4166,0.2286,1
29.01,23.1,137.36,1686.81,0.1139,0.0254,0.369,0.2915,1
9.43,20.04,183.64,1450.96,0.0525,0.0249,0.2135,0.2249,0
19.92,38.36,104.23,831.02,0.1109,0.0297,0.215,0.239,1
12.78,27.69,101.62,1605.3,0.1285,0.0924,0.2899,0.1793,0
12.7,26.95,,1107.95,0.1411,0.1434,0.0491,0.2126,0
15.72,16.19,138.15,483.18,0.0636,0.2206,0.43,0.2088,0
29.97,10.45,44.76,1767.45,0.1689,0.3454,0.2231,0.2519,1
7.32,38.3,120.66,445.81,0.1227,0.137,0.3913,0.2714,0
19.89,18.73,168.68,589.98,0.0936,0.0384,0.416,0.2326,1
7.98,22.72,127.99,2069.77,0.0799,0.0843,0.2501,0.296,0
9.71,12.55,83.14,1697.88,0.1187,0.3163,0.0444,0.2657,0
16.55,34.94,165.79,1629.14,0.1558,0.2508,0.2465,0.1249,1
18.25,9.86,83.15,1126.96,0.1125,0.2808,0.257,0.2015,0
12.21,34.85,157.29,1075.22,0.1294,0.061,0.3394,0.2806,0
13.59,13.35,137.64,1769.02,0.0929,0.0645,0.0207,0.2888,0
8.09,36.48,67.2,1886.41,0.0966,0.057,0.2005,0.176,0
13.28,31.62,184.82,1344.1,0.0843,0.3029,0.3968,0.2451,1
29.2,14.1,72.1,2427.48,0.1347,0.0893,,0.1821,1
28.67,26.54,198.33,2395.45,,0.2322,0.0823,0.1247,1
14.04,18.69,41.17,1113.33,0.0729,0.1903,0.3744,0.2769,0
19.7,14.53,82.16,2076.67,0.0943,0.1996,0.0629,0.2864,0
27.83,35.63,71.98,1422.11,0.1525,0.0845,0.3617,0.201,1
6.15,21.51,42.24,1347.74,0.1386,0.2296,0.1192,0.1037,0
25.46,21.35,157.18,269.72,0.0902,0.0342,0.4126,0.2632,0
28.76,14.27,150.95,1494.58,0.1588,0.3478,0.2991,0.1954,1
8.19,20.88,166.78,2265.36,0.059,0.0288,0.1716,0.115,0
9.87,36.02,81.07,1981.12,0.056,0.0366,0.1208,,0
29.06,20.26,111.09,1995.71,0.0653,0.1271,0.1012,0.1304,1
18.9,38.5,145.46,517.43,0.064,0.2944,0.2927,0.2373,1
6.34,38.34,110.36,985.94,0.0605,0.1049,0.3852,0.1599,0
12.18,13.49,151.57,690.36,,0.1757,0.3246,0.1255,0
16.8,14.5,141.44,885.56,0.1221,0.0259,0.359,0.2835,0
22.63,35.74,58.34,1507.71,0.1277,0.046,0.336,0.2913,1
23.6,21.18,164.97,1000.89,0.1326,0.2206,0.421,0.1277,1
29.89,9.14,155.31,1463.25,0.1408,0.0841,0.3259,0.146,1
12.9,17.49,144.93,1174.86,0.0749,,0.0904,0.2184,0
18.92,27.53,64.81,816.41,0.1247,0.2792,0.3404,0.1301,1
18.8,33.78,82.88,365.15,0.1196,0.3006,0.1385,0.1317,0
15.74,13.14,102.91,2244.74,0.1632,0.0642,0.4282,0.1673,1
10.06,12.43,84.79,166.84,0.0779,0.1703,0.162,0.2898,0
29.46,37.58,76.45,143.9,0.057,0.3325,0.1259,0.2925,1
26.48,32.29,168.86,2091.24,0.1284,0.2748,0.1029,0.2684,1
17.96,27.28,142.12,2492.47,0.1388,0.0586,0.2832,0.2391,1
20.48,32.84,130.48,1855.96,0.084,0.1858,0.047,0.2441,1
11.45,22.29,76.15,176.05,0.1185,0.3244,0.41,0.1939,0
19.05,32.51,186.89,674.99,0.0571,0.1652,0.1266,0.206,0
22.68,20.53,70.59,2433.5,0.1652,0.2963,0.127,0.2269,1
,16.57,167.19,2048.31,0.0632,0.1836,0.0198,0.2463,0
29.77,31.6,194.67,1477.65,0.0581,0.0552,0.1058,0.1194,1
20.67,22.01,156.33,698.99,0.0553,0.0688,0.1802,0.145,0
14.9,39.42,198.86,173.91,0.1013,0.0354,0.1589,0.2926,0
24.53,19.83,144.17,189.23,0.0617,0.0845,0.1174,0.167,0
10.09,37.57,74.79,1584.27,0.1394,0.3149,0.0175,0.1537,0
15.23,37.92,72.61,191.52,0.1579,0.2346,0.1292,0.1844,1
14.33,16.5,91.93,2484.97,0.0812,0.2638,0.3347,0.1582,1
16.36,33.74,41.14,572.79,0.1255,0.2251,0.1887,0.1182,1
24.76,22.43,149.07,1817.27,0.0551,0.1476,0.125,0.1416,1
17.62,37.44,82.99,505.94,0.0964,0.0916,0.1311,0.228,0
25.06,22.95,170.43,1414.62,0.0852,0.3255,0.2384,0.1446,1
19.84,32.07,97.47,330.24,0.0774,0.1899,0.13,0.2295,0
14.21,23.48,116.79,1949.6,0.1274,0.1788,0.2712,,1
25.44,16.06,194.51,1520.41,0.0656,0.3487,0.4255,0.1084,1
11.72,15.18,78.75,343.35,0.1533,0.1467,0.0177,0.2723,0
11.39,22.19,155.4,2142.66,0.1298,0.3019,0.0726,0.252,0
18.11,32.42,160.82,1430.96,0.1353,0.3046,0.077,0.2332,0
12.26,27.76,75.36,2314.96,0.1622,0.0968,0.1922,0.1062,1
