session_duration_min,pages_viewed,cart_value,prev_purchases,discount_percent,device_type,day_of_week,bounce_rate,loyalty_score,made_purchase
66.0,26.0,1545.29,5.0,32.4,1.0,3.0,0.444,74.0,1
115.0,17.0,4085.26,3.0,40.8,0.0,2.0,0.94,4.0,0
111.0,49.0,879.22,18.0,18.8,0.0,5.0,0.146,0.0,1
69.0,34.0,1967.0,9.0,2.2,2.0,3.0,0.426,18.0,0
107.0,18.0,2781.41,12.0,9.0,1.0,1.0,0.348,84.0,1
101.0,39.0,2084.2,12.0,44.7,0.0,4.0,0.104,58.0,1
43.0,48.0,2031.59,8.0,18.9,2.0,3.0,0.142,1.0,1
15.0,46.0,3128.87,9.0,4.0,2.0,6.0,0.358,32.0,0
84.0,42.0,4860.5,17.0,12.0,0.0,6.0,0.397,99.0,1
83.0,15.0,4268.93,19.0,26.8,2.0,1.0,,38.0,1
80.0,5.0,,1.0,27.0,2.0,2.0,0.388,25.0,0
75.0,22.0,315.68,9.0,20.9,0.0,3.0,0.602,90.0,1
61.0,11.0,2446.15,7.0,5.4,1.0,2.0,0.85,77.0,0
86.0,17.0,4115.71,6.0,42.3,2.0,5.0,0.941,1.0,0
20.0,30.0,2410.74,16.0,5.7,1.0,1.0,0.382,49.0,0
38.0,29.0,4074.93,7.0,48.8,2.0,1.0,0.885,15.0,0
25.0,7.0,906.42,7.0,47.0,2.0,6.0,,12.0,0
,29.0,638.04,19.0,37.3,2.0,0.0,0.061,70.0,1
65.0,46.0,4624.45,18.0,33.4,1.0,0.0,0.182,98.0,1
109.0,21.0,3542.88,5.0,39.9,1.0,4.0,0.64,24.0,1
36.0,36.0,2181.24,16.0,8.0,0.0,4.0,,62.0,1
52.0,10.0,564.74,10.0,39.2,2.0,4.0,0.099,83.0,1
104.0,29.0,1093.73,13.0,24.0,0.0,0.0,0.037,15.0,1
84.0,43.0,4688.68,9.0,22.0,1.0,4.0,0.906,2.0,0
19.0,26.0,154.81,13.0,45.0,1.0,1.0,0.492,91.0,1
27.0,45.0,1459.93,17.0,2.5,2.0,0.0,0.123,35.0,1
106.0,14.0,1643.02,11.0,5.5,1.0,1.0,0.639,96.0,0
62.0,30.0,3521.12,12.0,,0.0,6.0,0.126,21.0,1
99.0,27.0,4228.36,9.0,43.7,2.0,6.0,0.571,8.0,1
84.0,41.0,563.11,5.0,30.7,,5.0,0.302,24.0,0
50.0,39.0,147.64,14.0,44.9,0.0,6.0,0.507,26.0,1
97.0,12.0,244.36,19.0,46.5,1.0,4.0,0.049,46.0,0
88.0,26.0,526.13,12.0,6.2,2.0,3.0,0.449,24.0,0
72.0,6.0,2976.52,7.0,49.3,0.0,6.0,0.89,23.0,0
63.0,20.0,1735.04,19.0,21.3,0.0,6.0,0.747,36.0,1
115.0,31.0,,10.0,1.3,2.0,0.0,0.449,20.0,0
42.0,20.0,,3.0,40.6,1.0,1.0,0.405,12.0,0
79.0,45.0,136.66,8.0,42.4,,2.0,0.41,45.0,1
4.0,9.0,2941.22,12.0,43.9,,3.0,0.225,99.0,1
42.0,14.0,3511.19,18.0,18.1,2.0,0.0,0.083,91.0,1
33.0,24.0,870.62,2.0,46.8,0.0,1.0,0.15,63.0,1
72.0,9.0,1623.07,1.0,41.0,1.0,0.0,0.559,48.0,0
66.0,22.0,2936.05,8.0,21.5,1.0,5.0,0.473,58.0,1
56.0,40.0,676.4,14.0,15.2,1.0,5.0,0.312,61.0,0
,43.0,389.17,15.0,23.2,1.0,3.0,0.537,27.0,1
8.0,29.0,3304.43,6.0,32.1,2.0,5.0,0.373,76.0,0
100.0,39.0,3707.34,6.0,7.4,0.0,4.0,0.202,77.0,1
41.0,34.0,2155.28,18.0,24.7,0.0,1.0,0.093,57.0,1
54.0,5.0,709.38,2.0,25.4,1.0,4.0,0.503,12.0,0
43.0,2.0,2139.73,11.0,43.7,2.0,4.0,0.209,91.0,1
113.0,18.0,3134.34,8.0,41.8,0.0,4.0,0.675,79.0,1
8.0,32.0,1547.64,10.0,27.2,2.0,5.0,0.987,59.0,0
83.0,39.0,4527.45,5.0,33.5,0.0,2.0,0.344,5.0,1
39.0,45.0,889.11,13.0,3.4,2.0,3.0,0.466,72.0,0
7.0,18.0,1487.02,8.0,2.9,0.0,5.0,0.78,93.0,0
73.0,7.0,3525.59,14.0,9.8,0.0,4.0,0.681,68.0,1
27.0,18.0,2117.06,10.0,,1.0,2.0,0.919,99.0,1
109.0,33.0,1053.31,8.0,19.7,1.0,6.0,0.007,82.0,1
39.0,21.0,396.18,7.0,32.7,1.0,6.0,0.713,87.0,0
99.0,32.0,1520.91,2.0,46.4,0.0,3.0,0.154,87.0,1
60.0,12.0,1582.14,9.0,15.5,1.0,3.0,0.576,,0
85.0,32.0,2925.06,0.0,47.6,0.0,5.0,0.826,96.0,0
2.0,14.0,1719.76,4.0,1.9,0.0,6.0,0.718,8.0,0
43.0,43.0,4658.55,16.0,40.1,1.0,4.0,0.273,43.0,1
46.0,29.0,3187.87,9.0,16.1,0.0,0.0,0.571,71.0,0
33.0,20.0,4254.23,9.0,36.7,1.0,2.0,0.331,95.0,1
51.0,15.0,272.92,16.0,2.8,2.0,6.0,0.967,99.0,0
36.0,25.0,1645.32,2.0,31.4,1.0,1.0,0.775,52.0,0
78.0,36.0,3189.19,7.0,8.3,2.0,0.0,0.615,67.0,1
100.0,48.0,2200.27,18.0,40.2,2.0,6.0,0.117,15.0,1
64.0,11.0,1857.49,11.0,10.2,2.0,5.0,0.619,5.0,0
12.0,1.0,2497.9,7.0,37.4,1.0,0.0,0.221,65.0,0
13.0,11.0,1602.44,14.0,42.2,2.0,6.0,0.277,82.0,1
19.0,17.0,2892.24,14.0,32.9,,3.0,0.877,80.0,0
34.0,25.0,2196.27,17.0,44.6,1.0,6.0,0.475,79.0,1
20.0,5.0,2698.81,3.0,39.3,1.0,0.0,0.741,23.0,0
18.0,36.0,1489.08,16.0,2.3,0.0,1.0,0.767,8.0,0
5.0,22.0,4453.29,4.0,7.2,0.0,6.0,0.125,76.0,0
92.0,20.0,2951.28,1.0,16.8,2.0,0.0,0.592,31.0,1
25.0,44.0,26.49,1.0,,0.0,4.0,0.861,60.0,0
83.0,42.0,796.09,10.0,20.2,0.0,1.0,0.804,29.0,1
18.0,44.0,1283.71,6.0,10.3,1.0,2.0,0.415,26.0,0
51.0,10.0,2366.37,13.0,13.9,1.0,1.0,0.819,26.0,0
113.0,9.0,2463.31,6.0,18.6,0.0,3.0,0.925,71.0,1
15.0,9.0,1984.85,7.0,46.3,1.0,6.0,0.894,35.0,0
72.0,42.0,275.04,1.0,34.2,1.0,4.0,0.136,83.0,1
1.0,44.0,4193.29,18.0,9.2,1.0,4.0,0.283,61.0,1
94.0,8.0,143.46,8.0,31.8,2.0,6.0,0.437,2.0,0
13.0,43.0,878.26,18.0,12.6,0.0,0.0,0.756,45.0,1
106.0,30.0,3385.85,5.0,16.1,2.0,5.0,0.138,75.0,0
61.0,46.0,2028.09,9.0,42.0,2.0,2.0,0.492,58.0,0
111.0,29.0,560.61,16.0,2.3,0.0,0.0,0.101,19.0,0
100.0,34.0,881.86,10.0,0.9,1.0,6.0,0.419,82.0,1
15.0,18.0,1187.51,14.0,43.5,0.0,4.0,0.053,0.0,1
111.0,13.0,1625.45,9.0,45.6,1.0,4.0,0.452,31.0,1
25.0,25.0,4178.06,19.0,43.9,2.0,0.0,0.354,75.0,1
18.0,44.0,4081.95,13.0,36.7,2.0,1.0,0.604,13.0,1
27.0,41.0,1463.82,4.0,42.2,0.0,3.0,0.54,30.0,0
93.0,15.0,3595.05,7.0,23.5,0.0,1.0,0.829,33.0,0
69.0,45.0,1653.99,16.0,45.7,2.0,0.0,0.409,51.0,1
64.0,47.0,108.99,19.0,12.8,1.0,0.0,0.726,35.0,0
36.0,42.0,4039.41,15.0,29.7,2.0,6.0,0.397,65.0,1
99.0,16.0,3945.79,10.0,2.7,2.0,3.0,0.734,19.0,0
45.0,37.0,998.58,13.0,44.3,2.0,4.0,0.017,25.0,1
62.0,3.0,963.88,8.0,6.4,0.0,4.0,0.832,62.0,0
53.0,42.0,1889.81,8.0,12.1,0.0,1.0,0.088,70.0,0
68.0,23.0,454.93,5.0,9.5,1.0,1.0,0.719,5.0,0
89.0,48.0,3713.85,6.0,41.0,0.0,6.0,0.529,52.0,1
119.0,30.0,241.43,15.0,10.6,1.0,3.0,0.643,53.0,1
103.0,29.0,4125.23,12.0,24.3,1.0,6.0,0.205,87.0,1
,27.0,4479.06,4.0,6.8,0.0,0.0,0.982,5.0,0
37.0,13.0,143.76,8.0,49.6,0.0,0.0,0.449,9.0,1
19.0,20.0,2814.92,6.0,5.8,1.0,4.0,0.272,91.0,0
47.0,21.0,427.7,19.0,9.7,1.0,0.0,,53.0,1
39.0,39.0,3518.05,,46.6,2.0,4.0,0.116,68.0,0
54.0,11.0,3345.73,6.0,34.0,2.0,1.0,0.491,55.0,0
52.0,30.0,1716.71,16.0,2.6,1.0,2.0,0.19,70.0,0
64.0,6.0,2046.07,9.0,12.2,0.0,4.0,0.475,74.0,0
97.0,17.0,486.08,13.0,44.1,2.0,5.0,0.571,69.0,0
33.0,16.0,4636.48,13.0,7.4,2.0,4.0,0.927,40.0,1
111.0,30.0,3542.19,2.0,47.1,2.0,6.0,0.049,69.0,1
39.0,9.0,2842.5,19.0,31.5,1.0,2.0,0.15,21.0,1
24.0,30.0,3534.32,13.0,7.1,2.0,6.0,0.283,61.0,0
20.0,1.0,2318.39,7.0,27.7,0.0,1.0,0.592,85.0,0
53.0,10.0,2727.9,11.0,7.7,1.0,3.0,0.366,23.0,1
97.0,36.0,1461.96,10.0,36.9,0.0,5.0,0.616,97.0,1
38.0,19.0,2768.75,11.0,38.0,2.0,6.0,0.447,44.0,1
103.0,37.0,1198.55,6.0,12.4,1.0,0.0,0.997,42.0,0
26.0,36.0,913.49,2.0,18.9,1.0,2.0,0.642,27.0,0
77.0,41.0,1989.09,4.0,32.1,1.0,0.0,0.763,36.0,0
67.0,43.0,4857.56,5.0,29.4,0.0,6.0,0.971,10.0,0
32.0,29.0,4072.65,0.0,46.7,2.0,5.0,0.342,56.0,1
119.0,,1168.45,14.0,27.5,2.0,0.0,0.017,0.0,0
41.0,19.0,1027.01,0.0,10.4,2.0,4.0,0.89,51.0,0
74.0,38.0,731.81,10.0,27.8,2.0,3.0,0.254,6.0,0
104.0,39.0,327.62,7.0,45.8,,0.0,0.667,38.0,1
99.0,22.0,850.98,12.0,29.5,1.0,4.0,0.136,32.0,1
,21.0,4874.84,2.0,,1.0,0.0,0.669,44.0,0
38.0,42.0,,2.0,9.3,2.0,3.0,0.495,5.0,0
34.0,40.0,3483.28,2.0,35.9,1.0,0.0,0.516,93.0,0
13.0,36.0,1054.41,0.0,0.3,1.0,0.0,0.826,66.0,0
100.0,23.0,1679.87,12.0,42.6,2.0,0.0,0.54,78.0,1
88.0,29.0,1731.26,4.0,37.2,0.0,2.0,0.708,40.0,0
49.0,9.0,937.09,4.0,49.8,1.0,1.0,0.91,85.0,0
57.0,20.0,1270.34,17.0,26.8,2.0,5.0,0.54,73.0,1
84.0,23.0,1312.91,5.0,20.1,0.0,3.0,0.885,8.0,0
54.0,10.0,,1.0,38.1,0.0,1.0,0.91,56.0,0
100.0,17.0,2157.32,9.0,31.1,1.0,5.0,0.347,85.0,0
18.0,2.0,4651.97,17.0,46.9,1.0,0.0,0.001,26.0,1
74.0,38.0,3573.89,13.0,6.6,0.0,4.0,0.586,14.0,1
41.0,9.0,1417.82,12.0,17.8,0.0,,0.777,19.0,0
51.0,35.0,1286.8,13.0,16.4,1.0,0.0,0.889,28.0,0
66.0,37.0,1597.48,11.0,22.1,0.0,2.0,0.287,86.0,1
88.0,23.0,1758.12,4.0,14.9,1.0,5.0,0.952,54.0,0
,42.0,3262.38,14.0,49.0,2.0,,0.549,79.0,1
93.0,39.0,32.06,14.0,18.5,1.0,1.0,0.868,89.0,0
12.0,3.0,2995.23,2.0,41.9,0.0,0.0,0.799,0.0,0
63.0,23.0,4624.21,4.0,22.4,1.0,2.0,0.752,6.0,0
68.0,28.0,3396.66,4.0,48.7,0.0,4.0,0.492,36.0,1
69.0,18.0,793.08,1.0,2.6,,6.0,0.982,29.0,0
35.0,33.0,1185.71,4.0,15.9,0.0,6.0,0.798,7.0,0
115.0,32.0,4497.52,12.0,7.2,0.0,1.0,0.47,34.0,1
102.0,10.0,4920.78,11.0,25.8,2.0,6.0,0.783,50.0,0
27.0,5.0,3105.76,2.0,25.6,1.0,2.0,0.616,48.0,0
119.0,18.0,3245.66,2.0,15.1,2.0,0.0,0.598,35.0,0
95.0,48.0,2565.62,3.0,34.0,2.0,6.0,0.334,79.0,1
85.0,42.0,2004.92,17.0,18.8,1.0,5.0,,20.0,1
77.0,18.0,2399.8,4.0,0.1,2.0,0.0,0.379,39.0,1
114.0,,4649.28,16.0,0.8,0.0,0.0,0.159,57.0,1
88.0,28.0,827.09,4.0,43.2,2.0,4.0,0.809,57.0,1
105.0,7.0,3056.59,17.0,29.4,1.0,4.0,0.319,69.0,1
39.0,14.0,2832.5,18.0,27.6,2.0,0.0,0.503,11.0,0
17.0,13.0,2004.71,9.0,15.2,0.0,2.0,0.643,31.0,0
112.0,26.0,2486.93,17.0,18.0,0.0,3.0,0.783,37.0,1
80.0,21.0,3188.64,2.0,13.7,2.0,3.0,0.304,89.0,0
72.0,2.0,1850.73,1.0,22.3,2.0,6.0,0.559,28.0,0
95.0,40.0,1469.11,2.0,20.1,1.0,2.0,0.648,33.0,0
75.0,9.0,492.95,2.0,44.3,1.0,4.0,0.192,10.0,0
50.0,2.0,3469.35,7.0,9.1,2.0,2.0,0.837,56.0,0
118.0,6.0,3321.21,19.0,35.9,2.0,3.0,0.685,25.0,1
18.0,9.0,4870.96,17.0,23.5,2.0,6.0,0.076,22.0,1
23.0,27.0,1625.33,2.0,17.0,0.0,1.0,0.749,30.0,0
36.0,17.0,1807.24,1.0,49.0,0.0,5.0,0.195,4.0,0
44.0,26.0,1101.57,4.0,2.5,1.0,4.0,0.877,2.0,0
83.0,37.0,2314.45,,47.8,2.0,1.0,0.684,74.0,1
35.0,18.0,4217.0,6.0,17.0,0.0,1.0,0.959,6.0,0
91.0,12.0,314.73,7.0,26.2,2.0,5.0,0.388,0.0,0
74.0,44.0,3554.84,0.0,25.2,0.0,4.0,0.926,39.0,0
60.0,40.0,2487.67,6.0,35.0,2.0,0.0,0.687,91.0,1
100.0,18.0,3990.29,14.0,40.8,2.0,0.0,0.432,33.0,1
3.0,18.0,930.97,2.0,18.5,0.0,3.0,0.468,18.0,0
54.0,15.0,2854.04,19.0,23.5,1.0,3.0,0.758,47.0,0
87.0,48.0,2742.27,19.0,3.9,1.0,2.0,0.037,12.0,1
102.0,34.0,3145.06,14.0,22.7,1.0,0.0,0.218,0.0,1
31.0,15.0,2878.65,7.0,0.5,2.0,2.0,0.681,6.0,0
22.0,26.0,2060.68,15.0,33.9,2.0,1.0,0.008,85.0,1
64.0,13.0,627.86,11.0,9.1,0.0,0.0,0.049,29.0,1
70.0,4.0,3572.73,15.0,23.9,2.0,1.0,0.892,41.0,1
72.0,19.0,2043.45,2.0,8.8,2.0,6.0,0.393,29.0,1
46.0,38.0,3873.67,5.0,47.3,0.0,3.0,0.997,10.0,0
16.0,13.0,1583.48,5.0,49.0,2.0,6.0,0.323,25.0,0
12.0,8.0,43.95,4.0,45.4,1.0,6.0,0.815,54.0,0
24.0,40.0,4820.18,19.0,20.1,2.0,1.0,0.987,51.0,1
94.0,12.0,761.51,15.0,2.1,0.0,4.0,0.291,11.0,1
43.0,12.0,1974.82,7.0,9.8,2.0,0.0,0.236,46.0,0
85.0,39.0,1968.03,7.0,37.5,1.0,2.0,0.755,10.0,0
39.0,,2754.6,13.0,20.5,0.0,2.0,0.847,41.0,0
101.0,38.0,1842.56,14.0,34.4,1.0,4.0,0.936,81.0,1
107.0,42.0,2759.22,2.0,30.1,0.0,1.0,0.354,17.0,1
41.0,4.0,3947.29,6.0,40.0,0.0,1.0,0.087,74.0,1
74.0,9.0,2647.09,7.0,6.4,1.0,4.0,0.117,14.0,0
91.0,14.0,2247.41,11.0,8.3,2.0,3.0,0.019,,1
103.0,29.0,1783.34,,26.8,1.0,5.0,0.603,60.0,0
101.0,23.0,,1.0,22.1,2.0,3.0,0.596,98.0,1
42.0,34.0,4933.07,1.0,6.6,0.0,3.0,0.736,72.0,0
98.0,14.0,3687.21,19.0,,2.0,5.0,0.966,65.0,1
118.0,29.0,1466.24,3.0,28.9,0.0,5.0,0.849,93.0,1
67.0,1.0,470.85,4.0,38.8,1.0,3.0,0.314,70.0,0
105.0,41.0,2992.66,7.0,49.2,2.0,4.0,0.869,80.0,0
79.0,31.0,2513.35,8.0,19.4,,6.0,0.443,31.0,0
104.0,20.0,4344.81,10.0,14.3,2.0,0.0,0.965,7.0,0
56.0,33.0,124.88,16.0,6.9,0.0,5.0,0.111,92.0,1
58.0,11.0,1789.97,19.0,44.8,,0.0,0.108,74.0,1
101.0,49.0,1143.0,3.0,48.3,2.0,2.0,0.237,15.0,0
114.0,35.0,4902.58,9.0,9.2,2.0,3.0,0.713,95.0,1
71.0,20.0,1518.12,13.0,32.1,0.0,1.0,0.522,37.0,1
95.0,44.0,355.8,1.0,45.9,0.0,1.0,0.252,8.0,1
17.0,35.0,2155.73,12.0,30.5,0.0,4.0,0.685,98.0,1
2.0,17.0,1729.19,13.0,6.3,1.0,1.0,0.309,42.0,0
54.0,27.0,614.16,19.0,30.8,0.0,3.0,0.488,28.0,0
108.0,19.0,2692.3,10.0,31.7,1.0,4.0,0.058,37.0,1
84.0,34.0,2372.67,2.0,45.8,2.0,3.0,0.501,35.0,0
8.0,13.0,3939.54,13.0,17.9,1.0,4.0,0.232,88.0,1
31.0,11.0,,4.0,11.9,0.0,1.0,0.442,93.0,1
48.0,34.0,,10.0,46.9,2.0,1.0,0.133,55.0,1
89.0,7.0,1121.57,7.0,17.6,0.0,5.0,0.339,31.0,0
25.0,39.0,2606.78,5.0,24.3,0.0,1.0,0.192,18.0,1
99.0,47.0,2129.43,18.0,12.1,0.0,4.0,0.527,97.0,1
72.0,27.0,2149.53,15.0,40.2,0.0,2.0,0.816,12.0,1
27.0,34.0,3963.04,14.0,33.7,2.0,4.0,0.263,10.0,1
48.0,43.0,1930.24,,6.4,0.0,5.0,0.015,29.0,0
61.0,28.0,902.02,11.0,28.4,2.0,3.0,0.417,69.0,1
11.0,10.0,4245.32,8.0,38.0,1.0,6.0,0.448,91.0,0
13.0,16.0,1933.65,15.0,4.7,1.0,1.0,0.048,54.0,0
78.0,45.0,3368.91,4.0,1.2,0.0,4.0,0.307,85.0,0
2.0,6.0,4577.01,5.0,34.0,0.0,6.0,0.904,15.0,0
79.0,48.0,4127.07,7.0,25.0,2.0,4.0,0.72,2.0,0
17.0,35.0,3039.3,4.0,2.3,1.0,0.0,0.245,71.0,0
96.0,29.0,1362.35,5.0,14.6,0.0,1.0,0.571,2.0,0
65.0,39.0,3301.6,7.0,25.6,0.0,4.0,0.852,90.0,0
35.0,33.0,1122.61,7.0,,0.0,1.0,0.475,46.0,1
37.0,37.0,4184.12,12.0,24.7,0.0,6.0,0.444,69.0,1
60.0,9.0,843.5,6.0,11.2,0.0,3.0,0.841,8.0,0
36.0,13.0,1658.77,3.0,5.0,2.0,1.0,0.192,45.0,0
101.0,10.0,3919.46,6.0,46.7,0.0,6.0,0.999,29.0,0
30.0,16.0,3566.66,9.0,1.5,2.0,0.0,0.5,76.0,1
4.0,1.0,1074.01,,32.6,0.0,4.0,0.505,29.0,0
28.0,34.0,123.07,3.0,32.2,1.0,6.0,0.409,13.0,0
56.0,37.0,54.12,1.0,1.6,2.0,6.0,0.814,96.0,0
48.0,42.0,3748.86,9.0,18.0,1.0,5.0,0.948,90.0,0
20.0,28.0,1834.14,15.0,5.6,1.0,0.0,0.332,93.0,1
66.0_err,36.0,1823.28,7.0,7.7,1.0,0.0,0.431,4.0,0
2.0,24.0,4083.08,7.0,2.3,2.0,1.0,0.872,13.0,0
31.0,13.0,2634.41,17.0,4.3,2.0,4.0,0.588,45.0,1
57.0,44.0,1813.79,0.0,13.5,0.0,6.0,0.548,3.0,0
73.0,20.0,1656.71,9.0,37.8,0.0,1.0,0.799,1.0,0
76.0,18.0,1223.05,16.0,45.9,0.0,0.0,,66.0,1
13.0,48.0,4378.73,11.0,11.0,0.0,2.0,0.422,8.0,0
2.0,26.0,2307.67,10.0,24.6,1.0,4.0,0.401,,1
44.0,14.0,492.74,16.0,18.9,2.0,6.0,0.746,91.0,0
90.0,45.0,3545.45,10.0,23.0,0.0,5.0,0.398,19.0,1
13.0,15.0,303.73,13.0,25.5,2.0,1.0,0.694,95.0,0
89.0,4.0,,18.0,20.7,1.0,1.0,0.648,29.0,1
8.0,1.0,2452.17,17.0,38.5,2.0,0.0,0.31,54.0,0
78.0,45.0,4541.67,10.0,5.0,1.0,0.0,0.562,73.0,1
41.0,3.0,2788.9,1.0,7.3,1.0,0.0,0.919,62.0,0
61.0,26.0,3107.54,10.0,,2.0,5.0,0.758,90.0,1
21.0,42.0,2085.99,7.0,24.8,0.0,0.0,0.383,35.0,0
19.0,,2077.98,18.0,13.7,1.0,6.0,0.248,78.0,1
93.0,32.0,617.84,14.0,2.5,0.0,4.0,0.451,19.0,0
104.0,26.0,3600.8,6.0,0.9,2.0,5.0,0.429,62.0,1
37.0,9.0,3142.81,7.0,36.2,2.0,2.0,0.579,9.0,0
52.0,28.0,2583.97,17.0,27.1,2.0,6.0,0.547,16.0,1
75.0,2.0,4057.81,15.0,17.2,1.0,5.0,0.945,30.0,0
88.0,6.0,3891.67,15.0,,0.0,2.0,0.644,89.0,1
49.0,5.0,627.71,13.0,36.7,0.0,4.0,0.549,23.0,0
76.0,36.0,2686.11,11.0,2.3,1.0,3.0,0.047,97.0,1
41.0,36.0,3128.99,1.0,8.1,2.0,1.0,0.43,15.0,0
42.0,4.0,885.92,7.0,17.8,2.0,5.0,0.828,54.0,0
16.0,14.0,157.18,9.0,12.0,2.0,1.0,0.099,31.0,0
71.0,24.0,3331.8,16.0,0.2,2.0,6.0,0.453,12.0,1
61.0,45.0,2629.39,4.0,44.2,2.0,5.0,0.573,70.0,1
107.0,46.0,4744.03,7.0,46.0,0.0,6.0,0.358,8.0,1
91.0,27.0,553.05,16.0,32.5,2.0,1.0,0.447,1.0,0
56.0,,4528.96,6.0,49.5,2.0,0.0,0.26,71.0,1
71.0,43.0,3188.74,15.0,28.8,0.0,0.0,0.419,50.0,1
5.0,22.0,821.95,8.0,5.3,0.0,6.0,0.424,64.0,1
108.0,3.0,2703.33,7.0,10.5,2.0,2.0,0.481,45.0,0
6.0,45.0,4705.19,4.0,28.3,1.0,3.0,0.643,18.0,0
116.0,40.0,677.15,15.0,37.8,0.0,2.0,0.89,92.0,1
106.0,1.0,3779.04,0.0,33.9,2.0,6.0,0.289,32.0,0
7.0,1.0,601.15,0.0,14.2,1.0,5.0,0.578,48.0,0
73.0,3.0,1628.56,4.0,13.8,2.0,1.0,0.557,10.0,0
70.0,29.0,4084.55,4.0,0.7,1.0,1.0,0.579,70.0,0
71.0,13.0,771.37,3.0,6.6,0.0,1.0,0.976,86.0,0
81.0,12.0,1146.37,7.0,18.3,2.0,3.0,0.382,45.0,0
28.0,39.0,3885.62,3.0,28.0,0.0,3.0,0.535,26.0,0
55.0,11.0,4765.73,17.0,11.5,1.0,4.0,0.965,38.0,0
,37.0,4400.42,0.0,2.8,2.0,0.0,0.704,40.0,1
99.0,49.0,3323.34,15.0,29.6,2.0,6.0,0.033,10.0,1
47.0,4.0,4359.41,2.0,49.6,0.0,3.0,0.784,96.0,1
102.0,4.0,3511.67,19.0,15.4,0.0,6.0,0.956,75.0,0
27.0,42.0,4910.44,7.0,47.9,1.0,3.0,0.474,92.0,1
69.0,38.0,1766.48,15.0,27.5,2.0,3.0,0.999,84.0,0
5.0,10.0,2029.84,6.0,47.7,2.0,2.0,0.771,10.0,0
39.0,43.0,3533.7,12.0,23.2,0.0,6.0,0.856,6.0,0
78.0,23.0,186.09,14.0,5.5,2.0,3.0,0.17,51.0,0
20.0,24.0,240.4,1.0,25.7,1.0,3.0,0.065,10.0,0
67.0,38.0,718.24,9.0,34.5,0.0,5.0,0.531,67.0,0
98.0,48.0,1135.87,3.0,9.1,2.0,6.0,0.299,16.0,0
115.0,42.0,3483.61,13.0,8.7,1.0,3.0,0.05,60.0,1
63.0,30.0,2156.44,2.0,3.5,1.0,2.0,0.986,,0
51.0,46.0,2393.12,18.0,6.2,2.0,2.0,0.216,13.0,1
80.0,2.0,1968.0,19.0,32.8,1.0,4.0,0.061,47.0,1
23.0,40.0,117.9,,37.7,0.0,0.0,0.319,97.0,1
118.0,33.0,3497.48,4.0,25.9,1.0,6.0,0.197,42.0,1
2.0,35.0,3985.27,12.0,3.3,0.0,3.0,0.382,48.0,1
60.0,41.0,4681.47,12.0,46.4,0.0,5.0,0.316,79.0,1
107.0,1.0,92.64,9.0,19.4,0.0,5.0,0.961,31.0,0
,28.0,2891.77,18.0,38.7,2.0,6.0,0.101,43.0,1
63.0,34.0,804.0,0.0,48.5,0.0,4.0,0.94,49.0,0
34.0,8.0,2481.72,12.0,34.9,,2.0,0.898,39.0,0
17.0,7.0,270.39,15.0,2.7,0.0,1.0,0.906,68.0,0
61.0,30.0,4892.94,14.0,25.9,2.0,2.0,0.335,75.0,1
89.0,33.0,3208.58,7.0,33.9,2.0,2.0,0.93,48.0,0
34.0,26.0,2517.12,8.0,23.9,1.0,0.0,0.157,85.0,0
16.0,46.0,2489.68,6.0,10.9,0.0,2.0,0.532,,0
37.0,39.0,3258.21,2.0,41.3,2.0,6.0,0.07,14.0,1
84.0,26.0,,10.0,22.3,0.0,2.0,,7.0,0
76.0,18.0,761.3,17.0,11.6,2.0,3.0,0.16,13.0,0
88.0,18.0,839.4,2.0,39.2,2.0,4.0,0.006,94.0,1
,39.0,2906.56,7.0,43.8,2.0,3.0,0.087,82.0,1
58.0,11.0,809.8,1.0,42.5,0.0,3.0,0.594,92.0,0
80.0,39.0,4483.12,5.0,22.5,1.0,3.0,0.677,64.0,1
86.0,35.0,4423.41,3.0,27.0,2.0,0.0,0.885,78.0,1
59.0,9.0,4118.06,1.0,9.6,1.0,,0.269,20.0,0
5.0,16.0,3775.34,4.0,3.3,0.0,1.0,0.338,84.0,0
18.0,10.0,4281.68,15.0,17.6,2.0,3.0,0.322,12.0,0
112.0,47.0,959.36,7.0,46.9,0.0,6.0,0.748,59.0,1
115.0,17.0,3993.32,17.0,11.6,2.0,1.0,0.58,72.0,1
119.0,20.0,4939.19,17.0,46.1,0.0,2.0,0.438,1.0,1
97.0,28.0,4444.84,15.0,7.0,1.0,0.0,0.76,56.0,1
42.0,33.0,2025.48,7.0,43.3,1.0,0.0,0.878,61.0,1
61.0,15.0,987.01,12.0,9.1,2.0,3.0,0.354,32.0,0
94.0,37.0,1958.46,4.0,33.4,0.0,5.0,0.893,82.0,0
65.0,49.0,1210.35,11.0,3.2,2.0,2.0,,,0
36.0,1.0,1472.88,13.0,9.7,2.0,3.0,0.707,54.0,0
115.0,8.0,1602.5,1.0,33.7,1.0,0.0,0.552,85.0,0
84.0,33.0,1622.07,18.0,22.3,2.0,3.0,0.387,17.0,1
42.0,43.0,3368.45,10.0,15.1,0.0,4.0,0.928,73.0,1
67.0,,1209.29,12.0,15.1,1.0,0.0,0.967,39.0,0
9.0,10.0,4240.93,8.0,5.9,2.0,4.0,0.537,74.0,0
33.0,32.0,1053.59,15.0,,2.0,4.0,0.349,55.0,1
25.0,16.0,558.26,2.0,25.5,2.0,5.0,0.855,68.0,0
