annual_income,monthly_spend,avg_basket_size,purchase_frequency,discount_usage_pct,loyalty_points,online_orders_pct,return_rate_pct,customer_age,months_active
187070.83,4356.13,665.9,14.38,93.49,1613.8,57.27,18.0,24.09,24.18
272818.89,5056.31,612.56,14.37,90.41,2388.3,65.57,24.82,18.0,22.2
267662.54,4082.94,557.31,15.05,87.03,1627.39,88.83,15.47,26.03,27.47
257310.53,5272.64,775.23,15.69,85.76,2137.04,71.33,25.27,22.68,16.03
301907.28,4997.83,639.72,19.88,95.95,2230.62,91.76,11.78,30.04,24.21
274582.16,4119.68,598.51,11.49,79.74,1344.62,88.67,13.64,28.16,23.38
286793.69,4870.26,544.32,16.3,91.78,2206.13,65.25,25.99,34.62,21.33
216242.55,5058.44,671.53,13.51,90.5,1439.23,89.54,25.98,31.03,28.82
244560.17,5186.1,570.01,15.23,83.82,2021.31,76.98,20.59,19.68,31.23
236255.76,4409.05,623.43,16.9,98.08,1949.3,70.02,15.23,26.13,15.85
307353.45,3637.66,609.41,15.44,85.44,1688.65,56.83,28.93,32.44,29.7
,4721.65,573.37,11.65,89.52,2115.44,81.07,21.98,23.99,23.12
212757.32,4344.2,469.2,12.87,92.68,1708.78,70.5,24.94,31.04,22.91
244636.98,4175.26,490.25,14.1,93.44,1720.85,61.86,18.6,28.05,29.43
239866.22,4881.1,648.63,18.17,96.19,1963.99,67.43,21.05,24.99,24.84
263082.32,4881.6,596.53,18.33,88.58,2141.53,60.97,14.59,19.86,23.23
,5463.18,619.57,12.5,88.7,1883.38,66.72,13.65,31.44,13.39
256220.27,4655.69,601.91,16.6,91.95,1323.29,68.55,18.88,25.25,17.56
264394.05,4480.81,742.43,,96.44,1903.26,52.47,19.46,24.64,34.28
247231.96,4335.1,440.89,15.07,86.21,2077.05,64.09,23.8,27.52,17.46
238503.85,4535.03,612.06,15.49,87.56,1872.07,65.07,18.1,32.42,24.48
232365.8,5040.29,589.76,15.06,84.43,2143.33,60.25,10.26,31.12,17.91
297522.98,4206.56,582.42,,90.93,1451.59,54.8,23.95,36.69,29.7
219517.24,4245.22,662.3,16.04,88.86,1804.7,77.86,14.05,22.09,25.22
234252.87,5330.21,664.45,19.68,86.4,2196.83,63.45,17.86,29.69,25.4
292131.69,5333.64,496.41,16.05,86.85,2227.66,79.57,20.43,29.83,31.93
236706.5,5014.79,,16.61,85.32,1920.48,77.28,20.18,28.18,16.67
257375.47,4613.21,540.37,13.64,92.19,2292.49,73.31,17.99,25.49,31.38
275268.91,4032.05,775.15,12.74,92.95,1896.69,69.12,26.04,31.37,22.0
266266.35,4086.31,492.48,12.49,91.03,2152.8,81.92,18.52,28.19,21.1
214598.34,5039.77,,15.53,86.92,1691.58,79.54,14.35,24.72,28.66
247020.88,4209.4,609.31,16.66,90.23,1337.27,72.1,15.5,23.84,24.6
231088.44,3819.28,503.45,12.82,96.54,2167.72,79.64,24.12,25.5,21.3
262750.27,4876.28,689.58,19.0,89.66,2245.94,73.16,12.11,30.74,25.37
181872.29,4618.93,452.66,13.82,87.8,2155.86,58.67,17.84,26.39,16.34
246355.25,4092.95,569.46,16.13,87.28,2092.0,74.94,26.97,22.73,22.15
254698.24,3744.59,756.42,11.04,89.33,2230.21,68.2,18.16,28.56,18.23
271625.89,4145.03,605.58,14.95,82.11,1639.3,59.98,19.54,30.49,24.14
178725.95,4595.91,678.93,16.89,82.44,1987.48,68.36,19.14,26.34,23.26
228745.7,5235.49,636.01,16.09,92.13,2579.45,74.52,21.78,18.18,29.38
259105.12,3964.08,721.15,15.88,82.31,1415.43,77.61,20.71,30.68,13.58
263873.49,4480.94,471.38,11.45,90.41,1875.86,75.94,18.33,22.48,20.32
224840.7,4706.03,701.85,13.23,80.88,1971.75,58.69,22.61,,34.12
218342.39,4409.98,642.2,15.5,92.1,2492.93,54.59,16.08,29.73,28.1
272653.14,4762.01,561.36,11.75,99.83,1525.97,75.96,13.52,29.09,17.57
281591.65,4854.94,486.44,14.59,87.77,1823.94,70.56,15.04,30.2,22.67
255144.68,4826.98,406.27,12.75,91.16,2022.62,70.25,20.28,25.66,24.15
280300.23,4779.11,695.34,15.37,94.2,1780.72,73.42,22.54,37.37,27.24
213779.07,5182.13,592.86,17.23,91.66,2089.9,67.12,15.0,25.32,28.64
271114.35,4099.41,507.94,17.21,80.52,1924.02,64.71,14.75,37.02,23.23
270370.77,5140.71,586.19,14.78,88.97,1585.07,70.33,22.12,19.43,22.43
280665.96,5051.02,528.39,16.24,91.27,2218.98,80.45,16.76,30.07,25.51
255545.61,3996.64,725.55,14.48,89.73,1970.47,81.39,23.2,24.31,26.7
227129.29,3369.85,604.57,14.02,100.0,2243.89,65.76,23.95,18.0,25.41
251730.61,4997.38,510.13,14.71,86.68,1667.86,69.67,20.63,24.49,20.51
270875.73,4171.77,515.45,13.63,92.44,2175.38,58.22,25.06,24.84,16.3
247124.77,4011.66,479.74,13.91,88.29,2177.5,60.57,20.67,26.94,26.18
251429.99,5095.67,608.9,12.45,74.19,1906.63,70.5,12.86,29.63,12.85
265835.44,3969.8,705.11,15.15,84.53,2002.23,53.96,17.43,31.1,25.97
270437.48,4443.03,610.66,17.72,91.46,1923.07,79.73,16.24,34.02,22.75
246436.94,4075.03,479.64,17.28,91.17,1947.33,69.48,24.57,22.09,17.18
311509.42,5042.74,692.78,12.88,85.19,,76.97,21.51,28.21,22.7
271497.56,4045.59,658.41,13.69,93.3,2365.37,37.75,21.51,27.59,28.67
251873.67,4264.95,671.56,14.72,89.97,2118.32,68.3,17.02,20.63,25.12
233057.07_err,3632.32,679.11,15.72,85.24,1545.2,82.61,18.22,29.26,24.77
236490.69,5015.3,681.19,11.8,91.78,2001.77,,21.33,30.98,18.37
241715.04,4826.81,393.63,14.57,87.78,2061.35,,19.01,37.87,16.46
296199.12,4244.28,541.19,14.52,92.09,2206.41,64.99,16.18,30.97,28.73
205410.25,4058.67,652.75,12.93,99.17,2347.95,57.68,14.68,27.47,21.11
244625.63,4883.16,,16.77,91.23,2014.64,71.49,27.0,23.21,18.98
240304.79,4279.44,632.05,13.96,82.65,1718.06,53.14,27.75,35.26,
265060.51,3723.05,600.24,11.77,93.71,2499.64,66.98,19.96,27.31,
236985.74,4869.78,630.15,13.82,89.35,1831.18,60.38,19.17,28.03,23.35
251580.78,4529.82,620.66,13.18,91.75,2547.98,74.48,19.82,33.55,24.91
230005.33,4129.12,616.21,14.95,85.58,1976.22,74.47,20.86,32.3,23.89
277510.08,4803.36,644.24,16.88,93.01,2394.78,64.68,20.98,36.73,31.2
264849.78,5116.01,429.79,15.41,87.94,2159.77,74.27,21.87,28.57,18.59
292539.13,4450.21,594.22,12.48,86.9,1706.56,71.51,29.18,21.14,18.65
271633.52,4819.32,573.05,19.0,79.64,1725.49,54.68,21.54,22.14,26.06
295267.69,4965.81,556.81,12.0,93.2,2172.85,,28.35,21.36,19.41
277577.36,4422.55,627.0,14.38,94.52,1758.18,63.13,21.92,19.16,29.34
201599.28,4020.42,536.65,16.27,92.27,,76.66,19.28,33.24,21.36
241111.39,4156.26,683.04,13.42,90.3,1995.76,81.29,19.25,22.05,22.37
253611.43,4706.49,585.07,18.09,84.45,1826.29,69.66,24.26,26.67,26.63
238905.52,4439.45,546.14,14.93,,2694.18,57.76,20.4,32.82,22.51
253011.71,4605.67,636.16,14.8,83.02,2015.79,83.69,15.98,26.07,19.8
271868.94,5489.18,634.31,14.58,89.37,1944.23,59.27,15.89,32.65,22.85
278093.78,4941.43,624.35,15.57,91.98,1934.75,59.76,21.51,28.1,33.47
293711.7,4768.39,527.98,18.82,97.25,1912.78,90.68,22.39,37.86,20.44
298978.92,4592.77,626.25,18.27,79.05,1543.51,76.75,19.11,25.55,27.46
302167.45,4549.26,656.33,13.96,87.21,2335.01,68.47,20.91,24.97,18.95
243372.38,4401.33,609.5,12.39,88.17,1904.05,81.4,28.72,35.38,33.66
276875.58,4483.77,567.54,13.65,79.58,2125.3,63.25,20.86,22.92,22.67
283178.9,5409.59,425.71,16.38,93.66,2238.95,72.06,17.38,23.68,29.29
249567.78,3045.12,597.34,12.46,95.54,2426.52,66.59,21.71,29.36,17.84
245231.07,5152.91,616.52,13.09,97.75,2286.77,74.11,9.65,30.46,20.04
266287.48,4359.8,537.43,19.62,86.5,1853.19,71.49,18.03,40.16,31.03
247710.84,5093.87,538.13,15.57,76.44,1398.46,81.44,17.06,28.43,27.05
266631.66,5587.88,619.42,15.5,92.13,1705.99,67.36,18.41,23.52,28.83
217433.47,4514.25,496.78,14.06,85.73,2029.1,79.01,18.12,33.86,23.23
255249.38,4489.08,517.92,13.59,89.8,1572.71,55.65,18.9,24.69,24.17
277626.32,5048.32,701.31,16.95,100.0,1798.41,55.74,20.61,31.19,25.41
266625.71,4217.64,532.22,14.89,92.26,1745.84,79.78,18.66,24.86,13.44
267060.9,4910.17,478.81,10.94,94.27,2188.87,71.11,18.94,35.47,
282921.13,5253.81,519.1,15.33,96.4,2311.26,67.74,13.62,27.66,29.93
231964.68,3871.24,685.9,17.99,85.39,1560.25,62.2,11.8,24.55,26.86
241051.04,4335.05,623.22,12.69,87.25,1988.98,67.46,20.51,30.38,26.85
244749.22,5162.31,488.7,14.4,92.4,2165.59,62.43,14.36,24.44,18.73
199831.71,3854.51,458.39,16.6,90.82,1775.77,75.85,26.99,20.87,28.42
216166.09,4034.7,728.77,13.6,88.06,1420.45,62.1,19.9,25.24,16.12
194199.6,3849.13,666.65,13.0,90.37,1910.06,59.77,16.59,30.28,14.94
216493.35,4414.65,653.91,12.88,90.36,1790.13,72.9,18.0,37.17,32.14
242351.41,4525.96,686.57,16.01,91.27,1929.96,71.84,14.38,28.92,15.36
259300.18,3603.17,688.59,16.66,89.9,2358.91,66.94,22.63,33.0,21.78
237414.44,4601.75,663.39,14.11,94.06,2446.3,57.69,18.32,21.97,46.96
219801.8,5068.04,573.19,15.82,94.43,1885.0,79.43,27.3,23.34,11.77
213177.8,4343.69,789.49,15.8,83.26,1872.48,74.74,18.13,32.3,21.16
251862.02,4481.38,713.93,16.23,95.92,2182.77,69.29,26.93,30.72,29.9
294966.64,4775.42,654.52,19.19,86.94,2361.3,71.47,15.24,25.21,18.91
256053.0,4872.74,619.5,13.19,92.59,2639.18,78.1,23.08,32.92,19.41
273425.67,4457.62,566.99,12.92,85.27,1838.03,69.07,20.78,23.48,24.44
180237.0,4340.06,649.98,14.48,96.19,2267.55,58.75,27.65,29.62,23.67
298161.5,5487.64,686.67,16.62,92.33,1881.78,56.97,19.61,31.99,22.64
283545.43,4638.85,572.3,14.29,91.73,2012.07,58.1,23.34,28.28,25.06
270202.75,4392.1,497.92,15.04,98.01,1851.7,75.46,18.99,33.97,27.54
251087.57,5255.27,505.33,15.59,85.49,1962.57,65.84,22.6,33.82,23.73
262984.88,4029.25,628.19,16.5,91.64,2077.38,78.87,24.22,21.7,27.15
233460.6,5216.84,642.58,16.53,100.0,2276.43,67.32,23.05,24.82,39.37
226932.25,3465.25,463.78,16.14,92.69,2717.67,77.11,20.37,19.87,27.92
272117.25,5146.81,657.4,14.2,95.89,1820.07,73.4,21.92,33.14,17.62
223637.89,5179.06,564.83,12.89,85.3,1716.98,76.77,28.75,18.32,23.38
245878.58,4343.58,609.91,10.45,98.76,2056.07,74.58,16.34,29.63,22.58
277223.15,,614.3,16.06,86.49,2284.26,82.27,15.8,18.0,32.1
202253.74,4180.74,599.01,13.72,88.25,,64.1,22.42,,25.66
218598.12,4243.92,,17.44,93.0,2319.91,85.51,22.47,25.45,28.39
290102.65,5192.94,586.49,13.78,83.17,2382.78,55.89,22.07,28.5,30.02
256583.5,4278.92,485.58,14.65,91.67,2454.34,55.1,23.37,31.3,18.84
272874.16,4962.32,521.34,12.84,80.86,1761.41,66.87,19.41,18.73,22.12
301495.72,4887.07,731.05,13.6,87.24,1917.97,67.95,19.87,18.0,32.36
271366.61,4998.01,482.07,19.35,91.7,2337.65,59.18,21.6,35.43,40.71
314121.96,4352.32,625.15,17.56,89.64,2062.3,79.14,21.58,28.26,27.27
210064.85,4764.68,472.83,12.86,99.16,2191.24,59.65,22.31,18.0,21.16
234313.57,5270.77,619.47,17.23,86.45,2150.37,63.5,21.41,35.95,17.73
276527.69,4598.69,706.74,14.32,91.85,1827.57,86.62,26.58,24.57,19.93
259304.87,4609.76,558.55,14.48,90.31,1354.28,81.06,14.99,27.96,23.35
235226.56,4661.91,680.05,17.23,88.52,1753.8,70.68,31.68,32.51,23.57
217902.43,4569.14,659.89,14.41,93.13,1986.96,70.66,23.02,18.0,25.33
281640.63,4544.61,540.94,16.03,81.03,1837.43,73.07,19.23,27.01,25.9
219422.55,5172.68,690.18,13.73,85.89,2264.06,66.53,20.14,29.15,29.72
230250.39,5006.27,610.71,17.34,89.68,1695.72,70.27,20.78,26.9,26.54
257023.2,3473.99,672.94,12.6,87.62,1922.27,81.35,19.61,31.09,26.72
,4509.1,582.64,15.56,95.99,1895.72,91.68,21.27,19.43,
224870.04,4074.76,622.28,12.96,93.19,2332.48,56.39,22.0,38.3,22.84
242674.24,4681.64,629.06,16.17,93.78,2164.17,71.38,19.61,29.36,18.42
216336.18,4668.54,525.16,13.61,90.18,2001.7,58.08,18.28,22.72,32.62
269448.4,5283.52,673.1,16.56,85.57,1758.13,73.62,18.3,29.86,24.28
213801.87,5818.7,752.47,14.14,90.12,2020.97,64.84,14.46,18.0,25.18
306798.66,5087.05,638.45,14.8,96.5,2562.15,59.47,21.2,27.7,26.77
245093.39,4627.98,707.33,12.52,97.64,1761.41,64.69,21.4,28.04,24.59
209585.94,4794.99,588.19,13.88,96.8,1930.61,93.99,20.74,19.2,30.63
270723.86,4913.2,429.67,14.4,89.98,1973.67,76.71,19.82,35.99,23.51
205398.55,4374.67,538.94,14.53,92.56,1712.01,63.19,23.69,27.06,28.59
276238.75,4549.09,659.38,14.61,90.2,1821.15,80.06,17.76,25.25,27.8
221562.94,4287.8,637.77,14.48,87.05,1826.51,77.88,23.66,32.35,19.79
280222.26,4506.5,547.63,14.45,86.65,1880.95,86.38,14.98,32.61,27.5
282102.53,4404.63,663.41,18.46,91.68,2120.0,66.75,14.14,,20.73
206707.59,5017.89,565.43,14.51,88.63,1888.4,82.36,21.83,31.58,16.89
217026.42,4394.36,465.23,13.08,89.72,2556.95,,25.33,29.49,19.13
227591.25,4267.83,527.9,16.46,81.45,2079.83,93.41,11.06,35.22,23.08
254545.02,4806.04,640.64,14.99,91.16,1705.76,66.78,16.28,31.07,22.91
244749.14,4069.52,720.34,16.38,90.42,1745.94,85.11,25.99,27.62,28.02
238808.76,5708.35,476.08,15.73,100.0,2567.07,74.8,16.64,28.61,19.22
184532.27,4765.52,653.89,13.74,79.71,1653.75,65.33,18.59,31.01,20.15
243219.22,4201.2,474.72,16.17,93.5,2463.51,66.65,20.93,35.81,28.63
274810.85,4902.61,668.05,13.42,90.93,1681.48,47.87,18.59,22.19,23.61
304267.27,3784.31,531.82,12.28,92.81,2099.28,53.27,18.82,25.59,17.53
204477.43,4659.57,668.93,13.34,95.28,2271.92,63.23,21.66,18.2,32.92
285918.93,4746.12,484.03,16.32,92.48,2147.96,100.0,23.54,28.08,18.28
237590.93,4837.88,606.39,18.15,82.51,2082.63,85.41,16.97,27.99,24.05
282354.17,4226.56,533.71,14.01,100.0,1786.78,66.77,21.59,33.79,20.31
193791.0,4673.52,661.26,14.62,85.81,2076.87,73.83,22.49,20.08,24.11
230285.81,4367.8,592.71,17.78,89.99,2616.67,87.59,20.59,21.44,4.68
269348.55,4078.98,578.96,17.81,80.85,1735.96,88.1,21.82,26.03,32.0
276823.52,4185.57,542.55,21.07,91.85,2529.64,65.34,18.83,29.05,18.01
230651.43,5013.82,498.76,13.8,94.0,2313.13,,19.0,23.25,
241082.27,4382.09,712.6,17.98,85.97,2325.93,73.4,17.54,27.16,25.76
235952.38,3855.75,601.91,10.57,85.64,2379.33,68.33,19.22,33.92,29.08
274813.95,4759.84,677.0,13.91,81.01,2388.31,82.83,27.82,28.01,33.78
225250.15,,572.27,12.26,94.57,2338.21,87.29,16.4,26.54,31.3
259633.73,4674.67,563.54,18.97,91.65,1797.11,62.96,24.39,37.4,15.87
222561.21,4871.71,590.17,18.44,87.27,2162.7,73.01,24.39,25.7,19.96
260757.25,4355.78,650.16,14.53,98.71,2150.49,52.5,21.69,33.5,28.19
216882.03,5114.12,447.82,13.66,96.68,1576.38,51.15,15.55,32.37,24.53
269796.9,4059.24,676.28,15.1,93.74,2205.72,76.01,22.14,33.17,32.16
300826.13,4615.17,653.37,13.86,92.94,1851.43,75.86,21.94,26.19,27.25
287443.55,4751.57,600.6,,94.3,2490.52,81.31,16.94,26.03,24.46
212317.19,4900.67,741.0,13.28,90.44,2247.02,77.81,,23.55,21.31
207543.92,4445.53,667.42,14.81,87.29,1912.52,66.82,20.8,36.28,18.7
281031.12,3943.95,631.61,13.96,82.87,2481.55,77.04,22.15,24.57,27.28
237977.78,3237.74,676.39,17.06,92.53,2159.83,78.08,22.56,25.02,8.67
288624.85,4593.59,570.17,14.57,84.22,1913.56,58.22,26.46,21.37,27.21
255440.82,5027.82,468.21,12.47,75.11,1798.76,70.17,15.2,25.51,24.98
255236.03,5182.2,691.21,14.95,95.43,2015.59,64.13,21.66,24.89,27.11
255796.06,4394.26,658.19,15.66,90.9,2443.27,73.17,14.9,18.0,9.68
288299.26,4213.04,647.79,13.8,85.02,2452.43,66.52,18.38,24.41,32.92
238411.45,,515.87,16.91,91.67,2253.1,65.98,21.57,28.92,24.4
261348.02,4967.42,635.96,15.45,89.37,2550.43,65.77,18.24,27.45,18.0
250305.46,4537.17,544.46,15.98,95.84,2525.21,59.0,30.22,31.07,31.56
239108.48,4521.68,690.08,13.04,98.96,1733.15,63.07,,25.41,30.29
,5064.0,544.67,12.88,87.08,2034.01,74.96,27.18,29.11,17.42
243803.64,3820.58,614.9,14.67,96.84,2337.66,71.35,19.12,20.75,36.81
271813.37,4729.52,696.48,18.75,87.16,1790.24,72.39,18.76,34.64,25.95
311991.41,4474.03,536.88,13.04,84.4,2030.14,75.88,19.45,35.06,18.53
266695.71,4972.99,647.43,14.38,88.84,2121.27,70.12,16.67,26.56,21.05
273146.78,3936.56,546.33,13.28,84.29,2020.81,66.45,17.33,29.89,23.51
255376.11,3529.15,548.48,17.28,94.72,1789.2,71.65,19.78,25.08,17.79
296802.09,4438.48,713.37,12.85,89.18,1432.65,75.36,12.66,27.76,19.9
203636.66,4060.79,624.98,12.07,92.86,2088.88,66.2,19.39,28.97,17.67
253616.41,4635.94,483.78,16.24,93.32,1550.37,58.56,16.99,26.9,32.13
292447.21,4515.02,489.81,16.82,97.29,2178.95,70.29,22.41,33.63,15.7
226721.23,4524.24,592.0,14.33,91.72,,86.3,23.66,24.03,24.89
281656.99,4935.32,552.18,12.58,96.67,2473.14,57.56,25.18,30.09,28.01
239169.32,4170.79,746.93,15.1,92.97,1779.39,60.79,21.57,22.45,27.13
232405.43,4781.04,547.73,19.99,92.29,2330.1,67.75,19.57,33.42,22.53
253614.54,5118.37,589.4,15.1,85.91,1923.85,69.42,28.52,28.76,26.56
262647.46,5118.38,515.47,18.42,97.34,2183.57,70.73,17.62,27.69,26.66
259451.82,4679.81,649.53,9.57,82.99,1988.03,66.38,11.36,28.23,26.87
245473.39,4183.7,612.85,15.85,92.75,,72.68,22.41,32.91,21.84
195648.01,,547.05,14.93,76.86,2169.66,62.57,18.48,28.08,21.32
266214.11,4850.47,,17.04,93.61,2251.78,55.43,21.66,34.17,27.2
259929.53,4308.27,666.96,17.13,93.86,1697.78,71.78,19.19,23.68,22.84
227213.6,4548.64,550.09,12.9,97.01,1819.37,59.73,18.22,29.3,25.22
167907.45,4918.26,648.79,14.22,89.95,1867.0,93.87,22.08,30.51,23.67
252824.59,3902.2,505.99,17.22,93.7,2655.18,64.18,17.74,31.02,33.66
238014.14,4054.25,700.81,15.65,91.51,1869.91,66.18,15.82,23.26,25.83
224847.26,4698.06,669.39,15.64,90.64,1443.61,79.18,19.95,27.84,31.23
160951.64_err,4183.96,611.75,15.53,87.08,2182.68,90.75,22.45,35.76,17.96
200014.84,4631.74,483.54,15.86,87.43,2094.48,73.38,23.89,34.47,41.92
243754.15,4595.9,790.64,16.09,93.97,2390.3,72.09,22.48,26.72,22.28
243032.71,4493.7,559.88,11.78,94.32,2168.65,71.63,22.78,25.2,24.92
196667.15,4565.33,645.16,17.3,88.95,1949.92,87.05,19.21,,21.98
,,467.41,17.04,95.34,1723.28,65.36,11.05,28.01,16.32
223427.89,4989.32,523.12,16.74,96.61,1864.09,71.44,18.54,31.07,23.15
237458.83,4733.02,650.59,11.91,93.28,1985.42,55.03,26.0,23.2,23.12
257089.51,5254.71,474.55,17.74,88.58,1869.88,73.33,24.51,20.57,20.05
209911.46,4876.82,584.84,13.3,84.8,1941.64,75.73,18.2,40.24,27.17
250494.95,4985.45,456.15,16.84,79.62,2054.39,66.42,14.7,26.8,28.9
277112.26,4285.24,652.42,16.5,98.47,2047.98,78.75,18.67,25.26,24.96
252482.45,3880.02,556.64,16.0,89.1,1627.71,51.18,19.81,28.14,25.38
172995.86,5332.32,683.33,15.89,79.16,2170.73,78.12,23.1,25.7,25.98
251200.08,4089.07,640.7,12.53,96.15,2144.95,76.17,15.79,31.96,26.06
226781.79,3811.5,543.76,13.8,96.86,1766.97,57.29,17.53,25.21,20.13
179885.47,4300.75,640.47,14.18,91.72,2271.65,71.42,20.55,32.95,17.71
245990.23,4346.51,475.1,13.52,90.43,1479.8,72.23,23.72,23.6,25.9
279511.57,3912.43,432.9,18.92,91.99,1914.97,68.24,15.6,30.76,19.04
,4245.92,516.37,16.63,92.62,1514.52,66.14,24.42,22.86,27.55
245566.3_err,4305.77,669.23,13.7,92.59,2411.96,77.72,18.93,33.36,10.28
287438.75,4285.82,651.0,18.64,88.97,2019.88,69.88,25.26,34.97,17.09
263765.5,3954.81,529.39,15.04,92.73,2229.11,83.38,22.06,34.68,31.89
265805.87,4688.1,600.96,14.89,86.49,2154.47,84.98,18.63,28.9,32.95
188334.77,4641.66,628.53,13.83,88.27,1961.34,78.74,19.39,28.5,17.39
,4239.16,575.33,15.29,88.97,1987.79,79.17,24.17,24.73,29.2
235753.18,3944.85,566.17,13.76,83.44,2562.77,55.09,13.55,38.26,20.54
184009.03,5180.53,702.45,17.31,93.52,2107.16,68.69,17.81,29.91,24.19
258023.32,5137.03,444.69,12.24,85.4,2426.79,59.22,19.89,26.08,23.28
225584.13,4304.8,671.39,15.66,88.04,2137.69,68.16,17.67,24.9,5.68
252869.38,4491.97,698.02,14.51,89.22,1429.96,80.29,22.8,18.0,25.76
248371.51,4435.54,585.25,17.51,87.55,2241.98,75.86,20.0,32.16,18.62
245770.63,4156.74,735.4,12.51,96.71,2082.8,96.51,23.59,34.89,22.5
194588.72,4408.26,733.98,16.78,97.2,2332.23,64.61,24.23,,33.61
295563.98,4964.22,651.6,14.67,84.17,2136.05,71.9,21.53,23.43,25.49
207931.72,3595.62,431.62,14.01,87.12,1678.14,77.28,26.2,34.18,22.38
209209.97,4832.35,705.88,14.4,88.88,2131.68,80.75,18.97,19.44,16.44
311278.19,4664.19,578.87,14.89,84.57,2064.0,66.71,16.0,30.99,23.6
199954.47,5361.17,643.63,14.99,92.19,2606.05,71.89,27.18,30.57,22.82
265463.7,4513.76,688.71,8.28,95.1,2204.63,78.65,12.48,28.65,35.81
203213.1,4415.16,625.22,16.12,86.4,2113.25,80.89,14.18,37.25,24.25
205033.95,4163.37,683.4,11.51,85.87,1643.42,71.28,24.16,25.6,12.13
268777.6,3824.84,676.48,12.98,89.94,1717.02,70.27,13.34,31.18,13.1
226575.46,4410.72,641.94,13.43,87.88,2601.22,62.7,12.69,21.59,20.09
242648.64,3119.49,556.79,17.96,87.91,2154.45,69.64,12.84,36.75,21.19
262177.95,5038.25,409.45,15.55,86.63,2034.27,73.81,24.77,18.23,31.37
293929.44,4325.28,588.09,14.27,,1803.69,86.32,12.73,27.13,25.31
195984.6,3833.32,610.06,14.68,,1574.62,74.68,22.3,20.88,25.28
296545.95,4908.03,609.67,13.91,81.43,1997.81,52.18,15.0,19.92,22.57
227024.11,4543.84,381.08,12.73,85.45,1607.65,75.58,21.84,33.87,21.61
210174.31,3962.53,596.58,12.93,82.72,2088.97,62.53,19.18,35.25,22.96
,4190.86,769.23,18.32,86.3,1572.86,77.68,19.24,20.17,29.68
257840.31,4417.9,635.45,15.02,88.06,1850.07,68.8,21.59,,15.69
260906.29,4384.29,581.48,19.59,80.44,1757.22,81.67,24.76,26.08,25.24
219991.17,3946.49,525.79,13.39,75.95,2421.85,88.18,19.1,31.91,18.89
258353.72,4933.64,649.61,11.92,91.39,,53.89,20.47,,25.27
240409.02,4438.7,744.28,13.94,85.25,1780.36,75.36,23.11,29.37,19.91
268344.28,4653.06,707.87,17.37,87.94,2284.47,75.85,11.47,36.26,26.08
210998.41,4117.44,381.03,13.86,86.93,1982.99,73.21,15.43,22.56,34.57
268123.44,4568.01,462.8,15.45,92.46,1765.28,65.08,14.9,24.17,20.73
253558.37,4221.19,584.63,18.63,85.22,1752.06,63.68,20.26,31.2,17.41
300598.26,4602.53,692.34,17.01,96.37,2837.92,68.22,24.49,22.01,29.17
230855.92,4594.86,652.46,11.06,96.64,1812.61,52.66,21.62,31.54,24.89
268046.98,4820.26,582.23,11.61,84.93,1833.19,63.08,20.14,27.78,14.01
250712.13,4026.9,605.1,18.41,86.91,1592.38,67.28,21.42,24.38,22.3
182184.94,5054.83,775.48,13.42,88.06,1995.04,61.43,21.43,22.1,24.74
246387.15,4285.95,560.44,13.32,93.44,1747.87,69.39,21.16,31.49,23.08
268693.17,4573.52,559.41,13.12,78.44,1947.31,65.59,27.85,28.96,33.18
273720.62,4863.59,555.14,15.0,92.8,1706.94,78.88,22.98,18.0,20.16
211994.28,5284.41,544.49,13.6,95.57,2336.52,69.46,24.45,33.36,31.78
235738.64,3965.47,693.81,15.23,89.5,2651.51,75.03,12.54,30.36,23.24
256247.6,4118.87,721.12,13.74,93.04,1972.95,72.85,16.22,22.18,19.01
266705.88,4544.45,525.18,15.93,98.7,1688.24,82.39,23.63,23.4,18.49
259796.73,3917.79,562.89,14.1,90.34,1991.67,67.0,17.1,27.28,27.51
191314.54,4828.64,722.78,15.51,86.18,,66.41,16.75,26.5,23.03
227088.42,3810.71,734.69,12.54,87.82,2345.51,67.26,19.18,21.07,21.42
257572.83,5489.46,632.86,16.56,85.34,1632.42,79.35,16.74,30.13,24.5
268406.82,5356.06,573.44,13.61,100.0,2381.61,71.04,25.83,20.71,20.33
269945.46,4959.75,740.22,15.16,86.69,1793.18,,20.1,30.16,18.54
268229.8,3901.81,,14.05,89.95,1799.05,74.36,22.74,21.98,36.01
217708.99,5044.44,512.04,16.05,87.65,2215.52,61.78,21.81,31.77,29.31
284432.58,4191.67,576.54,14.8,95.76,2133.32,57.46,16.4,22.32,20.56
,4149.89,621.36,16.61,96.36,2250.7,69.77,20.59,27.82,36.33
285632.33,5026.92,667.2,17.48,91.74,1930.43,81.71,20.21,26.4,33.93
249625.53,4152.94,711.82,15.45,100.0,2907.55,76.84,16.94,29.25,30.38
238924.5,4902.67,604.09,14.82,89.4,1903.44,62.92,19.35,30.45,32.73
209518.98,4351.69,568.46,16.37,83.96,2249.76,76.62,18.53,25.18,23.89
255909.14,4758.83,615.55,15.11,81.89,1847.29,63.42,21.15,28.8,28.5
273693.78,4643.94,741.83,14.43,90.58,1945.74,76.0,22.02,25.69,17.35
260312.92,4536.31,636.18,13.74,92.85,2188.01,74.68,18.16,24.06,32.66
200262.4,4680.33,582.15,16.46,97.59,2480.45,67.72,11.99,33.57,23.05
243618.17,4805.05,538.86,15.26,91.51,2019.8,67.59,13.3,30.8,20.36
