loan_amount,annual_income,credit_score,loan_term_years,employment_years,num_open_loans,debt_to_income,collateral_value,missed_payments,defaulted
786580.37,2185340.33,744.0,3.0,4.9,1.0,0.153,2663367.75,3.0,0
337758.71,4173591.54,358.0,5.0,26.0,0.0,0.079,2339265.18,4.0,0
1497058.36,1315296.29,794.0,20.0,13.2,5.0,0.447,2778102.47,0.0,0
1065903.0,506199.29,524.0,5.0,10.6,6.0,0.482,491159.48,1.0,1
1971975.09,4243626.86,733.0,3.0,4.4,0.0,0.205,413497.9,2.0,0
713061.08,3853216.97,523.0,15.0,24.8,7.0,0.477,1286693.37,5.0,1
1399245.14,4526613.64,591.0,3.0,2.2,,,1373375.15,0.0,0
1014509.8,4343158.26,,2.0,13.7,0.0,0.273,2651230.51,4.0,1
877521.79,695181.09,494.0,1.0,7.2,1.0,0.528,2538741.17,5.0,1
1298095.44,1565714.03,405.0,10.0,14.8,4.0,0.204,417354.67,0.0,1
1116938.39,933020.93,800.0,2.0,24.3,4.0,0.2,857024.24,1.0,0
282323.62,258987.8,521.0,1.0,18.9,1.0,0.226,1289758.29,3.0,1
1386538.8,1761032.52,343.0,2.0,3.1,2.0,0.286,,2.0,1
309028.82,1635276.55,706.0,5.0,29.0,4.0,0.239,2231706.68,2.0,0
68632.0,434663.35,381.0,15.0,18.0,3.0,0.061,1893076.25,4.0,1
653663.84,2326815.13,678.0,20.0,11.6,5.0,0.399,1212524.62,1.0,1
1235433.82,3312250.84,670.0,20.0,25.1,6.0,0.271,1484921.29,3.0,0
310937.78,3992085.84,835.0,3.0,15.5,5.0,0.363,1882486.29,4.0,0
1235316.53,4280553.93,804.0,10.0,24.0,4.0,0.054,2961049.67,4.0,0
1954443.38,1398768.99,824.0,15.0,10.8,7.0,0.207,2580588.23,1.0,1
227460.75,2270625.25,,3.0,11.6,5.0,0.411,205790.19,3.0,1
1192180.93,717948.65,441.0,10.0,3.6,0.0,0.274,70520.03,4.0,1
620340.81,1066801.57,480.0,1.0,3.7,6.0,0.172,1410967.5,1.0,0
205300.81,1935279.47,383.0,15.0,26.5,2.0,0.101,270379.25,3.0,1
618172.95,4221113.67,729.0,15.0,17.4,3.0,0.552,2459442.65,,1
1988744.87,3766297.76,825.0,3.0,20.4,4.0,0.493,2715209.58,1.0,0
599558.6,122541.25,597.0,2.0,23.2,6.0,0.236,1504220.73,0.0,0
1049127.64,2843157.66,342.0,3.0,1.4,1.0,0.158,1225755.26,2.0,1
1529306.83,3448830.08,368.0,5.0,19.4,6.0,0.124,127168.14,3.0,1
252220.67,747765.74,651.0,10.0,25.5,5.0,0.488,2738762.15,5.0,1
311638.11,3854542.93,550.0,5.0,17.8,2.0,0.082,1511935.78,1.0,0
1552246.44,1525725.9,738.0,3.0,28.9,7.0,0.434,2463145.38,1.0,0
634810.18,4124798.57,314.0,1.0,24.1,0.0,0.587,2050047.82,4.0,0
441816.04,1826648.32,734.0,15.0,17.5,0.0,0.332,2608314.33,4.0,0
754554.1,1499299.3,310.0,5.0,13.2,2.0,0.066,1323331.58,0.0,1
1601629.63,1942654.08,646.0,3.0,12.1,6.0,0.27,976802.71,5.0,1
109564.75,3650446.62,743.0,1.0,9.7,5.0,0.063,2755085.46,2.0,0
1019577.06,2454018.02,309.0,10.0,30.0,2.0,0.093,1011271.55,5.0,1
1403636.09,2554294.71,657.0,2.0,9.3,6.0,0.36,1199715.76,1.0,0
1407254.49,3965498.13,354.0,15.0,,3.0,0.427,1568204.25,1.0,0
1127493.58,1144968.35,,10.0,20.4,2.0,0.406,1940199.25,2.0,1
1666089.06,369071.89,731.0,20.0,,4.0,0.482,2106551.62,2.0,1
1767034.54,3643594.73,776.0,,1.7,7.0,0.23,1202225.1,2.0,0
311428.26,193688.48,543.0,20.0,24.8,1.0,0.144,240755.4,2.0,0
1638246.84,1277042.42,481.0,1.0,25.1,1.0,0.503,501477.91,,1
828394.97,,668.0,15.0,1.7,5.0,0.139,772971.49,3.0,1
1229677.61,2104437.19,381.0,3.0,18.7,5.0,0.077,955688.85,,1
1709311.38,2318303.25,824.0,2.0,12.1,1.0,0.367,1275742.94,0.0,0
335515.0,4558776.85,532.0,10.0,7.3,7.0,0.229,406994.26,2.0,0
1465982.18,4466419.48,720.0,5.0,27.5,0.0,0.561,946849.41,5.0,1
252779.04,1684451.59,538.0,1.0,13.2,7.0,0.329,1793314.61,3.0,1
1469888.12,1528519.16,533.0,10.0,8.2,6.0,0.111,1158058.11,3.0,1
549183.15,3321805.87,818.0,2.0,5.1,1.0,0.212,567163.69,3.0,1
1358052.84,1288186.91,472.0,1.0,0.5,2.0,0.473,279420.01,1.0,0
32894.86,3807989.98,711.0,15.0,23.7,1.0,0.121,2675785.01,0.0,0
688332.91,4413323.65,444.0,10.0,14.9,0.0,0.091,2574194.16,3.0,0
1640907.7,3313541.67,801.0,2.0,11.9,6.0,0.298,663279.38,,0
896481.05,3626942.41,763.0,20.0,25.6,4.0,0.364,1686435.53,0.0,0
1213648.32,4795120.81,499.0,,10.0,2.0,0.543,920540.27,0.0,0
483995.17,1524706.07,591.0,5.0,2.9,2.0,0.29,261337.11,4.0,1
1640745.8,1904885.43,376.0,15.0,1.3,3.0,0.369,2352630.03,3.0,1
369472.3,3229413.62,394.0,5.0,17.3,6.0,0.418,402588.2,5.0,1
1235433.42,3305284.47,809.0,15.0,16.5,5.0,0.311,285135.05,1.0,0
1024558.95,4378938.31,650.0,5.0,25.0,1.0,0.458,1347727.45,2.0,0
1456235.5,840335.42,698.0,1.0,22.4,7.0,0.543,760641.25,1.0,1
1005245.06,4689450.34,685.0,3.0,28.5,5.0,0.065,377090.17,3.0,0
1772331.96,1885602.67,795.0,20.0,18.0,0.0,0.516,2528820.11,4.0,1
889168.74,191438.53,303.0,10.0,29.5,0.0,0.566,1198780.24,3.0,1
1294147.76,3141849.5,755.0,1.0,24.8,7.0,0.561,2482266.46,4.0,0
258472.33,1099708.89,803.0,15.0,24.3,0.0,0.597,1431080.22,2.0,0
1522381.19,2456119.68,721.0,1.0,11.0,6.0,0.411,2984461.34,3.0,0
1459907.59,3241732.25,794.0,10.0,11.1,1.0,0.572,1029946.09,5.0,1
224742.93,4153893.09,684.0,5.0,29.8,0.0,0.216,278410.48,1.0,0
923594.99,2567604.47,579.0,15.0,10.0,4.0,0.13,2303618.61,3.0,1
981620.13,1229694.88,519.0,3.0,13.2,0.0,0.285,2506042.99,1.0,0
1740123.69,3825095.28,557.0,5.0,1.7,5.0,0.374,544850.45,3.0,1
,707261.59,785.0,10.0,10.6,3.0,0.579,2893607.27,,0
1913528.41,1293491.19,801.0,3.0,14.2,6.0,0.19,2658165.88,0.0,0
945613.54,3891545.3,480.0,1.0,4.7,1.0,0.09,624934.27,4.0,1
1069991.27,4792608.13,527.0,20.0,21.8,3.0,0.199,1246457.64,5.0,1
738786.37,2970974.75,377.0,10.0,18.5,1.0,0.179,2024859.13,4.0,1
452716.82,1827483.66,658.0,3.0,25.2,5.0,0.526,,2.0,0
1751698.96,2966238.22,324.0,10.0,4.8,4.0,0.27,1541204.06,0.0,1
533356.73,4496982.87,570.0,2.0,13.3,7.0,0.059,1385689.39,1.0,0
535754.5,1711125.02,493.0,1.0,27.1,6.0,0.379,1837487.54,0.0,0
415441.97,2943966.16,706.0,15.0,13.5,5.0,0.104,1540342.61,0.0,0
938459.29,272366.48,562.0,1.0,11.2,0.0,0.133,860843.4,3.0,1
991738.8,4850002.92,613.0,2.0,26.5,6.0,0.554,226828.43,3.0,0
1230268.11,1114543.04,813.0,3.0,3.6,7.0,0.437,1022461.31,1.0,1
1395467.46,4413880.97,654.0,15.0,8.8,5.0,0.589,1728981.86,5.0,1
1679179.04,4459952.01,493.0,3.0,9.3,6.0,0.375,1003374.56,2.0,0
181507.44,2564849.18,444.0,3.0,1.5,2.0,0.095,1599880.62,0.0,0
1080018.44,1662126.37,572.0,15.0,3.7,2.0,0.158,2290088.81,1.0,0
1143865.37,132844.17,374.0,3.0,25.3,1.0,0.27,891921.13,3.0,1
1484749.06,3020568.65,332.0,2.0,18.9,,0.09,1828082.95,0.0,0
707783.54,2688071.43,322.0,15.0,17.7,4.0,0.44,1887731.65,4.0,1
1816412.75,4996638.24,699.0,2.0,6.1,0.0,0.349,2156287.15,5.0,1
1349502.36,4582454.84,568.0,5.0,7.6,2.0,0.154,2917353.99,3.0,1
1942451.34,4662414.24,553.0,20.0,8.8,4.0,0.484,2191163.59,1.0,0
669418.06,652794.11,785.0,15.0,0.9,1.0,0.24,1069585.77,2.0,0
824143.15,810502.83,716.0,3.0,15.9,4.0,0.501,1716329.42,0.0,0
,3041038.01,609.0,1.0,27.6,3.0,0.266,2650285.22,3.0,0
1747486.0,445282.97,548.0,15.0,29.2,6.0,0.251,1191906.05,1.0,1
887082.77,4849497.18,325.0,2.0,17.2,3.0,0.162,,4.0,1
1103932.79,825641.78,667.0,2.0,16.7,6.0,0.591,626796.03,0.0,1
1477790.97,2339693.16,763.0,,14.3,0.0,0.32,1260426.13,3.0,0
1422368.05,4220456.33,638.0,20.0,11.6,1.0,0.138,383779.54,3.0,1
156034.35,4751592.54,693.0,1.0,6.7,4.0,0.294,2356548.84,4.0,0
918103.69,,656.0,15.0,28.0,0.0,0.1,2854777.05,4.0,0
1034129.54,3994094.7,715.0,15.0,18.9,5.0,0.401,318057.57,4.0,1
1540975.94,3804868.16,585.0,20.0,22.1,1.0,0.163,1257291.98,3.0,0
1003227.19,1286210.36,672.0,1.0,22.5,3.0,0.516,2761466.88,5.0,1
884434.17,1027974.73,538.0,,13.5,2.0,0.47,2409615.6,4.0,1
1995747.92,3077974.33,813.0,20.0,17.5,6.0,0.506,2045956.12,0.0,0
1519635.72,322202.9,403.0,2.0,22.6,3.0,0.46,2197305.13,3.0,1
622171.95,3402619.09,733.0,3.0,24.4,1.0,0.226,878686.31,3.0,0
987644.2,,631.0,5.0,0.3,3.0,0.594,2354296.59,4.0,0
1423698.62,3757444.12,396.0,3.0,18.3,6.0,0.498,2025506.05,5.0,1
1415349.4,706964.54,500.0,2.0,14.4,5.0,0.513,1412492.21,3.0,1
1871199.76,2646945.27,774.0,15.0,7.7,4.0,0.331,2998796.38,4.0,1
445140.91,2638030.08,348.0,15.0,1.6,1.0,0.088,239454.0,0.0,0
1025349.37,522983.38,605.0,5.0,5.6,1.0,0.338,1231943.27,1.0,0
,2828931.96,320.0,1.0,,4.0,0.136,936905.46,1.0,0
560822.35,2294773.96,,5.0,18.4,4.0,0.274,1101988.45,,0
1976700.64,711720.21,721.0,15.0,22.0,0.0,0.377,686914.36,1.0,0
149554.15,4245156.26,699.0,5.0,16.9,1.0,0.33,233911.82,1.0,0
968561.64,2092262.68,644.0,20.0,22.0,5.0,0.453,523914.88,4.0,1
1935353.62,3771602.67,729.0,2.0,6.9,6.0,0.545,333211.46,4.0,1
159847.25,3506485.09,766.0,1.0,20.2,1.0,0.441,1870546.12,3.0,0
,3195858.46,600.0,10.0,,3.0,,162650.35,5.0,1
1762039.51,3474980.81,846.0,15.0,17.1,1.0,0.176,771370.74,2.0,0
65372.58,4296733.62,318.0,2.0,2.2,4.0,0.493,2422887.3,3.0,1
1892102.11,4313556.53,546.0,2.0,15.3,3.0,0.106,1574532.66,3.0,0
1632613.33,1287570.01,526.0,1.0,8.2,5.0,0.474,705110.14,5.0,1
1580633.36,190783.34,420.0,1.0,11.9,7.0,,1988717.08,5.0,1
978634.38,3870786.31,770.0,20.0,9.8,6.0,0.263,2507416.28,2.0,0
1903719.09,3945878.89,406.0,3.0,24.9,1.0,0.554,2408479.21,1.0,0
664072.12,139521.76,569.0,10.0,19.9,5.0,0.215,1010760.27,3.0,1
1560974.25,144276.56,521.0,2.0,1.3,3.0,0.229,2934153.17,3.0,1
861960.66,253408.33,698.0,2.0,7.4,7.0,0.388,1234186.09,3.0,1
1862006.65,2963490.15,366.0,1.0,18.4,0.0,0.286,470475.9,1.0,1
560157.17,2665863.35,823.0,15.0,15.3,5.0,0.484,1237843.75,1.0,0
1765179.36,1855831.84,808.0,15.0,13.3,0.0,0.447,818099.76,4.0,1
1692168.87,1988681.98,548.0,15.0,4.8,0.0,0.171,2285534.56,5.0,1
1062863.76,4217888.49,461.0,1.0,12.9,2.0,0.582,2200498.61,2.0,1
118186.82,2204327.42,450.0,20.0,7.0,4.0,0.174,10479.65,2.0,0
1425135.31,3157426.11,568.0,3.0,17.3,7.0,0.116,582477.29,2.0,0
1492837.1,,679.0,15.0,24.4,5.0,0.166,1277281.44,2.0,0
129499.58,4470310.17,617.0,2.0,19.8,2.0,0.293,2307169.02,4.0,0
753073.38,3981746.81,675.0,1.0,0.2,4.0,0.459,2376662.09,5.0,1
1803504.87,435139.74,745.0,15.0,6.1,1.0,0.493,2294845.77,3.0,1
1720084.12,4427259.37,513.0,2.0,23.8,6.0,0.403,1175166.08,3.0,1
1448945.46,523493.95,618.0,2.0,4.4,0.0,0.061,1741267.35,3.0,0
43588.73,108116.6,741.0,2.0,1.4,6.0,0.444,1224374.31,3.0,1
406775.58,1424649.28,338.0,2.0,0.3,6.0,0.197,685614.64,0.0,1
756248.05,2556918.83,568.0,15.0,14.8,4.0,0.157,2112736.02,3.0,0
341837.7,4468880.15,302.0,10.0,29.1,1.0,0.241,397390.05,3.0,1
928154.32,4126872.38,751.0,5.0,8.2,6.0,0.354,2193135.13,4.0,0
1302132.72,384597.17,582.0,3.0,12.7,0.0,0.063,454546.81,2.0,0
1248508.54,3330403.61,799.0,3.0,26.7,7.0,0.147,1083014.33,5.0,0
623281.59,453630.33,814.0,5.0,12.0,2.0,0.322,625537.65,5.0,0
172547.1,1451300.23,590.0,5.0,27.7,1.0,0.145,1265952.4,2.0,0
1922523.83,4992733.54,578.0,15.0,6.4,2.0,0.062,1380092.1,0.0,0
1906247.25,3976139.51,760.0,1.0,16.3,4.0,0.494,758266.52,2.0,0
988810.61,1326099.9,407.0,5.0,19.9,4.0,0.126,1325360.18,1.0,1
591789.76,4306445.15,616.0,,23.7,5.0,0.107,1578190.39,4.0,0
1387859.19,2910407.62,656.0,2.0,15.4,3.0,0.271,2396522.8,0.0,0
1441894.45,1959105.16,766.0,10.0,20.9,2.0,0.347,1872443.49,2.0,0
,4210854.45,797.0,5.0,20.3,6.0,0.36,2078700.34,0.0,0
227549.15,1143100.88,432.0,5.0,28.6,3.0,0.414,927795.69,2.0,1
488989.32,4585209.48,818.0,2.0,27.3,3.0,0.141,669564.88,2.0,0
1067248.46,1732150.42,590.0,10.0,5.8,2.0,0.152,2415723.63,1.0,0
1897674.53,911485.94,845.0,5.0,16.3,3.0,0.051,2230576.15,5.0,0
1773612.66,501992.66,355.0,15.0,1.0,2.0,0.198,2963690.17,4.0,1
1620543.99,4208381.4,476.0,15.0,3.2,3.0,0.417,479774.94,2.0,1
503089.78,4677369.56,680.0,2.0,25.1,5.0,0.246,329885.49,0.0,0
1472999.6,1897649.73,695.0,3.0,1.8,3.0,0.249,2691397.69,1.0,0
909380.72,3841851.24,309.0,20.0,7.1,2.0,0.31,2385474.86,4.0,1
183636.58,4084399.29,822.0,3.0,2.7,1.0,0.487,2523476.15,2.0,0
1830448.73,4701340.14,306.0,5.0,2.5,5.0,0.116,923226.78,4.0,1
1310779.46,4405694.15,317.0,10.0,8.9,2.0,0.533,477700.69,3.0,1
611865.78,3297188.28,344.0,5.0,9.2,7.0,0.431,58294.99,5.0,1
1581963.88,2276965.56,591.0,10.0,20.0,6.0,0.057,1576931.67,1.0,0
1316136.14,651575.54,380.0,3.0,,5.0,0.284,2557675.04,5.0,1
1404572.37,687304.2,462.0,10.0,11.8,2.0,0.569,2995903.28,2.0,1
445872.07,3990588.04,478.0,3.0,26.8,6.0,0.319,2183592.55,2.0,0
1601967.09,1365430.17,490.0,3.0,9.0,7.0,0.523,2985227.87,1.0,1
1236042.42,698876.76,481.0,2.0,13.8,7.0,0.382,1923360.31,4.0,1
410646.83,404727.6,592.0,15.0,5.7,0.0,0.343,2338610.07,5.0,1
46733.45,1967602.16,635.0,1.0,13.4,,0.199,1988304.08,4.0,0
954396.93,2998068.02,396.0,1.0,27.7,2.0,0.296,2202074.41,0.0,1
1802719.52,3499817.13,525.0,5.0,3.6,7.0,0.271,1714348.53,0.0,1
1063472.76,2213927.37,380.0,10.0,13.7,3.0,0.337,2805229.15,4.0,1
967777.91,1068482.4,457.0,20.0,26.9,4.0,0.3,1236985.68,1.0,1
1966061.24,4832206.82,,1.0,26.2,6.0,0.29,1995979.37,1.0,0
1081044.66,1898379.63,783.0,3.0,29.8,4.0,0.37,1384388.13,1.0,0
1531222.02,715639.45,699.0,5.0,22.4,0.0,0.478,2615842.72,2.0,1
572133.51,4301929.91,518.0,20.0,9.2,0.0,0.574,311808.53,0.0,0
1938261.47,4074447.56,790.0,3.0,6.3,5.0,0.416,678421.89,1.0,0
1357225.86,2358332.84,833.0,10.0,0.7,0.0,0.28,2650225.12,3.0,1
12881.79,161448.28,680.0,1.0,,3.0,0.217,1117762.2,5.0,0
1533658.16,468882.89,325.0,15.0,27.4,2.0,0.259,1783228.42,1.0,1
1198883.27,3835679.14,534.0,10.0,15.3,2.0,0.363,1837221.12,5.0,1
937350.02,4705278.99,801.0,15.0,0.8,7.0,0.552,1091163.35,2.0,0
712237.45,3531717.27,488.0,20.0,14.0,5.0,0.284,2990393.57,4.0,1
859425.76,882311.15,677.0,5.0,20.9,4.0,0.498,2018692.48,2.0,1
1987945.86,586916.37,390.0,3.0,24.5,5.0,0.567,2931903.58,5.0,1
1516054.02,4014620.52,668.0,5.0,20.8,5.0,0.596,,1.0,0
1230212.79,820485.85,537.0,1.0,1.3,2.0,0.461,334941.43,1.0,0
1207172.54,3614810.27,397.0,20.0,25.1,4.0,0.106,2920742.96,1.0,1
663538.44,2774059.59,644.0,15.0,19.7,1.0,0.464,2199405.73,5.0,0
1557699.2,4743437.55,779.0,3.0,23.0,5.0,0.051,,1.0,0
10590.14,3480973.83,403.0,3.0,19.8,4.0,0.508,1581132.57,4.0,1
1378853.8,3434960.31,375.0,2.0,19.1,2.0,0.324,2986231.29,3.0,1
,705727.86,614.0,10.0,13.2,1.0,0.326,2556703.0,1.0,1
1017635.1,898985.32,501.0,2.0,10.1,4.0,0.557,1358613.44,5.0,1
563072.2,1692924.36,528.0,2.0,29.2,2.0,0.517,1998054.0,4.0,0
1414408.61,4267776.35,496.0,1.0,1.3,3.0,0.511,1656604.49,,1
394517.84,3726646.19,404.0,5.0,22.1,0.0,0.247,2471685.28,0.0,0
1028400.06,1463034.88,531.0,20.0,3.2,5.0,0.179,78428.75,5.0,1
473352.7,449139.59,801.0,15.0,3.4,6.0,0.144,2338652.51,1.0,0
1786881.1,2717066.09,609.0,3.0,20.6,0.0,,893728.41,4.0,0
616897.74,2708906.02,511.0,10.0,25.9,1.0,0.451,2802218.73,5.0,0
1520685.74,3911865.27,602.0,15.0,25.1,5.0,0.5,829890.67,0.0,0
1732037.66,3028949.23,303.0,20.0,5.8,7.0,0.061,694549.41,1.0,1
1756007.91,2308090.11,605.0,2.0,23.1,2.0,0.361,572154.14,2.0,1
1900402.19,2690748.06,791.0,15.0,0.3,4.0,0.414,1355789.4,5.0,1
1949907.07,4216949.77,496.0,20.0,20.7,6.0,0.436,7753.79,3.0,1
318360.85,4926043.33,561.0,2.0,22.2,2.0,0.576,183856.66,0.0,0
649533.85,1950334.7,359.0,10.0,0.8,1.0,0.223,2996631.06,3.0,0
1904766.51,2351423.14,802.0,1.0,20.1,1.0,0.513,2844312.44,0.0,0
414416.84,2201169.96,449.0,20.0,24.9,0.0,0.231,,3.0,0
819954.84,1092991.56,549.0,1.0,11.2,5.0,0.336,2697867.86,5.0,1
840573.12,4202324.55,761.0,20.0,0.5,2.0,0.406,884131.32,4.0,0
1480151.76,2005443.63,634.0,10.0,28.4,7.0,0.232,2002138.17,0.0,0
1254597.67,2118778.65,807.0,15.0,27.5,5.0,0.272,1435587.14,3.0,0
1434249.45,4330805.25,435.0,2.0,10.1,5.0,0.081,1950058.72,2.0,0
398937.0,3081697.73,438.0,10.0,15.5,2.0,0.593,93558.5,4.0,0
859393.63,3485552.71,315.0,15.0,29.0,6.0,0.437,161155.14,2.0,1
1399226.49,2272754.16,640.0,1.0,12.0,3.0,0.267,824222.14,1.0,0
1946668.49,871825.77,726.0,5.0,17.3,4.0,0.076,2873615.11,5.0,1
64207.37,3179180.52,474.0,10.0,5.1,1.0,0.102,1953817.82,5.0,1
239398.92,3679844.16,526.0,3.0,28.2,3.0,0.36,,4.0,0
502576.15,4312216.97,348.0,15.0,28.4,7.0,0.076,481976.78,2.0,0
1763541.6,4468549.03,469.0,20.0,9.7,3.0,0.586,1426802.94,5.0,1
1553131.53,2115960.25,347.0,2.0,7.6,4.0,0.408,53583.39,0.0,1
1039853.65,268231.07,789.0,3.0,11.6,4.0,0.564,1938506.24,3.0,1
1842343.67,3843395.38,663.0,15.0,1.2,7.0,0.592,2285699.01,4.0,1
1704864.29,4680887.81,421.0,10.0,24.3,1.0,0.075,2026759.69,0.0,0
1582038.34,4752774.35,553.0,1.0,11.8,2.0,0.246,2589542.32,1.0,0
1866701.2,3313202.45,604.0,20.0,14.6,7.0,0.059,2347853.75,2.0,1
1189583.03,1178966.37,362.0,20.0,10.8,7.0,0.251,1668489.77,1.0,1
1563322.6,2701507.63,354.0,15.0,18.3,7.0,0.553,2740650.06,4.0,1
1404321.55,1728465.72,670.0,1.0,6.9,,0.216,290380.83,4.0,0
599916.21,1826648.61,524.0,20.0,0.6,1.0,0.443,2056532.3,0.0,0
505647.76,551944.07,545.0,10.0,26.7,1.0,0.068,2711.19,0.0,0
933088.51,1484657.39,,2.0,22.9,6.0,,658253.41,2.0,1
713135.45,4491289.43,440.0,5.0,17.5,2.0,0.087,2621849.47,,0
633322.12,1808695.7,524.0,1.0,15.6,4.0,0.396,567869.18,4.0,0
433739.29,2916073.49,647.0,3.0,20.6,4.0,0.314,1563691.61,1.0,0
1868974.14,170442.66,304.0,3.0,9.3,3.0,0.085,545569.29,1.0,1
259049.23,4938274.42,471.0,1.0,9.0,6.0,0.092,1502220.82,2.0,0
1541136.76,594499.6,620.0,15.0,14.4,0.0,0.054,1410343.14,5.0,1
1343851.59,4720030.71,615.0,1.0,25.0,1.0,0.543,762581.72,3.0,0
1498590.68,474897.32,580.0,1.0,14.0,2.0,0.436,2350782.32,5.0,1
1883134.59,1510722.13,364.0,2.0,6.9,2.0,0.359,750675.82,2.0,1
107158.47,1716015.27,334.0,15.0,2.2,0.0,0.568,867217.63,5.0,1
,4272267.9,466.0,1.0,17.0,3.0,0.414,2255328.62,2.0,1
36504.12,931038.14,802.0,2.0,2.7,2.0,0.375,831206.98,2.0,0
845464.0,4633854.88,602.0,15.0,29.1,6.0,0.524,201293.96,3.0,0
87164.23,283989.91,815.0,2.0,18.9,2.0,0.093,1849470.3,2.0,0
268160.81,4919764.62,328.0,5.0,27.7,2.0,0.403,2067450.47,2.0,0
527482.49,324970.96,737.0,1.0,10.5,0.0,0.171,2100715.56,1.0,0
189912.02,845044.23,817.0,10.0,5.5,3.0,0.505,98788.29,4.0,0
1929000.42,,327.0,2.0,26.1,0.0,0.326,1746964.66,5.0,1
1731235.25,3225622.43,558.0,3.0,8.3,3.0,0.506,288915.15,0.0,0
1767048.36,3352456.29,311.0,3.0,3.3,3.0,0.47,83224.58,1.0,1
59480.36,3176737.68,323.0,2.0,27.9,6.0,0.172,558636.27,1.0,0
1318099.69,4287906.17,771.0,3.0,22.6,3.0,0.527,482208.75,2.0,0
59310.9,3712413.4,637.0,20.0,,4.0,0.209,1376578.82,2.0,0
1994371.99,4844056.98,542.0,3.0,13.5,5.0,0.397,1653099.88,2.0,1
1696756.48,4229406.46,513.0,10.0,0.8,3.0,0.082,1147382.6,0.0,0
1444566.35,3930314.81,656.0,5.0,11.7,1.0,0.266,2027023.13,0.0,0
461633.97,836401.8,510.0,1.0,9.6,3.0,0.596,1133504.17,3.0,1
413744.4,153131.3,330.0,1.0,12.8,4.0,0.174,904197.54,0.0,1
1676233.1,1715652.09,334.0,2.0,22.6,7.0,0.142,2864030.79,5.0,1
460647.76,4645472.87,617.0,3.0,8.8,7.0,0.443,2241952.1,3.0,0
1843359.21,3141168.64,307.0,1.0,20.8,4.0,0.477,2097311.59,2.0,1
1764064.34,3096005.28,815.0,15.0,24.0,1.0,0.209,1324362.88,2.0,0
,4516581.17,593.0,15.0,27.3,5.0,0.104,884926.56,1.0,0
570054.88,3795713.64,442.0,3.0,12.2,5.0,0.423,2745134.83,2.0,0
540462.53,,826.0,20.0,23.8,3.0,0.377,2521261.14,4.0,0
123478.11,3484134.01,310.0,1.0,6.3,5.0,0.156,,1.0,0
1451449.46,779631.64,592.0,5.0,10.2,6.0,0.319,1907535.89,4.0,1
891767.93,1996831.42,618.0,2.0,19.4,7.0,0.139,2543999.35,0.0,0
1714358.18,3581135.69,665.0,2.0,19.8,0.0,0.385,1955044.22,0.0,0
816475.43,3553146.45,488.0,10.0,9.3,3.0,0.186,2842445.33,3.0,0
667589.13,3832835.77,628.0,2.0,5.7,2.0,0.381,438364.82,0.0,0
237064.88,628365.58,584.0,10.0,27.2,3.0,0.405,2638573.09,4.0,1
1285086.38,3975417.22,389.0,2.0,17.2,5.0,0.508,383847.49,0.0,0
396873.3,452834.7,595.0,2.0,19.0,2.0,0.176,2674529.82,3.0,0
136915.84,4134142.92,519.0,15.0,27.8,7.0,0.139,1457028.2,3.0,0
190287.72,276370.85,437.0,5.0,26.5,3.0,0.274,226694.18,4.0,1
1224571.59,1346229.49,574.0,,28.9,0.0,0.388,2118439.58,3.0,0
1468258.01,3470943.48,462.0,20.0,23.3,6.0,0.436,2402267.43,1.0,1
1054366.66,696615.95,627.0,1.0,24.3,1.0,0.238,2679012.61,2.0,1
1704337.79,2340428.21,414.0,10.0,22.5,3.0,0.094,1727332.72,0.0,0
1599894.43,3296568.3,760.0,20.0,17.8,,0.262,318161.7,2.0,0
1273888.81,632103.54,794.0,20.0,17.7,6.0,0.588,1960215.49,4.0,1
1819402.65,1893757.36,636.0,1.0,7.2,2.0,0.111,2412348.3,3.0,0
414879.04,2020819.86,632.0,3.0,8.5,0.0,0.072,2177394.2,0.0,0
1713345.32,2980557.01,589.0,10.0,,5.0,0.423,335690.73,3.0,1
866224.14,692989.49,545.0,1.0,16.3,1.0,0.353,1329706.97,2.0,1
193853.6,2009401.14,634.0,15.0,9.3,0.0,0.257,2309215.14,0.0,1
1107090.94,3800706.64,306.0,,29.4,4.0,0.382,2570009.71,4.0,1
545766.51,2076361.64,672.0,15.0,28.7,7.0,0.158,1910627.86,1.0,0
1984397.52,1730879.38,661.0,20.0,12.8,3.0,0.551,210903.83,0.0,0
959185.85,517457.65,634.0,3.0,1.8,,0.489,,3.0,1
1066389.3,3434182.62,698.0,20.0,18.7,3.0,0.469,1765627.6,1.0,0
1578838.73,1041694.74,773.0,3.0,4.8,6.0,0.547,1518002.3,0.0,0
663377.6,2074337.65,566.0,20.0,10.8,4.0,0.418,238336.5,4.0,1
615571.07,1838505.42,684.0,10.0,29.0,5.0,0.175,451978.74,3.0,1
503123.57,3906132.99,611.0,1.0,6.8,5.0,0.265,2315319.41,3.0,0
964034.6,3332945.29,581.0,1.0,28.5,3.0,0.373,248266.9,4.0,1
1855011.01,2288166.98,692.0,3.0,23.0,,0.55,275178.6,1.0,0
1718393.38,,780.0,1.0,9.8,1.0,0.209,392830.36,5.0,1
1312087.22,4029067.36,708.0,2.0,16.1,0.0,0.26,2291380.09,,0
268357.66,1009262.16,684.0,5.0,1.3,7.0,0.582,926778.06,5.0,1
1229375.95,612546.24,796.0,15.0,12.0,3.0,0.1,1343681.57,0.0,0
