pm25,pm10,no2_ppb,co_ppm,so2_ppb,o3_ppb,wind_speed_kmh,humidity_pct,temperature_c,aqi
148.56,342.01,86.15,3.05,43.57,34.4,5.04,78.13,33.53,284.98
189.62,288.13,91.04,4.18,56.06,,7.2,80.75,29.89,249.82
128.32,297.09,93.27,3.69,38.73,31.06,4.66,65.52,38.59,285.82
154.04,272.58,117.99,3.34,44.66,27.55,2.63,74.15,35.22,270.55
125.43,298.42,97.85,3.16,58.73,39.25,2.5,76.37,34.08,314.3
179.05,236.64,95.05,3.21,39.14,32.43,6.07,63.97,24.86,232.99
165.73,327.84,86.72,4.46,55.74,37.04,6.82,71.35,29.43,247.44
140.56,281.16,,2.98,47.14,24.23,6.27,64.01,30.26,280.5
118.91_err,270.75,91.48,2.76,45.58,25.73,6.63,68.85,33.56,292.06
166.08,274.5,77.71,4.3,36.74,27.48,6.64,69.82,31.15,251.12
164.78,312.23,99.86,2.97,50.68,17.33,3.49,73.64,33.47,261.96
142.97,302.28,75.25,3.91,53.26,34.29,8.37,86.54,23.61,298.03
148.76,289.73,93.66,3.95,44.56,32.11,4.29,81.82,32.78,268.49
165.71,291.17,92.33,2.49,44.46,33.52,3.95,66.54,32.56,285.28
134.39,282.26,107.0,4.71,53.05,38.41,4.45,67.9,29.22,272.67
111.67,260.89,101.29,3.12,38.5,35.23,4.21,69.97,40.82,260.02
190.23,284.27,104.59,3.31,60.31,36.38,6.67,68.14,31.79,256.81
173.8,214.59,69.36,3.71,31.44,25.05,5.74,75.94,26.11,251.62
154.41,251.55,77.82,2.93,43.63,34.86,6.31,72.99,29.7,268.74
167.67,224.85,104.54,,45.89,23.58,3.84,59.32,29.02,307.83
122.43,308.8,78.62,3.17,47.67,40.56,6.22,72.3,31.94,286.59
153.19,274.6,79.54,3.3,49.16,23.89,4.51,80.55,36.76,202.27
149.48,303.43,81.1,3.91,49.89,29.74,0.35,67.3,30.5,304.73
135.13,232.93,95.76,4.17,55.67,34.21,6.9,57.17,32.61,256.41
164.45,236.0,76.48,2.84,55.4,22.35,5.94,82.46,32.2,257.0
104.13,320.01,93.41,2.95,37.25,40.34,8.64,71.33,23.75,296.23
152.69,256.62,90.97,2.02,44.91,28.07,7.61,66.93,31.95,248.89
151.85,329.25,79.43,3.55,46.23,35.8,4.36,66.27,35.76,333.18
120.69,247.52,82.94,3.3,52.35,37.71,2.73,74.24,33.24,257.72
160.18,248.38,110.13,4.51,44.84,13.42,5.87,65.67,28.62,249.64
160.21,241.2,104.02,3.75,61.63,28.48,7.06,85.08,29.21,285.13
144.13,234.38,77.64,4.13,41.43,31.89,4.48,81.28,26.55,244.36
141.82,304.74,96.47,3.89,37.83,29.03,5.63,72.64,29.52,269.17
150.1,310.38,91.55,4.7,50.93,41.48,7.43,72.6,24.22,256.2
133.34,292.83,85.85,4.22,56.41,25.71,9.04,58.43,31.2,218.94
166.63,266.4,104.26,2.82,41.3,23.59,4.73,74.43,34.14,236.29
137.67,280.95,95.38,3.52,44.01,,4.12,81.42,32.86,253.36
165.46,302.04,75.73,2.37,43.4,35.27,7.71,80.54,33.17,347.23
163.46,237.65,86.38,3.63,38.39,23.97,9.62,72.33,29.97,222.43
162.78,333.0,96.15,3.84,41.18,18.22,4.74,69.5,25.59,222.91
133.94,282.95,86.2,3.39,42.15,42.2,5.66,68.13,35.31,293.94
172.83,342.34,86.07,2.73,49.4,25.34,4.74,58.62,37.81,272.9
162.64,301.31,111.63,3.92,54.65,37.24,6.18,70.26,29.15,266.92
170.77,296.09,98.46,3.18,43.45,28.56,10.76,61.02,33.52,291.59
121.41,251.43,72.33,3.01,40.01,21.15,4.25,69.37,33.64,317.56
167.72,231.62,105.01,4.44,52.4,32.61,4.43,77.76,33.78,316.08
163.76,262.31,75.08,4.69,38.92,27.37,7.94,68.95,36.01,297.36
151.8,276.6,98.44,3.68,45.19,26.4,5.43,66.95,38.76,291.6
128.78,302.16,94.8,2.88,41.14,27.97,2.51,75.82,35.2,329.39
132.97,353.28,90.11,3.75,43.58,22.63,6.1,60.48,32.26,291.01
139.1,268.63,70.4,3.34,46.91,29.0,4.24,63.43,22.4,296.46
171.58,222.23,72.38,3.52,51.51,29.62,3.43,63.74,40.03,290.19
136.91,376.31,96.37,3.92,49.4,29.21,4.0,75.14,38.53,309.95
159.24,227.13,115.75,4.36,50.37,32.66,8.69,70.4,29.59,344.44
117.74,343.35,84.93,,55.34,30.86,7.31,67.95,27.39,204.4
144.41,250.6,65.52,3.85,50.3,31.7,7.89,74.47,33.88,289.47
169.46,319.15,85.06,,43.06,24.54,5.61,66.68,33.66,265.93
147.67,245.89,91.8,2.46,37.24,23.73,3.8,67.98,32.13,326.88
150.23,331.04,72.59,4.02,44.73,34.14,5.25,,31.62,271.84
159.13,315.75,112.29,3.31,33.4,19.15,3.57,81.38,28.1,318.18
172.29,301.25,,4.05,47.34,20.58,5.03,69.52,39.31,264.04
172.31,278.51,91.53,3.59,49.21,31.58,,77.84,31.87,315.95
129.36,315.87,75.92,3.1,41.36,33.17,7.76,72.87,32.81,286.02
163.65,257.22,95.7,3.61,56.01,34.98,4.7,50.5,34.11,288.46
161.15,325.5,86.68,3.66,26.26,32.27,5.84,75.32,37.4,291.36
173.86,199.87,66.17,3.44,42.91,19.86,4.93,91.44,32.56,240.23
111.82,271.41,97.21,3.34,57.55,35.39,3.57,68.48,31.74,292.45
,293.58,88.95,2.46,57.74,29.74,6.53,63.92,33.26,
187.82,253.41,99.22,2.8,52.49,25.55,6.69,72.88,29.76,313.57
-50,248.44,,3.4,40.39,22.95,4.32,74.36,32.63,
144.47,246.14,104.0,4.35,46.84,30.95,6.96,75.02,,290.35
191.19,283.15,103.43,3.36,46.66,30.85,1.77,75.66,38.17,302.59
131.9,221.19,84.12,4.85,56.32,20.8,7.22,68.85,31.0,298.95
162.13,333.74,97.95,3.37,41.36,36.74,9.26,70.49,28.18,297.46
107.61,237.95,100.96,3.99,44.65,26.77,4.38,76.0,24.19,214.13
118.48,319.45,83.05,3.7,38.53,26.42,5.32,,,268.51
139.77,333.9,96.76,3.27,56.88,34.47,7.46,63.01,39.06,223.57
168.15,202.64,70.86,3.28,39.19,32.42,8.31,67.16,32.4,227.9
170.95,282.7,99.54,3.07,46.76,38.4,4.94,74.38,32.22,287.64
174.47,220.51,85.96,4.96,65.03,30.78,7.93,83.22,32.39,266.13
149.3,298.5,81.42,3.19,53.14,22.43,8.31,85.12,40.72,333.76
152.35,257.23,97.21,3.45,47.84,32.4,7.06,73.9,33.69,281.56
164.19,272.9,75.88,5.45,55.13,29.91,6.45,49.1,27.92,302.58
130.17,269.1,74.4,3.68,54.19,28.06,8.08,64.03,29.97,262.49
126.59,293.04,83.96,3.19,51.84,33.81,7.98,73.61,32.35,301.61
142.08,315.23,84.53,2.98,40.62,31.1,9.85,84.77,35.65,
155.68,,91.66,4.38,43.02,39.27,7.21,58.3,29.33,312.64
147.48,312.44,98.72,3.48,39.96,27.5,9.39,63.55,32.67,277.89
180.3,294.57,81.48,3.91,36.6,25.8,6.54,87.11,31.84,306.14
149.87,303.3,91.39,3.44,45.99,25.14,5.48,77.63,20.51,262.33
171.17,293.04,99.33,3.43,53.85,24.82,5.45,77.3,29.03,289.57
184.96,239.3,95.08,4.63,39.11,28.16,6.98,70.93,37.11,289.76
164.97,258.91,98.31,3.9,42.06,40.62,6.21,59.66,33.37,284.1
120.83,245.12,92.72,2.45,51.12,22.91,,86.68,37.58,311.49
145.63,276.55,85.04,3.77,44.76,19.58,6.45,,32.64,290.26
179.41,329.77,104.53,3.84,45.3,31.0,6.8,66.57,31.98,291.68
142.97,246.18,91.78,3.85,50.44,23.85,5.24,82.39,31.11,254.56
166.09,258.94,95.43,3.4,48.65,33.69,2.85,62.35,35.57,367.04
143.91,256.33,89.56,3.4,,32.7,5.4,67.03,35.21,299.08
174.06,263.72,75.4,3.67,37.96,24.59,7.12,64.66,38.42,270.44
168.39,284.57,98.8,2.85,25.6,33.51,7.67,62.02,30.36,256.89
170.03,249.74,89.79,2.61,48.79,20.28,4.07,75.52,25.76,285.26
164.11,282.05,68.04,2.64,47.49,31.57,6.44,70.31,29.72,273.61
139.92,331.84,77.15,4.27,46.39,32.82,6.09,67.76,32.34,277.21
148.35,277.18,72.73,4.47,53.18,16.0,6.96,71.94,36.92,259.52
177.63,307.25,75.02,3.76,52.91,27.36,7.46,66.09,36.8,320.47
149.38,314.87,93.4,3.58,57.42,33.33,6.83,66.42,35.44,252.38
127.58,259.13,78.56,3.84,45.32,34.66,7.16,76.08,35.72,323.52
184.01,264.72,86.32,2.83,37.78,26.44,8.75,71.12,29.54,260.06
177.08,260.81,85.86,3.66,40.96,28.9,3.86,51.36,30.62,282.28
153.45,290.94,107.46,3.43,39.16,28.95,6.19,67.16,27.68,314.25
161.16,234.68,106.21,2.48,35.93,22.68,7.96,65.83,32.42,273.15
141.68,291.85,77.65,4.05,37.82,30.53,4.76,59.9,33.5,269.19
160.4,300.07,92.27,3.28,58.3,28.05,,84.76,33.12,262.64
149.25,227.24,79.18,3.88,40.89,29.11,7.9,84.51,31.28,277.02
151.01,280.11,73.06,,55.16,24.93,7.79,71.74,36.49,234.41
177.27,265.36,87.77,4.14,43.33,14.59,6.08,77.55,32.94,284.93
137.42,334.01,112.82,4.53,,31.38,3.22,63.72,31.05,283.55
131.54,311.76,81.78,3.58,29.48,28.05,5.11,67.64,29.67,271.13
120.82,324.03,86.1,3.32,41.87,27.65,3.31,50.77,34.66,283.73
187.86,236.51,100.78,3.45,48.91,34.91,6.22,61.59,32.47,272.97
148.71,309.99,82.02,4.29,48.42,35.0,4.29,78.37,25.67,306.27
106.18,236.95,,2.77,44.69,30.91,6.42,62.66,36.44,302.79
147.04,261.84,107.61,3.3,35.35,26.5,6.13,67.39,31.38,287.87
135.35,305.52,100.41,4.04,47.86,29.95,3.29,69.61,34.94,333.19
145.97,329.51,82.39,3.52,38.74,26.38,5.96,63.54,33.06,272.94
156.74,257.92,95.13,3.32,55.45,34.46,,73.33,32.41,266.95
136.31,313.07,,4.62,39.97,21.77,5.03,73.96,32.26,258.03
130.97,343.58,109.24,4.2,57.64,31.13,4.2,71.36,33.91,288.15
175.27,218.39,77.74,3.43,55.59,29.77,6.56,71.24,33.44,282.43
173.15,330.64,97.2,2.68,37.02,27.36,6.29,70.44,24.31,253.22
126.52,219.83,86.3,3.18,46.76,40.07,4.41,82.3,31.04,304.14
130.04,287.25,75.37,4.25,40.21,37.52,6.53,67.42,29.79,299.42
180.86,264.49,87.76,4.33,38.6,34.54,7.07,69.57,,295.27
119.02,,85.61,2.51,52.13,29.48,7.27,62.0,41.92,273.9
162.03,407.72,105.06,2.91,43.8,25.81,8.22,65.36,39.16,260.24
136.46,319.24,97.48,2.28,52.43,36.7,6.12,73.73,34.54,322.73
147.82,219.71,90.12,4.72,37.98,35.22,2.86,54.79,30.03,
115.23,278.69,93.3,3.36,43.05,27.25,2.77,,28.33,239.8
167.55,314.82,95.9,3.8,36.96,18.16,7.27,55.77,29.67,250.75
150.94,343.02,95.44,3.63,39.66,36.22,5.22,65.64,33.49,327.73
113.33,283.3,102.97,2.13,49.69,31.93,8.44,68.45,29.5,289.86
140.48,247.27,111.48,4.26,52.61,25.1,12.3,60.38,38.06,235.3
171.3,295.98,77.16,3.73,45.28,25.57,7.9,66.03,21.65,286.63
145.63,246.82,104.0,4.06,49.32,24.74,6.23,59.24,33.66,248.58
145.67,253.55,77.01,-1.0,49.55,25.58,6.28,62.68,36.49,340.07
193.22,274.23,80.83,3.0,52.8,29.3,,75.27,36.13,369.35
151.22,280.0,72.93,3.83,44.86,41.33,5.48,63.04,35.87,254.88
133.45,258.48,95.83,3.3,41.37,29.87,6.53,59.5,28.52,
143.9,266.36,74.57,3.37,48.86,32.05,,77.88,35.11,272.53
156.42,262.02,89.58,3.7,58.62,30.11,3.63,72.03,32.73,297.71
147.44,286.16,103.03,2.3,43.61,34.2,5.37,82.88,30.68,276.19
165.88,304.96,89.24,2.67,44.27,24.78,6.15,74.21,37.53,313.29
169.32,287.68,102.12,3.41,45.93,40.59,4.98,49.12,29.47,291.65
153.71,286.57,87.53,3.62,35.11,23.36,8.8,80.73,25.3,306.57
143.32,268.29,76.94,3.17,33.27,33.57,4.89,80.29,31.42,248.79
172.26,255.88,74.74,2.99,48.4,31.81,7.59,74.56,31.11,295.61
135.12,264.9,89.19,3.89,44.69,29.97,4.18,61.5,28.79,241.15
156.77,240.39,109.63,3.56,47.65,37.05,8.02,,37.42,302.41
139.37,283.79,95.15,2.86,48.16,27.51,6.15,72.02,33.46,272.33
162.93,303.31,77.59,2.72,46.8,33.0,6.55,68.9,37.28,286.5
176.17,201.02,79.7,3.49,30.59,29.42,4.97,80.18,38.53,297.42
145.35,338.61,91.14,3.72,52.57,23.69,8.41,77.71,34.21,270.56
142.33,286.27,99.63,3.5,40.29,40.16,5.82,82.2,21.46,288.23
156.42,258.69,68.08,3.09,35.56,28.31,8.53,65.87,25.64,289.46
134.72,295.64,97.35,3.65,28.81,26.9,9.37,76.65,32.44,302.76
146.0,230.15,110.82,2.61,49.42,22.44,8.98,75.94,29.65,245.19
153.85,253.67,76.39,3.71,31.05,38.23,6.42,79.79,31.68,220.35
156.33,236.52,88.21,3.66,40.83,33.24,6.9,58.79,27.75,242.06
190.16,284.37,94.52,2.83,29.47,33.53,2.53,78.62,30.77,277.53
185.91,250.93,68.86,3.83,50.82,29.89,6.04,73.42,29.25,233.45
158.36,245.76,87.5,3.41,40.31,33.58,11.01,68.21,31.03,295.82
163.75,266.86,82.96,4.18,45.73,29.92,5.14,70.98,31.45,282.13
147.44,294.72,69.03,3.99,29.49,34.33,6.33,72.36,33.7,316.3
166.86,344.94,92.28,4.13,40.07,34.2,3.28,61.5,31.41,266.68
137.08,,94.2,4.31,45.0,23.84,2.91,54.65,35.24,298.82
167.15,319.11,90.04,4.03,50.37,31.47,6.92,83.1,29.13,282.73
138.29,338.01,80.92,3.47,49.29,27.11,7.12,72.09,32.08,260.83
142.02,265.05,90.6,2.87,47.19,30.4,10.49,80.66,33.34,309.18
143.22,289.81,83.13,3.66,49.62,32.77,5.87,77.07,31.53,334.75
126.2,214.38,103.96,4.59,46.94,33.08,8.39,67.59,32.05,312.42
155.77,265.73,93.21,,51.75,24.12,3.6,60.53,38.54,298.21
143.36,229.76,89.82,3.85,61.9,35.97,5.44,64.19,36.6,307.83
127.3,237.61,75.31,4.05,58.53,38.07,6.16,78.85,32.17,311.3
127.2,286.68,89.05,4.09,54.89,28.94,6.74,78.69,33.18,314.46
139.0,309.77,86.88,3.96,43.59,17.17,5.16,67.44,30.93,280.68
140.3,311.48,87.38,3.71,53.4,30.05,5.43,86.94,26.33,260.09
184.33,,95.74,4.27,41.27,44.81,6.23,50.39,25.48,307.64
120.36,263.82,101.9,4.11,38.05,35.62,5.1,75.9,31.6,225.79
157.48,260.2,88.97,4.32,44.0,32.43,8.49,62.94,29.04,320.73
144.88,269.6,115.01,3.53,41.9,32.13,4.84,56.97,37.91,259.83
162.79,344.06,86.13,3.38,37.37,22.35,7.74,,34.8,268.56
138.14,312.22,98.05,3.1,56.94,35.23,5.49,71.14,33.19,266.13
164.23,247.51,92.82,4.05,43.84,21.44,6.61,60.11,,313.97
111.28,279.4,91.53,3.25,36.68,27.54,7.6,61.62,34.89,258.43
155.6,310.28,90.59,4.37,54.78,29.69,5.14,75.76,36.14,269.78
149.23,323.28,101.94,3.06,47.51,29.58,5.59,64.39,25.67,250.1
149.96,253.18,99.62,3.77,46.13,22.63,7.58,61.13,26.56,338.36
117.31,359.47,91.64,4.05,45.86,30.35,7.72,67.89,34.94,312.86
137.5,359.54,83.7,3.77,48.62,33.11,7.97,71.55,30.82,310.37
142.17,346.76,103.57,2.94,42.37,29.74,8.0,69.75,32.45,275.84
,,94.52,2.67,21.73,34.22,7.28,61.04,30.91,308.14
135.1,195.06,78.41,3.07,53.34,25.51,1.89,72.53,29.56,262.86
156.43,266.57,85.58,4.08,49.93,22.07,6.12,61.87,34.98,211.74
153.2,239.06,91.68,4.13,52.08,21.79,7.28,69.83,34.37,311.98
157.12,267.2,101.27,3.91,50.8,,3.45,82.63,32.02,257.9
131.53,299.43,97.4,2.81,57.58,40.67,6.58,64.39,25.07,229.97
168.79,318.79,79.28,3.45,39.24,25.86,10.26,68.19,31.71,299.37
151.02,276.75,102.88,4.46,35.48,30.78,7.1,62.91,31.39,350.82
182.05,263.9,81.9,3.53,50.64,29.95,7.67,65.12,31.77,269.39
166.89,289.01,84.96,3.15,44.99,33.99,,65.98,,279.75
191.27,276.53,82.69,3.22,48.03,34.19,6.1,66.53,29.14,290.81
170.58,259.7,82.31,4.05,53.81,18.82,6.45,60.9,34.41,258.56
174.74,275.49,102.91,3.49,26.53,30.72,7.51,61.19,29.11,260.02
140.25,329.6,82.29,3.78,53.66,34.14,7.48,72.29,30.15,290.11
135.59,210.59,100.05,3.44,39.38,22.87,7.75,54.49,36.15,267.75
178.05,262.4,118.32,3.4,49.97,26.6,4.32,64.17,36.99,248.09
154.4,310.99,80.65,3.99,46.58,28.8,5.05,79.76,31.78,250.44
144.29,305.14,98.53,3.71,43.89,30.74,6.8,64.9,23.72,332.56
154.97,285.88,87.71,3.7,61.22,32.03,6.01,59.25,32.09,292.44
162.01,269.41,83.64,3.1,51.89,32.18,5.86,69.03,25.34,268.51
116.48,291.14,87.38,2.92,48.93,25.17,11.59,68.22,25.91,287.08
135.57,331.25,116.9,3.91,41.81,32.82,7.2,76.95,34.53,288.98
164.08,221.85,93.3,4.42,44.18,27.24,8.6,46.08,40.14,237.1
127.99,302.58,75.59,3.37,43.56,36.95,6.16,63.42,32.29,287.84
174.25,252.41,98.78,4.02,57.09,23.58,6.52,86.06,28.85,275.12
131.14,282.4,80.99,4.51,38.4,28.02,6.28,53.62,35.73,313.78
150.41,249.4,106.82,3.09,44.33,34.54,7.94,66.4,31.09,237.09
121.59,291.38,108.42,3.53,45.86,32.75,9.3,55.15,32.59,216.34
156.59,237.65,79.35,2.58,47.0,30.21,4.31,60.43,32.15,310.17
174.02,258.52,93.81,3.53,53.96,29.5,5.29,75.59,34.95,325.12
143.03,312.7,85.53,4.23,34.52,12.99,4.21,65.54,,268.38
120.49,303.96,90.11,3.47,39.57,29.0,4.18,78.68,30.89,269.14
171.63,265.09,87.49,4.32,38.03,22.93,6.93,91.07,34.3,332.95
170.14,331.9,95.96,1.63,48.24,31.92,4.29,63.22,23.57,278.62
170.65,266.56,96.83,3.33,50.52,21.94,7.09,77.46,33.36,292.32
162.22,312.6,100.72,3.1,28.7,25.68,7.66,66.96,40.77,218.89
124.81,188.29,89.47,3.16,43.11,29.23,7.09,73.85,25.92,266.42
158.4,285.03,100.44,2.84,43.53,35.3,8.68,81.33,33.95,300.26
149.31,282.35,77.54,3.21,46.79,27.03,5.65,76.07,28.48,306.79
145.39,260.41,96.04,3.22,34.96,30.45,1.87,72.11,30.56,287.99
132.28,258.32,90.43,3.54,56.3,19.91,7.86,61.48,28.4,248.16
151.95,232.91,86.37,4.45,25.91,36.71,6.13,75.98,24.43,335.11
149.63,291.1,105.6,3.05,63.49,19.72,6.08,56.74,30.76,288.13
172.41,342.05,70.76,3.41,46.78,26.94,8.66,64.03,31.88,255.89
142.11,273.95,58.81,3.25,49.91,27.54,8.59,74.22,27.07,311.95
152.74,308.92,65.53,4.19,35.61,32.55,6.09,61.17,28.59,333.79
182.75,293.71,79.12,4.66,49.47,36.83,4.62,73.66,37.61,308.22
157.21,306.08,99.79,3.49,53.23,27.27,6.83,71.51,26.78,242.54
156.31,323.86,77.61,3.13,39.46,30.91,5.73,68.98,32.83,312.83
159.31,299.29,98.58,4.06,44.6,27.64,4.77,80.74,37.5,284.23
131.3,317.7,80.38,3.69,51.17,34.96,8.59,62.68,33.66,308.91
163.21,202.39,108.77,2.7,58.83,23.82,6.1,80.62,36.44,292.31
164.67,233.64,84.53,3.37,38.95,39.27,5.76,60.05,30.16,298.58
132.42,300.07,109.66,3.26,37.66,27.61,9.44,58.18,37.84,248.6
158.94,334.06,81.57,2.66,41.28,33.87,6.25,87.21,,306.87
188.34,292.88,93.81,3.51,39.16,32.98,4.57,81.23,31.26,318.68
119.97,282.98,94.77,4.28,51.28,30.02,5.79,66.0,29.83,255.57
120.13,344.49,101.67,3.53,42.66,24.07,6.74,61.55,29.08,298.39
157.79,289.79,108.85,4.06,48.43,36.88,4.36,76.23,34.95,301.59
141.66,341.46,75.38,3.27,61.08,24.99,5.36,67.27,26.07,263.14
136.44,279.62,83.8,2.65,45.79,26.72,6.96,73.0,29.0,240.45
170.01,303.76,102.92,3.09,23.55,25.02,5.24,66.17,25.18,251.47
127.76,322.23,92.13,3.42,40.33,30.86,6.46,83.69,27.81,285.2
183.28,246.61,107.25,3.4,31.0,,4.89,,,286.73
180.14,265.03,90.01,3.36,35.78,27.17,7.88,67.26,33.03,294.24
160.95,234.16,89.29,2.37,55.14,41.22,0.0,72.28,24.51,231.66
104.89,246.25,83.69,3.53,,25.38,8.6,47.53,38.24,258.87
144.37,301.46,88.02,3.21,43.5,36.21,7.54,77.16,31.47,278.88
144.01,298.19,108.38,4.88,50.76,24.88,4.46,83.33,24.45,289.16
170.61,322.22,80.51,3.24,49.89,19.24,8.36,63.68,,278.58
171.82,293.68,80.72,3.29,45.13,38.84,5.33,62.59,35.5,316.77
153.22,342.41,91.76,3.21,41.01,26.8,4.31,71.81,34.99,262.85
137.32,296.39,101.13,2.83,44.52,43.02,4.43,65.68,28.73,274.53
181.78,233.16,102.81,3.62,47.71,34.01,7.38,61.12,34.53,269.9
158.98,255.92,59.64,3.34,56.97,,5.76,70.64,30.63,316.74
120.27,320.76,97.56,3.4,44.24,27.94,10.94,66.45,35.08,287.14
143.11,276.66,86.4,2.99,38.01,35.49,3.81,76.83,23.72,283.35
146.76,305.79,111.65,4.11,45.12,21.15,4.99,69.92,25.03,299.07
124.23,303.23,106.87,3.79,28.38,33.02,4.13,69.07,27.5,285.66
158.49,348.18,74.23,3.34,38.69,29.5,6.01,68.09,39.7,266.26
164.03,278.79,82.87,3.47,52.27,23.31,3.06,67.61,31.62,289.46
147.54,298.62,99.2,4.91,48.76,29.07,7.3,70.99,35.21,268.74
184.79,289.72,97.72,3.75,38.66,28.11,9.28,78.47,33.64,269.99
153.89,290.35,100.6,3.81,47.63,27.0,11.7,60.97,23.86,244.91
161.25,221.01,108.08,3.67,52.0,39.46,7.73,74.25,32.03,296.57
156.55,257.96,82.21,2.52,36.65,31.89,7.92,87.78,23.58,271.59
168.34,,110.91,3.59,53.82,29.7,5.0,68.76,31.88,225.47
156.05,237.06,96.52,3.19,36.45,35.09,7.57,63.35,27.1,257.86
173.82,266.71,75.93,2.89,54.31,27.11,7.78,76.01,31.17,
139.7,,84.75,3.41,47.58,23.27,8.29,75.8,29.13,230.93
101.52,242.38,76.76,4.56,43.47,32.2,7.35,61.51,34.21,260.27
139.63,288.33,92.53,4.17,40.3,22.88,6.76,82.53,27.26,271.89
167.29,266.5,82.34,3.34,40.58,15.13,4.51,77.04,29.1,290.32
144.47,271.17,80.54,2.64,34.02,25.02,3.88,81.15,30.21,239.36
142.43,315.17,81.23,3.55,41.09,,4.65,59.86,28.49,253.3
177.96,326.85,111.93,3.01,47.55,26.85,6.8,68.64,28.36,250.89
133.4,248.34,,3.63,58.61,29.53,6.16,74.98,31.11,282.46
142.24,290.54,98.2,2.61,40.37,33.41,4.71,67.25,35.36,232.36
146.32,260.13,93.89,2.78,50.4,38.57,2.58,61.14,28.46,275.93
163.61,308.15,93.41,2.68,38.26,27.81,4.88,65.44,36.34,288.43
164.33,343.18,79.31,4.69,57.88,34.03,7.72,88.77,30.95,285.98
151.5,286.77,70.39,3.21,42.23,30.99,6.83,66.53,38.16,287.97
143.96,245.78,71.8,3.51,37.48,19.36,3.91,70.45,25.28,288.96
150.76,295.71,92.52,2.43,43.77,29.25,3.96,75.8,35.28,323.8
175.81,285.25,62.26,3.1,61.13,33.5,7.58,81.07,34.54,301.11
133.23,326.57,112.12,3.53,42.74,38.7,6.89,76.74,34.5,272.64
130.77,246.16,72.54,4.01,40.73,38.5,2.34,79.31,26.21,277.53
149.96,256.48,98.51,4.05,43.47,29.4,8.21,65.67,32.18,291.31
162.39,309.58,108.8,4.39,38.09,36.1,3.71,71.15,28.88,289.61
148.66,244.3,104.25,3.29,37.42,21.48,3.0,65.72,35.26,294.09
133.92,266.65,71.8,2.98,46.93,30.11,2.46,72.17,28.77,248.69
185.4,284.57,67.11,3.38,44.95,,2.28,55.32,31.49,249.67
152.16,222.08,98.17,2.9,32.54,37.58,6.03,71.15,43.77,282.26
126.08,251.02,96.11,3.47,36.12,27.91,6.44,61.42,39.18,276.18
171.73,291.5,94.98,4.21,37.75,35.81,2.64,78.86,30.33,
151.6,266.2,74.8,2.83,63.83,20.62,7.13,70.75,31.73,324.62
150.85,293.29,85.78,,53.97,23.47,3.63,57.81,30.93,284.85
142.43,244.77,102.36,,34.76,23.74,2.59,68.41,29.45,303.98
135.27,303.27,88.39,3.6,49.47,26.52,1.11,62.21,25.98,
157.22,278.81,104.44,3.02,37.83,35.97,9.61,68.13,32.91,298.38
100.7,268.3,97.22,3.37,53.79,32.25,4.46,66.27,30.27,308.21
157.22,255.19,95.77,2.64,46.2,30.69,5.68,66.66,37.11,310.98
124.8,277.45,77.18,2.67,59.33,39.31,4.19,,36.52,329.34
130.06,283.15,67.57,3.25,,25.48,5.18,74.58,38.61,281.23
144.28,225.43,67.74,4.2,57.16,30.17,5.39,85.36,32.42,253.37
160.46,247.45,103.56,4.28,43.36,33.28,3.85,72.86,27.7,230.97
114.9,370.34,96.23,4.48,50.61,33.06,6.44,61.98,26.19,310.7
140.82,330.7,88.3,,53.1,34.55,4.37,57.93,27.98,260.34
162.42,266.11,105.03,4.16,43.42,36.83,11.59,,30.47,282.11
145.37,316.64,95.34,4.34,51.29,25.51,9.06,68.77,28.77,291.78
131.18,278.19,100.7,4.62,42.89,29.75,6.46,68.0,31.71,343.47
138.76,290.84,81.61,4.24,41.02,28.61,6.94,73.68,32.49,305.33
178.47,323.0,89.97,3.77,37.28,33.85,6.13,81.84,30.65,323.23
163.69,250.2,77.07,4.04,49.7,22.71,3.57,75.7,26.21,294.33
146.15,296.19,115.66,2.76,58.19,24.79,1.97,70.21,32.45,256.98
148.75,287.32,99.47,3.27,27.09,33.08,6.59,73.96,,267.84
147.36,243.97,93.72,4.05,42.53,30.79,5.02,58.3,28.0,281.23
150.62,357.51,84.83,3.52,36.71,,7.12,79.58,45.6,255.38
145.07,229.56,93.25,3.92,43.67,26.02,4.73,70.74,37.43,301.02
167.87,291.47,74.07,4.39,47.78,,3.77,73.7,36.69,281.48
149.46,277.36,65.48,3.56,63.4,25.14,2.44,70.47,49.7,244.47
132.23,298.91,88.24,2.86,37.48,26.47,4.22,70.85,32.29,240.27
179.6,222.61,76.02,2.97,55.53,35.69,5.92,64.82,34.45,289.32
155.18,244.28,85.92,2.72,38.23,29.52,5.71,74.28,37.72,297.64
163.93,267.8,,4.76,39.42,38.35,3.04,,33.9,252.58
158.32,321.64,101.08,4.39,33.88,31.92,5.15,75.01,40.1,280.23
114.45,228.55,85.01,3.74,51.79,23.08,4.26,68.45,29.48,227.87
156.51,348.11,90.71,,46.84,,5.18,72.01,36.85,255.01
142.18,271.14,85.39,3.42,46.67,29.78,9.65,77.85,31.54,295.14
148.61,286.05,80.76,,45.64,28.33,7.35,66.32,34.86,266.96
147.68,357.09,96.34,3.78,47.3,24.3,3.02,67.46,33.78,250.27
136.74,338.39,98.18,3.25,42.55,20.64,4.07,65.94,30.75,292.59
144.41,245.04,79.79,3.22,24.92,25.03,,84.67,20.29,189.97
